,DNM1 (1759)
ACH-000004,-0.30138272289175355
ACH-000005,0.03663714693410622
ACH-000007,-0.3302429935521009
ACH-000009,-0.4459710339021711
ACH-000011,-0.34249689506868203
ACH-000012,-0.4627754833940369
ACH-000013,-0.475790562213632
ACH-000014,-0.3292416336820927
ACH-000015,-0.5604270112153176
ACH-000017,-0.2775817550341544
ACH-000018,-0.2427613907840432
ACH-000019,-0.40638451152985305
ACH-000021,-0.4311276030268809
ACH-000022,-0.4349378142293626
ACH-000025,-0.2868318534068625
ACH-000028,-0.4998185258257838
ACH-000030,-0.3802018459450692
ACH-000035,-0.3593634170444652
ACH-000036,-0.35130018489230724
ACH-000037,-0.4177481203496754
ACH-000039,-0.273770408546307
ACH-000040,-0.4646404480562241
ACH-000041,-0.4028270789374243
ACH-000042,-0.3574608979029588
ACH-000045,-0.2882349319685742
ACH-000047,-0.37878644568160863
ACH-000052,-0.32249485079928353
ACH-000053,-0.4358135804905843
ACH-000054,-0.3688623292680526
ACH-000055,-0.3688343594080552
ACH-000060,-0.4423299304714455
ACH-000067,-0.2676480649788229
ACH-000070,-0.4725656598996298
ACH-000075,-0.5034338227125064
ACH-000078,-0.4192819086748773
ACH-000082,-0.17013395355157382
ACH-000085,-0.3665355824057584
ACH-000086,-0.3702586935337572
ACH-000087,-0.31205765215406256
ACH-000092,-0.36361162082031695
ACH-000095,-0.3098323880241943
ACH-000097,-0.35302325872609963
ACH-000098,-0.3759766949677718
ACH-000099,-0.4097660268482202
ACH-000108,-0.3443958462020614
ACH-000113,-0.392856457822206
ACH-000116,-0.2723651755035356
ACH-000118,-0.3746015340068463
ACH-000120,-0.2916947607202601
ACH-000123,-0.40690246726732
ACH-000127,-0.2669327107260286
ACH-000128,-0.4653806130830024
ACH-000132,-0.1940843046664069
ACH-000133,-0.3581445876697317
ACH-000137,-0.2665244838275776
ACH-000138,-0.2966666830374768
ACH-000142,-0.4010095183205167
ACH-000143,-0.2787497377671721
ACH-000146,-0.4119561930125493
ACH-000148,-0.3329199821593921
ACH-000150,-0.6017839833624848
ACH-000152,-0.4118455392577575
ACH-000153,-0.6144094046413896
ACH-000159,-0.4254036141039869
ACH-000160,-0.3350384679010461
ACH-000163,-0.2583482890061777
ACH-000167,-0.2161951832805101
ACH-000168,-0.36234023814123856
ACH-000169,-0.5214632458558305
ACH-000178,-0.3659574648944321
ACH-000183,-0.35339499522486223
ACH-000188,-0.4017607351155269
ACH-000189,-0.26938423422800983
ACH-000190,-0.27308170270954485
ACH-000198,-0.370320811869502
ACH-000203,-0.2737059199622581
ACH-000204,-0.26251461147741306
ACH-000206,-0.14407936224849602
ACH-000207,-0.6075656711495344
ACH-000208,-0.479860935103017
ACH-000210,-0.10677717200971823
ACH-000211,-0.349139585186039
ACH-000215,-0.3440136766894051
ACH-000221,-0.3621927254809704
ACH-000222,-0.4317981520910668
ACH-000223,-0.3182984274838491
ACH-000226,-0.320213220567435
ACH-000227,-0.2730162302988361
ACH-000228,-0.4029950685184101
ACH-000231,-0.3465168119187764
ACH-000232,-0.3567764819642583
ACH-000233,-0.33488971182078264
ACH-000234,-0.3662424445485318
ACH-000235,-0.3374649462594736
ACH-000237,-0.36990614444080666
ACH-000238,-0.3705947621020591
ACH-000242,-0.1670703224138636
ACH-000243,-0.26034962964113395
ACH-000244,-0.3252508479859973
ACH-000246,-0.2730447006272511
ACH-000248,-0.3799722812620343
ACH-000250,-0.3493319973524953
ACH-000251,-0.2880716036225488
ACH-000252,-0.3590677655695937
ACH-000253,-0.34926266734754896
ACH-000255,-0.43897954721797067
ACH-000256,-0.3005628723795811
ACH-000257,-0.3206519477554742
ACH-000258,-0.23070855585492714
ACH-000259,-0.3788533527719189
ACH-000260,-0.3457024248869021
ACH-000261,-0.3509064310709977
ACH-000262,-0.2877632417769295
ACH-000263,-0.3849245293943761
ACH-000264,-0.3116846236646233
ACH-000265,-0.2464715725830025
ACH-000266,-0.3814996640327928
