,AJUBA (84962)
ACH-000004,-0.18114823570170496
ACH-000005,-0.05398879043777991
ACH-000007,0.0843912574625779
ACH-000009,-0.1800815306299599
ACH-000011,-0.12203927272590827
ACH-000012,-0.3082874507479662
ACH-000013,-0.10966916963156267
ACH-000014,-0.21545203955217732
ACH-000015,0.051235139330008034
ACH-000017,-0.10653955404195584
ACH-000018,-0.006856408971634135
ACH-000019,-0.11008526252352957
ACH-000021,-0.16288108155670378
ACH-000022,-0.12907336966530594
ACH-000025,0.16323356244268153
ACH-000028,-0.16284542023638204
ACH-000030,-0.033820503328843614
ACH-000035,-0.06345748577881126
ACH-000036,-0.22438849778540426
ACH-000037,-0.2380515383257316
ACH-000039,0.0535326541982884
ACH-000040,-0.014393897881959597
ACH-000041,-0.1554085859836801
ACH-000042,-0.020575847941083063
ACH-000045,-0.19259355018336335
ACH-000047,-0.1726061637831489
ACH-000052,-0.14538554892191766
ACH-000053,-0.03419850569854612
ACH-000054,-0.20341294080107009
ACH-000055,-0.5489594434764364
ACH-000060,-0.044588238258993766
ACH-000067,0.1150757916592174
ACH-000070,-0.04515466112522515
ACH-000075,-0.19665745101202506
ACH-000078,-0.19476618964710152
ACH-000082,0.13743957520903574
ACH-000085,0.14501013338545218
ACH-000086,-0.05813529583847765
ACH-000087,-0.1623183866409706
ACH-000092,-0.146948533824267
ACH-000095,-0.11582997311719065
ACH-000097,-0.15683994852403865
ACH-000098,-0.01906630208241782
ACH-000099,-0.13974505308861013
ACH-000108,0.04377359433537755
ACH-000113,-0.08834170896112044
ACH-000116,-0.15869694759239256
ACH-000118,0.05939387035126705
ACH-000120,-0.2557533997959175
ACH-000123,-0.17360373798215709
ACH-000127,0.07534167654195724
ACH-000128,-0.2994932023580671
ACH-000132,-0.008880923435243262
ACH-000133,-0.15053127303543895
ACH-000137,0.037561753142566164
ACH-000138,-0.02541809956392839
ACH-000142,0.11044203903345556
ACH-000143,-0.19563519644900154
ACH-000146,-0.22326002656885666
ACH-000148,-0.1910703575202136
ACH-000150,0.09275200302425107
ACH-000152,-0.11793663607413557
ACH-000153,-0.1959651080301232
ACH-000159,-0.3118714292532118
ACH-000160,0.045646915382097766
ACH-000163,-0.16705272682306332
ACH-000167,0.6331414135797095
ACH-000168,-0.2699224380180347
ACH-000169,-0.11071756769720037
ACH-000178,0.1411114636014452
ACH-000183,-0.1965972999793636
ACH-000188,0.25412012473784024
ACH-000189,-0.28339466606387825
ACH-000190,0.02852251169165802
ACH-000198,-0.030665876970991837
ACH-000203,-0.26687342426869703
ACH-000204,-0.2389160365255652
ACH-000206,-0.1129551737103266
ACH-000207,-0.009563909171084484
ACH-000208,-0.33366115434746346
ACH-000210,-0.05954766974980667
ACH-000211,-0.20006215759377746
ACH-000215,-0.09911803329745716
ACH-000221,-0.0471944740603308
ACH-000222,-0.03316335317571654
ACH-000223,-0.11799659133698648
ACH-000226,-0.26570998768513826
ACH-000227,-0.12554904648827395
ACH-000228,-0.24315683298889876
ACH-000231,-0.10273674478243347
ACH-000232,0.29742556499740697
ACH-000233,-0.11963430966461645
ACH-000234,-0.08185332001020161
ACH-000235,0.08963679841239279
ACH-000237,0.1570534984737496
ACH-000238,-0.13063217103272834
ACH-000242,-0.2657346635970129
ACH-000243,-0.2499647187425301
ACH-000244,0.005456521995884307
ACH-000246,-0.26485151625432746
ACH-000248,-0.1666675530066109
ACH-000250,-0.17968776302928632
ACH-000251,0.3178441687302336
ACH-000252,0.16947854695653625
ACH-000253,-0.1094247532134508
ACH-000255,0.030059502134914345
ACH-000256,-0.09751899148105196
ACH-000257,-0.1922048318879017
