,BRI3BP (140707)
ACH-000004,-0.038506379073004936
ACH-000005,-0.10264489688394056
ACH-000007,-0.14507561828189516
ACH-000009,-0.03766821258096837
ACH-000011,-0.14166484596225595
ACH-000012,-0.08375645055751071
ACH-000013,-0.10959017271394236
ACH-000014,-0.0250307606114341
ACH-000015,-0.03960108135131929
ACH-000017,-0.03580730870501192
ACH-000018,-0.04418822053658423
ACH-000019,0.04659057129088088
ACH-000021,-0.21496648815647895
ACH-000022,0.0048516796754301044
ACH-000025,0.005910420104515138
ACH-000028,0.04803182639893945
ACH-000030,-0.02874067731782604
ACH-000035,-0.0558746457819534
ACH-000036,-0.060735128466654076
ACH-000037,-0.21538332493309895
ACH-000039,0.0005019370044024159
ACH-000040,-0.18390909569689592
ACH-000041,-0.13057634061588674
ACH-000042,-0.032806116394523265
ACH-000045,-0.0065395927375366866
ACH-000047,-0.05286845926179322
ACH-000052,-0.1736196970934884
ACH-000053,-0.07142625223046062
ACH-000054,-0.18587640672095246
ACH-000055,-0.0581500612841658
ACH-000060,0.029345504609903237
ACH-000067,-0.2107953191507216
ACH-000070,-0.04530305227623044
ACH-000075,-0.06154397413620934
ACH-000078,-0.07171094594401753
ACH-000082,-0.02064824885343569
ACH-000085,-0.04525283927509384
ACH-000086,0.03102995941481189
ACH-000087,-0.3341493516336168
ACH-000092,-0.10109726001156848
ACH-000095,-0.06116153699973932
ACH-000097,-0.07803135465955842
ACH-000098,-0.09264734639446123
ACH-000099,-0.05398515089495128
ACH-000108,-0.17133253509396848
ACH-000113,0.035062662089205165
ACH-000116,-0.0304221879178854
ACH-000118,-0.2222762742310076
ACH-000120,-0.052426559676620334
ACH-000123,-0.057723788632713526
ACH-000127,0.07534919555502227
ACH-000128,-0.06169026002378316
ACH-000132,-0.116888582940057
ACH-000133,-0.0625765303290199
ACH-000137,0.015176858053332604
ACH-000138,-0.07391360916453542
ACH-000142,-0.022009455439537657
ACH-000143,0.12770370947485482
ACH-000146,-0.05692195900968749
ACH-000148,-0.13901067368548375
ACH-000150,-0.0906812873098012
ACH-000152,-0.18258087619203556
ACH-000153,0.11313960621229492
ACH-000159,-0.05007291884082272
ACH-000160,0.03103805696524325
ACH-000163,-0.0760614398659542
ACH-000167,-0.107508056038403
ACH-000168,0.009851894939795042
ACH-000169,-0.022277895830254944
ACH-000178,-0.1052452487186918
ACH-000183,-0.2211639401120008
ACH-000188,-0.12085068565926828
ACH-000189,0.10220227060793947
ACH-000190,-0.050230758990552016
ACH-000198,-0.1616160353991022
ACH-000203,-0.3621374827429696
ACH-000204,0.10260015983556718
ACH-000206,-0.1257661705519902
ACH-000207,0.028074907800556336
ACH-000208,-0.1125100193726041
ACH-000210,-0.055298475387048934
ACH-000211,-0.07820788306167642
ACH-000215,-0.04865007974688332
ACH-000221,-0.0335141745158602
ACH-000222,-0.10808123373811483
ACH-000223,-0.09824129202613507
ACH-000226,-0.09071533175029367
ACH-000227,-0.2589842243404806
ACH-000228,0.055870909047718666
ACH-000231,-0.09037509539952038
ACH-000232,0.0234930536892267
ACH-000233,-0.11087542345946357
ACH-000234,-0.21382791254765124
ACH-000235,-0.08521359453500096
ACH-000237,-0.06649489119194722
ACH-000238,-0.10305578848839504
ACH-000242,-0.2963961098433369
ACH-000243,-0.07356323102908392
ACH-000244,-0.0676551847154328
ACH-000246,0.016559046289058417
ACH-000248,-0.034261090379709695
ACH-000250,-0.03713237347888986
ACH-000251,-0.34373631817495715
ACH-000252,-0.02352471743788221
ACH-000253,-0.0171605405148439
ACH-000255,0.0424236599197556
ACH-000256,-0.10461850261467856
ACH-000257,0.02837455758103008
ACH-000258,0.06352206095373088
ACH-000259,-0.004895755957101185
ACH-000260,-0.1304509490650702
ACH-000261,-0.027778869458908208
ACH-000262,0.0044348243774467565
ACH-000263,-0.012628599000411135
ACH-000264,0.01653054507250476
ACH-000265,-0.009415389619937473
ACH-000266,-0.07809243545730217
ACH-000272,-0.024849765824971767
ACH-000274,-0.006557323220828552
ACH-000277,-0.10217617397636006
ACH-000278,-0.251960963798137
ACH-000279,-0.0238014684625284
ACH-000280,-0.10072200511288247
ACH-000281,-0.11484462164752104
ACH-000288,-0.09696955981617963
ACH-000291,0.012044371634888926
ACH-000293,0.10846128644926706
ACH-000294,-0.08186129094814781
ACH-000295,-0.002666755715087673
ACH-000296,-0.01698135874217429
ACH-000302,-0.15304899142564252
ACH-000304,-0.10877890948748484
ACH-000307,-0.08802359152037947
ACH-000308,-0.07232525734356368
ACH-000310,0.03130254511066538
ACH-000311,-0.025939213603563282
ACH-000312,-0.1073031043062128
ACH-000315,-0.1019363397953308
ACH-000316,-0.20098225620544208
ACH-000317,0.030475687506991925
ACH-000318,0.020762016957185624
ACH-000319,0.036940715334891336
ACH-000320,-0.2090896261718983
ACH-000322,-0.10201079879921196
ACH-000323,-0.09457696084832648
ACH-000324,-0.06022615594013455
ACH-000329,-0.15058820507039447
ACH-000330,0.1561734821404244
ACH-000331,-0.14001625546995247
ACH-000332,-0.18024627207893967
ACH-000334,-0.10095667959850098
ACH-000335,-0.08057037132407907
ACH-000336,-0.21016432766054985
ACH-000337,0.002879237279978471
ACH-000338,0.1531615808576971
ACH-000339,-0.021034654886240445
ACH-000341,-0.08425934577616205
ACH-000348,-0.2706217273194914
ACH-000350,-0.000807140438221345
ACH-000352,-0.18308818025491733
ACH-000356,-0.28934118533951564
ACH-000361,-0.1452279476784948
ACH-000362,0.017264109899962198
ACH-000363,0.0520125517839864
ACH-000364,-0.15303372707539012
ACH-000365,-0.10652521471154652
ACH-000366,-0.10633598758069493
ACH-000368,0.010387152124082798
ACH-000374,-0.0630185148167109
ACH-000375,-0.2837877693286281
ACH-000376,0.0439756226143584
ACH-000381,-0.19186404707155053
ACH-000383,-0.07453845989523544
ACH-000387,0.031671305458001814
ACH-000389,-0.05393494540673699
ACH-000390,-0.04131796865204748
ACH-000393,-0.049398306464295584
ACH-000395,0.07197795884813807
ACH-000396,-0.2551328461921964
