,GTF2F2 (2963)
ACH-000004,-0.7007499385071013
ACH-000005,-0.4310114043822948
ACH-000007,-0.1433129797765086
ACH-000009,-0.4422654841916828
ACH-000011,-0.5748261352201801
ACH-000012,-0.6060396177370021
ACH-000013,-0.6425525942693814
ACH-000014,-0.7016664644738234
ACH-000015,-0.7694490910466129
ACH-000017,-0.5961086998962206
ACH-000018,-0.2403772771098119
ACH-000019,-0.4005677253901601
ACH-000021,-0.6553855322037339
ACH-000022,-0.6142545118579507
ACH-000025,-0.4600715419023272
ACH-000028,-0.5769629548223099
ACH-000030,-0.5394581849350548
ACH-000035,-0.9990114522230916
ACH-000036,-0.5527913697376199
ACH-000037,-0.8793793439749572
ACH-000039,-0.4786305468878098
ACH-000040,-0.5926636251020249
ACH-000041,-0.7570213886043636
ACH-000042,-0.7067629765834187
ACH-000045,-0.7168317060727388
ACH-000047,-0.3717680997232128
ACH-000052,-0.6093622911842476
ACH-000053,-0.5038868297274229
ACH-000054,-0.6935530366644174
ACH-000055,-0.3473763855388848
ACH-000060,-0.8179395210463665
ACH-000067,-0.5842877597296813
ACH-000070,-0.5408751327525083
ACH-000075,-0.7917457108970262
ACH-000078,-0.4582384571942357
ACH-000082,-0.6661211600343083
ACH-000085,-0.6981489897690113
ACH-000086,-0.7065122743615841
ACH-000087,-1.1271337736592881
ACH-000092,-0.5046923755983872
ACH-000095,-0.6966536441493185
ACH-000097,-0.5982188736789869
ACH-000098,-0.753033620331089
ACH-000099,-0.5895961888238627
ACH-000108,-0.5549101069243444
ACH-000113,-0.5280952547263164
ACH-000116,-0.6718165260566589
ACH-000118,-0.5632824912967898
ACH-000120,-0.6870636149208471
ACH-000123,-0.6818392587832214
ACH-000127,-0.6870523787135158
ACH-000128,-0.5895563659427093
ACH-000132,-0.5237341154740073
ACH-000133,-0.7602186273213007
ACH-000137,-0.6940442889500176
ACH-000138,-0.7124801174704221
ACH-000142,-0.8075989150671659
ACH-000143,-0.931277881359844
ACH-000146,-0.708417133995838
ACH-000148,-0.8261677232748514
ACH-000150,-0.6664694027269005
ACH-000152,-0.4526916433283961
ACH-000153,-0.6491542273842559
ACH-000159,-0.6498927135231426
ACH-000160,0.005486388532155047
ACH-000163,-0.6144522172866466
ACH-000167,-0.3439617572753349
ACH-000168,-0.7141836771146499
ACH-000169,-0.7735631974150065
ACH-000178,-0.6181151341887542
ACH-000183,-0.7387348996847581
ACH-000188,-0.5786500674878772
ACH-000189,-0.5446968631347936
ACH-000190,-0.01140305364486982
ACH-000198,-0.6365050647621007
ACH-000203,-0.14274802784445328
ACH-000204,-0.9516646887097948
ACH-000206,-0.8564182701572078
ACH-000207,-0.6388504679884988
ACH-000208,-0.42730104806349495
ACH-000210,-0.7508623748311489
ACH-000211,-0.6477493113893519
ACH-000215,-0.6603146927747926
ACH-000221,-0.5974008570295379
ACH-000222,-0.7034033300725927
ACH-000223,-0.8130684274021104
ACH-000226,-0.7935461081641859
ACH-000227,-0.4457025323091422
ACH-000228,-0.7309207729803768
ACH-000231,-0.5718473265083889
ACH-000232,-0.8286972529628819
ACH-000233,-0.5643232604867002
ACH-000234,-0.5251795372711805
ACH-000235,-0.6189757513102587
ACH-000237,-0.7605334029292482
ACH-000238,-0.5112336361696049
ACH-000242,-0.8803811400227122
ACH-000243,-0.600728518968204
ACH-000244,-0.6686766377495399
ACH-000246,-0.6466175739273741
ACH-000248,-0.5572302098301933
ACH-000250,-0.6140887957355722
ACH-000251,-1.1352292995111517
ACH-000252,-0.5010537441652161
ACH-000253,-0.5122379282956158
ACH-000255,-0.6002245464566529
ACH-000256,-0.6290289353737111
ACH-000257,-0.613737187972772
ACH-000258,-0.518771152931901
ACH-000259,-0.6423590239800184
ACH-000260,-0.6454207236248825
ACH-000261,-0.6806600807085551
ACH-000262,-0.6859921289825667
ACH-000263,-0.685000350913249
ACH-000264,-0.7333268601560229
ACH-000265,-0.6936178050726854
ACH-000266,-0.6819212322086742
ACH-000272,-0.4876039483308377
ACH-000274,-0.694851964794373
ACH-000277,-0.6014102942241129
ACH-000278,-0.7127881644347015
ACH-000279,-0.5435343024358259
ACH-000280,-0.6847338183088598
ACH-000281,-0.3544961726442153
ACH-000288,-0.6087540687948999
ACH-000291,-0.6721091955678383
ACH-000293,-0.974917649824293
ACH-000294,-0.4511408952947938
ACH-000295,-0.4946882263869353
ACH-000296,-0.3814805984891497
ACH-000302,-0.8789837187697853
ACH-000304,-0.8519170905663295
ACH-000307,-0.7131135450999037
ACH-000308,-0.7552316799580359
ACH-000310,-0.4616084882084822
ACH-000311,-0.5479192322275558
ACH-000312,-0.6334808841995938
ACH-000315,-0.5992943517769348
ACH-000316,-0.6066471103594276
ACH-000317,-0.9355230298617616
ACH-000318,-0.5478259318560144
ACH-000319,-0.6893299925477032
ACH-000320,-0.6843810909547923
ACH-000322,-0.518638007898553
ACH-000323,-0.7894320505424365
ACH-000324,-0.6787524336279792
ACH-000329,-0.6409935050891258
ACH-000330,-0.5595087281884725
ACH-000331,-0.8535832549134263
ACH-000332,-0.6085557801561562
ACH-000334,-0.8472522639516804
ACH-000335,-0.7230320901912275
ACH-000336,-0.6361083570458604
ACH-000337,-0.7817516463512787
ACH-000338,-0.3567319085191035
ACH-000339,-0.5583723230037712
ACH-000341,-0.6112553447898315
ACH-000348,-0.6047094871360236
ACH-000350,-0.5503120878755782
ACH-000352,-1.079329599258279
ACH-000356,-0.5271579666393862
ACH-000361,-0.8149981554152473
ACH-000362,-0.4808418861151584
ACH-000363,-0.7160499590138366
ACH-000364,-0.9679640521153487
ACH-000365,-0.6553304636630611
ACH-000366,-0.5180020534203849
ACH-000368,-0.7417292574095528
ACH-000374,-0.6852251847329875
ACH-000375,-0.41679986643741
ACH-000376,-0.5321634510778602
ACH-000381,-0.5328394655513641
ACH-000383,-0.3929737362007864
ACH-000387,-0.6011471671704264
ACH-000389,-0.6432158484560084
ACH-000390,-0.6043147087373806
ACH-000393,-0.8273643566660627
ACH-000395,-0.7259612797191906
ACH-000396,-0.8949421778058559
ACH-000397,-0.6823980804031108
ACH-000401,-0.6502055829514557
ACH-000402,-0.3764301475664369
ACH-000403,-0.5316427149620659
ACH-000404,-0.7541010839769268
ACH-000406,-0.5183615653953108
