,ABCF1 (23)
ACH-000004,-0.6349123249361652
ACH-000005,-0.5471939432907229
ACH-000007,-0.8438996168168917
ACH-000009,-0.6494716248209824
ACH-000011,-0.5864895319701687
ACH-000012,-0.9017134538775112
ACH-000013,-0.8414320645225924
ACH-000014,-0.8366915181424572
ACH-000015,-0.7599917234150777
ACH-000017,-0.5280843267721813
ACH-000018,-0.730240068620875
ACH-000019,-0.5936775570034253
ACH-000021,-0.4021444894484952
ACH-000022,-0.7107023196626129
ACH-000025,-0.8999193937012443
ACH-000028,-0.7616787542573841
ACH-000030,-0.6464362592191398
ACH-000035,-0.9901321521941664
ACH-000036,-0.7443909864544039
ACH-000037,-0.488801758327625
ACH-000039,-0.7966824472517037
ACH-000040,-0.4996011048702285
ACH-000041,-0.4862760314556796
ACH-000042,-0.7915354027946777
ACH-000045,-0.7163234729632696
ACH-000047,-0.6577325876062651
ACH-000052,-0.8319116554064868
ACH-000053,-0.7204540757149054
ACH-000054,-0.8167972404592486
ACH-000055,-0.5441150216714463
ACH-000060,-0.5487785544798177
ACH-000067,-0.8049373649300755
ACH-000070,-0.6444876743110668
ACH-000075,-0.9771883269629597
ACH-000078,-0.6361395502121174
ACH-000082,-0.678356720096727
ACH-000085,-0.8078519639686228
ACH-000086,-0.7411539678858649
ACH-000087,-0.8011111314371377
ACH-000092,-0.7789387817435119
ACH-000095,-0.6630362786873674
ACH-000097,-0.7659487209626713
ACH-000098,-0.6415409646680058
ACH-000099,-0.4642515042433074
ACH-000108,-0.8690798489252617
ACH-000113,-0.7354984469014206
ACH-000116,-0.6301631368214884
ACH-000118,-0.540451387140444
ACH-000120,-0.6144524901808087
ACH-000123,-0.8903886904114446
ACH-000127,-0.8132394828518313
ACH-000128,-0.6326409804638723
ACH-000132,-0.7572296415850662
ACH-000133,-0.7441129998303416
ACH-000137,-0.8455248804928608
ACH-000138,-0.5151455094732249
ACH-000142,-0.6997788635369963
ACH-000143,-0.8623518238072115
ACH-000146,-1.0084119878253066
ACH-000148,-0.5036470058883303
ACH-000150,-0.5241122606269071
ACH-000152,-0.5970579939686471
ACH-000153,-0.7331096467806977
ACH-000159,-0.9741664754851068
ACH-000160,-0.8924172690079863
ACH-000163,-0.7157698421878873
ACH-000167,-1.122827805030698
ACH-000168,-0.7885602139794543
ACH-000169,-0.7610586861148934
ACH-000178,-0.8628522665185631
ACH-000183,-0.6721769321205305
ACH-000188,-0.5487427420613846
ACH-000189,-0.5145532441556148
ACH-000190,-0.7623300589489989
ACH-000198,-0.684776859498529
ACH-000203,-0.18035202065140915
ACH-000204,-0.742070295697345
ACH-000206,-0.8285644608540911
ACH-000207,-0.6440494255771937
ACH-000208,-0.6707735927320135
ACH-000210,-0.7417229678179822
ACH-000211,-0.5554138989058002
ACH-000215,-0.517868836098623
ACH-000221,-0.9088223348302449
ACH-000222,-0.8253651720858697
ACH-000223,-0.9235705297018508
ACH-000226,-0.5395408394255803
ACH-000227,-0.5509777995401735
ACH-000228,-0.8344933862673511
ACH-000231,-0.6538418135293141
ACH-000232,-0.7293521478625493
ACH-000233,-0.428917912734796
ACH-000234,-0.8837218896961223
ACH-000235,-0.7948038459898111
ACH-000237,-0.8284281943455373
ACH-000238,-0.7396013297189484
ACH-000242,-0.6959151877747214
ACH-000243,-0.6623447606632095
ACH-000244,-0.6657861352972131
ACH-000246,-0.8173440274066875
ACH-000248,-0.5849002519088876
ACH-000250,-0.6778843969874693
ACH-000251,-0.7408795137495903
ACH-000252,-0.734748410587174
ACH-000253,-0.8503451644323542
ACH-000255,-0.6125063162551031
ACH-000256,-0.7469523128249902
ACH-000257,-0.5499835850312471
ACH-000258,-0.5582363555781881
ACH-000259,-0.7183854041460539
ACH-000260,-0.8063076104109292
ACH-000261,-0.6252582404499855
ACH-000262,-0.7847388938447308
ACH-000263,-0.8241654812168878
ACH-000264,-0.7976432307202412
ACH-000265,-0.6840650277427889
ACH-000266,-0.9634665973195772
ACH-000272,-0.6823434553591325
ACH-000274,-0.6024866923410294
ACH-000277,-0.6774283631195762
ACH-000278,-0.6010506873545098
ACH-000279,-0.5430928076975652
ACH-000280,-0.5068414639136353
ACH-000281,-0.7448994223270459
ACH-000288,-0.6233079107942732
ACH-000291,-0.7888429329590341
ACH-000293,-0.7425886525032835
ACH-000294,-0.6755138220651018
ACH-000295,-0.4100226848325104
ACH-000296,-0.4220351847764854
ACH-000302,-0.6976278884605165
ACH-000304,-0.7508100935165278
ACH-000307,-0.7231891791402415
ACH-000308,-0.7345176791442886
ACH-000310,-0.44603950695567546
ACH-000311,-0.5922407522345433
ACH-000312,-0.6668593928268677
ACH-000315,-0.9150106499371944
ACH-000316,-0.7270461659037336
ACH-000317,-1.0464954505797504
ACH-000318,-0.6216098296815495
ACH-000319,-0.7358041241754893
ACH-000320,-0.8582263602587494
ACH-000322,-0.6728715257545763
ACH-000323,-0.8563723983408298
ACH-000324,-0.5879225792369711
ACH-000329,-0.5857467516514946
ACH-000330,-0.8554413300451695
ACH-000331,-0.7238211401774686
ACH-000332,-0.9010296509202432
ACH-000334,-0.7941399077888709
ACH-000335,-0.5691601335796672
ACH-000336,-0.4649888956336961
ACH-000337,-0.7645174101350926
ACH-000338,-0.7869849490808821
ACH-000339,-0.5662277807539485
ACH-000341,-0.5625359826409458
ACH-000348,-0.7379781544584189
ACH-000350,-0.6059921996298248
ACH-000352,-0.8981871968073244
ACH-000356,-0.7076668898926298
ACH-000361,-0.4035594954081874
ACH-000362,-0.7060405020502838
ACH-000363,-0.792584526535377
ACH-000364,-0.6293302387064155
ACH-000365,-0.7610491237461182
ACH-000366,-0.5219561371736661
ACH-000368,-0.7946645653702802
ACH-000374,-0.762283782092918
ACH-000375,-0.9382019636260178
ACH-000376,-0.6561648001901987
ACH-000381,-0.6244272285569425
ACH-000383,-0.7935090823435292
ACH-000387,-0.5523697694194166
ACH-000389,-0.7363761039395004
ACH-000390,-0.5260830704069801
ACH-000393,-0.6413024083934376
ACH-000395,-0.6255878765093363
ACH-000396,-0.8343355638936232
ACH-000397,-0.7361078021168536
ACH-000401,-0.8431701208885499
ACH-000402,-0.4316654791364459
ACH-000403,-0.7571321431641388
ACH-000404,-0.7693783536470462
ACH-000406,-0.6843011425527067
ACH-000407,-0.5335245367968302
ACH-000408,-0.9253126052582312
ACH-000410,-0.6384367807793359
ACH-000411,-0.7961620944381474
ACH-000414,-0.7514683380667464
ACH-000415,-0.6233328508451327
ACH-000416,-0.8468535334002965
ACH-000420,-0.7197002242271437
ACH-000421,-0.7756624565051613
ACH-000424,-0.8300461410329824
ACH-000425,-0.931923467228544
ACH-000426,-0.37509026446605387
ACH-000427,-0.7837117129373501
ACH-000433,-0.8186257993506619
ACH-000435,-0.9217967545578316
ACH-000436,-0.596949492446513
ACH-000444,-0.6093125216002633
ACH-000445,-0.3686031147228975
ACH-000448,-0.7980788592948992
ACH-000450,-0.7787860682301999
ACH-000452,-0.7494916084750386
ACH-000454,-0.6626166258346605
ACH-000458,-1.0489910092990975
ACH-000459,-0.4030674623061309
ACH-000460,-0.7456783668846086
ACH-000461,-0.7621365285900294
ACH-000463,-0.7997619653442676
ACH-000464,-0.7796658469327451
ACH-000466,-0.758228368908471
ACH-000467,-0.8348991536297239
ACH-000468,-1.0126564002149472
ACH-000469,-0.6547318389549415
ACH-000470,-1.069745454258622
ACH-000471,-0.7534373767605073
ACH-000472,-0.6840389957647411
ACH-000473,-0.9428202163905768
ACH-000475,-0.603914526914291
ACH-000476,-0.8489624444950304
ACH-000477,-0.6102966368402406
ACH-000479,-0.5184788764153775
ACH-000480,-0.7648699733468236
ACH-000481,-0.8408909140990015
ACH-000483,-0.7827303159928009
ACH-000484,-0.9112771112373678
ACH-000485,-0.5700917446311455
ACH-000486,-0.6262700310785194
ACH-000487,-0.4884479946624595
ACH-000488,-0.6132930349939821
ACH-000490,-0.9782258710628676
ACH-000491,-0.7482733430819731
ACH-000495,-0.7017021720874594
ACH-000496,-0.6906488281490167
ACH-000499,-0.7857152247933546
ACH-000500,-0.9408364668563162
ACH-000502,-0.8558871309969993
ACH-000503,-0.7422592755142388
ACH-000505,-0.7660114756560589
ACH-000507,-0.7920190579712109
ACH-000510,-0.6255403742847827
ACH-000511,-0.8329943460366067
ACH-000512,-0.44945693584248425
