,RSPH10B (222967)
ACH-000004,-0.13502570689260884
ACH-000005,0.24177012606539544
ACH-000007,0.0717816289139901
ACH-000009,-0.06487875703513125
ACH-000011,0.13492990498817106
ACH-000012,0.09776414695038413
ACH-000013,0.1813441165906096
ACH-000014,-0.17713862440155714
ACH-000015,0.11016843727756127
ACH-000017,0.03541250110359378
ACH-000018,0.07650598521760785
ACH-000019,0.3434929248138012
ACH-000021,0.13371052268755795
ACH-000022,0.13511585370189427
ACH-000025,0.15977331391866914
ACH-000028,0.1650766592261055
ACH-000030,0.15080921854957582
ACH-000035,0.03929446186532989
ACH-000036,0.011928593371301671
ACH-000037,0.03700178314851467
ACH-000039,0.1344945213468384
ACH-000040,0.14380227800076886
ACH-000041,0.052116194927968464
ACH-000042,0.12922166491229414
ACH-000045,0.07189566414093174
ACH-000047,-0.013594722305545535
ACH-000052,0.17688400592887926
ACH-000053,0.028652727107683445
ACH-000054,-0.2084370208508805
ACH-000055,0.02741749113930348
ACH-000060,0.16318118474889232
ACH-000067,0.12175171942665775
ACH-000070,-0.03055315431386328
ACH-000075,0.14651593426396842
ACH-000078,-0.011976274564948836
ACH-000082,-0.1363900388204364
ACH-000085,0.17112045456543798
ACH-000086,0.13675436836001806
ACH-000087,0.1084913184533632
ACH-000092,0.005365711489569335
ACH-000095,0.1498851464564911
ACH-000097,0.07318338202509847
ACH-000098,-0.008476186691378113
ACH-000099,0.15117948551501958
ACH-000108,0.07990216812545957
ACH-000113,0.04625966223673825
ACH-000116,0.08844544562858171
ACH-000118,0.12055238088466118
ACH-000120,0.16379758260587307
ACH-000123,0.08118223951447058
ACH-000127,0.12366610655360548
ACH-000128,0.090798265608479
ACH-000132,0.03900231143536332
ACH-000133,0.17166014062736645
ACH-000137,0.19956426569827426
ACH-000138,0.0624691342616016
ACH-000142,-0.055899167260867216
ACH-000143,0.06504589596897002
ACH-000146,-0.05399099004786028
ACH-000148,0.1120237872898817
ACH-000150,0.12209801582067288
