,DHODH (1723)
ACH-000481,-0.42973114844439625
ACH-000483,-0.4632195772757235
ACH-000484,-0.6433584315218513
ACH-000485,-0.6825269330366519
ACH-000486,-0.42823916560346936
ACH-000487,-1.0685944426173506
ACH-000488,-0.18762705446016634
ACH-000490,-0.24941168919625226
ACH-000491,-0.3926297196504755
ACH-000495,-0.4939020657085102
ACH-000496,-0.5902426924570606
ACH-000499,-0.3048900090847371
ACH-000500,-0.6692481599235891
ACH-000502,-0.4829548504226552
ACH-000503,-0.34414238805149144
ACH-000505,-0.6225359611858629
ACH-000507,-0.7629076855145192
ACH-000510,-0.5179619256377839
ACH-000511,-0.3055694591116548
ACH-000512,-0.5177597883429613
ACH-000516,-0.5167330415280842
ACH-000517,-0.5362988370126545
ACH-000518,-0.4824633854378869
ACH-000520,-0.3992389045309808
ACH-000521,-0.5552949790431135
ACH-000522,-0.5131163615328437
ACH-000524,-0.3603332705128673
ACH-000527,-0.25978392829630403
ACH-000528,-0.2595019129081481
ACH-000537,-0.5215478966732782
ACH-000541,-0.29212130703011835
ACH-000542,-0.5303304732904821
ACH-000544,-0.5415185563745045
ACH-000545,-0.6510106628955393
ACH-000547,-0.2516561139408101
ACH-000548,-0.5549141283763651
ACH-000549,-0.3501199375582058
ACH-000550,-0.7198292039458563
ACH-000552,-0.2913844857644827
ACH-000556,-0.42919618044151
ACH-000557,-0.7928126585885023
ACH-000569,-0.2985302528967722
ACH-000570,-0.2415006993816396
ACH-000571,-0.4527243682737194
ACH-000573,-0.6939171319806101
ACH-000576,-0.6145529854869839
ACH-000579,-0.3386522128588848
ACH-000580,-0.3921988579663697
ACH-000584,-0.4617580743794766
ACH-000585,-0.5055762939053718
ACH-000588,-0.8708058069479893
ACH-000589,-0.22377537899862965
ACH-000591,-0.4205890925599448
ACH-000593,-0.3918127854970666
ACH-000600,-0.3483849938167103
ACH-000601,-0.9420909590354928
ACH-000605,-0.4258218779492738
ACH-000606,-0.10715745151845243
ACH-000608,-0.4715719060404589
ACH-000614,-0.6786073145490605
ACH-000616,-0.5650299860981098
ACH-000618,-0.7775564352232751
ACH-000619,-0.3716033969856079
ACH-000620,-0.451778250526058
ACH-000621,-0.6056873401229538
ACH-000622,-0.5785490665081093
ACH-000623,-0.3915399440339594
ACH-000624,-0.9446489233507528
ACH-000627,-0.4176636390771099
ACH-000630,-0.2721012558317307
ACH-000631,-0.7359815265386738
ACH-000632,-0.25663308726865697
ACH-000633,-0.4385971673205997
ACH-000637,-0.461456099072415
ACH-000638,-0.6418521286655818
ACH-000646,-0.766635635208256
ACH-000647,-0.580503694565713
ACH-000648,-0.43709762712785816
ACH-000649,-0.3850150655398064
ACH-000651,-0.6767643617116147
ACH-000652,-0.5301499738258989
ACH-000653,-0.7855591032222797
ACH-000657,-0.2798220167689208
ACH-000658,-0.6653111847083929
ACH-000661,-0.8304536374733612
ACH-000662,-0.2680891302502356
ACH-000663,-0.4580538693604817
ACH-000665,-0.483353532773368
ACH-000671,-0.32581802510210084
ACH-000672,-0.736470102576326
ACH-000673,-0.2877066717036648
ACH-000676,-0.9290559949893896
ACH-000677,-0.5576629812529958
ACH-000681,-0.4090507829808413
ACH-000683,-0.5132308941659097
ACH-000684,-0.4291250979857808
ACH-000688,-0.6129361307525466
ACH-000693,-0.4782472474730619
ACH-000694,-0.27611367839997786
ACH-000695,-0.48716076954334003
ACH-000696,-0.2830269413855209
ACH-000697,-0.4802340755137681
ACH-000699,-0.4019378396039879
ACH-000701,-0.4843731878155113
ACH-000706,-0.3976503148609446
ACH-000711,-0.6771091799630112
ACH-000713,-0.5118001894377116
ACH-000714,-0.5823877622701453
ACH-000718,-0.3484976416882127
ACH-000720,-0.25885677569835763
ACH-000721,-0.6615379867907669
ACH-000724,-0.5938242058926251
ACH-000725,-0.5741209465137849
ACH-000732,-0.361018692728414
ACH-000734,-0.3972364742947129
ACH-000735,-0.4278567458565782
ACH-000736,-0.5990838258640969
ACH-000738,-0.29212139656486474
ACH-000746,-0.7004812689024742
ACH-000747,-0.623312735591806
ACH-000748,-0.2302787217537534
ACH-000753,-0.8030689797249112
ACH-000756,-0.2725373268171123
ACH-000757,-0.49182636491928
ACH-000758,-0.5635916379381805
ACH-000760,-0.4584741566500225
ACH-000762,-0.3425982155882271
ACH-000763,-0.4957803487684649
ACH-000764,-0.7605453521294181
ACH-000765,-0.5718547456202738
ACH-000766,-0.3577710417803354
ACH-000767,-0.40247225264217895
ACH-000768,-0.971355878764402
ACH-000769,-0.2631951464379263
ACH-000770,-0.8091138850496615
ACH-000771,-0.17680523509227636
ACH-000773,-0.7633507645410318
ACH-000776,-0.4313865427166421
ACH-000777,-0.9360658677039496
ACH-000778,-0.520480931583889
ACH-000781,-0.4882233994993909
ACH-000782,-0.7602053340414203
ACH-000783,-0.4173903920624592
ACH-000784,-0.4561007012858693
ACH-000785,-0.5195012061151975
ACH-000787,-0.4503048698960494
ACH-000788,-0.18429930399158906
ACH-000791,-0.5178424219566617
ACH-000792,-0.4560378025378184
ACH-000794,-0.3062062627643248
ACH-000796,-0.3471894250014421
ACH-000798,-0.3423352215026999
ACH-000799,-0.4301329495079547
ACH-000800,-0.4638354162705213
ACH-000802,-0.39896652723267
ACH-000804,-0.7002362777340483
ACH-000805,-0.4213190639499316
ACH-000809,-0.3760106512090425
ACH-000810,-0.4400603380250504
ACH-000811,-0.43040114391820106
ACH-000817,-0.727201106768522
ACH-000819,-0.4639206796988273
ACH-000820,-0.5718616861019578
ACH-000821,-0.5522019502493329
ACH-000822,-0.29484010005307315
ACH-000823,-0.3597433327480665
ACH-000824,-0.3654346377168506
ACH-000827,-0.5136679898537949
ACH-000829,-0.9015743734960038
ACH-000831,-0.3011881977766102
ACH-000832,-0.3770228867255055
ACH-000833,-0.3673877354391119
ACH-000834,-0.1894006879873396
ACH-000835,-0.40697830238444666
ACH-000836,-0.5870485566562829
ACH-000837,-0.6543573469997978
ACH-000838,-1.0180390661347578
ACH-000839,-0.2534718103236951
ACH-000840,-0.5247385763457366
ACH-000841,-0.5847161348001589
ACH-000843,-0.7563998355999283
ACH-000846,-0.17120370143450978
ACH-000847,-0.4702787820050848
ACH-000848,-0.4400413023833629
ACH-000849,-0.5455514038825305
ACH-000851,-0.7472005643546855
ACH-000855,-0.32867072908031
ACH-000856,-0.525817647199926
ACH-000858,-0.07563850044747321
ACH-000859,-0.8646639248191981
ACH-000861,-0.5272453509524504
ACH-000862,-0.5089055823183509
ACH-000865,-0.3548460384574164
ACH-000866,-0.4967656504487827
ACH-000867,-0.5937509746240552
ACH-000869,-0.496862793782594
ACH-000872,-0.4911693398527688
ACH-000873,-0.7304583532198624
ACH-000876,-0.5204029641067692
ACH-000878,-0.4824358332031618
ACH-000880,-0.8220966236855933
ACH-000881,-0.3902281798184843
ACH-000882,-0.5144952649789313
ACH-000884,-0.23456385149046186
ACH-000885,-0.5086094725068
ACH-000887,-0.3835787548997411
ACH-000889,-0.8908834697684119
ACH-000896,-0.7679604435082469
ACH-000898,-0.7939591551381796
ACH-000900,-0.1857529238937866
ACH-000901,-0.4875265552180044
ACH-000905,-0.3606203389897144
ACH-000906,-0.4602789800288942
ACH-000907,-0.6285552879850461
ACH-000910,-0.9337379974881572
ACH-000911,-0.4700404796109266
ACH-000912,-0.6675958811216945
ACH-000913,-0.3398873070191762
ACH-000915,-0.4109825751262076
ACH-000916,-0.640460480571329
ACH-000917,-0.3908651726349149
ACH-000920,-0.2454129467663839
ACH-000921,-0.7678817019662917
ACH-000924,-0.2837474455444795
ACH-000926,-0.4503397995277035
ACH-000928,-0.60264976326703
ACH-000929,-0.5348141720176661
ACH-000932,-0.8373725090533457
ACH-000935,-0.3876301209202231
ACH-000936,-0.5524279168759272
ACH-000937,-1.1828541097812304
ACH-000938,-1.054331018027325
ACH-000939,-0.2982337740724704
ACH-000941,-0.5789730855636884
ACH-000943,-0.7374860481287869
ACH-000946,-0.4988894853335862
ACH-000947,-0.17204681536496386
ACH-000948,-0.5742083937758785
ACH-000950,-0.3361648375647361
ACH-000953,-0.8899191423707032
ACH-000954,-0.24368127100935305
ACH-000957,-0.3916477795439538
ACH-000958,-0.5892989440463252
ACH-000960,-1.040761603738269
ACH-000963,-0.5022668399465856
ACH-000968,-0.4258205031124558
ACH-000969,-0.5304662671471035
ACH-000972,-0.617812155220104
ACH-000973,-0.9851004812750542
ACH-000974,-0.9100023050041912
ACH-000978,-0.6854855537420095
ACH-000984,-0.5311948302532687
ACH-000986,-0.9048036946967412
ACH-000988,-0.5062673282423185
ACH-000993,-0.291135449018836
ACH-000994,-1.00834443821954
ACH-000996,-0.34077158973516153
ACH-001001,-0.04416836554029164
ACH-001020,-0.3630377375708506
ACH-001028,-0.3202710444033809
ACH-001031,-0.11787775057215345
ACH-001038,-0.5253182642862364
ACH-001048,-0.4864401731554891
ACH-001050,-0.3932083246861877
ACH-001053,-0.4799585261069101
ACH-001054,-0.5560145633482085
ACH-001061,-0.9878160080725594
ACH-001067,-0.2529681664884028
ACH-001075,-0.19520053090694536
ACH-001096,-0.2154879462644277
ACH-001111,-0.5741911534817117
ACH-001119,-0.4431842487081625
ACH-001128,-0.4545069427808097
ACH-001134,-0.7756121779616449
ACH-001151,-0.9847579898162993
ACH-001163,-0.6088441414140398
ACH-001164,-0.37109481511942666
ACH-001183,-0.2537884651835733
ACH-001192,-0.4028076547000421
ACH-001193,-0.5778402902722314
ACH-001196,-0.6145501683889802
ACH-001197,-0.7213631731186932
ACH-001205,-0.3913934412266644
ACH-001211,-0.8069319903218964
ACH-001212,-0.5521588184554199
ACH-001228,-0.42369603547390494
ACH-001232,-0.2412766939612287
ACH-001239,-0.1823199392293319
ACH-001270,-0.3819381364325711
ACH-001274,-0.7174939054683152
ACH-001275,-0.3476854070690538
ACH-001277,-0.3961054504707287
ACH-001278,-0.4740801976925663
ACH-001280,-0.4620858171220342
ACH-001283,-0.2557659349544558
ACH-001289,-0.3658076316781849
ACH-001300,-0.2608393287463354
ACH-001301,-0.30987720369466765
ACH-001302,-0.3594583640748547
ACH-001306,-0.4756399367489114
ACH-001318,-0.3785649755037103
ACH-001322,-0.11113977638804412
ACH-001328,-0.22788718807941824
ACH-001332,-0.3658433785167834
ACH-001336,-0.2898268646862534
ACH-001346,-0.347066839716108
ACH-001353,-0.3703792765739315
ACH-001354,-0.6610371161217341
ACH-001367,-0.8669514152012257
ACH-001368,-0.7290502295576126
ACH-001374,-0.7859743498960488
ACH-001377,-0.2225743466794827
ACH-001380,-0.8801115760807938
ACH-001391,-0.5589607590294523
ACH-001408,-0.2348115045830164
ACH-001430,-0.35830939609807044
ACH-001431,-1.0134630577172348
ACH-001450,-0.6646634944024534
ACH-001496,-1.081017781436966
ACH-001500,-0.23839404564025105
ACH-001523,-0.32405751187259996
ACH-001532,-0.2621382882306825
ACH-001550,-0.4294867749537926
ACH-001552,-0.6288764612747291
ACH-001554,-0.4701154226980386
ACH-001654,-0.2972002380625505
ACH-001735,-0.9753443907356196
ACH-001736,-0.9868209635099178
ACH-001737,-0.679592628080947
ACH-001740,-0.43449282066983935
ACH-001745,-0.5370322770845647
ACH-001765,-0.5119035591314288
