,CBFB (865)
ACH-000004,-1.0858976764603565
ACH-000005,-0.8532084242132225
ACH-000007,0.1865922861929131
ACH-000009,0.009285152958149514
ACH-000011,0.032817352992348
ACH-000012,-0.3744502889523517
ACH-000013,-0.22348596790413866
ACH-000014,-0.5948601508358119
ACH-000015,0.04227210056332042
ACH-000017,-0.2325050577245653
ACH-000018,-0.050478260365698524
ACH-000019,-0.2941891908742374
ACH-000021,-0.3969739380142711
ACH-000022,-0.10261407699371856
ACH-000025,-0.4533559301038014
ACH-000028,-0.06975951279973902
ACH-000030,0.2337811092331301
ACH-000035,-0.2572600953646827
ACH-000036,-0.4354919419914464
ACH-000037,-0.26263569707477985
ACH-000039,-0.1746983274159645
ACH-000040,0.008362234838574463
ACH-000041,-0.1234067511394829
ACH-000042,-0.270365831294962
ACH-000045,-0.5960886482375035
ACH-000047,0.15411393181513278
ACH-000052,-0.14581988973943755
ACH-000053,-0.4460078498827197
ACH-000054,0.12864545701751065
ACH-000055,-0.04551001610077348
ACH-000060,0.12907012683925492
ACH-000067,-0.3971084850204655
ACH-000070,-0.4888850149570338
ACH-000075,-0.3348351295710392
ACH-000078,-0.2105059363629561
ACH-000082,-0.7203007809656472
ACH-000085,0.1777684476536162
ACH-000086,-0.3898798236181829
ACH-000087,0.11265116935821602
ACH-000092,-0.023841574304693674
ACH-000095,-0.014774606404267109
ACH-000097,-0.1312519221333348
ACH-000098,0.03173519852156625
ACH-000099,-0.1233401212492341
ACH-000108,-0.1286416812726907
ACH-000113,-0.8491250602542384
ACH-000116,-0.06932696057524725
ACH-000118,0.050932450985560186
ACH-000120,0.08409294673904262
ACH-000123,0.08829265225971814
ACH-000127,-0.10442293257781432
ACH-000128,-0.02795856632283852
ACH-000132,0.1230450792969958
ACH-000133,-0.2330828022410416
ACH-000137,-0.4427229946766882
ACH-000138,-0.1469128957585933
ACH-000142,-0.05112384639779462
ACH-000143,-0.34804200335699204
ACH-000146,-0.9315366132660559
ACH-000148,-0.3840470795323653
ACH-000150,-0.2529651116232784
ACH-000152,0.21889566252080905
ACH-000153,-0.2520635905684692
ACH-000159,-0.11659440729819065
ACH-000160,-0.12035236366431247
ACH-000163,-0.5629121145254711
ACH-000167,-0.3714974052825806
ACH-000168,-0.9100463763414272
ACH-000169,0.13353350196540315
ACH-000178,-0.16820138360735656
ACH-000183,-0.8147890880187337
ACH-000188,-0.1995698325992579
ACH-000189,0.006423840216797331
ACH-000190,-0.0816186200959611
ACH-000198,-0.8284799679758447
ACH-000203,0.05493433379367528
ACH-000204,-0.4931289128796215
ACH-000206,-0.6819071451347325
ACH-000207,-0.4373520145015009
ACH-000208,-0.14899573008877054
ACH-000210,-0.0430554541487536
ACH-000211,-0.4446844272287377
ACH-000215,-0.3129773522624769
ACH-000221,-0.10674087692527742
ACH-000222,-0.5192798192032908
ACH-000223,-0.118755180687078
ACH-000226,-0.4056686771517993
ACH-000227,-0.3349778443375366
ACH-000228,-0.09910105282504672
ACH-000231,0.10382860459413493
ACH-000232,-0.3876597531750748
ACH-000233,-0.7988231221899361
ACH-000234,-0.09347049137493277
ACH-000235,-0.2147310503334673
ACH-000237,0.1865335295086465
ACH-000238,-0.4447414896946021
ACH-000242,-0.06291247673990248
ACH-000243,-0.19616631623984615
ACH-000244,-0.18297800413859866
ACH-000246,-0.1828326794674424
ACH-000248,-0.1724019979383184
ACH-000250,0.011354961459363006
ACH-000251,-0.3872444777143554
ACH-000252,-0.11806878431424388
ACH-000253,-0.3172813819813638
ACH-000255,0.20819949985841552
ACH-000256,-0.05215934647311801
ACH-000257,-0.3665352677084169
ACH-000258,-0.8155613057163492
ACH-000259,-0.03723963525087374
ACH-000260,-0.07188646106885856
ACH-000261,-0.2177437032739325
ACH-000262,0.3939557680861343
ACH-000263,-0.7392007539953935
ACH-000264,-0.2124365971442519
ACH-000265,-0.2583295374994529
ACH-000266,-0.3756390846952798
ACH-000272,0.3104130293934216
ACH-000274,-0.4687526654666445
ACH-000277,0.2810562603858455
ACH-000278,0.04828529041461519
ACH-000279,-0.13999349147265636
ACH-000280,-0.1923977095518741
ACH-000281,-0.4592457348302785
ACH-000288,-0.2597960207360809
ACH-000291,-0.3609387024062151
ACH-000293,-0.4919832651256159
ACH-000294,-0.8867920750601199
ACH-000295,-0.7414092664391189
ACH-000296,-0.08511142677284668
ACH-000302,-0.1317190976719009
ACH-000304,-0.2448875763644968
ACH-000307,-0.2450329878182907
ACH-000308,-0.16296193273659046
ACH-000310,-0.20237937538498896
ACH-000311,-0.2344892263820471
ACH-000312,-0.15291976532798274
ACH-000315,0.2154552112238657
ACH-000316,-0.016061890653994076
ACH-000317,-0.4770776423530999
ACH-000318,0.20037394428872715
ACH-000319,-0.17401040345610294
ACH-000320,-0.4436638747712117
ACH-000322,-0.17279287640959193
ACH-000323,-0.6198342671184682
ACH-000324,-5.560326001307538e-05
ACH-000329,-0.4277581364495426
ACH-000330,0.1984602391526591
ACH-000331,-0.269730936376866
ACH-000332,-0.0021744559499786106
ACH-000334,-0.5480278931293942
ACH-000335,-0.2213101323153589
ACH-000336,-0.5480348355211868
ACH-000337,-0.5352021909374095
ACH-000338,-0.5891827468350419
ACH-000339,-0.4541532174232195
ACH-000341,-0.4995335294462781
ACH-000348,0.13174114306266005
ACH-000350,-0.2054256602120788
ACH-000352,-0.15510193598689195
ACH-000356,0.173863446918506
ACH-000361,-0.4920199504541146
ACH-000362,-0.8478397606659943
ACH-000363,-0.3731828738580176
ACH-000364,-0.4126195176950167
ACH-000365,-0.06328279381879995
ACH-000366,-0.11838222730369342
ACH-000368,-0.5291764947708566
ACH-000374,-0.11065673399857336
ACH-000375,0.007829662979965573
ACH-000376,-0.4888818347547014
ACH-000381,-0.22042714392457946
ACH-000383,-0.34707250202065554
ACH-000387,-0.8425845804321117
ACH-000389,-0.5080473629281816
ACH-000390,-0.1829424587669999
ACH-000393,-0.22555923147151405
ACH-000395,-0.6750731853173709
ACH-000396,-0.237340839480608
ACH-000397,-0.3438980367296323
ACH-000401,0.015167844950391056
ACH-000402,-0.6778737514137739
ACH-000403,0.05428557744889899
ACH-000404,-0.4111668745986712
ACH-000406,-0.4193142056384626
ACH-000407,0.06288903627275498
ACH-000408,0.023369004212914414
ACH-000410,-0.7603341929843618
ACH-000411,0.10972463382076993
ACH-000414,-0.06780928682339568
ACH-000415,-0.27372839559857043
ACH-000416,-0.08926549991295796
ACH-000420,-0.1894364105685261
ACH-000421,-0.3532142844191897
ACH-000424,-0.2938799762576933
ACH-000425,-0.2929931682787896
ACH-000426,-1.3393892635305242
ACH-000427,-0.3324873287772606
ACH-000433,0.1369616158166756
ACH-000435,-0.36480480164815704
ACH-000436,-0.5908029852050942
ACH-000444,-0.08476440595439355
ACH-000445,0.14374046891736678
ACH-000448,-0.26859333559234805
ACH-000450,0.35210633134754943
ACH-000452,-0.2520025490436153
ACH-000454,-0.13243487690028066
ACH-000458,-0.06804330308181457
ACH-000459,-0.20636109811471934
ACH-000460,-0.4465253287843273
ACH-000461,-0.11049098515857747
ACH-000463,-0.22610880716655946
ACH-000464,-0.404837817959125
ACH-000466,-0.07367758503038235
ACH-000467,-0.11895918947816933
ACH-000468,-0.5286910928545705
ACH-000469,-0.1858708604022652
ACH-000470,-0.5844924734274688
ACH-000471,-0.2761412275361767
ACH-000472,-0.165244456430129
ACH-000473,-0.04504944605381276
ACH-000475,-0.032039682349641586
ACH-000476,0.2346578965520155
ACH-000477,-0.1035444165905858
ACH-000479,0.1366742253148007
ACH-000480,-0.03233625512416865
ACH-000481,-0.28618326931536964
ACH-000483,-0.42595771295684826
ACH-000484,-0.5575890858565247
ACH-000485,-0.02074695135493573
ACH-000486,0.019059018865085084
ACH-000487,-0.81856436139844
ACH-000488,-0.05992427553388509
ACH-000490,-0.04032630539578092
ACH-000491,-0.3109000958213132
ACH-000495,-0.5938133792615532
ACH-000496,-0.1513618746534183
ACH-000499,-4.905216368544527e-05
ACH-000500,0.2524485643483477
ACH-000502,-0.5765644575958115
ACH-000503,0.3258052648882513
