,TFG (10342)
ACH-000004,-0.2499791407158911
ACH-000005,-0.37227885938486144
ACH-000007,-0.16472677051482648
ACH-000009,-0.18276312675304604
ACH-000011,0.02503201307947332
ACH-000012,-0.13678312557103645
ACH-000013,0.047858301458608025
ACH-000014,-0.0962408803325847
ACH-000015,-0.0894153061991706
ACH-000017,-0.4175158328457452
ACH-000018,-0.22359975874484994
ACH-000019,-0.2571284683762314
ACH-000021,-0.1725506445267133
ACH-000022,-0.18206981554526225
ACH-000025,-0.0862772996632505
ACH-000028,-0.15875584706593962
ACH-000030,-0.3200919532124411
ACH-000035,-0.07135475217614658
ACH-000036,-0.17840743157180047
ACH-000037,-0.1876273728541807
ACH-000039,-0.1554526050396816
ACH-000040,-0.26294470902681083
ACH-000041,0.02547649844613016
ACH-000042,-0.14021509676166527
ACH-000045,-0.06989660970797389
ACH-000047,-0.2151304801877294
ACH-000052,-0.1227350235360576
ACH-000053,-0.08584806223073813
ACH-000054,-0.2855309913017376
ACH-000055,-0.1453757250087672
ACH-000060,0.0283969147459063
ACH-000067,-0.3838380879598154
ACH-000070,-0.3959411363380016
ACH-000075,-0.06668830564104504
ACH-000078,-0.045250764233043785
ACH-000082,0.06324318841094011
ACH-000085,-0.15405940180994482
ACH-000086,-0.14411710325452393
ACH-000087,-0.06435771807138382
ACH-000092,-0.23708407629905726
ACH-000095,-0.06576888330933467
ACH-000097,-0.3195218651437847
ACH-000098,0.11839243672476378
ACH-000099,0.03182672395086352
ACH-000108,-0.09326303367359047
ACH-000113,-0.33468611785912555
ACH-000116,-0.13199212236298866
ACH-000118,-0.36180100981365937
ACH-000120,-0.06347527397414175
ACH-000123,-0.13959991952550946
ACH-000127,-0.5034164482817366
ACH-000128,-0.11252556804274867
ACH-000132,-0.04763817656552799
ACH-000133,-0.1940381842882568
ACH-000137,-0.11164045662363543
ACH-000138,-0.1598387582965909
ACH-000142,-0.17350547408486572
ACH-000143,-0.1871101830456946
ACH-000146,-0.11010600938808153
ACH-000148,-0.13880449224632366
ACH-000150,-0.05679123745899739
ACH-000152,-0.16526778796877786
ACH-000153,-0.27695394396511513
ACH-000159,-0.18169652077145465
ACH-000160,-0.21138382522378973
ACH-000163,-0.32812317835597665
ACH-000167,-0.4393625849161634
ACH-000168,-0.05804534548253242
ACH-000169,-0.17426210196084266
ACH-000178,-0.3798153009737831
ACH-000183,-0.05516037123441368
ACH-000188,-0.24034038602892185
ACH-000189,-0.09006282409262498
ACH-000190,0.02828111563732765
ACH-000198,-0.43925084727181457
ACH-000203,-0.1267105227965101
ACH-000204,-0.11236549693383473
ACH-000206,-0.2441091310484096
ACH-000207,-0.4579540839283831
ACH-000208,-0.2304308294655513
ACH-000210,-0.1885870744425457
ACH-000211,-0.2773215326689031
ACH-000215,-0.19131879481384848
ACH-000221,-0.11706652208778072
ACH-000222,-0.10215640529180348
ACH-000223,-0.2496259698839796
ACH-000226,0.04295266128076754
ACH-000227,-0.03912120226417081
ACH-000228,-0.11797294051326923
ACH-000231,-0.17683456955987625
ACH-000232,-0.020896283300654062
ACH-000233,-0.15917866512087536
ACH-000234,-0.1110328333173178
ACH-000235,-0.2597803395593569
ACH-000237,-0.13035153327290291
ACH-000238,-0.14366223182635146
ACH-000242,-0.419463321386292
ACH-000243,0.02257718417486651
ACH-000244,-0.12311605996508565
ACH-000246,0.022384242807352756
ACH-000248,-0.07929213546209002
ACH-000250,-0.03550576925313833
ACH-000251,-0.5592960790897101
ACH-000252,-0.2818115248553755
ACH-000253,-0.3673642705637383
ACH-000255,-0.008399094596002086
ACH-000256,-0.09025739335420127
ACH-000257,-0.20611315369100008
ACH-000258,-0.1566598139306787
ACH-000259,-0.06954886008672663
ACH-000260,-0.16141106687061324
ACH-000261,-0.2342723806194172
ACH-000262,-0.22002137420664847
ACH-000263,-0.31706648901057183
ACH-000264,-0.1844345427012442
ACH-000265,0.01672412243254634
ACH-000266,-0.14595154981218658
ACH-000272,-0.07139736986950153
ACH-000274,-0.13036488671589294
ACH-000277,-0.3606952512540421
ACH-000278,-0.0568687784353595
ACH-000279,-0.2189645736536548
ACH-000280,-0.12944222354438975
ACH-000281,-0.2278871027608235
ACH-000288,-0.12227375780541246
ACH-000291,-0.12006937042402326
ACH-000293,-0.22731160453609636
ACH-000294,-0.1893603512783618
ACH-000295,-0.13614087427226698
ACH-000296,-0.2920790858351479
ACH-000302,-0.17948012563538882
ACH-000304,0.04209691069586848
ACH-000307,-0.22243948915293732
ACH-000308,-0.5851306737874593
ACH-000310,-0.11589961978959483
ACH-000311,-0.2505437943175958
ACH-000312,0.18611865394866065
ACH-000315,-0.12697912327668792
ACH-000316,-0.13429060565186066
ACH-000317,-0.1752350220455648
ACH-000318,-0.17052250900454494
ACH-000319,-0.10467608495105184
ACH-000320,-0.1388371804916796
ACH-000322,-0.18591852020705454
ACH-000323,-0.4054156424798147
ACH-000324,-0.14116033331735695
ACH-000329,-0.08192418162845415
ACH-000330,-0.18258122924594472
ACH-000331,-0.6183440689186209
ACH-000332,-0.2893530647530532
ACH-000334,-0.10760297332347972
ACH-000335,0.19695603725190652
ACH-000336,-0.10048934004001314
ACH-000337,-0.17855047344210645
ACH-000338,-0.2655692002890004
