,CASR (846)
ACH-000004,-0.17948876529491706
ACH-000005,0.08484997984257027
ACH-000007,-0.2316908645372057
ACH-000009,-0.09341825689894168
ACH-000011,0.06576271364581207
ACH-000012,-0.04653708562561251
ACH-000013,0.009304940490771196
ACH-000014,-0.1450077481350003
ACH-000015,0.047102090348273215
ACH-000017,-0.06726554245646586
ACH-000018,0.21965400606365204
ACH-000019,-0.02597010326657219
ACH-000021,-0.05705453626454631
ACH-000022,-0.016570582080989358
ACH-000025,-0.21526569056574166
ACH-000028,-0.16526496753015546
ACH-000030,-0.01787692151014944
ACH-000035,-0.22587012329863815
ACH-000036,0.008543408444796683
ACH-000037,-0.012964765906916777
ACH-000039,-0.03754066575923057
ACH-000040,-0.06955850517961858
ACH-000041,-0.1015704196362234
ACH-000042,-0.03726844054130535
ACH-000045,-0.041164346032899
ACH-000047,0.008384807101363065
ACH-000052,0.1942962784370746
ACH-000053,0.01826368454988738
ACH-000054,-0.14529532522227662
ACH-000055,-0.17559842644171764
ACH-000060,-0.09378834738589018
ACH-000067,0.0027090621971978426
ACH-000070,-0.06827179118318674
ACH-000075,0.03756549226237147
ACH-000078,-0.030446533448921818
ACH-000082,0.06317764941293355
ACH-000085,0.3147936621370704
ACH-000086,-0.09555233331239492
ACH-000087,-0.06232258904594204
ACH-000092,-0.07914906053936975
ACH-000095,0.030434049703436206
ACH-000097,0.024896697105292204
ACH-000098,-0.07464830731835613
ACH-000099,0.03965960474847472
ACH-000108,-0.0359366584957579
ACH-000113,-0.049665681814696286
ACH-000116,-0.030711104689379293
ACH-000118,-0.06074371856726923
ACH-000120,0.029010973548288087
ACH-000123,-0.11047321986627268
ACH-000127,-0.0082140940020293
ACH-000128,-0.2004701177363638
ACH-000132,-0.030185652455283558
ACH-000133,0.06873244606067833
ACH-000137,0.05326695290810207
ACH-000138,0.04290077257017511
ACH-000142,-0.13948401607723393
ACH-000143,-0.10697812970267334
ACH-000146,0.05057125589945066
ACH-000148,0.10084797938748508
ACH-000150,-0.07840028384634318
ACH-000152,-0.05446866187677519
ACH-000153,-0.19524667053648825
ACH-000159,0.01140322113629363
ACH-000160,-0.06682674738825131
ACH-000163,0.0014389533001068168
ACH-000167,0.11609010160366505
ACH-000168,-0.041125052519124274
ACH-000169,-0.09309038550805744
ACH-000178,-0.08990055407398911
ACH-000183,-0.19616484220272165
ACH-000188,-0.10599308480470193
ACH-000189,0.18239837104918424
ACH-000190,-0.026910750442356586
ACH-000198,-0.07647053606602931
ACH-000203,-0.17041003185998424
ACH-000204,0.05044882058564883
ACH-000206,-0.0754638499721016
ACH-000207,-0.006848399869007105
ACH-000208,0.1281336055523275
ACH-000210,-0.39996359517659774
ACH-000211,-0.01710232086481651
ACH-000215,0.021574126154194826
ACH-000221,-0.12006788181770095
ACH-000222,0.1601511636431951
ACH-000223,-0.14874594651451986
ACH-000226,-0.05122252837387526
ACH-000227,-0.13489573114773518
ACH-000228,-0.014005210277625284
ACH-000231,-0.0652325187414006
ACH-000232,-0.07063015126762782
ACH-000233,-0.05724216278609472
ACH-000234,0.02899670944370477
ACH-000235,-0.05769392928545119
ACH-000237,0.029175218164799482
ACH-000238,0.13033683588423808
ACH-000242,-0.10599200469317664
ACH-000243,-0.009632445852620145
ACH-000244,-0.14574468434454388
ACH-000246,-0.06228587636973334
ACH-000248,0.04341833252151663
ACH-000250,-0.11617178387033608
ACH-000251,0.13623060381087526
ACH-000252,-0.0041706663338263615
ACH-000253,-0.021865239309969524
ACH-000255,-0.05464447859222108
ACH-000256,-0.0539475194196066
ACH-000257,-0.20758544533189305
ACH-000258,0.11873955168260986
ACH-000259,-0.06533714926215735
ACH-000260,0.011922743866623585
ACH-000261,-0.09996204605940363
ACH-000262,-0.10654518328966672
ACH-000263,0.05283978024140739
ACH-000264,0.030119006444040038
ACH-000265,-0.08334118733341747
ACH-000266,0.012568524314374923
ACH-000272,-0.2071085570249576
ACH-000274,-0.019404916315726186
ACH-000277,-0.054757392553388025
ACH-000278,-0.021145871841839844
ACH-000279,-0.0075069680587213855
ACH-000280,-0.08869106110480844
ACH-000281,-0.06845734309526055
ACH-000288,-0.016601815941945656
ACH-000291,-0.05644076086552927
ACH-000293,-0.19803954908876398
ACH-000294,-0.15373622558160446
ACH-000295,-0.13930443776904425
ACH-000296,-0.140743373448206
ACH-000302,-0.10180651404875588
ACH-000304,-0.2547142684710883
ACH-000307,-0.13571315564163974
ACH-000308,-0.012883200769294013
ACH-000310,0.05949038372189736
ACH-000311,-0.023104119466512082
ACH-000312,-0.015553547981496944
ACH-000315,-0.14261485354799594
ACH-000316,0.029243797075713864
ACH-000317,-0.04887278956622677
ACH-000318,-0.09567889238526124
ACH-000319,-0.13947109273717878
ACH-000320,0.07388184398114679
ACH-000322,-0.10059223032994843
ACH-000323,0.015743238762196552
ACH-000324,0.01915070466922031
ACH-000329,-0.0187494407114862
ACH-000330,-0.05360879348385632
ACH-000331,0.021410426667644568
ACH-000332,0.02599317605643535
ACH-000334,-0.08409582492343085
ACH-000335,0.08686327732060523
ACH-000336,-0.12057623427522605
ACH-000337,-0.15042040038171148
ACH-000338,0.021526140476359847
ACH-000339,-0.052370625182787865
ACH-000341,-0.16124617693947946
ACH-000348,-0.03249166258010841
ACH-000350,-0.04231829979821542
ACH-000352,-0.1895407836688892
ACH-000356,0.02359608025988568
ACH-000361,-0.16761877746196238
ACH-000362,-0.06355789026046488
ACH-000363,-0.07582084639273053
ACH-000364,-0.16499563704912187
ACH-000365,-0.11747256768524868
ACH-000366,-0.02587510538176501
ACH-000368,-0.04614075944086829
ACH-000374,0.02293888534944696
ACH-000375,-0.18853234628222612
ACH-000376,0.03095684347758193
ACH-000381,-0.2655896210846725
ACH-000383,-0.03553250846197905
ACH-000387,-0.0705783220225619
ACH-000389,0.13596218252890216
ACH-000390,-0.006300923216241596
ACH-000393,-0.05131196539240688
ACH-000395,-0.01181318636494117
ACH-000396,-0.0381094037121727
ACH-000397,-0.014916932647680394
ACH-000401,-0.11944481187037345
ACH-000402,-0.007323752413350639
ACH-000403,0.04366740724717096
ACH-000404,-0.4031104548780273
ACH-000406,-0.05010745932692049
ACH-000407,-0.1223006760917093
ACH-000408,0.05572456945462185
ACH-000410,0.03848338668909836
ACH-000411,0.05642810443408752
ACH-000414,0.019221493178956883
ACH-000415,-0.1251298954556112
ACH-000416,0.004615835590524916
ACH-000420,-0.16125938383832505
ACH-000421,-0.12308763964626887
ACH-000424,-0.056775251724208414
ACH-000425,0.0547613736894393
ACH-000426,0.08420793555584152
