,TYMS (7298)
ACH-000004,-1.1290822751972736
ACH-000005,-1.3788276983895211
ACH-000007,-0.6054649379346679
ACH-000009,-0.11753991437106193
ACH-000011,-1.0180097120255192
ACH-000012,-0.995190574405542
ACH-000013,0.09208091961952376
ACH-000014,-1.062097868992195
ACH-000015,-0.33267115530520025
ACH-000017,-1.2780217678525732
ACH-000018,-0.20826618167806016
ACH-000019,-0.13882871507222638
ACH-000021,-0.1551887655965769
ACH-000022,-1.18396727770272
ACH-000025,-0.4540656689815312
ACH-000028,-0.4573717824587369
ACH-000030,-0.5591511786622768
ACH-000035,-0.18324581837988765
ACH-000036,-0.6545113884986749
ACH-000037,-0.07412113019591192
ACH-000039,-0.0377347906885928
ACH-000040,-0.055947535193396486
ACH-000041,-0.3751046306883105
ACH-000042,-0.6849690569597614
ACH-000045,-0.480176271202706
ACH-000047,0.12229854139834395
ACH-000052,-0.11068939315591046
ACH-000053,-0.09883267579186104
ACH-000054,-0.07838831106363871
ACH-000055,-0.17719260381214216
ACH-000060,-0.04403247106549119
ACH-000067,-0.8456590837165124
ACH-000070,-0.7854684577139186
ACH-000075,0.06901999109332835
ACH-000078,-1.0736542123300106
ACH-000082,-0.17603549479399813
ACH-000085,-0.2878943245900452
ACH-000086,-0.09474823674077484
ACH-000087,-0.2512485467799909
ACH-000092,-1.175945719928964
ACH-000095,-0.9001837140116796
ACH-000097,-0.7519724090182602
ACH-000098,-0.0038183679005136507
ACH-000099,-0.7509864370018613
ACH-000108,-1.0749137175967236
ACH-000113,0.3045072049023849
ACH-000116,0.00942689020912164
ACH-000118,0.044202807462759286
ACH-000120,-0.18740748041108488
ACH-000123,-0.4810740332032785
ACH-000127,-0.5944961070464799
ACH-000128,-0.2892263701722906
ACH-000132,0.01690597206159804
ACH-000133,-0.4892614113473854
ACH-000137,-0.16886002337755548
ACH-000138,-1.0948790894982372
ACH-000142,-0.2306092454197867
ACH-000143,-0.05217573154466703
ACH-000146,-0.32114937093552404
ACH-000148,-0.1228833863845629
ACH-000150,-0.24341490036930835
ACH-000152,0.08208098881346299
ACH-000153,-0.21067657600806952
ACH-000159,-0.1130036581651647
ACH-000160,-0.41013068514945145
