,CTBP2 (1488)
ACH-000004,-0.14025112659404834
ACH-000005,-0.2883836005551068
ACH-000007,-0.3366737924585008
ACH-000009,-0.4268725930918685
ACH-000011,-0.4245663557045173
ACH-000012,-0.5236175315621517
ACH-000013,-0.35560707670508085
ACH-000014,-0.4870338068698961
ACH-000015,-0.17729813630853108
ACH-000017,-0.7781295115417087
ACH-000018,-0.5553993640530103
ACH-000019,-0.2635540269384688
ACH-000021,-0.2279402397488032
ACH-000022,-0.3647715120320337
ACH-000025,-0.5821271015031796
ACH-000028,-0.3566681388435274
ACH-000030,-0.3703113800352267
ACH-000035,-0.4184195880289323
ACH-000036,-0.4317612470870336
ACH-000037,-0.17706761344118382
ACH-000039,-0.2447059517178531
ACH-000040,-0.471394920037432
ACH-000041,-0.3806468995285581
ACH-000042,-0.6107833891715023
ACH-000045,-0.18877695816429493
ACH-000047,-0.1510567399768943
ACH-000052,-0.4900926675018298
ACH-000053,-0.14916188907355935
ACH-000054,-0.3488825926538545
ACH-000055,-0.3965283297493572
ACH-000060,-0.3522813543602552
ACH-000067,-0.2402375441655335
ACH-000070,-0.6089607468512617
ACH-000075,-0.47828699593111
ACH-000078,-0.4844775480656398
ACH-000082,-0.3557615189008581
ACH-000085,-0.3869750986780763
ACH-000086,-0.21550103995805664
ACH-000087,-0.3040368257131382
ACH-000092,-0.3946473490939891
ACH-000095,-0.5323791490551685
ACH-000097,-0.5089052842354833
ACH-000098,-0.31861864716183674
ACH-000099,-0.5204665606113951
ACH-000108,-0.5975665121585222
ACH-000113,-0.4235702026490925
ACH-000116,-0.4461577077251623
ACH-000118,-0.0834985167486523
ACH-000120,-0.3097511636552467
ACH-000123,-0.453681159139795
ACH-000127,-0.3986447163230752
ACH-000128,-0.4467809632556761
ACH-000132,-0.3469490782520272
ACH-000133,-0.23046812633536415
ACH-000137,-0.5058579724775137
ACH-000138,-0.5878865647561057
ACH-000142,-0.16232415069926112
ACH-000143,-0.4295602524448215
ACH-000146,-0.2274835159317617
ACH-000148,-0.3798232031969391
ACH-000150,-0.12434590953272212
ACH-000152,-0.30880383558701385
ACH-000153,-0.025508472436199543
ACH-000159,-0.1602718982088988
ACH-000160,0.06562152141523467
ACH-000163,-0.19470998789577787
ACH-000167,0.3996633396849981
ACH-000168,-0.4992698410890835
ACH-000169,-0.8072616579574114
ACH-000178,-0.5833035585743801
ACH-000183,-0.5199951330281738
