,EPS8L3 (79574)
ACH-000004,-0.4334019274693888
ACH-000005,-0.17837791850133553
ACH-000007,-0.3774861280142782
ACH-000009,-0.22401531930279334
ACH-000011,-0.11917000978271845
ACH-000012,-0.2747155089266629
ACH-000013,-0.3935214072965003
ACH-000014,-0.3857004137680629
ACH-000015,-0.2991556636748235
ACH-000017,-0.11308897585169565
ACH-000018,-0.37537870270644
ACH-000019,-0.3655860117525152
ACH-000021,-0.30221669946763
ACH-000022,-0.23154167324721414
ACH-000025,-0.4122893088429914
ACH-000028,-0.4162847657968549
ACH-000030,-0.28935743739254177
ACH-000035,-0.4705690191480159
ACH-000036,-0.27538424569969305
ACH-000037,-0.3681495395752635
ACH-000039,-0.2956255853239532
ACH-000040,-0.3270351174402303
ACH-000041,-0.22432256032006095
ACH-000042,-0.2122117982163122
ACH-000045,-0.16309588107849585
ACH-000047,-0.41218711222928506
ACH-000052,-0.18169911489518575
ACH-000053,-0.3234969863124987
ACH-000054,-0.16350234567712568
ACH-000055,-0.6171378962520494
ACH-000060,-0.3210617811862496
ACH-000067,-0.30805000655256976
ACH-000070,-0.4017781455526608
ACH-000075,-0.4023355469755049
ACH-000078,-0.4551965065490201
ACH-000082,-0.1893382702460155
ACH-000085,-0.3678464677631166
ACH-000086,-0.4386944058216681
ACH-000087,-0.2688225934467036
ACH-000092,-0.4721405775995106
ACH-000095,-0.3286383599510077
ACH-000097,-0.24193645718418125
ACH-000098,-0.3471404110402329
ACH-000099,-0.3016296617223352
ACH-000108,-0.2843456284874389
ACH-000113,-0.3292542453771402
ACH-000116,-0.2329858076023582
ACH-000118,-0.2896335200010581
ACH-000120,-0.12270288449742656
ACH-000123,-0.3578794319574732
ACH-000127,-0.3003134127915106
ACH-000128,-0.3326992075661152
ACH-000132,-0.3614408844740763
ACH-000133,-0.3454061848884406
ACH-000137,-0.3979365230490219
ACH-000138,-0.2292540657099541
ACH-000142,-0.3843253360059888
ACH-000143,-0.14660189925714004
ACH-000146,-0.2916830889761773
ACH-000148,-0.3601656927995893
ACH-000150,-0.2665547016099496
ACH-000152,-0.3867796993769761
ACH-000153,-0.403546495478096
ACH-000159,-0.3776255801758219
ACH-000160,-0.25382152486567017
ACH-000163,-0.2284229721434324
ACH-000167,-0.215226000497015
ACH-000168,-0.3818483061320864
ACH-000169,-0.3575742389495737
ACH-000178,-0.3456168681845095
ACH-000183,-0.3660031376139074
ACH-000188,-0.3953884044069245
ACH-000189,-0.5776603138587272
ACH-000190,-0.2464235781598625
ACH-000198,-0.43214131078769225
ACH-000203,-0.7649756925638073
ACH-000204,-0.2189964583471277
ACH-000206,-0.13954456871314525
ACH-000207,-0.4094606688913668
ACH-000208,0.1846582208136179
ACH-000210,-0.2535938645575853
ACH-000211,-0.3053655929153549
ACH-000215,-0.4099975364934965
ACH-000221,-0.4959501485635504
ACH-000222,-0.4135581897938656
ACH-000223,-0.29482152332251194
ACH-000226,-0.3554366542180912
ACH-000227,-0.3439898686415928
ACH-000228,-0.3272576998118659
ACH-000231,-0.35497131927027464
ACH-000232,-0.21958323361108945
ACH-000233,-0.2071396825043833
ACH-000234,-0.19936769582119124
ACH-000235,-0.22277452223447405
ACH-000237,-0.2187629267309897
ACH-000238,-0.1545196372845723
ACH-000242,-0.35566642882351995
ACH-000243,-0.2675238449038643
ACH-000244,-0.2868071935136453
ACH-000246,-0.39395572351971
ACH-000248,-0.3898329678183888
ACH-000250,-0.32781110479319714
ACH-000251,-0.5301543728006621
ACH-000252,-0.5765830485260157
ACH-000253,-0.21493304154373893
ACH-000255,-0.3972807799129287
ACH-000256,-0.19024258094549387
ACH-000257,-0.3105901290939141
ACH-000258,-0.104812208499943
ACH-000259,-0.2291906197391305
ACH-000260,-0.15786025413250934
ACH-000261,-0.20949010621583986
ACH-000262,-0.33522596191019083
ACH-000263,-0.4051049621437193
ACH-000264,-0.2500169066607588
ACH-000265,-0.2691690129641475
ACH-000266,-0.2157045775839798
ACH-000272,-0.32086075641796885
ACH-000274,-0.2611663758306825
ACH-000277,-0.2496197941925105
ACH-000278,-0.447189626979136
ACH-000279,-0.14505766017705796
ACH-000280,-0.3610157765123999
ACH-000281,-0.1859367238751937
ACH-000288,-0.3012434669208757
ACH-000291,-0.2529891892432016
ACH-000293,-0.14796528376259638
ACH-000294,-0.4368688542929759
ACH-000295,-0.3449017610160047
ACH-000296,-0.3967996942010615
ACH-000302,-0.2719466993967844
ACH-000304,-0.07767332102600816
ACH-000307,-0.2270841953339452
ACH-000308,-0.2433930364556404
ACH-000310,-0.5334743972349949
ACH-000311,-0.015421528608296096
ACH-000312,-0.2882279197078845
ACH-000315,-0.6508318797463152
ACH-000316,-0.2241297235310672
ACH-000317,-0.3273440927071494
ACH-000318,-0.1566914411178431
ACH-000319,-0.2260847985636201
ACH-000320,-0.2257200615634609
ACH-000322,-0.2963223580233854
ACH-000323,-0.3303250188838208
ACH-000324,-0.30071552738462115
ACH-000329,-0.2921411493780231
ACH-000330,-0.4172039658633933
ACH-000331,-0.38088769426767205
ACH-000332,-0.23282173234385534
ACH-000334,-0.3452163611529445
ACH-000335,-0.4123015373188957
ACH-000336,-0.11906186719119133
ACH-000337,-0.3351154565766438
ACH-000338,-0.32327027301440137
ACH-000339,-0.31533218616219705
ACH-000341,-0.18475998743954924
ACH-000348,-0.382560476088144
ACH-000350,-0.2508288695640723
ACH-000352,-0.2095474916985858
ACH-000356,-0.3603408915977856
ACH-000361,-0.09950260033561667
ACH-000362,-0.29316903848978004
ACH-000363,-0.19317457426018375
ACH-000364,-0.3720097579154411
ACH-000365,-0.3094909128874159
ACH-000366,-0.22098294301307364
ACH-000368,-0.4981549637621432
ACH-000374,-0.21349653565917226
ACH-000375,-0.2425762580281901
ACH-000376,-0.2714806088005104
ACH-000381,-0.4769513176545688
ACH-000383,-0.2821035806961101
ACH-000387,-0.31878143725150004
ACH-000389,-0.2448455840958969
ACH-000390,-0.2673433567540353
ACH-000393,-0.26239328174674553
ACH-000395,-0.2158436862238788
ACH-000396,-0.18614077474600724
ACH-000397,-0.15519100603011998
ACH-000401,-0.1959278740419441
ACH-000402,-0.18397630366936707
ACH-000403,-0.24157329942022046
ACH-000404,-0.4284423660555248
ACH-000406,-0.2801641530732161
ACH-000407,-0.2992658981668033
ACH-000408,-0.4339169282543819
ACH-000410,-0.2944658478966328
ACH-000411,-0.37069562537930695
ACH-000414,-0.17017744145992378
ACH-000415,-0.28134390444090257
ACH-000416,-0.3538015381115184
ACH-000420,-0.3072541984896531
ACH-000421,-0.19426485952449632
ACH-000424,-0.2790950395592668
ACH-000425,-0.4115786954732861
ACH-000426,-0.2132368004463238
ACH-000427,-0.1884943449924195
ACH-000433,-0.4003515943410035
ACH-000435,-0.4883498265743029
ACH-000436,-0.28681647071024824
ACH-000444,-0.3355442455066712
ACH-000445,-0.30625825343732394
ACH-000448,-0.18523100709758009
ACH-000450,-0.3245423512394527
ACH-000452,-0.19140391504430387
ACH-000454,-0.3657821141568229
ACH-000458,-0.34558736182628563
ACH-000459,-0.34498079222263034
ACH-000460,-0.4003048178691657
ACH-000461,-0.4386843362598168
ACH-000463,-0.2377442227144089
ACH-000464,-0.1443660209584011
ACH-000466,-0.2740356388830918
ACH-000467,-0.2640257405776434
ACH-000468,-0.4173209408387065
ACH-000469,-0.2583248977684003
ACH-000470,-0.2847167692360873
ACH-000471,-0.3162969769868783
ACH-000472,-0.1419252466920599
ACH-000473,-0.3665527918482885
ACH-000475,-0.3157619712005464
ACH-000476,-0.13883713145283635
ACH-000477,-0.21970278793518225
ACH-000479,-0.09794083723635916
ACH-000480,-0.2475889251515129
ACH-000481,-0.33062594901837256
ACH-000483,-0.18032712959948075
ACH-000484,-0.07159208123121913
ACH-000485,-0.2715866415756293
ACH-000486,-0.2879006508669276
ACH-000487,-0.28409851095766764
ACH-000488,-0.3057907703089649
ACH-000490,-0.30545465816839235
ACH-000491,-0.2684142678308768
ACH-000495,-0.3559092312685244
ACH-000496,-0.4525058781888882
ACH-000499,-0.4454378208489688
ACH-000500,-0.5181309265501163
ACH-000502,-0.24846877560805825
ACH-000503,-0.13456272752286072
ACH-000505,-0.2571497724656671
ACH-000507,-0.331962391408252
ACH-000510,-0.2942400637481587
ACH-000511,-0.44122046636508616
ACH-000512,-0.20788012526041427
ACH-000516,-0.27515394880256794
ACH-000517,-0.21507858874404065
ACH-000518,-0.2029700816001916
ACH-000520,-0.5203182590459097
ACH-000521,-0.4105683285511696
ACH-000522,-0.4626178213783659
ACH-000524,-0.20796190801680528
ACH-000527,-0.1803239832964452
ACH-000528,-0.3116109288103933
ACH-000537,-0.29302764078707105
ACH-000541,-0.249223692464522
ACH-000542,-0.3275427258823494
ACH-000544,-0.3486795831051582
ACH-000545,-0.24854905298614896
ACH-000547,0.008267479268796115
ACH-000548,-0.2767101033083552
ACH-000549,-0.3716392344329295
ACH-000550,-0.2546912460707525
ACH-000552,-0.21064562476673468
ACH-000556,-0.39025798086887054
ACH-000557,-0.1727211987650578
ACH-000569,-0.2902411393461655
ACH-000570,-0.04288006928222906
ACH-000571,-0.2616077783870524
ACH-000573,-0.27595014214821995
ACH-000576,-0.26826947694003217
ACH-000579,-0.35802135133167123
ACH-000580,-0.1464936989750956
ACH-000584,-0.13516711385569088
ACH-000585,-0.2608188288699398
ACH-000588,-0.2897870210573683
ACH-000589,-0.1816429042867048
ACH-000591,-0.4666446034253998
ACH-000593,-0.3106942141941386
ACH-000600,-0.28771353484953743
ACH-000601,-0.2971603420978609
ACH-000605,-0.4997242211283246
ACH-000606,-0.418120732867539
ACH-000608,-0.2272960144074461
ACH-000614,-0.4004156096987137
ACH-000616,-0.4281920985235445
ACH-000618,-0.3984727090353869
ACH-000619,-0.4075692481052882
ACH-000620,-0.2236278202673458
ACH-000621,-0.3584485577501526
ACH-000622,-0.3867707506873263
ACH-000623,-0.19478132456353464
ACH-000624,-0.22995219867207564
ACH-000627,-0.43853040638926016
ACH-000630,-0.23604533534019664
ACH-000631,-0.22479113490944053
ACH-000632,-0.3465429208192211
ACH-000633,-0.15706111133186132
ACH-000637,-0.18492120678372306
ACH-000638,-0.4024840728773785
ACH-000646,-0.18469169591371468
ACH-000647,-0.16852119292473547
ACH-000648,-0.39996349084685934
ACH-000649,-0.30294688939030673
ACH-000651,-0.22046693431036105
ACH-000652,-0.3062437493028495
ACH-000653,-0.4231210087096626
ACH-000657,-0.319051505947042
ACH-000658,-0.13171014254106456
ACH-000661,-0.2302224025188439
ACH-000662,-0.423717536497657
ACH-000663,-0.2277536761389001
ACH-000665,-0.4116511603090389
ACH-000671,-0.2306775600104128
ACH-000672,-0.589719098270031
ACH-000673,-0.2503074084855264
ACH-000676,-0.4990382364828253
ACH-000677,-0.2292707063236916
ACH-000681,-0.1838244607737702
ACH-000683,-0.2415252988021928
ACH-000684,-0.1348193566271397
ACH-000688,-0.26461775087353584
ACH-000693,-0.3115630148024642
ACH-000694,-0.29951745424510434
ACH-000695,-0.4456159333973452
ACH-000696,-0.3388773837732511
ACH-000697,-0.19142022345792292
ACH-000699,-0.2316939559441587
ACH-000701,-0.2484868192891649
ACH-000706,-0.37783546332789614
ACH-000711,-0.1948225132005339
ACH-000713,-0.5298830548364205
ACH-000714,-0.1967904699611508
ACH-000718,-0.3478982117559174
ACH-000720,-0.3703251897901757
ACH-000721,-0.3935867147013362
ACH-000724,-0.05063839478322975
ACH-000725,-0.3127313153237785
ACH-000732,-0.3698338647556571
ACH-000734,-0.2711328766385405
ACH-000735,-0.3454084012334444
ACH-000736,-0.2663555068078177
ACH-000738,-0.3862983729074154
ACH-000746,-0.2336793354699605
ACH-000747,-0.3400705268560537
ACH-000748,-0.1996447488449356
ACH-000753,-0.2778114026289478
ACH-000756,-0.4431530961694449
ACH-000757,-0.29422337945676824
ACH-000758,-0.4229341545439736
ACH-000760,-0.2292883191417695
ACH-000762,-0.2336380038261299
ACH-000763,-0.048503172026416436
ACH-000764,-0.2933700661630215
ACH-000765,-0.5153889313141388
ACH-000766,-0.2121721979662753
ACH-000767,-0.3260634615359875
ACH-000768,-0.23263922972124
ACH-000769,-0.403298708766616
ACH-000770,-0.38035745944102456
ACH-000771,-0.14926890345827454
ACH-000773,-0.3766174886578788
ACH-000776,-0.25191058959803103
ACH-000777,-0.24847659310481995
ACH-000778,-0.3262366411271442
ACH-000781,-0.2480426058020519
ACH-000782,-0.263026889181334
ACH-000783,-0.3942247282971423
ACH-000784,-0.2469966173764032
ACH-000785,-0.17893133677888431
ACH-000787,-0.19271173203854533
ACH-000788,-0.2929507586325098
ACH-000791,-0.28096761010556864
ACH-000792,-0.23716464271750384
ACH-000794,-0.3162195417336241
ACH-000796,-0.2885405377282773
