,POLG (5428)
ACH-000004,-0.11692854214363035
ACH-000005,-0.2558647964159655
ACH-000007,-0.3187930235483461
ACH-000009,-0.3598971193200691
ACH-000011,-0.2601402898804194
ACH-000012,-0.3420923827236137
ACH-000013,-0.4612270162592678
ACH-000014,-0.4420180910364913
ACH-000015,-0.5097468566929112
ACH-000017,-0.1929598512076389
ACH-000018,-0.5024449345644336
ACH-000019,-0.16108551196645352
ACH-000021,-0.20718572977002706
ACH-000022,-0.4932976641894366
ACH-000025,-0.5593097280244135
ACH-000028,-0.2469616775274232
ACH-000030,-0.34104913447746704
ACH-000035,-0.5621084322039567
ACH-000036,-0.15142812574752626
ACH-000037,-0.291038754160919
ACH-000039,-0.3015929356174528
ACH-000040,-0.20643090309065326
ACH-000041,-0.3482927051349861
ACH-000042,-0.2307442498402352
ACH-000045,-0.4335974297730548
ACH-000047,-0.486366596946978
ACH-000052,-0.3130305790014216
ACH-000053,-0.04646277049096135
ACH-000054,-0.07935660994366597
ACH-000055,-0.25295975445391483
ACH-000060,-0.16293768040537915
ACH-000067,-0.16161641535269414
ACH-000070,-0.4068013132271099
ACH-000075,-0.4429938838477176
ACH-000078,-0.22305106264465815
ACH-000082,-0.21543840052663368
ACH-000085,-0.2259568874315285
ACH-000086,-0.6935348490251015
ACH-000087,-0.5337854390738397
ACH-000092,-0.2952935491163293
ACH-000095,0.1349868566702092
ACH-000097,-0.09074135615340112
ACH-000098,-0.30107849689975913
ACH-000099,-0.4231816075179917
ACH-000108,-0.19168213559561892
ACH-000113,-0.3031522214401796
ACH-000116,-0.3933927690457824
ACH-000118,-0.5021851067467398
ACH-000120,-0.2656591822290696
ACH-000123,-0.7006089714265663
ACH-000127,-1.0037988442551111
ACH-000128,-0.4241016720862941
ACH-000132,-0.2061084037847741
ACH-000133,-0.24713441184414786
ACH-000137,-0.19389755123735108
ACH-000138,-0.24337348501279465
ACH-000142,-0.3228704064427112
ACH-000143,-0.4971964762807976
ACH-000146,-0.2609669419693693
ACH-000148,-0.6068324084364373
ACH-000150,-0.3853493346667233
ACH-000152,-0.4446860662896889
ACH-000153,-0.4755792822436987
ACH-000159,-0.2250252141894796
ACH-000160,-0.5933960908362532
ACH-000163,-0.3176828480577773
ACH-000167,0.08183581341938456
ACH-000168,-0.050490804112043985
ACH-000169,-0.4381176391734298
ACH-000178,-0.2667370357480889
ACH-000183,-0.6329817283526983
ACH-000188,-0.29698654790255674
ACH-000189,-0.5023571024778899
ACH-000190,-0.822827782697085
ACH-000198,-0.41593115624881183
ACH-000203,-0.2185713133587716
ACH-000204,-0.2523997908955209
ACH-000206,-0.03104751887933338
ACH-000207,-0.4762554759480397
ACH-000208,-0.3031785780438572
ACH-000210,-0.6248751355221344
ACH-000211,-0.2889364953348197
ACH-000215,-0.3488379703627586
ACH-000221,-1.0640424027084432
ACH-000222,-0.25546889327377825
ACH-000223,-0.3586379840818385
ACH-000226,-0.20081964872627892
ACH-000227,-0.6442116996567343
ACH-000228,-0.11143626648906396
ACH-000231,-0.4614150664406488
ACH-000232,-0.6223264033590176
ACH-000233,-0.4141553335881594
ACH-000234,-0.2459747725104913
ACH-000235,-0.15559101229795494
ACH-000237,-0.1503522429815715
ACH-000238,-0.390490133669391
ACH-000242,-0.3100132498188138
ACH-000243,-0.11300291983262675
ACH-000244,-0.3154443447724807
ACH-000246,-0.454145292091169
ACH-000248,-0.519853376666032
ACH-000250,-0.06244176336931385
ACH-000251,-0.2740630285257412
ACH-000252,-0.4203816478469956
ACH-000253,-0.04520480385161537
ACH-000255,-0.18902458000431668
ACH-000256,-0.333014418978911
ACH-000257,-0.24939668766146744
ACH-000258,-0.24745103539069405
ACH-000259,-0.556451468320912
ACH-000260,-0.18635570599444468
ACH-000261,-0.2728245373229308
ACH-000262,-0.3049466306550919
ACH-000263,-0.19616661555020776
ACH-000264,-0.16751971452170097
ACH-000265,-0.7694305851329839
ACH-000266,-0.1899675136672153
ACH-000272,-0.2693106653883261
ACH-000274,-0.3177296181942047
ACH-000277,-0.28324571688329475
ACH-000278,-0.239689073693066
ACH-000279,-0.8556515277696979
ACH-000280,-0.1870620695021432
ACH-000281,-0.5727518939047637
ACH-000288,-0.6823606036759029
ACH-000291,-0.2698352851257436
ACH-000293,-0.3078435260509174
ACH-000294,-0.6774334135377095
ACH-000295,-0.5004934082044142
ACH-000296,-0.25604081335209744
ACH-000302,-0.18499591339216367
ACH-000304,-0.3781113811656997
ACH-000307,-0.3104071685440536
ACH-000308,-0.2054282733277016
ACH-000310,-0.1817336689970349
ACH-000311,-0.22696085371419916
ACH-000312,-0.5059806444177981
ACH-000315,-0.4718038299547184
ACH-000316,-0.3453424533906461
ACH-000317,-0.9386452932230877
ACH-000318,-0.1369977749748756
ACH-000319,-0.2859856224669905
ACH-000320,-0.25815975942178143
ACH-000322,-0.5871943891290493
ACH-000323,-0.28901102029476955
ACH-000324,-0.2112831540069504
ACH-000329,-0.3204528645040452
ACH-000330,-0.20573896731193664
ACH-000331,-0.1737198192612983
ACH-000332,-0.0241719123629146
ACH-000334,-0.18766707999118987
ACH-000335,-0.5251772314293508
ACH-000336,-0.4727181142926141
ACH-000337,-0.3197313881595008
ACH-000338,-0.7434090868172216
ACH-000339,-0.3105335362643025
ACH-000341,-0.471180645273861
ACH-000348,-0.2843104584958406
ACH-000350,-0.3851438859272884
ACH-000352,-0.09241773918276837
ACH-000356,-0.40329011603398335
ACH-000361,-0.2935217896953737
ACH-000362,-0.1012550498839917
ACH-000363,-0.18133762839207584
ACH-000364,-0.12406088325302522
ACH-000365,-0.5501823710440599
ACH-000366,-0.2950376413486833
ACH-000368,-0.4775541047204725
ACH-000374,-0.6654293269468246
ACH-000375,-0.4489044986971576
ACH-000376,-0.6585935908780767
ACH-000381,-0.4498352229759664
ACH-000383,-0.3586227310295835
ACH-000387,-0.25285501359616075
ACH-000389,-0.10482400093706233
ACH-000390,-0.2629260021426693
ACH-000393,-0.17351005118883764
ACH-000395,-0.013213688928324295
ACH-000396,-0.41856564760742104
ACH-000397,-0.031244110193706556
ACH-000401,-0.18938151080281693
ACH-000402,-0.4359103739410304
ACH-000403,-0.1639426349545924
ACH-000404,-0.7237296393465629
ACH-000406,-0.513555498286298
ACH-000407,-0.39244573950383344
ACH-000408,-0.5323199271081914
ACH-000410,-0.2592996322379116
ACH-000411,-0.08266861116125154
ACH-000414,-0.16624536761863662
ACH-000415,-0.35395969801002514
ACH-000416,-0.11215960236569647
ACH-000420,-0.17178792855264247
ACH-000421,-0.2725160597679364
ACH-000424,-0.6410551516566912
ACH-000425,-0.1482106124589985
ACH-000426,-0.10392182287274893
ACH-000427,-0.4722469037852949
ACH-000433,-0.2591540732888357
ACH-000435,-0.18737238649599394
ACH-000436,0.10014385958239706
ACH-000444,-0.3930272025616201
ACH-000445,-0.36348770451712015
ACH-000448,-0.2723305284655096
ACH-000450,-0.4666151519436378
ACH-000452,-0.2140988726582261
ACH-000454,-0.4807786090643013
ACH-000458,-0.647820781285026
ACH-000459,-1.1805270597313091
ACH-000460,-0.5276040764418273
ACH-000461,-0.8537345118756676
ACH-000463,-0.1963744816484796
ACH-000464,-0.34686069354093635
ACH-000466,-0.3219062612626033
ACH-000467,-0.5525560930432724
ACH-000468,-0.4870939292035341
ACH-000469,-0.6288196258191605
ACH-000470,-0.33925055873107385
ACH-000471,-0.09246906776763968
ACH-000472,-0.15681722970036208
ACH-000473,-0.4201848681364402
ACH-000475,-0.4652152428010066
ACH-000476,-0.2627203532638625
ACH-000477,-0.1948324867436685
ACH-000479,-0.5288336580816293
ACH-000480,-0.44889068463775
ACH-000481,-0.30966220441028897
ACH-000483,-0.4264871915788795
ACH-000484,-0.3853497857314552
ACH-000485,-0.31271642729853844
ACH-000486,-0.2802664433259392
ACH-000487,-0.3823133949427563
ACH-000488,-0.4707389927020847
ACH-000490,-0.3591809499483448
ACH-000491,-0.26492546835848513
ACH-000495,-0.4482752306424424
ACH-000496,-0.19454330194642
ACH-000499,-0.9821930941563749
ACH-000500,-0.3344006385531388
ACH-000502,-0.2180931481681101
ACH-000503,-0.6225574881715097
ACH-000505,-0.21759056883140648
ACH-000507,-0.4248465648032081
ACH-000510,-0.40957949790261655
ACH-000511,-0.3044301747552266
ACH-000512,-0.6016100582046666
ACH-000516,-0.21890773550183545
ACH-000517,-0.1399086555219168
ACH-000518,-0.486086644857656
ACH-000520,-0.02917748794092785
ACH-000521,-0.2920332501270119
ACH-000522,-0.5012768701572183
ACH-000524,-0.11443215123051707
ACH-000527,-0.2292815750360765
ACH-000528,-0.22873418119088626
ACH-000537,-0.3221840430267993
ACH-000541,-0.32394730350047884
ACH-000542,-0.29469082507000194
ACH-000544,-0.7692861335453868
ACH-000545,-0.5907409657171627
ACH-000547,-0.3267745251653764
ACH-000548,-0.3506952578632188
ACH-000549,-0.530647387637775
ACH-000550,-0.429813893828336
ACH-000552,-0.5823043388227412
ACH-000556,-0.2002246933194876
ACH-000557,-0.36131551268416573
ACH-000569,-0.19606890614737324
ACH-000570,-0.3758638087224208
ACH-000571,-0.4399661198916228
ACH-000573,-0.5201516392181064
ACH-000576,-0.12963629831315476
ACH-000579,-0.5503654208820071
ACH-000580,-0.23347155049278054
ACH-000584,-0.2940192856110452
ACH-000585,-0.2985718516569325
ACH-000588,-0.530897875864114
ACH-000589,-0.10531612467270096
ACH-000591,-0.4743451450244687
ACH-000593,-0.4000696398809357
ACH-000600,-0.3278663732342232
ACH-000601,-0.4844935092068978
ACH-000605,-0.42442454842796207
ACH-000606,-0.5887858340589398
ACH-000608,-0.4294660567016319
ACH-000614,-0.6604241696331975
ACH-000616,-0.2512357590832243
ACH-000618,-0.4686316289407358
ACH-000619,-0.457458797181851
ACH-000620,-0.5134109827989524
ACH-000621,-0.2233768289515737
ACH-000622,-0.5257412868975104
ACH-000623,-0.3585848898299065
ACH-000624,0.013340826105735462
ACH-000627,-0.3481745198364083
ACH-000630,-0.4850747903294872
ACH-000631,-0.320723230670917
ACH-000632,-0.3536298720594237
ACH-000633,-0.12370146559763905
ACH-000637,-0.2865441026102967
ACH-000638,-0.4318353100564865
ACH-000646,-0.25363292346774
ACH-000647,-0.4015867909755296
ACH-000648,-0.19369804602153293
ACH-000649,-0.4843083298987888
ACH-000651,-0.8309943476483853
ACH-000652,-0.35532539304467736
ACH-000653,-0.0412892896387323
ACH-000657,-0.42804872469654254
ACH-000658,-0.2907868046373573
ACH-000661,-0.31227582684907673
ACH-000662,-0.7806854489353773
ACH-000663,-0.2326194568460515
ACH-000665,-0.19314928520609484
ACH-000671,-0.777071737308923
ACH-000672,-0.2681122762789685
ACH-000673,-0.12912245504329026
ACH-000676,-0.624795954837833
ACH-000677,-0.676570914853061
ACH-000681,-0.3671767337411614
ACH-000683,-0.3744123783504325
ACH-000684,-0.6314915493539972
ACH-000688,-0.5041499393393402
ACH-000693,-0.6042774289391191
ACH-000694,-0.7731311299745006
ACH-000695,-0.2437061198978112
ACH-000696,-0.4030138539997974
ACH-000697,-0.3785476551326824
ACH-000699,-0.3225700087280645
ACH-000701,-0.2678327241878207
ACH-000706,-0.7424075909437152
ACH-000711,-0.2651042269926279
ACH-000713,-0.4518431965745942
