,MT1M (4499)
ACH-000004,0.13102839478723552
ACH-000005,0.11780700153323613
ACH-000007,-0.05789424001969709
ACH-000009,0.09283790913641342
ACH-000011,0.062235805829651984
ACH-000012,0.10935047368659387
ACH-000013,0.07592954894360683
ACH-000014,0.1875537929997805
ACH-000015,0.18653035348321934
ACH-000017,0.0997494392622966
ACH-000018,0.22636920415043024
ACH-000019,0.10981289890193156
ACH-000021,-0.05837232382871875
ACH-000022,0.06773966627287789
ACH-000025,0.15522537216661272
ACH-000028,0.13360096794293969
ACH-000030,0.042986994158753886
ACH-000035,0.2364432225597355
ACH-000036,0.15240709541010322
ACH-000037,-0.13625655897159156
ACH-000039,-0.024309055584076308
ACH-000040,0.013923972150431214
ACH-000041,0.16650498307137185
ACH-000042,0.1581717470254555
ACH-000045,-0.004715008072259736
ACH-000047,0.04393676072672865
ACH-000052,0.08110143568261262
ACH-000053,0.08495405977174489
ACH-000054,-0.008671384677884959
ACH-000055,0.0035395217192568267
ACH-000060,0.07645700162099969
ACH-000067,0.07424698620771501
ACH-000070,0.02317580791053105
ACH-000075,-0.10715663100519132
ACH-000078,-0.06365110253621076
ACH-000082,0.1009462153727378
ACH-000085,0.0540516006962763
ACH-000086,0.08903285956293999
ACH-000087,0.1662575625806573
ACH-000092,0.030671506884198826
ACH-000095,-0.06449628304271479
ACH-000097,0.0305867897910326
ACH-000098,-0.0009808664593045397
ACH-000099,0.033500417546205696
ACH-000108,0.10085438784521268
ACH-000113,0.12836559775995984
ACH-000116,0.07333675880696088
ACH-000118,0.19109522173176602
ACH-000120,0.09217937439604114
ACH-000123,0.08204924108414244
ACH-000127,0.10831651279226076
ACH-000128,0.0229527692327636
ACH-000132,0.04901383772315472
ACH-000133,0.05219775405577946
ACH-000137,0.16609747597084035
ACH-000138,0.11109863352002293
ACH-000142,0.09769621658703444
ACH-000143,0.22990418052421685
ACH-000146,0.024835052057594453
ACH-000148,0.2416332750212953
ACH-000150,-0.049189988937085004
ACH-000152,0.08000535899790201
ACH-000153,0.12274324022507956
ACH-000159,0.06957613713587488
ACH-000160,0.105934406007908
ACH-000163,0.22546600814405215
ACH-000167,-0.33530804215991944
ACH-000168,0.18983128870083008
ACH-000169,0.1817766242020119
ACH-000178,0.01589128093188737
ACH-000183,0.21592556336400265
ACH-000188,0.1085354887560166
ACH-000189,0.14880446957741889
ACH-000190,0.1263220783216014
ACH-000198,0.02257991895081211
ACH-000203,0.31293700507621386
ACH-000204,-0.13126962558479024
ACH-000206,0.2244405120089633
ACH-000207,0.125183293102763
ACH-000208,0.08776630020327134
ACH-000210,-0.046423697791678584
ACH-000211,0.04041450357313812
ACH-000215,0.0593006954142113
ACH-000221,0.02407836814366236
ACH-000222,0.21947715623168834
ACH-000223,0.13265161553155208
ACH-000226,-0.01979963608347137
ACH-000227,0.2485165212308371
ACH-000228,0.14304763104665086
ACH-000231,0.18585115699516574
ACH-000232,0.16577832549575394
ACH-000233,-0.0417241985667538
ACH-000234,0.07624526066660198
ACH-000235,0.05810466889012425
ACH-000237,0.08948052249631702
ACH-000238,0.02928021057869354
ACH-000242,-0.05716913953704522
ACH-000243,0.13253684983406736
ACH-000244,0.17968014768570995
ACH-000246,0.08073298113081179
ACH-000248,0.0917466373521476
ACH-000250,0.11427201841641466
ACH-000251,0.12287211962791338
ACH-000252,0.17220339250644365
ACH-000253,0.104126189235644
ACH-000255,0.183857620755558
ACH-000256,0.2230972592563928
ACH-000257,0.10323350163717107
ACH-000258,0.11814506357150045
ACH-000259,0.15683817680208512
ACH-000260,0.04492397668324006
ACH-000261,0.12840096790934413
ACH-000262,-0.062065889427748024
ACH-000263,0.1638687935639121
ACH-000264,0.037527321046219295
ACH-000265,0.2473701372894658
ACH-000266,-0.0029979901307662453
ACH-000272,0.08020223642477775
ACH-000274,0.06395540794585228
ACH-000277,0.028883304230943038
ACH-000278,0.13675803435915526
ACH-000279,0.26441365093540026
ACH-000280,0.15142744222638427
ACH-000281,0.0778080525156241
ACH-000288,0.0072516848648054
ACH-000291,0.0821508368517708
ACH-000293,0.14027798766350896
ACH-000294,-0.0621498862726193
ACH-000295,0.17038496175464254
ACH-000296,0.17950097803522988
ACH-000302,0.013355148660865184
ACH-000304,0.12281214656396308
ACH-000307,0.19020805818324327
ACH-000308,0.10759153557831336
ACH-000310,-0.10742569643440436
ACH-000311,0.11651938299241575
ACH-000312,-0.028264626065144863
ACH-000315,0.30239705566461905
ACH-000316,0.13213074238750552
ACH-000317,0.19172070860253407
ACH-000318,0.17925066758724725
ACH-000319,0.09025284455473777
ACH-000320,0.1381197810925216
ACH-000322,0.09415830679362117
