,FCAMR (83953)
ACH-000004,-0.11879509663075093
ACH-000005,0.139445711668141
ACH-000007,0.2519212680406377
ACH-000009,-0.11385369315207833
ACH-000011,0.03146800857191705
ACH-000012,0.08645688549717093
ACH-000013,0.003559693453831867
ACH-000014,-0.10044728083519344
ACH-000015,0.08719088577770252
ACH-000017,0.017315861035307058
ACH-000018,0.003950376743535268
ACH-000019,-0.07179593866193205
ACH-000021,-0.03608513544559795
ACH-000022,0.17349980733593906
ACH-000025,0.09521501009530156
ACH-000028,-0.0744174314080646
ACH-000030,0.039244482232756166
ACH-000035,0.09874324339645868
ACH-000036,-0.0907967912646781
ACH-000037,0.0976543909944108
ACH-000039,0.1850829518512376
ACH-000040,0.08677460675980775
ACH-000041,-0.13052967129456974
ACH-000042,-0.02599753053574743
ACH-000045,-0.21037617608030115
ACH-000047,0.09376551589623833
ACH-000052,-0.00922382400449265
ACH-000053,-0.0713475235676942
ACH-000054,-0.08379102269262649
ACH-000055,-0.1643601268928912
ACH-000060,-0.08376871317522629
ACH-000067,-0.15487136461122106
ACH-000070,0.05529617935008952
ACH-000075,0.13808052587505318
ACH-000078,0.061701983112827985
ACH-000082,-0.057574821907055686
ACH-000085,-0.029299115766948183
ACH-000086,-0.007822848938772336
ACH-000087,0.09022283929318298
ACH-000092,-0.13305522079586452
ACH-000095,-0.03428599061683927
ACH-000097,0.045087871901059715
ACH-000098,-0.003921512810082075
ACH-000099,0.017679209175898786
ACH-000108,0.06366449589020387
ACH-000113,-0.4619835835649574
ACH-000116,0.07865531990874555
ACH-000118,-0.08434503192008627
ACH-000120,-0.08559751946557087
ACH-000123,-0.033626130492434354
ACH-000127,0.012413991257897274
ACH-000128,-0.14304397476342764
ACH-000132,-0.15583821178203086
ACH-000133,-0.07597519345193407
ACH-000137,-0.10858059974446226
ACH-000138,0.0005072247258077752
ACH-000142,-0.13678351538923494
ACH-000143,-0.07515225909303605
ACH-000146,-0.02543111236871958
ACH-000148,-0.020876565805037103
ACH-000150,0.03968492750632505
ACH-000152,0.04267552093129606
ACH-000153,-0.02532525673242393
ACH-000159,-0.034298682169654565
ACH-000160,0.06712060924214049
ACH-000163,-0.0791098271842035
ACH-000167,0.5677885922122856
ACH-000168,0.12347846445253065
ACH-000169,0.001783382271722193
ACH-000178,0.0558508216995398
ACH-000183,0.01560803775081031
ACH-000188,0.02554517548237128
ACH-000189,-0.08936172594369299
ACH-000190,-0.09007233150876777
ACH-000198,-0.01757263588947789
ACH-000203,0.1360898382821956
ACH-000204,-0.08110212120394325
ACH-000206,-0.09334664331958613
ACH-000207,-0.18204356536901933
ACH-000208,0.09292360488170953
ACH-000210,0.034610774810590765
ACH-000211,0.025745447224610786
ACH-000215,-0.1300160296013699
ACH-000221,0.10838682442374556
ACH-000222,-0.0020217161095092227
ACH-000223,0.020199677744820267
ACH-000226,-0.1778918668268061
ACH-000227,-0.00966843331152372
ACH-000228,0.001843146213128945
ACH-000231,0.043999799201703216
ACH-000232,0.020568015507770772
ACH-000233,-0.0104108372087642
ACH-000234,0.05790542473684392
ACH-000235,-0.04350739453407164
ACH-000237,0.0076787242665013345
ACH-000238,0.12634610347038094
ACH-000242,-0.5781445223534236
ACH-000243,0.0426429493648617
ACH-000244,-0.1918179370690746
ACH-000246,-0.057005430966140816
ACH-000248,0.04779733676017879
ACH-000250,-0.08183236169572751
ACH-000251,0.10503492414217766
ACH-000252,-0.0916377372045712
ACH-000253,-0.029503372370657886
ACH-000255,-0.17997284748106648
ACH-000256,0.011135670391027246
ACH-000257,0.015152923388429787
ACH-000258,0.013903274439417702
ACH-000259,0.08326751504634218
ACH-000260,0.10871921661047353
ACH-000261,0.05442161685451916
ACH-000262,-0.010683126571505693
ACH-000263,0.09784813370700038
ACH-000264,-0.1196961672072976
ACH-000265,0.06138598334086609
ACH-000266,0.032001892887688066
ACH-000272,-0.09091264361050508
ACH-000274,0.02048273216717213
ACH-000277,-0.05110140829956535
ACH-000278,0.10882550770863457
ACH-000279,-0.015072076102641541
ACH-000280,-0.12402930668787762
ACH-000281,-0.12073902227589735
ACH-000288,0.10514288908100332
ACH-000291,-1.86779878412616e-05
ACH-000293,-0.032935970214312625
ACH-000294,-0.1214127437022993
ACH-000295,-0.16024232414841633
ACH-000296,-0.07188160375515162
ACH-000302,0.05198079611187818
ACH-000304,0.031736276838990635
ACH-000307,-0.012964894698267664
ACH-000308,0.09725984657256516
ACH-000310,-0.1263644510502392
ACH-000311,0.0848359445696242
ACH-000312,0.1219011112316885
ACH-000315,-0.04987660554530414
ACH-000316,0.11053884664768024
ACH-000317,0.09922875985004732
ACH-000318,0.0827982405209596
ACH-000319,0.032513708894377935
ACH-000320,0.05205094149979756
ACH-000322,-0.15420388404513752
ACH-000323,-0.14307883498398258
ACH-000324,-0.02867733323101733
ACH-000329,0.05450663004702951
ACH-000330,0.09244758390040143
ACH-000331,-0.04973871950193511
ACH-000332,-0.09457838021055803
ACH-000334,0.0019302562883326288
ACH-000335,0.037169948483119136
ACH-000336,-0.10871202240827074
ACH-000337,0.13618845184800596
ACH-000338,-0.5865755837496959
ACH-000339,-0.007720906399955677
ACH-000341,0.050086787755931984
ACH-000348,-0.07515298786430417
ACH-000350,-0.11248170270459404
