,TCHHL1 (126637)
ACH-000004,0.08523442929891155
ACH-000005,-0.16816594455925135
ACH-000007,0.06238463868669215
ACH-000009,-0.1715717830577929
ACH-000011,-0.05894008588178276
ACH-000012,-0.17173149333610213
ACH-000013,-0.23565375546739106
ACH-000014,-0.014408500925373234
ACH-000015,-0.0946320972173878
ACH-000017,-0.03582761996760788
ACH-000018,-0.044562381964599176
ACH-000019,-0.4425276652842435
ACH-000021,-0.02204357334019289
ACH-000022,-0.019849515540079517
ACH-000025,-0.2130433136722687
ACH-000028,-0.07989452652044156
ACH-000030,0.007706003561406357
ACH-000035,-0.209446836743863
ACH-000036,0.01560453028792131
ACH-000037,-0.018752518552319568
ACH-000039,-0.08889995296728076
ACH-000040,-0.05502932565214449
ACH-000041,-0.002611994070734375
ACH-000042,0.14091406260128575
ACH-000045,-0.08344680347139552
ACH-000047,-0.0027677456514149227
ACH-000052,-0.0829855506007599
ACH-000053,-0.20794538960439213
ACH-000054,0.024827884281420427
ACH-000055,-0.21662102558370952
ACH-000060,-0.016096117843022794
ACH-000067,-0.012128857977640723
ACH-000070,-0.16586244258939062
ACH-000075,-0.05975943623222249
ACH-000078,-0.0062336141755789
ACH-000082,0.0608138691569955
ACH-000085,0.05812802164879305
ACH-000086,-0.3666295444341777
ACH-000087,-0.19149212374010105
ACH-000092,-0.14564950912495994
ACH-000095,-0.11742594986946628
ACH-000097,-0.04895859083837925
ACH-000098,-0.10781022258744044
ACH-000099,-0.044673229944551036
ACH-000108,-0.09527212544656173
ACH-000113,-0.04271960995915973
ACH-000116,-0.11501054204997747
ACH-000118,-0.0574038426229526
ACH-000120,0.010927160225310616
ACH-000123,-0.033084799539262244
ACH-000127,-0.05553418325229264
ACH-000128,-0.025767228092140246
ACH-000132,-0.03191950790733071
ACH-000133,-0.23028021466761994
ACH-000137,-0.06852627084906751
ACH-000138,-0.07523065518697004
ACH-000142,-0.03582570546584068
ACH-000143,0.10920294365259364
ACH-000146,-0.13220671558860989
ACH-000148,-0.04014473558461098
ACH-000150,-0.058117286277563886
ACH-000152,-0.00595246206082069
ACH-000153,-0.20631807920312445
ACH-000159,-0.07203589076380734
