,TREX1 (11277)
ACH-000004,0.01246275133360797
ACH-000005,-0.24339634331528645
ACH-000007,0.2837415642378676
ACH-000009,-0.08621250766562391
ACH-000011,-0.061999285333161874
ACH-000012,0.02136171592285119
ACH-000013,0.01407327166018631
ACH-000014,-0.1037421462842781
ACH-000015,-0.053604761382076614
ACH-000017,-0.01534204514347218
ACH-000018,-0.10679633454781748
ACH-000019,0.2322922486717937
ACH-000021,-0.050512272737712714
ACH-000022,-0.11123978149068092
ACH-000025,-0.028899272961693576
ACH-000028,-0.10473897867798992
ACH-000030,0.0246704712699497
ACH-000035,0.027518739704329533
ACH-000036,-0.10152752141703376
ACH-000037,0.047916715768549716
ACH-000039,0.09451228253477527
ACH-000040,-0.04287432945623335
ACH-000041,0.016760480059274583
ACH-000042,-0.15298287923277762
ACH-000045,0.0070950170399918045
ACH-000047,0.05756914815010216
ACH-000052,0.088462448029952
ACH-000053,0.006558755093326334
ACH-000054,-0.06274675399525921
ACH-000055,0.15247721128375566
ACH-000060,-0.2185742654973659
ACH-000067,-0.2973652240805953
ACH-000070,-0.12665966288665242
ACH-000075,0.06981119994027818
ACH-000078,-0.03926628311679799
ACH-000082,-0.0017659216309071169
ACH-000085,0.2301433142979228
ACH-000086,-0.0928456576176025
ACH-000087,-0.04597481860055153
ACH-000092,-0.0819480955284504
ACH-000095,-0.03446965415536345
ACH-000097,-0.040827713051090536
ACH-000098,0.021783658570308426
ACH-000099,0.12906592364345873
ACH-000108,-0.004771956475130249
ACH-000113,-0.1161219039714592
ACH-000116,0.0030745709218281698
ACH-000118,-0.05663242014301425
ACH-000120,-0.02688473207323771
ACH-000123,0.05962129415748524
ACH-000127,0.01078445041024133
ACH-000128,-0.07525372507695384
ACH-000132,0.01153954346853823
ACH-000133,-0.14322692882104548
ACH-000137,0.1710144754276113
ACH-000138,0.008774334901062617
ACH-000142,-0.0017244000909690494
ACH-000143,0.04823248827007659
ACH-000146,0.0037367644463044314
ACH-000148,-0.03272330229154823
ACH-000150,-0.07335376720302601
ACH-000152,0.02077152351463681
ACH-000153,0.0010334747684039006
ACH-000159,-0.17083068341023566
ACH-000160,-0.08402992704354043
ACH-000163,-0.03513755350224994
ACH-000167,-0.2953965380074416
ACH-000168,-0.03877233195447773
ACH-000169,-0.20442169240712488
ACH-000178,-0.10408784813705772
ACH-000183,-0.28754691022185
ACH-000188,-0.015255297763157191
ACH-000189,-0.08780561299101695
ACH-000190,-0.04223729186689993
ACH-000198,-0.08424718353809305
ACH-000203,0.4743772320880008
ACH-000204,-0.1385145324100764
ACH-000206,-0.09218651514657013
ACH-000207,-0.2022661585377997
ACH-000208,-0.1225270053133229
ACH-000210,-0.11112142815480423
ACH-000211,0.002534161999211031
ACH-000215,-0.042635817314590665
ACH-000221,0.13794515031188898
ACH-000222,-0.17422016488531394
ACH-000223,-0.11544248915241626
ACH-000226,-0.18135759644384986
ACH-000227,-0.10808978411550918
ACH-000228,-0.004674279351756509
ACH-000231,-0.040603523636981324
ACH-000232,-0.1101778950514968
ACH-000233,-0.09909597084027047
ACH-000234,-0.1937376197679903
ACH-000235,-0.013701026690092773
ACH-000237,-0.051483744078151816
ACH-000238,0.01678478398643844
ACH-000242,-0.03817180058325731
ACH-000243,-0.07639374318924964
ACH-000244,-0.17495504874115053
ACH-000246,-0.05307146858288127
ACH-000248,0.02990080717159615
ACH-000250,0.03337857023461455
ACH-000251,-0.08485368541630824
ACH-000252,-0.09098559901955294
ACH-000253,0.03458616037519826
ACH-000255,-0.026558015312757983
ACH-000256,-0.05180332570952819
ACH-000257,-0.006666598637429358
ACH-000258,-0.01265847712879675
ACH-000259,-0.024253890059300898
ACH-000260,0.13229049978919286
ACH-000261,-0.07089334405013692
ACH-000262,0.19798373082576387
ACH-000263,0.11669348544162793
ACH-000264,-0.09551992729043814
ACH-000265,-0.02207196197614976
ACH-000266,-0.01552001607608736
ACH-000272,-0.03973333105368137
ACH-000274,-0.12116170886304575
ACH-000277,-0.11912183893119775
ACH-000278,-0.10184070075624986
ACH-000279,-0.020928018749167943
ACH-000280,-0.01065103251688029
ACH-000281,0.03659805899172526
ACH-000288,0.06397065116007955
ACH-000291,-0.04633691536444098
ACH-000293,-0.1345270920765705
ACH-000294,0.042548277215797375
ACH-000295,0.1557854379850471
ACH-000296,-0.11816256549738405
ACH-000302,0.003954382037092819
ACH-000304,-0.15973696362620354
ACH-000307,-0.09078181327385143
ACH-000308,-0.013054269535901062
ACH-000310,0.08425822356703118
ACH-000311,0.02209449775530465
ACH-000312,0.05585521691312322
ACH-000315,0.028259753438568156
ACH-000316,0.033193713157483304
ACH-000317,-0.06440594436961664
ACH-000318,-0.05598527894911827
ACH-000319,0.005217458685459402
ACH-000320,-0.10954396109220542
ACH-000322,-0.1063883958405467
ACH-000323,-0.04007004348102837
ACH-000324,-0.0388139964450457
ACH-000329,-0.0764637615193131
ACH-000330,0.0082803759344356
ACH-000331,-0.09238088298686292
ACH-000332,-0.0794770493964146
ACH-000334,-0.16419788020100629
ACH-000335,0.06573662297685005
ACH-000336,0.047101591750748115
ACH-000337,-0.1302523284833702
ACH-000338,-0.05522500550832414
ACH-000339,-0.011921586756262046
ACH-000341,-0.1330273359425777
ACH-000348,-0.10853657664562233
ACH-000350,0.06288655466143983
ACH-000352,-0.02539256442726161
ACH-000356,0.08229915953304624
ACH-000361,0.17595711204430625
ACH-000362,-0.08347412497863793
ACH-000363,-0.07876917059874809
ACH-000364,0.008255731814161468
ACH-000365,0.03859261494392915
ACH-000366,0.017638931889929786
ACH-000368,-0.044723523956418036
ACH-000374,-0.005472720175337757
ACH-000375,0.0030477996849838976
ACH-000376,-0.13782563891867314
ACH-000381,0.031419134382293205
ACH-000383,-0.1256036081819716
ACH-000387,-0.12346663794719465
ACH-000389,-0.04564175598058708
ACH-000390,-0.13778754806342014
ACH-000393,-0.06441065479211046
ACH-000395,0.0049587415516704645
ACH-000396,-0.0241181776340274
ACH-000397,-0.02230743806477972
ACH-000401,0.13189546400384786
ACH-000402,0.07572874741740553
ACH-000403,0.021742875326890784
ACH-000404,0.03562029945214768
ACH-000406,-0.042448392621573815
ACH-000407,0.09436268355850363
ACH-000408,0.012400959730714709
ACH-000410,-0.04229385009525671
ACH-000411,-0.022822376826271532
ACH-000414,-0.04826983237797455
ACH-000415,-0.12554905787883974
ACH-000416,-0.03856965955846893
ACH-000420,-0.048553964464650295
ACH-000421,-0.0872032438109033
ACH-000424,0.055050603522293726
ACH-000425,0.01937728201820442
ACH-000426,-0.051253817708330415
ACH-000427,-0.052562391180067836
ACH-000433,-0.10284192949396127
ACH-000435,0.014513325765513991
ACH-000436,-0.19347282241381086
ACH-000444,0.044364476676292966
ACH-000445,-0.07775079236989313
ACH-000448,-0.06714417919275027
ACH-000450,0.06476129509466756
ACH-000452,-0.08021374003906663
ACH-000454,-0.2656088928499163
ACH-000458,0.029102017620167207
ACH-000459,-0.007212757734431245
ACH-000460,-0.03725335759690451
ACH-000461,-0.09278441999581012
ACH-000463,-0.04301374807620194
ACH-000464,-0.09619732726328677
ACH-000466,0.046435404755691516
ACH-000467,0.048638382964517474
ACH-000468,-0.047873333448941284
ACH-000469,-0.09862024468504417
ACH-000470,0.18628458084573574
ACH-000471,-0.0770075024939048
ACH-000472,-0.0641241042241153
ACH-000473,0.08084368009500477
ACH-000475,-0.0321163476199371
ACH-000476,0.04637637219370525
ACH-000477,-0.1839999215691384
ACH-000479,0.11159479778159537
ACH-000480,-0.15905839934273533
ACH-000481,-0.022673647981090686
ACH-000483,0.003324770240468008
ACH-000484,-0.10698175358288203
ACH-000485,0.023088565319647456
ACH-000486,-0.17293643764811628
ACH-000487,0.01811565689031308
ACH-000488,0.01424844148491026
ACH-000490,-0.040852603534813216
ACH-000491,-0.09556659954910804
ACH-000495,0.05003238275366519
ACH-000496,0.013592815917104678
ACH-000499,0.11238876577826913
ACH-000500,-0.36371779754744543
ACH-000502,-0.013308283536818713
ACH-000503,-0.01223121903670038
ACH-000505,0.0011352170275857147
ACH-000507,0.18332984888325116
ACH-000510,-0.04677886181677928
ACH-000511,-0.027555022575566697
ACH-000512,0.1493284837041062
ACH-000516,-0.013844069033249187
ACH-000517,-0.08019904930368256
ACH-000518,-0.06891769747228832
ACH-000520,-0.006557581565477863
ACH-000521,-0.04683440656313091
ACH-000522,0.008254263310832262
ACH-000524,-0.07671996222663638
ACH-000527,0.012780850279726384
ACH-000528,0.020272355713161463
ACH-000537,-0.14547644945504248
ACH-000541,-0.3119160185953791
ACH-000542,0.07018753192043052
ACH-000544,-0.12767277352071718
ACH-000545,-0.010978966894545382
ACH-000547,-0.04276944769635692
ACH-000548,-0.0302837855764778
ACH-000549,0.002727727615174916
ACH-000550,-0.1026764766923495
ACH-000552,-0.05212963266743526
ACH-000556,0.009516786839131096
ACH-000557,0.004387969065730385
ACH-000569,-0.34194068633985114
ACH-000570,0.028721343420813037
ACH-000571,-0.02386535679241087
ACH-000573,-0.007828410043121702
ACH-000576,-0.14284555840713895
ACH-000579,-0.0550246336246978
ACH-000580,-0.012795468453337951
ACH-000584,0.029328964232808924
ACH-000585,0.021940297804219442
ACH-000588,-0.10131792584355588
ACH-000589,0.05540929875633567
ACH-000591,0.027184450917370876
ACH-000593,-0.05396436416325312
ACH-000600,-0.02406401375455329
ACH-000601,-0.04793603415997668
ACH-000605,0.06966258874839476
ACH-000606,-0.026750188213814453
ACH-000608,-0.1367827421211615
ACH-000614,-0.11115072977171336
ACH-000616,0.02857854536722195
ACH-000618,-0.08342989098538156
ACH-000619,0.0032686304492021852
ACH-000620,-0.16308259764953842
ACH-000621,-0.028544998131272217
ACH-000622,-0.003535526218319603
ACH-000623,0.012685517544671293
ACH-000624,-0.06002093711498295
ACH-000627,0.04530014748644694
ACH-000630,-0.11556609827114275
ACH-000631,-0.1288302705811594
ACH-000632,0.06864539178286426
ACH-000633,0.046532264614615765
ACH-000637,-0.05789967029113144
ACH-000638,-0.08374514819684216
ACH-000646,-0.09464576012022127
ACH-000647,-0.02322150729765831
ACH-000648,-0.10250845847306612
ACH-000649,0.03195719771902775
ACH-000651,-0.0065552340242997255
ACH-000652,-0.11288243678145345
ACH-000653,-0.005740321818552062
ACH-000657,-0.10768046719105424
ACH-000658,-0.06483047724576722
ACH-000661,-0.09233299342233307
ACH-000662,-0.3594957210720847
ACH-000663,-0.052518933088801054
ACH-000665,-0.10666146785557262
ACH-000671,-0.09449165421770084
ACH-000672,-0.16480897019597252
ACH-000673,-0.0594988123248445
ACH-000676,-0.017039757926173404
ACH-000677,-0.07101028462266701
ACH-000681,0.06499612803113053
ACH-000683,-0.010700353633286705
ACH-000684,0.09193912492511848
ACH-000688,-0.07816093433219687
ACH-000693,-0.0322929219608737
ACH-000694,-0.1185622649405496
ACH-000695,-0.2662126184594317
ACH-000696,-0.02696650926514208
ACH-000697,-0.0983855590183072
ACH-000699,-0.05157556452600066
ACH-000701,-0.06599015437767787
ACH-000706,0.09193488913053444
ACH-000711,-0.04906801817874902
ACH-000713,-0.17281698892155756
ACH-000714,-0.0771574759042896
ACH-000718,-0.22419871122005094
ACH-000720,-0.03671706375573209
ACH-000721,-0.0145600494457735
ACH-000724,0.005511674506412492
ACH-000725,0.008054197323885669
ACH-000732,0.00309289427342228
ACH-000734,-0.037795301474297764
ACH-000735,-0.0475640180679827
ACH-000736,-0.11337899614484342
ACH-000738,-0.07168678374098975
ACH-000746,-0.01412112033460974
ACH-000747,-0.10135396000327784
ACH-000748,-0.044219205035778406
ACH-000753,-0.007184696955480834
ACH-000756,-0.01277616510923626
ACH-000757,0.03989008386349815
ACH-000758,-0.055636966057556386
ACH-000760,-0.000979692440955944
ACH-000762,0.015347139034731002
ACH-000763,-0.10688151920201554
ACH-000764,-0.22209354945706256
ACH-000765,-0.02014699115465946
ACH-000766,-0.006998573992652892
ACH-000767,0.1305189472982771
ACH-000768,-0.07083823043927095
ACH-000769,0.06780464390665318
ACH-000770,-0.05934943611387234
ACH-000771,-0.006709908471661371
ACH-000773,-0.050726753845957866
ACH-000776,0.023358296072201315
ACH-000777,-0.06760521886673927
ACH-000778,0.04524069850438358
ACH-000781,-0.04261919753742087
ACH-000782,-0.2295617610072325
ACH-000783,-0.05114332575007114
ACH-000784,-0.061869741702853476
ACH-000785,-0.0692991549378138
ACH-000787,0.03277534989663042
ACH-000788,0.0755532318840499
ACH-000791,-0.09040629853974773
ACH-000792,-0.13576027232331828
ACH-000794,-0.16369573827165465
ACH-000796,-0.08554517360843324
ACH-000798,-0.1544330510778431
ACH-000799,-0.2006325447497065
ACH-000800,-0.20099624587383025
ACH-000802,-0.0897580311281815
ACH-000804,0.1518038282733608
ACH-000805,-0.006302087291565811
ACH-000809,-0.0622864757611843
ACH-000810,-0.2268638644075046
ACH-000811,-0.10470192627815897
ACH-000817,-0.17505659479508395
ACH-000819,-0.04047200744379503
ACH-000820,0.19200005602183035
ACH-000821,-0.054185032244959914
ACH-000822,-0.13177689238210202
ACH-000823,-0.0812144159948587
ACH-000824,-0.009773433525268995
ACH-000827,-0.07574412766212435
ACH-000829,0.009249393085376669
ACH-000831,-0.09862462162767638
ACH-000832,-0.18204621254271006
ACH-000833,-0.14910737356038878
ACH-000834,-0.05800560685548134
ACH-000835,-0.01906702371522897
ACH-000836,0.030739825962456464
ACH-000837,-0.07169064410471855
ACH-000838,0.0018256719517063238
ACH-000839,-0.16187301529227224
ACH-000840,-0.15573129512808398
ACH-000841,-0.05757990118959589
ACH-000843,0.0679599866668599
ACH-000846,0.0335755107451632
ACH-000847,0.09522954641131064
ACH-000848,-0.07589723574644826
ACH-000849,-0.13789397901882033
ACH-000851,0.18349417269460624
ACH-000855,-0.015899726482755627
ACH-000856,-0.038096940801337534
ACH-000858,-0.07490176182849913
ACH-000859,-0.033618159603401594
ACH-000861,-0.01803100997506212
ACH-000862,0.050696883554524494
ACH-000865,-0.037851629185357366
ACH-000866,-0.0020529749959104578
ACH-000867,-0.04697037788881269
ACH-000869,-0.1629893267070547
ACH-000872,-0.018007684142997145
