,CDC123 (8872)
ACH-000004,-1.7332419211290817
ACH-000005,-1.4555833154636202
ACH-000007,-1.5870376771592154
ACH-000009,-1.529474519631325
ACH-000011,-1.5059714075932669
ACH-000012,-1.6708276459661977
ACH-000013,-1.7242482042871423
ACH-000014,-1.6710450972755366
ACH-000015,-1.5103107853423094
ACH-000017,-1.6084856701070915
ACH-000018,-1.525682821522181
ACH-000019,-1.6761054601179206
ACH-000021,-1.8137667152945545
ACH-000022,-1.5943692297943084
ACH-000025,-1.5930034996015334
ACH-000028,-1.2920331011651685
ACH-000030,-1.5705751562399488
ACH-000035,-1.2877200688722934
ACH-000036,-1.3981497995686158
ACH-000037,-0.8633000561161346
ACH-000039,-1.6481352962218354
ACH-000040,-1.4271445835519274
ACH-000041,-1.656492137834847
ACH-000042,-1.496528371531155
ACH-000045,-1.491121160150817
ACH-000047,-1.6270374800909353
ACH-000052,-1.5737136359382504
ACH-000053,-1.5103136454903463
ACH-000054,-1.3971743755923856
ACH-000055,-1.6424137300696926
ACH-000060,-1.6633299513391973
ACH-000067,-1.6280566287928675
ACH-000070,-1.452424530486664
ACH-000075,-1.6129077590591359
ACH-000078,-1.7092198712021471
ACH-000082,-1.7255878277330667
ACH-000085,-1.4719908953841683
ACH-000086,-1.483626239180277
ACH-000087,-1.5971012294283862
ACH-000092,-1.6006621206843843
ACH-000095,-1.5345723518664114
ACH-000097,-1.6013116464545976
ACH-000098,-1.676092344973121
ACH-000099,-1.354099939998615
ACH-000108,-1.4731743355286782
ACH-000113,-1.2945429560394697
ACH-000116,-1.7680306618589752
ACH-000118,-1.5492492390627417
ACH-000120,-1.573997986123555
ACH-000123,-1.395010041545096
ACH-000127,-1.4408957196061103
ACH-000128,-1.692272175643894
ACH-000132,-1.7671574679507431
ACH-000133,-1.5786206486565548
ACH-000137,-1.6208832913726057
ACH-000138,-1.4597820225956504
ACH-000142,-1.5753695123852085
ACH-000143,-1.437318999005469
ACH-000146,-1.7783706256931124
ACH-000148,-1.6940960959066005
ACH-000150,-1.433114214330771
ACH-000152,-1.2860918416299751
ACH-000153,-1.5979478681793828
ACH-000159,-1.4060444882885943
ACH-000160,-1.6717624466421788
ACH-000163,-1.5145548487315
ACH-000167,-2.672522166238931
ACH-000168,-1.6581858165972292
ACH-000169,-1.5823579013661861
ACH-000178,-1.5181872357853226
ACH-000183,-1.6322987576156514
ACH-000188,-1.3568854239178552
ACH-000189,-1.398438458275007
ACH-000190,-1.566464383242988
ACH-000198,-1.4336534332341766
ACH-000203,-1.1670241426048014
ACH-000204,-1.419091162527077
ACH-000206,-1.5227702859688843
ACH-000207,-1.328173881511156
ACH-000208,-1.3042516842716592
ACH-000210,-1.6006894414789832
ACH-000211,-1.403853849053829
ACH-000215,-1.5701161714854028
ACH-000221,-1.7819515160141328
ACH-000222,-1.5391363955340194
ACH-000223,-1.5349998578989443
ACH-000226,-1.5086960372866598
ACH-000227,-1.945193498880388
ACH-000228,-1.654008053392223
