,HIP1R (9026)
ACH-000004,0.10755065974090587
ACH-000005,-0.03604959458155835
ACH-000007,0.25038110133717995
ACH-000009,-0.09498910787844583
ACH-000011,0.17015648390926288
ACH-000012,0.012990009575375402
ACH-000013,0.00990603998613128
ACH-000014,0.06796790282136929
ACH-000015,0.14026959979956494
ACH-000017,-0.03559946410946542
ACH-000018,0.01921819770903615
ACH-000019,0.16327622868711889
ACH-000021,-0.10481577311569723
ACH-000022,0.07207698374132432
ACH-000025,-0.0025291296701579905
ACH-000028,0.09224380978784502
ACH-000030,0.11901659313256123
ACH-000035,-0.055110669103480135
ACH-000036,0.05015314172164469
ACH-000037,-0.017932736744115663
ACH-000039,-0.02798287998392829
ACH-000040,0.07611679247140431
ACH-000041,-0.10768184528969783
ACH-000042,-4.0257766736527416e-05
ACH-000045,-0.06424336594474253
ACH-000047,0.07607268846306807
ACH-000052,0.13554672114803326
ACH-000053,-0.03494736344609187
ACH-000054,0.0805189706366531
ACH-000055,0.06897425780951319
ACH-000060,0.08847108375798747
ACH-000067,-0.08384655004769175
ACH-000070,0.05226898468083594
ACH-000075,0.2689031496171463
ACH-000078,0.08291348405327335
ACH-000082,0.0793537978312465
ACH-000085,-0.0064046704702341774
ACH-000086,-0.01791255052685581
ACH-000087,0.013062593401284257
ACH-000092,-0.14520421504883316
ACH-000095,0.08603726998732203
ACH-000097,0.08538901647250187
ACH-000098,-0.0100744446946153
ACH-000099,0.06069124943190024
ACH-000108,0.03539139081218519
ACH-000113,0.013187845553785282
ACH-000116,0.1121716529983601
ACH-000118,-0.04932347886883148
ACH-000120,-0.007278518854593815
ACH-000123,0.08026846933011343
ACH-000127,0.07573011687352665
ACH-000128,0.06111896870693818
ACH-000132,-0.003231072317343366
ACH-000133,0.004097125653067714
ACH-000137,0.1080433105171645
ACH-000138,0.04570099401183199
ACH-000142,0.04206041388946336
ACH-000143,0.0037853099612651852
ACH-000146,0.03590449510898488
ACH-000148,-0.004504140306961435
ACH-000150,-0.009711008222919254
ACH-000152,-0.10258393415141373
ACH-000153,0.16873836344673704
ACH-000159,0.02181907464198201
ACH-000160,-0.033358534262307865
ACH-000163,-0.001030250914906918
ACH-000167,-0.03860932582189654
ACH-000168,0.0936410759982181
ACH-000169,-0.0120523085406725
ACH-000178,0.024070653825383755
ACH-000183,0.018121188171812627
ACH-000188,0.06704680246467813
ACH-000189,0.14482222295148553
ACH-000190,0.0954360823286842
ACH-000198,0.09760761115887052
ACH-000203,0.09601507816792662
ACH-000204,-0.07815593669055014
ACH-000206,-0.03527944433954568
ACH-000207,-0.046830316976293716
ACH-000208,0.2376550109099763
ACH-000210,-0.01925368506398684
ACH-000211,-0.04282824600886796
ACH-000215,-0.04702731854671502
ACH-000221,0.1087290422682652
ACH-000222,0.03839071209930271
ACH-000223,0.1036151163042342
ACH-000226,-0.010496676836759151
ACH-000227,-0.047092149167480175
ACH-000228,0.08218092223970039
ACH-000231,0.04260307464218091
ACH-000232,0.018741240604449518
ACH-000233,-0.06887079742150022
ACH-000234,0.16207073621202736
ACH-000235,0.04378370717253094
ACH-000237,-0.09598704972597802
ACH-000238,-0.06714014835267887
ACH-000242,-0.15054128659234292
ACH-000243,0.03672409777352105
ACH-000244,-0.0830380098944732
ACH-000246,0.06849656845238253
ACH-000248,0.12488512758398675
ACH-000250,0.0018353909153324649
ACH-000251,0.1818088544656478
ACH-000252,-0.15833944519200566
ACH-000253,0.11013869570833576
ACH-000255,0.04415442972679278
ACH-000256,-0.001826510652228484
ACH-000257,0.13002279652787782
ACH-000258,0.15058784076285425
ACH-000259,0.004755416455753585
ACH-000260,-0.0017326766526589304
ACH-000261,0.07922820928083803
ACH-000262,0.08547395073675118
ACH-000263,-0.0041513635643082285
ACH-000264,0.08913585976352106
ACH-000265,0.08485609051636385
ACH-000266,0.036206974951400885
ACH-000272,0.10248618109539437
ACH-000274,0.005346773876986202
ACH-000277,-0.029580016524060417
ACH-000278,-0.027310692139332658
ACH-000279,0.0584505924582097
ACH-000280,-0.06640225578041263
ACH-000281,-0.10412974236615104
ACH-000288,-0.05446803646293824
ACH-000291,-0.033036372716800766
ACH-000293,0.2153905098660486
ACH-000294,0.08603010840687747
ACH-000295,0.1742974410870168
ACH-000296,0.04658841997175335
ACH-000302,0.06926075124225788
ACH-000304,0.21313932626595128
ACH-000307,0.007383710837567986
ACH-000308,0.05397003239323148
ACH-000310,0.011346855890231614
ACH-000311,-0.0284193336087866
ACH-000312,0.013123556037034773
ACH-000315,0.13622524808672085
ACH-000316,-0.12126850543648655
ACH-000317,0.059455385118250076
ACH-000318,-0.0017779673554658355
ACH-000319,0.0345149347337689
ACH-000320,-0.05297755506987505
ACH-000322,-0.1305329825818163
ACH-000323,0.017216571696742674
ACH-000324,0.009793916384030198
ACH-000329,-0.07574605127893827
ACH-000330,0.04722617022909992
ACH-000331,0.09890307736206927
ACH-000332,0.01908276921606465
ACH-000334,-0.008567541126650901
ACH-000335,0.13179379663490806
ACH-000336,0.10647591954505486
ACH-000337,0.16679659208896447
ACH-000338,-0.08123501316724087
ACH-000339,0.021075583067026626
ACH-000341,0.003495071419857631
ACH-000348,-0.00987528388989123
ACH-000350,-0.011906817123967229
ACH-000352,0.1327405933992948
ACH-000356,0.07064523060313625
ACH-000361,0.032859765808931185
ACH-000362,0.022149132358551937
ACH-000363,-0.0006577343501726879
ACH-000364,0.05436826022825415
ACH-000365,-0.03024201545592149
ACH-000366,-0.012017683735408648
ACH-000368,-0.1010821462860185
ACH-000374,0.0902462039042002
ACH-000375,0.06539938426024489
ACH-000376,0.035417814799510124
ACH-000381,0.138238284816758
ACH-000383,0.07682781946881488
ACH-000387,0.05475130499840048
ACH-000389,-0.004708470812638086
ACH-000390,0.003106705203843628
ACH-000393,0.018588059392918282
ACH-000395,-0.09273997962801876
ACH-000396,-0.012067616262448396
ACH-000397,0.03525482238925148
