,UNCX (340260)
ACH-000004,0.07807016497674006
ACH-000005,0.3154638421954518
ACH-000007,-0.07469389007955184
ACH-000009,0.13096025367074868
ACH-000011,-0.1843458482894081
ACH-000012,0.12058806997993762
ACH-000013,0.14353939147067035
ACH-000014,-0.032196091482100134
ACH-000015,0.04300819740856482
ACH-000017,0.04560448083908391
ACH-000018,0.10330167720797877
ACH-000019,0.06391049690237165
ACH-000021,0.06996076082104857
ACH-000022,0.09638903536351187
ACH-000025,-0.06466687841542443
ACH-000028,0.041828688774996015
ACH-000030,0.005322067294231552
ACH-000035,-0.014323862838610138
ACH-000036,-0.05760397721500037
ACH-000037,-0.07962911297332162
ACH-000039,0.11376598713807708
ACH-000040,-0.020804067067871364
ACH-000041,0.28749309528922945
ACH-000042,-0.15149457125739996
ACH-000045,0.033400667778489594
ACH-000047,0.029547828642428144
ACH-000052,0.06552381220419294
ACH-000053,0.028303658255612107
ACH-000054,-0.07497215831123018
ACH-000055,0.18729612721724706
ACH-000060,-0.17976106092051153
ACH-000067,0.1648773471555315
ACH-000070,-0.09528566251325138
ACH-000075,-0.0027262884361993404
ACH-000078,0.12177217732715552
ACH-000082,-0.04554595050681093
ACH-000085,-0.14388501278821847
ACH-000086,0.2205507466691319
ACH-000087,-0.16841507833098526
ACH-000092,-0.028613152090329132
ACH-000095,-0.02798862068106464
ACH-000097,0.08559200202676515
ACH-000098,-0.04350201641343918
ACH-000099,0.0379980186683608
ACH-000108,0.08361681723616075
ACH-000113,0.004351384798898003
ACH-000116,0.12773997102773071
ACH-000118,0.11960239631413196
ACH-000120,0.08303101339882991
ACH-000123,0.0028471914422215816
ACH-000127,0.008059614005622636
ACH-000128,0.1040902365188156
ACH-000132,-0.020940241566574216
ACH-000133,0.03778520401045009
ACH-000137,0.18664478834791032
ACH-000138,0.06924743572187665
ACH-000142,-0.15744495917151352
ACH-000143,0.015357659265934413
ACH-000146,-0.07518684259223782
ACH-000148,0.05198587980129747
ACH-000150,0.15064547948265833
ACH-000152,0.050628751978752655
ACH-000153,0.1371849626942535
ACH-000159,0.048398934065557835
ACH-000160,0.08373369013538437
ACH-000163,0.004608081732812043
ACH-000167,-0.13302562096526782
ACH-000168,-0.0416637087491588
