,HTRA2 (27429)
ACH-000004,-0.2796716220341131
ACH-000005,-0.2291401618036988
ACH-000007,0.30747962919739225
ACH-000009,-0.12874548766516405
ACH-000011,-0.06856482440554543
ACH-000012,-0.1347090397426686
ACH-000013,0.095567411378123
ACH-000014,-0.1061075803130446
ACH-000015,-0.09510562224440196
ACH-000017,-0.011336315590699355
ACH-000018,-0.14544358618472214
ACH-000019,-0.12153323609660327
ACH-000021,-0.21801303122147367
ACH-000022,-0.4463664963807117
ACH-000025,-0.02506046635051255
ACH-000028,-0.20236543956808803
ACH-000030,-0.108047223970159
ACH-000035,-0.1726934678299123
ACH-000036,-0.0012567614632839456
ACH-000037,-0.16361855909951814
ACH-000039,0.07476775786378849
ACH-000040,-0.1968729254485492
ACH-000041,-0.024892076180108785
ACH-000042,-0.2418544429337121
ACH-000045,-0.178748803683782
ACH-000047,-0.20274701771097955
ACH-000052,-0.22151216103719648
ACH-000053,-0.3703100965423299
ACH-000054,-0.0821531615154665
ACH-000055,0.08280504763322435
ACH-000060,-0.2545397598341361
ACH-000067,-0.07967689924397431
ACH-000070,0.13825780491889547
ACH-000075,-0.22990773663590874
ACH-000078,0.00751405644179948
ACH-000082,-0.14305130335774552
ACH-000085,-0.03069513991411598
ACH-000086,-0.04319792561428537
ACH-000087,-0.034165288046409927
ACH-000092,-0.245625210348674
ACH-000095,0.05865698757974532
ACH-000097,-0.06778914866501179
ACH-000098,-0.06313596332250591
ACH-000099,-0.04343076958441877
ACH-000108,-0.22432719313097232
ACH-000113,-0.4400476979966193
ACH-000116,-0.3556769224806073
ACH-000118,-0.08694259063871082
ACH-000120,0.02411049943657139
ACH-000123,-0.456336869451681
ACH-000127,-0.09717513142486177
ACH-000128,-0.4537463491653122
ACH-000132,-0.3292859356531789
ACH-000133,-0.18994208851791208
ACH-000137,-0.09273764338012637
ACH-000138,-0.07984334029724299
ACH-000142,-0.15940984763753674
ACH-000143,-0.2935263975186925
ACH-000146,-0.3046011023224789
ACH-000148,-0.07542455313561311
ACH-000150,0.01700718183656242
ACH-000152,-0.0659230341663543
ACH-000153,-0.0846414423587822
ACH-000159,-0.1337354794233067
ACH-000160,-0.1783082616935008
ACH-000163,-0.19572694289693104
ACH-000167,-0.2599158212754879
ACH-000168,-0.14843561943441802
ACH-000169,-0.4054315767175985
ACH-000178,-0.2648684782988173
ACH-000183,-0.03954766999470942
ACH-000188,-0.130142426009681
ACH-000189,-0.19107500151501186
ACH-000190,-0.15988023480536254
ACH-000198,-0.4388931775883277
ACH-000203,-0.5132491307164718
ACH-000204,-0.11122681228701424
ACH-000206,-0.3891692290373837
ACH-000207,-0.30862506656986205
ACH-000208,-0.31247796676349804
ACH-000210,-0.5531899254223032
ACH-000211,-0.12211232008867325
ACH-000215,-0.086500624140057
ACH-000221,-0.009503429480151657
ACH-000222,-0.2039331456823492
ACH-000223,-0.3100959883446696
ACH-000226,-0.7133833639603075
ACH-000227,-0.11232286981778514
ACH-000228,-0.04084943323487653
ACH-000231,-0.23977761218546584
ACH-000232,-0.3899893032220017
ACH-000233,-0.5043424546384078
ACH-000234,-0.22707329131845666
ACH-000235,-0.09229312358984527
ACH-000237,-0.1672681644483327
ACH-000238,-0.3227533533950229
ACH-000242,-0.08951661840009127
ACH-000243,-0.11782091654799877
ACH-000244,-0.007364573910493114
ACH-000246,-0.16778308084802673
ACH-000248,-0.2594330799339573
ACH-000250,-0.12698845593793312
ACH-000251,-0.14992662219730327
ACH-000252,-0.0439960081138964
ACH-000253,-0.1566447516883846
ACH-000255,-0.3130894791832093
ACH-000256,0.15047644157005033
ACH-000257,0.052459632406298265
ACH-000258,-0.16555096027063584
ACH-000259,-0.04524741845862172
ACH-000260,0.0210846162454199
ACH-000261,-0.08135601854762216
ACH-000262,-0.027801619487110758
ACH-000263,-0.1848654948746131
ACH-000264,-0.25623425167298003
ACH-000265,-0.07430420559937885
ACH-000266,-0.2466203387707009
ACH-000272,-0.17562687848553155
ACH-000274,-0.18247890998324204
ACH-000277,-0.3221041536394873
ACH-000278,-0.08076833020655151
ACH-000279,-0.08697622129074452
ACH-000280,-0.02230080352733796
ACH-000281,-0.24999433024092216
ACH-000288,-0.13564656295163696
ACH-000291,-0.08497704122825381
ACH-000293,-0.1136359719818438
ACH-000294,-0.04300395450648311
ACH-000295,-0.5965635321514692
ACH-000296,-0.2758598848562091
ACH-000302,-0.29131894903489325
ACH-000304,0.001635835925735277
ACH-000307,-0.11497622610385035
ACH-000308,-0.20104182641093093
ACH-000310,0.10099845826723004
ACH-000311,-0.06322880562079773
ACH-000312,-0.0700869883013737
ACH-000315,-0.35734249935832674
ACH-000316,-0.20432761911149566
ACH-000317,-0.20420293391810287
ACH-000318,-0.1349594501341683
ACH-000319,-0.2325870905626375
ACH-000320,-0.029693108491450067
ACH-000322,-0.3055489079962005
ACH-000323,0.05457176458284132
ACH-000324,-0.0436021464193012
ACH-000329,-0.1091201342752868
ACH-000330,-0.06190519458583878
ACH-000331,-0.32499900411340704
ACH-000332,-0.13129950827949688
ACH-000334,-0.21590243575228013
ACH-000335,-0.054010670035137216
ACH-000336,0.03601426588430505
ACH-000337,-0.05238568317053816
ACH-000338,-0.3887513506291906
ACH-000339,-0.12278747564830872
ACH-000341,-0.2996682409973617
ACH-000348,-0.2806508838457206
ACH-000350,-0.08537728935739022
ACH-000352,-0.00974791453383906
ACH-000356,-0.11267205048266955
ACH-000361,-0.10681817237970234
ACH-000362,-0.418923215004425
ACH-000363,-0.11258366497210036
ACH-000364,-0.1614007813357383
ACH-000365,-0.5584841887876277
ACH-000366,-0.04033384908492765
ACH-000368,0.06212440755666303
ACH-000374,-0.6632055960549886
ACH-000375,-0.07837330059934383
ACH-000376,-0.2153327574602102
ACH-000381,-0.04815585127625413
ACH-000383,-0.07904355987988293
ACH-000387,-0.1956594895218703
ACH-000389,-0.10906671509564146
ACH-000390,-0.1684015178646271
ACH-000393,-0.0779467633362019
ACH-000395,-0.1994755186660798
ACH-000396,-0.3356085082096409
ACH-000397,-0.1628428190650841
ACH-000401,-0.012913350219215755
ACH-000402,-0.4958272580234731
ACH-000403,-0.02795685688268317
