,CLIC4 (25932)
ACH-000004,0.09926650090471832
ACH-000005,0.20318141523454789
ACH-000007,0.0141638893953987
ACH-000009,-0.09736508128363704
ACH-000011,0.12027039254005982
ACH-000012,-0.06062478164872968
ACH-000013,0.05458605836704144
ACH-000014,0.03034612815639782
ACH-000015,0.06678724082663375
ACH-000017,0.1832872816723181
ACH-000018,-0.1497178050979092
ACH-000019,0.17349128696734525
ACH-000021,0.08305510041798896
ACH-000022,-0.08466643329864708
ACH-000025,0.1275329141681305
ACH-000028,0.0673751512161378
ACH-000030,-0.006776717251108071
ACH-000035,-0.1252645730020787
ACH-000036,-0.020029245706272836
ACH-000037,-0.10673177377857172
ACH-000039,-0.2792430700846979
ACH-000040,-0.07260166928242172
ACH-000041,-0.08869527602437716
ACH-000042,0.07413872172466797
ACH-000045,-0.03624648904821043
ACH-000047,0.04877488790723263
ACH-000052,0.03120162807522088
ACH-000053,-0.04896182516682624
ACH-000054,-0.029138412901773582
ACH-000055,-0.04164622743212585
ACH-000060,-0.03414684317307886
ACH-000067,-0.19502367057969344
ACH-000070,0.02558618592314368
ACH-000075,0.22255418911588776
ACH-000078,-0.06979322940906094
ACH-000082,0.011017017006439379
ACH-000085,-0.08712877732325705
ACH-000086,0.062236744618538224
ACH-000087,-0.32842690082492465
ACH-000092,0.026838414796129445
ACH-000095,-0.19099739349672296
ACH-000097,0.05764080037777306
ACH-000098,0.0023124010807811807
ACH-000099,-0.010753859880468359
ACH-000108,-0.024293593395654848
ACH-000113,-0.06494672184601401
ACH-000116,-0.00021607282612717425
ACH-000118,0.0959201932554195
ACH-000120,0.01900104362882473
ACH-000123,0.010532081229454152
ACH-000127,-0.030419792361549226
ACH-000128,-0.0573680568336838
ACH-000132,0.03187881006239724
ACH-000133,0.004526956984728502
ACH-000137,-0.08253206170708005
ACH-000138,-0.00332440484984188
ACH-000142,0.009582016249520185
ACH-000143,-0.006357723595520541
ACH-000146,0.01044339486524742
ACH-000148,-0.05498637846084516
ACH-000150,-0.1112508714331754
ACH-000152,-0.02046405710319244
ACH-000153,-0.05942752894555831
ACH-000159,0.09238896164289334
ACH-000160,0.06998554005392332
ACH-000163,0.04256895413959985
ACH-000167,0.11970749569828315
ACH-000168,-0.016908686810499292
ACH-000169,0.06174806402031161
ACH-000178,0.016653475163999967
ACH-000183,-0.056225359273336516
ACH-000188,-0.002227633071183296
ACH-000189,0.11052620189068048
ACH-000190,0.0628894389761235
ACH-000198,0.07246136341813221
ACH-000203,0.2942263565488182
ACH-000204,0.04826516251045202
ACH-000206,0.04424663032884795
ACH-000207,0.07612317186557305
ACH-000208,-0.12869497072088346
ACH-000210,-0.1686184996296982
ACH-000211,0.109993183891169
ACH-000215,-0.00514100203621339
ACH-000221,0.07711266598190403
ACH-000222,0.048230604433345176
ACH-000223,0.05991509982788785
ACH-000226,-0.14542026541238745
ACH-000227,0.09494911521470194
ACH-000228,0.016828893415669937
ACH-000231,0.00853403377718908
ACH-000232,0.09346665849880402
ACH-000233,0.08598027098613786
ACH-000234,0.028406068136330894
ACH-000235,0.08356383467466423
ACH-000237,0.013773848736485841
ACH-000238,-0.0757562871238053
ACH-000242,0.14737031814504348
ACH-000243,-0.03569402404655781
ACH-000244,0.029347266715462964
ACH-000246,0.06380059739675734
ACH-000248,0.06907140725716085
ACH-000250,-0.03187718354919775
ACH-000251,0.012900520094332476
ACH-000252,-0.02405717156253462
ACH-000253,-0.012069881158815144
ACH-000255,0.04894908056101877
ACH-000256,0.028225129753646067
ACH-000257,-0.11319648272008526
ACH-000258,0.008343213618633497
ACH-000259,0.19586969541617616
ACH-000260,-0.012611105422757871
ACH-000261,0.0762117469625157
ACH-000262,-0.002532366584780518
ACH-000263,0.05745487828354209
ACH-000264,-0.04382423862206504
ACH-000265,-0.009597595856545798
ACH-000266,0.07253748931681465
ACH-000272,0.028137775953201643
ACH-000274,-0.010062877112933712
ACH-000277,0.1287986699035835
ACH-000278,0.05082371850687695
ACH-000279,0.013391631297539628
ACH-000280,0.06513171112085316
ACH-000281,0.14292960497744658
ACH-000288,0.01747164588956113
ACH-000291,-0.1740307208259784
ACH-000293,0.04602442822351389
ACH-000294,-0.12439187453347116
ACH-000295,-0.015313063292844537
ACH-000296,-0.13149256059904488
ACH-000302,0.0036774464641662866
ACH-000304,0.1683541640909164
ACH-000307,0.07153496800490332
ACH-000308,0.12941460986736011
ACH-000310,-0.059244316171276235
ACH-000311,0.023345191522073743
ACH-000312,0.0926051262372936
ACH-000315,-0.11072152235689922
ACH-000316,0.03270313768070313
ACH-000317,-0.025633790969156404
ACH-000318,0.04387432020644683
ACH-000319,-0.0010306952141682273
ACH-000320,0.2701429576559129
ACH-000322,0.25934749952191466
ACH-000323,-0.21186372415123653
ACH-000324,-0.23164734328958275
ACH-000329,-0.13077453569752998
ACH-000330,0.20622480750899747
ACH-000331,0.058272972246437925
ACH-000332,-0.052632017232410976
ACH-000334,-0.16744127732985933
ACH-000335,0.023901433528396198
ACH-000336,0.1799360083346183
ACH-000337,-0.03460793921287991
ACH-000338,-0.08252968275979364
ACH-000339,-0.016612071200128066
ACH-000341,0.09605499067092878
ACH-000348,0.09636525513024624
ACH-000350,0.019083701199100144
ACH-000352,-0.038063133613378916
ACH-000356,-0.06658463558037192
ACH-000361,0.010582013910786612
ACH-000362,-0.07330077560324154
ACH-000363,0.0707494973327523
ACH-000364,0.017869721759824726
ACH-000365,0.11488633849363475
ACH-000366,-0.09295768321225728
ACH-000368,-0.08067135994938715
ACH-000374,0.07242934692171385
ACH-000375,-0.08701586553102407
ACH-000376,-0.1453025873172531
ACH-000381,-0.06481676817138116
ACH-000383,0.011814940520293492
ACH-000387,0.0035920165000671647
ACH-000389,-0.4424588454862404
ACH-000390,0.101668555952788
ACH-000393,0.1303148852142866
ACH-000395,-0.20653279195897456
ACH-000396,-0.2409820121105112
ACH-000397,-0.016966789039539073
