,DNAJA3 (9093)
ACH-000004,-0.6601697587803532
ACH-000005,-0.6444304301415084
ACH-000007,-0.720669728332439
ACH-000009,-0.5819709344608135
ACH-000011,-0.4503149790672415
ACH-000012,-0.7897947926153517
ACH-000013,-0.8412715657996425
ACH-000014,-1.0039475547063204
ACH-000015,-0.8910575838892681
ACH-000017,-0.5373968328947087
ACH-000018,-0.7011502857599251
ACH-000019,-0.6554323781665038
ACH-000021,-0.5715089983440703
ACH-000022,-0.5687593401431941
ACH-000025,-0.6979643892712448
ACH-000028,-0.5669275275569674
ACH-000030,-0.5039899578287367
ACH-000035,-0.7949951372739134
ACH-000036,-0.6428026635444073
ACH-000037,-0.5322168670518534
ACH-000039,-0.6971944093708424
ACH-000040,-0.6900263675706988
ACH-000041,-0.7880362224526262
ACH-000042,-0.5370182744989869
ACH-000045,-0.6798445801906495
ACH-000047,-0.5230985117804372
ACH-000052,-0.7305137268670868
ACH-000053,-0.5744280780896331
ACH-000054,-0.4880956729459962
ACH-000055,-0.8308458686446221
ACH-000060,-0.7861242731544451
ACH-000067,-0.711276311943875
ACH-000070,-0.7101564086213746
ACH-000075,-0.7830372845772403
ACH-000078,-0.5857046214822823
ACH-000082,-0.7392126582932169
ACH-000085,-0.7175411767344964
ACH-000086,-0.8406838173874277
ACH-000087,-0.6242168147849699
ACH-000092,-0.5703580907257307
ACH-000095,-0.6510386094989565
ACH-000097,-0.5219721514502113
ACH-000098,-0.8942207972789404
ACH-000099,-0.6575298330188266
ACH-000108,-0.5203330245946869
ACH-000113,-0.5839877144644785
ACH-000116,-0.6891219298145866
ACH-000118,-0.7347762001902396
ACH-000120,-0.5886873052911674
ACH-000123,-0.7393800585538821
ACH-000127,-0.924321894852043
ACH-000128,-0.5048968453304072
ACH-000132,-0.6943719353888671
ACH-000133,-0.7179086092062934
ACH-000137,-0.7501992680185274
ACH-000138,-0.7077092258556066
ACH-000142,-0.8283471091581769
ACH-000143,-0.4716999463679173
ACH-000146,-0.6034584677139045
ACH-000148,-0.8979935301370392
ACH-000150,-0.6203508377812812
ACH-000152,-0.6069881860223852
ACH-000153,-0.3882577412505362
ACH-000159,-0.4804849846495991
ACH-000160,-1.1140449779573476
ACH-000163,-0.6595166850710298
ACH-000167,-0.3906086361104416
ACH-000168,-0.6993168168009952
ACH-000169,-0.7589690299770959
ACH-000178,-0.5883737237764952
ACH-000183,-0.7237386628488907
ACH-000188,-0.6597654788997115
ACH-000189,-0.7954974932860871
ACH-000190,-0.6898298018469713
ACH-000198,-0.4760084553565169
ACH-000203,-0.4691511460736612
ACH-000204,-0.6890064085873431
ACH-000206,-0.5110545699456467
ACH-000207,-0.5071368270669996
ACH-000208,-0.7214100124474921
ACH-000210,-0.7760126405335264
ACH-000211,-0.6478839743569219
ACH-000215,-0.6386411474205261
ACH-000221,-0.8789122623065464
ACH-000222,-0.5637135320497316
ACH-000223,-0.7893243210160725
ACH-000226,-0.5903216732857236
ACH-000227,-0.5824164893293527
ACH-000228,-0.4748527590190567
ACH-000231,-0.9822637577145232
ACH-000232,-0.7504117742439287
ACH-000233,-0.5973527469713683
ACH-000234,-0.5130903927894486
ACH-000235,-0.4961072151253373
ACH-000237,-0.6365673427316364
ACH-000238,-0.6365928556504898
ACH-000242,-0.5428260861070225
ACH-000243,-0.6406262680450715
ACH-000244,-1.0094854525498904
ACH-000246,-0.4704704685215088
ACH-000248,-0.7894404551911035
ACH-000250,-0.5778920103751409
ACH-000251,-0.7669984597307815
ACH-000252,-0.5151357019357043
ACH-000253,-0.6058407201967149
ACH-000255,-0.5702177833277667
ACH-000256,-0.6890034368155527
ACH-000257,-0.6148904443156895
ACH-000258,-0.507303871352892
ACH-000259,-0.646937824433147
ACH-000260,-0.6427788508128975
ACH-000261,-0.6789633657432158
ACH-000262,-0.6672058380480039
ACH-000263,-0.7691368227754051
ACH-000264,-0.6400557960490643
ACH-000265,-0.9274894011805072
ACH-000266,-0.40445657973479227
ACH-000272,-0.6138403327432848
ACH-000274,-0.7818362683871479
ACH-000277,-0.5885328719900527
ACH-000278,-0.6605125615823375
ACH-000279,-0.50999343991881
ACH-000280,-0.5926925839568385
ACH-000281,-0.8125184063310187
ACH-000288,-0.7803715303603818
ACH-000291,-0.6491647787399438
ACH-000293,-0.7579015277875238
ACH-000294,-0.590560680149925
ACH-000295,-0.5170679531743089
ACH-000296,-0.505199266421934
ACH-000302,-0.8855120410369361
ACH-000304,-0.7094580708805343
ACH-000307,-0.5734224102199086
ACH-000308,-0.5528842238481664
ACH-000310,-0.5085075744723215
ACH-000311,-0.4863698057148431
ACH-000312,-0.6612254659282055
ACH-000315,-0.5526380857708771
