,SAA1 (6288)
ACH-000004,-0.2489088415108235
ACH-000005,-0.2670788406505052
ACH-000007,-0.0657142085268423
ACH-000009,-0.2439148044982548
ACH-000011,-0.08188685863124733
ACH-000012,-0.2390510278487656
ACH-000013,-0.13449420165355105
ACH-000014,-0.19570172064682875
ACH-000015,-0.1828766653219563
ACH-000017,-0.2888543517816087
ACH-000018,-0.4920361790416665
ACH-000019,-0.03246706168054779
ACH-000021,-0.2379938365606355
ACH-000022,-0.17042385373777338
ACH-000025,-0.1882879796868266
ACH-000028,-0.2790238776209012
ACH-000030,-0.34042720927847986
ACH-000035,0.05887744198236925
ACH-000036,-0.4212494370508385
ACH-000037,-0.21973001701641265
ACH-000039,-0.15952827265714253
ACH-000040,-0.29421110726198124
ACH-000041,-0.1609170052426305
ACH-000042,-0.2582058174021493
ACH-000045,-0.08208265820821899
ACH-000047,-0.10439714964507328
ACH-000052,-0.3320271037314776
ACH-000053,-0.1442296248564803
ACH-000054,-0.2533531343863249
ACH-000055,0.09040946466246493
ACH-000060,-0.1670732016115632
ACH-000067,-0.2832326830917017
ACH-000070,-0.14720846642791327
ACH-000075,-0.11612011176978185
ACH-000078,-0.2242271459619536
ACH-000082,-0.1928649637161492
ACH-000085,-0.4149630017981423
ACH-000086,-0.3105005949929021
ACH-000087,0.11484794446730398
ACH-000092,-0.11898945544167143
ACH-000095,-0.330521642107924
ACH-000097,-0.23901319653025585
ACH-000098,-0.27533946437253154
ACH-000099,-0.12832814677008275
ACH-000108,-0.15973959914252753
ACH-000113,-0.2223106850905616
ACH-000116,-0.23530160260292096
ACH-000118,-0.20778898175146074
ACH-000120,-0.1949212551213624
ACH-000123,-0.2571441350034454
ACH-000127,-0.213682297310589
ACH-000128,-0.12170585749361636
ACH-000132,-0.056375340653254086
ACH-000133,-0.20922376988503094
ACH-000137,-0.2370625753617654
ACH-000138,-0.27197043390170017
ACH-000142,-0.27827100699219753
ACH-000143,-0.03246918771246121
ACH-000146,-0.2401584514669093
ACH-000148,-0.34075376877680325
ACH-000150,-0.08857595449636048
ACH-000152,-0.2790086456878256
ACH-000153,-0.26128022917418386
ACH-000159,-0.11122787185375764
ACH-000160,-0.19620911099539784
ACH-000163,-0.2557473873004171
ACH-000167,-0.33745714290197465
ACH-000168,-0.06002691919147226
