,GAD1 (2571)
ACH-000004,-0.14398646543885568
ACH-000005,-0.030688450001080107
ACH-000007,-0.3898280602906277
ACH-000009,-0.22761612732541384
ACH-000011,-0.12211507014588473
ACH-000012,-0.212020699879005
ACH-000013,-0.2919011316849204
ACH-000014,-0.2062139143704198
ACH-000015,-0.1332568128667161
ACH-000017,-0.1574405503510351
ACH-000018,-0.2038594227706488
ACH-000019,-0.041082543670392636
ACH-000021,-0.15233045876028645
ACH-000022,-0.13837413370180512
ACH-000025,-0.13582071236117402
ACH-000028,-0.26053567456605803
ACH-000030,-0.2926702027454313
ACH-000035,-0.4169998702248692
ACH-000036,-0.06288362781583859
ACH-000037,-0.4112341523509363
ACH-000039,-0.13475907587144847
ACH-000040,-0.3601873862605076
ACH-000041,-0.25708198016169675
ACH-000042,-0.1753265138243338
ACH-000045,-0.2542644393004011
ACH-000047,-0.14929335884308215
ACH-000052,-0.5322365379781444
ACH-000053,-0.2778191159863537
ACH-000054,-0.1181816252404674
ACH-000055,-0.29989473392408705
ACH-000060,-0.3267672563134115
ACH-000067,-0.13023339729063907
ACH-000070,-0.271641455006215
ACH-000075,-0.0018001179895807016
ACH-000078,-0.2240144867902847
ACH-000082,-0.1577103138324146
ACH-000085,-0.2778080776142484
ACH-000086,-0.2745345442548985
ACH-000087,-0.3804641273566825
ACH-000092,-0.3060221705831159
ACH-000095,-0.19706627018096626
ACH-000097,-0.2816180433001611
ACH-000098,-0.34378884267727394
ACH-000099,-0.24756156632709184
ACH-000108,-0.2390594196421966
ACH-000113,-0.35691546560607684
ACH-000116,-0.2099874539440736
ACH-000118,-0.10791230719211348
ACH-000120,-0.17244418963362493
ACH-000123,-0.2414614912118361
ACH-000127,-0.14427327809953633
ACH-000128,-0.15485546956816748
ACH-000132,-0.43313965423404427
ACH-000133,-0.15474914173057133
ACH-000137,-0.15408240453730768
ACH-000138,-0.2548266876911329
ACH-000142,-0.22102570610565148
ACH-000143,-0.44816843109192217
ACH-000146,-0.15267565830002236
ACH-000148,-0.12215324123700773
ACH-000150,-0.16006732145865787
ACH-000152,-0.30355327179676955
ACH-000153,-0.1936319161032888
ACH-000159,-0.19839066489466656
ACH-000160,-0.20256933329546128
ACH-000163,-0.05976585904047596
ACH-000167,-0.0868135654069449
ACH-000168,-0.09878125344102133
ACH-000169,-0.2093360488310603
ACH-000178,-0.1309758657625746
ACH-000183,-0.1991492194275032
ACH-000188,-0.2366151448639349
ACH-000189,-0.00951524309565398
ACH-000190,-0.1189535714444966
ACH-000198,-0.1059050731167792
ACH-000203,-0.4864035278430412
ACH-000204,0.030818178507153463
ACH-000206,0.056950185061035184
ACH-000207,-0.16547106761429334
ACH-000208,-0.14492840446776964
ACH-000210,0.13898537927536295
ACH-000211,-0.2573054490955003
ACH-000215,-0.061115111955440275
ACH-000221,-0.3234152451288653
ACH-000222,-0.2763756496850868
ACH-000223,-0.3190183703875724
ACH-000226,-0.19968439628911608
ACH-000227,-0.13205536621446418
ACH-000228,-0.2779711432203835
ACH-000231,-0.3142540369716987
ACH-000232,-0.22972626704378826
ACH-000233,-0.21364923304688727
ACH-000234,-0.33771261315813905
ACH-000235,-0.29793768807967164
ACH-000237,-0.2535577276041064
ACH-000238,-0.17905066127908986
ACH-000242,-0.3282956694888796
ACH-000243,-0.1698771362020325
ACH-000244,-0.32594057577055
ACH-000246,-0.13256843959960954
ACH-000248,-0.1762767511373296
ACH-000250,-0.2360983956625797
ACH-000251,-0.4393179054483106
ACH-000252,-0.003040777691497378
ACH-000253,-0.22304768821870785
ACH-000255,-0.2602827255118119
ACH-000256,-0.13939460272763962
ACH-000257,-0.15642587984515502
ACH-000258,-0.10895062536249467
ACH-000259,-0.19211419420231374
ACH-000260,-0.18664608535098934
ACH-000261,-0.1473505209016002
ACH-000262,-0.31666643195817706
ACH-000263,-0.1674660703308235
ACH-000264,-0.1738040702564658
ACH-000265,-0.16743711576001616
ACH-000266,-0.1562338758820837
ACH-000272,-0.14171578402963206
ACH-000274,-0.2577605233146729
ACH-000277,-0.052451616866568976
ACH-000278,-0.37247558782844
ACH-000279,-0.15558452430849914
ACH-000280,-0.20575231629245974
ACH-000281,-0.27928999438969426
ACH-000288,-0.14897935573371685
ACH-000291,-0.2624158208637048
ACH-000293,-0.0916019973412584
ACH-000294,-0.20322506472463875
ACH-000295,0.05944718493960659
ACH-000296,-0.02505957455099499
ACH-000302,-0.21148935371432506
ACH-000304,-0.3244121365336045
ACH-000307,-0.20914835251070185
ACH-000308,-0.23771768460424145
ACH-000310,-0.13512586004765098
ACH-000311,-0.16608594253191722
ACH-000312,-0.17337867197290802
ACH-000315,-0.27480935160355896
ACH-000316,-0.22172166431306048
ACH-000317,-0.17280174339090565
ACH-000318,-0.19469663068869972
ACH-000319,-0.263487455018675
ACH-000320,-0.3589755171947069
ACH-000322,-0.39171079238748574
ACH-000323,-0.2342586112302327
ACH-000324,-0.17910760905349965
ACH-000329,-0.006166001864095104
ACH-000330,-0.2361476370721131
ACH-000331,-0.3809242923384887
ACH-000332,-0.12616827080879714
ACH-000334,0.046918609118199464
ACH-000335,0.1938569564975373
ACH-000336,-0.4543068405858426
ACH-000337,-0.163788514151053
ACH-000338,-0.5677248222397563
ACH-000339,-0.2317544783395921
ACH-000341,-0.04634710235642782
ACH-000348,-0.0910176978860142
ACH-000350,-0.11777170844115305
ACH-000352,-0.1201788739662216
ACH-000356,0.010867596384242626
ACH-000361,0.020603880474202738
ACH-000362,-0.036723790446155966
ACH-000363,-0.1671667155824718
ACH-000364,-0.2459133668847531
ACH-000365,-0.2821946192035554
ACH-000366,-0.10936599805958563
ACH-000368,0.20808318992272806
ACH-000374,-0.23199142137693554
ACH-000375,-0.43209867086131537
ACH-000376,-0.2616001356987078
ACH-000381,-0.08845634131938213
ACH-000383,-0.20455904933593055
ACH-000387,-0.19220336757690792
ACH-000389,-0.24537120525775144
ACH-000390,-0.19857262540795506
ACH-000393,-0.2402181419426304
ACH-000395,-0.2439835454218844
ACH-000396,-0.1508357500318943
ACH-000397,-0.17605905534611307
ACH-000401,-0.4322325677151123
ACH-000402,-0.28764877737564576
ACH-000403,-0.23469253199833945
ACH-000404,0.1500009358607525
ACH-000406,-0.2206328255874561
ACH-000407,-0.2262630951662048
ACH-000408,-0.305495229778714
ACH-000410,-0.2503569290914171
ACH-000411,-0.28846995376637274
ACH-000414,-0.10505463313841616
ACH-000415,-0.3163345918389016
ACH-000416,-0.2567588517933451
ACH-000420,-0.162560781729121
ACH-000421,-0.18678525775406646
ACH-000424,-0.22412631948845696
ACH-000425,-0.33697141699849137
ACH-000426,-0.3800247774026391
ACH-000427,-0.2720986815194299
ACH-000433,0.1890559152153672
ACH-000435,-0.3602094112059205
ACH-000436,-0.02788937752756478
ACH-000444,-0.019642226962846388
ACH-000445,-0.2418834626699421
ACH-000448,-0.14293911855656646
ACH-000450,-0.2029767302826087
ACH-000452,-0.2802408102673631
ACH-000454,-0.22943039847114216
ACH-000458,-0.4169087852069826
ACH-000459,-0.15886182119621586
ACH-000460,-0.1522021911369124
ACH-000461,-0.10512461189411987
ACH-000463,-0.0005319749743377646
ACH-000464,-0.18840389479443373
ACH-000466,-0.00771734570227026
ACH-000467,-0.08084126644499055
ACH-000468,-0.19406433887187674
ACH-000469,-0.1379741390677627
ACH-000470,-0.12225671420524825
ACH-000471,-0.15751046478283198
ACH-000472,-0.2279030156169997
ACH-000473,-0.028656135888166838
ACH-000475,-0.20598323987819256
ACH-000476,-0.2731441896458321
ACH-000477,-0.32543038350603704
ACH-000479,-0.3236723691685522
ACH-000480,-0.08593016702018393
ACH-000481,-0.058885422901895676
ACH-000483,-0.25621999172671844
ACH-000484,-0.4658990858534557
ACH-000485,-0.10950463731968058
ACH-000486,-0.15802968118725924
ACH-000487,-0.199794107334554
ACH-000488,-0.16734337505810915
ACH-000490,-0.18528442944565565
ACH-000491,-0.1657365108562106
ACH-000495,0.015395037411842113
ACH-000496,-0.3961861726110871
ACH-000499,0.08561563377780491
ACH-000500,-0.587176685718018
ACH-000502,-0.28961127531351616
ACH-000503,-0.4976649101097975
ACH-000505,-0.18120179697875236
ACH-000507,-0.36350454483575256
ACH-000510,-0.2188621712111028
ACH-000511,-0.2228983760218921
ACH-000512,-0.2058453007125007
ACH-000516,-0.15300335660699768
ACH-000517,-0.15833965446539747
ACH-000518,-0.1747238318068057
ACH-000520,-0.2778222823931412
ACH-000521,-0.4566247725258749
ACH-000522,-0.31410616652574663
ACH-000524,-0.1445366999499545
ACH-000527,-0.14426990236098652
ACH-000528,-0.18483935123166734
ACH-000537,-0.276374839816313
ACH-000541,-0.10878939758962604
ACH-000542,-0.07588411427942536
ACH-000544,-0.3526807109730748
ACH-000545,-0.2275231415121476
ACH-000547,-0.15068536587945786
ACH-000548,-0.2589318872385008
ACH-000549,-0.1766230632427057
ACH-000550,-0.15721948712824593
ACH-000552,-0.17619095641503885
ACH-000556,-0.2602470018963505
ACH-000557,-0.18693462840743386
ACH-000569,0.029607817078731218
ACH-000570,-0.1918529548257566
ACH-000571,-0.15693288358222388
ACH-000573,-0.17860776020140404
ACH-000576,-0.12109403006342614
ACH-000579,-0.07170014079696015
ACH-000580,-0.14243092316570422
ACH-000584,-0.2119900094238298
ACH-000585,-0.18973508110918375
ACH-000588,-0.17650087875310885
ACH-000589,-0.10626036785141234
ACH-000591,-0.14229835705785246
ACH-000593,-0.3121804107114093
ACH-000600,-0.33598335505588506
ACH-000601,-0.1821370087932792
ACH-000605,-0.1818031371614729
ACH-000606,-0.4300062018283109
ACH-000608,-0.18595288245704755
ACH-000614,-0.3470154989452932
ACH-000616,-0.17164124605456269
ACH-000618,-0.2098318703817728
ACH-000619,-0.3681098805050193
ACH-000620,-0.08160503909226273
ACH-000621,-0.2387654612521477
ACH-000622,-0.16832164498229435
ACH-000623,-0.2300153777636061
ACH-000624,-0.16080309183267835
ACH-000627,-0.16556283205876787
ACH-000630,-0.2832941223601649
ACH-000631,-0.3849019190871436
ACH-000632,-0.21797077423968944
ACH-000633,-0.3135232722843686
ACH-000637,-0.20648481077965788
ACH-000638,-0.14133138241566168
ACH-000646,-0.2318004048253904
ACH-000647,-0.2168897042539955
ACH-000648,-0.23432499138443266
ACH-000649,-0.18995422521641675
ACH-000651,-0.31027973514356544
ACH-000652,-0.13985023397169566
ACH-000653,-0.2655602315751481
ACH-000657,-0.17801643091930122
ACH-000658,-0.14351586891735327
ACH-000661,-0.07042190279443697
ACH-000662,-0.8934663198894626
ACH-000663,-0.1478950164034089
ACH-000665,-0.4040655677726312
ACH-000671,-0.2252221897967791
ACH-000672,0.05334103343462178
