,PLAC9 (219348)
ACH-000004,-0.3066332173131396
ACH-000005,-0.2721680438365385
ACH-000007,-0.30209081579458136
ACH-000009,-0.09515022020400356
ACH-000011,-0.0603033473599907
ACH-000012,-0.20125935532829034
ACH-000013,0.018431373150459705
ACH-000014,-0.12043640849988352
ACH-000015,-0.05499515869304061
ACH-000017,-0.20941638459258533
ACH-000018,0.11343395318785307
ACH-000019,-0.042302243344038634
ACH-000021,-0.09617299692428637
ACH-000022,-0.04416913747469529
ACH-000025,-0.16374870574141726
ACH-000028,-0.1682724577153808
ACH-000030,-0.3127584472697301
ACH-000035,-0.1854864348941977
ACH-000036,-0.10042804480218023
ACH-000037,-0.12686821068387585
ACH-000039,0.004417496441383343
ACH-000040,-0.04585831244423567
ACH-000041,-0.010926605003145316
ACH-000042,-0.14798060394359866
ACH-000045,-0.17367253747733746
ACH-000047,-0.20697706139442829
ACH-000052,-0.3397605408464567
ACH-000053,-0.06879405563059611
ACH-000054,-0.2945747144991041
ACH-000055,-0.201474099210653
ACH-000060,-0.19125852985119984
ACH-000067,-0.1936788941648569
ACH-000070,-0.2627346910862434
ACH-000075,-0.15075116305082892
ACH-000078,0.07728389240359135
ACH-000082,-0.1434887519440319
ACH-000085,-0.07508493303999933
ACH-000086,-0.24474119502432096
ACH-000087,-0.19206610323911585
ACH-000092,-0.05461386168849803
ACH-000095,-0.08871478283403614
ACH-000097,-0.09503185839129896
ACH-000098,-0.21882549319130232
ACH-000099,-0.108996467605697
ACH-000108,-0.20314411393654905
ACH-000113,-0.15941270990438544
ACH-000116,-0.14231489891566926
ACH-000118,-0.08187261424293459
ACH-000120,-0.19955633291920866
ACH-000123,-0.17065497180615113
ACH-000127,-0.18449907784597352
ACH-000128,-0.06527067864421432
ACH-000132,-0.2700317972328293
ACH-000133,-0.14934040283903455
ACH-000137,-0.2422904522825824
ACH-000138,-0.15503693856752962
ACH-000142,0.03750371290236699
ACH-000143,0.04750586270874399
ACH-000146,-0.15170581695860375
ACH-000148,-0.27076520968970835
ACH-000150,0.06948607715141296
ACH-000152,-0.1304828111354781
ACH-000153,-0.016668706865185103
ACH-000159,-0.19487781001321552
ACH-000160,-0.2172384473749842
ACH-000163,0.002406026997487803
ACH-000167,-0.24795982996659974
ACH-000168,0.031691691460094595
ACH-000169,-0.11724060090342606
ACH-000178,-0.1377249245914089
ACH-000183,-0.24471934804579185
ACH-000188,-0.10544581535345306
ACH-000189,-0.387388344506372
ACH-000190,-0.12352930196974805
ACH-000198,-0.11490617085551665
ACH-000203,-0.20060627128806435
ACH-000204,-0.1508155841319748
ACH-000206,-0.11968171414743167
ACH-000207,-0.0247655731441007
ACH-000208,-0.36955505252965865
ACH-000210,0.1180736624335742
ACH-000211,-0.12051864269576228
ACH-000215,-0.1949942250484577
ACH-000221,-0.025555174803153776
ACH-000222,-0.11203484154002832
ACH-000223,-0.22464783736444685
ACH-000226,-0.09317005895177312
ACH-000227,-0.13829235917085078
ACH-000228,-0.2152402327713912
ACH-000231,-0.19855706919838667
ACH-000232,-0.10309870186364163
ACH-000233,-0.14998503308238334
ACH-000234,-0.05414246666497338
ACH-000235,-0.0939430187349454
ACH-000237,-0.1825436146880154
ACH-000238,-0.28743356628766353
ACH-000242,-0.1907639389814785
ACH-000243,-0.1478429860032242
ACH-000244,-0.024109703622518745
ACH-000246,-0.030311271587675964
ACH-000248,-0.21843069163026874
ACH-000250,-0.17519949754795072
ACH-000251,-0.23615120589793626
ACH-000252,-0.19319751321711573
ACH-000253,-0.13892360605835286
ACH-000255,-0.2508408568026112
ACH-000256,-0.10138014325056252
ACH-000257,-0.3270306279906941
