,STAC3 (246329)
ACH-000004,-0.16417223459489438
ACH-000005,-0.1816947049651212
ACH-000007,-0.34872503446267106
ACH-000009,-0.15237524001754282
ACH-000011,-0.18101363009481927
ACH-000012,-0.17049893726176674
ACH-000013,-0.10762141981529093
ACH-000014,-0.024956260916686603
ACH-000015,-0.1967822493837192
ACH-000017,-0.13846492551015147
ACH-000018,-0.1086681265239628
ACH-000019,-0.003814076461031917
ACH-000021,-0.2099424671412836
ACH-000022,-0.16525762454494616
ACH-000025,-0.3044137868398967
ACH-000028,-0.39349090080380267
ACH-000030,-0.11559556637261267
ACH-000035,-0.10987863054006136
ACH-000036,-0.11573515125254892
ACH-000037,-0.20988213656316265
ACH-000039,-0.3256044352928361
ACH-000040,-0.14766605866799973
ACH-000041,-0.11395815923124117
ACH-000042,-0.045832565519609715
ACH-000045,-0.09693108222832296
ACH-000047,-0.16566074932793118
ACH-000052,-0.27714634303226604
ACH-000053,-0.1340140614121044
ACH-000054,-0.1442140953341828
ACH-000055,-0.3522726059084961
ACH-000060,-0.07014670940639348
ACH-000067,-0.20309121128488308
ACH-000070,-0.12477750795359603
ACH-000075,-0.10876160908088198
ACH-000078,-0.14520144280429606
ACH-000082,-0.15978019416912068
ACH-000085,-0.31095424419657386
ACH-000086,-0.27024919907218903
ACH-000087,-0.01779450036808295
ACH-000092,-0.2047896220170832
ACH-000095,-0.06888876126236362
ACH-000097,-0.16944338598158012
ACH-000098,-0.02184878360864612
ACH-000099,-0.05607704456453965
ACH-000108,-0.0750213996720845
ACH-000113,-0.1514499275135526
ACH-000116,-0.20521029613137376
ACH-000118,-0.3339668511897949
ACH-000120,-0.0303788912242675
ACH-000123,-0.2695151041695961
ACH-000127,-0.10870119814333994
ACH-000128,-0.1099744055841934
ACH-000132,0.0014785882926437528
ACH-000133,-0.3878821742456773
ACH-000137,-0.3980979217773132
ACH-000138,-0.19972835944064984
ACH-000142,-0.11438378098052653
ACH-000143,-0.1616430047783799
ACH-000146,-0.1261846346336266
ACH-000148,-0.17263206864858666
ACH-000150,-0.4027381053001677
ACH-000152,-0.21117221586805654
ACH-000153,-0.3273996821391181
ACH-000159,-0.12319472129675665
ACH-000160,-0.16122853798773645
ACH-000163,-0.2427747234104329
ACH-000167,-0.1194514239968695
ACH-000168,-0.05900975870464096
ACH-000169,-0.22456972626463725
ACH-000178,-0.18098131655917027
ACH-000183,-0.1843756475260179
ACH-000188,-0.11568622940263484
ACH-000189,-0.2732477463012673
ACH-000190,-0.003702498851277068
ACH-000198,-0.1855040329831142
ACH-000203,-0.1450990133764342
ACH-000204,-0.14530649709477622
ACH-000206,0.07549529625032199
ACH-000207,-0.0943836827138087
ACH-000208,-0.06672338585818134
ACH-000210,-0.386480849772309
ACH-000211,-0.06969626352390043
ACH-000215,-0.2251076055451369
ACH-000221,-0.19797512755963906
ACH-000222,-0.13785002230089285
ACH-000223,-0.1220901369975822
ACH-000226,-0.05893630033472867
ACH-000227,0.0059587137722681574
ACH-000228,-0.03896157082093522
ACH-000231,-0.19657456366836285
ACH-000232,-0.14035970916168974
ACH-000233,-0.0032617744767308504
ACH-000234,-0.2344487073268385
ACH-000235,-0.2069769779006751
ACH-000237,-0.11446458634292207
ACH-000238,-0.2512876454323901
ACH-000242,-0.2489850441547705
ACH-000243,-0.18963744936243068
ACH-000244,-0.17385047810002735
ACH-000246,-0.2616350630529028
ACH-000248,-0.17289406593098666
ACH-000250,-0.10279646491649233
ACH-000251,-0.4690412583329891
ACH-000252,-0.02488113877927117
ACH-000253,-0.20157633847575088
ACH-000255,0.03611819703457084
ACH-000256,-0.1066885672187195
ACH-000257,-0.06982046899725967
ACH-000258,-0.06099307023825287
ACH-000259,-0.2657497344294245
ACH-000260,-0.1483012799113263
ACH-000261,-0.2066377105516117
ACH-000262,0.13409887696922845
ACH-000263,0.15534637044935828
ACH-000264,-0.20503770077755185
ACH-000265,-0.15864596308495635
ACH-000266,-0.18016379048779346
ACH-000272,0.0042457728358183296
ACH-000274,-0.13335529865331944
ACH-000277,-0.14624872315205745
ACH-000278,-0.27748571116351506
ACH-000279,-0.19692500432588453
ACH-000280,-0.006683491794595847
ACH-000281,-0.18122910595535247
ACH-000288,-0.26084781134941026
ACH-000291,-0.1251733085642181
ACH-000293,-0.12441653530232945
ACH-000294,-0.04846743089679477
ACH-000295,0.0030291696071411416
ACH-000296,0.04335669098515652
ACH-000302,-0.005293089740650804
ACH-000304,-0.14678940256663695
ACH-000307,-0.14890735202685015
ACH-000308,-0.1337120528216539
ACH-000310,-0.19921130585633506
ACH-000311,-0.2599913170215435
ACH-000312,-0.048266615291001326
ACH-000315,-0.0467780005852888
ACH-000316,-0.046121192112258895
ACH-000317,0.010738660263163731
ACH-000318,-0.287281859926594
ACH-000319,-0.1582661479414025
ACH-000320,-0.04683135449877327
ACH-000322,-0.21568534348034016
ACH-000323,-0.004752496388646503
ACH-000324,-0.05730280607303829
ACH-000329,-0.12740962633269087
ACH-000330,0.007755543221675411
ACH-000331,-0.05078987630703778
ACH-000332,-0.14230142878858654
ACH-000334,-0.018803687581592076
ACH-000335,-0.3426283914986897
ACH-000336,-0.1959674367697879
ACH-000337,-0.01437229367513066
ACH-000338,-0.24273490720106985
ACH-000339,-0.1916628479570248
ACH-000341,-0.026725626562128228
ACH-000348,-0.2496728584802641
ACH-000350,-0.0973103697710719
