,NMS (129521)
ACH-000004,-0.3202866990872777
ACH-000005,-0.04881511982207782
ACH-000007,-0.08932594527156595
ACH-000009,-0.0429757997816836
ACH-000011,-0.10482122784275452
ACH-000012,0.13045597740940865
ACH-000013,-0.031405316722240145
ACH-000014,-0.07875466986299509
ACH-000015,0.01827297504037185
ACH-000017,-0.13650421066608515
ACH-000018,-0.1013174936862901
ACH-000019,-0.07718732142876647
ACH-000021,0.14541419508992576
ACH-000022,-0.03611751844929048
ACH-000025,0.13748987443566946
ACH-000028,-0.049913978525807416
ACH-000030,-0.02923056049796455
ACH-000035,-0.131892514826676
ACH-000036,-0.03533769742329021
ACH-000037,-0.16960228636020394
ACH-000039,0.07212149596732095
ACH-000040,0.052760697576338736
ACH-000041,0.0062535904173463275
ACH-000042,0.08832652622053848
ACH-000045,0.06651778379487297
ACH-000047,0.04207073304059946
ACH-000052,-0.3689343742526979
ACH-000053,0.018475932206669283
ACH-000054,0.020945394522657156
ACH-000055,0.055116287060043394
ACH-000060,-0.13520815719713364
ACH-000067,0.01195053357130108
ACH-000070,-0.020753961842108832
ACH-000075,-0.07621033561277532
ACH-000078,-0.12388535163300887
ACH-000082,-0.005788776789237568
ACH-000085,-0.112122727454504
ACH-000086,0.06408811798772382
ACH-000087,0.1484019744436997
ACH-000092,-0.2038182253487381
ACH-000095,-0.035304686957899005
ACH-000097,-0.08982502729330766
ACH-000098,-0.030077394762406187
ACH-000099,0.06524527357789747
ACH-000108,0.15604855654553867
ACH-000113,-0.10425369106343207
ACH-000116,-0.12347204309029662
ACH-000118,-0.07387747683372553
ACH-000120,0.01867782258136309
ACH-000123,-0.01819309742174013
ACH-000127,-0.07592314425056414
ACH-000128,0.04259751165151874
ACH-000132,0.16836805748192074
ACH-000133,-0.09849518414696372
ACH-000137,-0.08604799638635292
ACH-000138,0.04686515372818036
ACH-000142,0.009291201787474784
ACH-000143,0.0
ACH-000146,0.09100097894150833
ACH-000148,0.016054632733267706
ACH-000150,0.18540186616751306
ACH-000152,0.04573110630797346
ACH-000153,-0.33517865200693797
ACH-000159,-0.062370296088853215
ACH-000160,-0.0007096944825114845
ACH-000163,-0.0828676656309253
ACH-000167,-0.2657772609062151
ACH-000168,0.01110650691135128
ACH-000169,0.06516123608906223
ACH-000178,-0.04201690333562079
ACH-000183,-0.045750029506719456
ACH-000188,0.029064788741977005
ACH-000189,-0.22664647756284
ACH-000190,-0.08938551491027184
ACH-000198,-0.010265105048844128
ACH-000203,-0.2231373000046077
ACH-000204,-0.020333069745234127
ACH-000206,-0.017532399877273647
ACH-000207,-0.1391464052596304
ACH-000208,-0.06352401782181244
ACH-000210,-0.03010009108312145
ACH-000211,-0.06899922791603519
ACH-000215,-0.06932034839523098
ACH-000221,-0.012605479459207631
ACH-000222,-0.16024432648461231
ACH-000223,-0.2243825268574347
ACH-000226,-0.06700341737377588
ACH-000227,-0.1016560893874328
ACH-000228,-0.1441716679927622
ACH-000231,-0.0584402523202784
ACH-000232,-0.0768933820674411
ACH-000233,-0.14519726404683628
ACH-000234,-0.0165811185690852
ACH-000235,-0.02723663478351199
ACH-000237,-0.049683084292522287
ACH-000238,0.11194555672841583
ACH-000242,0.3001765448691634
ACH-000243,-0.09597828513336604
ACH-000244,-0.2696321367981321
ACH-000246,-0.033922048518651216
ACH-000248,0.13078146877643573
ACH-000250,-0.1601349040274056
ACH-000251,0.0571893532081774
ACH-000252,-0.07128583412341942
ACH-000253,-0.1226698588410628
ACH-000255,-0.23556875063783975
ACH-000256,0.03491159669354523
ACH-000257,0.10258485936839573
ACH-000258,0.0192444138249102
ACH-000259,-0.037725943167240115
ACH-000260,0.037656053683925626
ACH-000261,0.04497701733913577
ACH-000262,-0.10050746202237472
ACH-000263,-0.025894710362829792
ACH-000264,-0.07903292103436911
ACH-000265,-0.06844621774746064
ACH-000266,0.08697308899451807
ACH-000272,-0.004566861955956703
ACH-000274,-0.1327529168694961
ACH-000277,-0.041865219177054984
ACH-000278,-0.10412190059858174
ACH-000279,-0.05915942601241856
ACH-000280,0.12538224432723155
ACH-000281,0.06202416363150993
ACH-000288,-0.06757981646427516
ACH-000291,-0.14968944468080755
ACH-000293,0.04769008210303638
ACH-000294,-0.017239916652844276
ACH-000295,-0.0663164068535933
ACH-000296,-0.2335381322813985
ACH-000302,0.03467514368286924
ACH-000304,-0.1354444374256953
ACH-000307,0.005972847284292831
ACH-000308,-0.016198744098800413
ACH-000310,0.15816110701543068
ACH-000311,0.11009154646437674
ACH-000312,0.044942476360492235
ACH-000315,0.09984332564579873
ACH-000316,-0.07256255544280715
ACH-000317,-0.1372127193024253
ACH-000318,-0.02220977342198348
ACH-000319,0.21705595869788288
ACH-000320,-0.07049463561218675
ACH-000322,-0.03313131934466471
ACH-000323,-0.1604519179930875
ACH-000324,-0.019988658603511643
ACH-000329,-0.11250059922335601
ACH-000330,-0.07239111679873247
ACH-000331,-0.13265896067708732
ACH-000332,0.040075576081865336
ACH-000334,-0.008234729923402524
ACH-000335,0.0684100393233575
ACH-000336,-0.15715970384155986
