,IMPACT (55364)
ACH-000411,-0.15482476979697604
ACH-000414,-0.19863982048016046
ACH-000415,-0.2554179109259824
ACH-000416,-0.35272429198662425
ACH-000420,-0.43103398421751815
ACH-000421,-0.207050002442784
ACH-000424,-0.07958869328598904
ACH-000425,-0.2765433834823212
ACH-000426,-0.10996526108650488
ACH-000427,-0.2439046810244506
ACH-000433,-0.4351849362172552
ACH-000435,-0.17202913521228638
ACH-000436,-0.09742854404759513
ACH-000444,-0.21738556449001334
ACH-000445,-0.19879688767560424
ACH-000448,-0.2447422097916401
ACH-000450,-0.3462765157059541
ACH-000452,-0.18589564831308852
ACH-000454,-0.01769221475823761
ACH-000458,-0.2255678339429863
ACH-000459,-0.0022655139282905185
ACH-000460,-0.1338569083427358
ACH-000461,-0.2855045976727622
ACH-000463,-0.2896018432736755
ACH-000464,-0.09238949822855504
ACH-000466,-0.14322710819933346
ACH-000467,-0.19205534121369253
ACH-000468,-0.1857194629283943
ACH-000469,-0.014658502883823891
ACH-000470,-0.09332436704888517
ACH-000471,-0.0971140452108048
ACH-000472,-0.19328736104431016
ACH-000473,-0.09841214461755077
ACH-000475,-0.21368936168912106
ACH-000476,-0.1950492118445694
ACH-000477,-0.19640902903173504
ACH-000479,-0.2439797404591102
ACH-000480,-0.20285951859775184
ACH-000481,-0.09750160827938348
ACH-000483,-0.3256490922137035
ACH-000484,-0.2614441506221261
ACH-000485,-0.2844490284564189
ACH-000486,-0.11601602175053545
ACH-000487,0.004531181028043646
ACH-000488,-0.11195355968422477
ACH-000490,-0.08104313665648186
ACH-000491,-0.01929379284682414
ACH-000495,-0.1706053180428564
ACH-000496,-0.11479765843093992
ACH-000499,-0.1409831986827899
ACH-000500,-0.3767799321213005
ACH-000502,-0.115504409407301
ACH-000503,-0.18647394924658264
ACH-000505,-0.3030949818584531
ACH-000507,-0.12287464744204135
ACH-000510,-0.14676115405955525
ACH-000511,-0.1473350491578553
ACH-000512,0.12540408595194985
ACH-000516,-0.17541057650762007
ACH-000517,-0.1997792584214607
ACH-000518,-0.1037987546884952
ACH-000520,-0.3526438586100272
ACH-000521,-0.1272440204551585
ACH-000522,-0.1529977137863821
ACH-000524,-0.18118553698843232
ACH-000527,-0.21668806938794816
ACH-000528,-0.1163332594876422
ACH-000537,-0.15074202865796638
ACH-000541,-0.1231844947675906
ACH-000542,-0.1805218678276696
ACH-000544,-0.13124708852913888
ACH-000545,-0.05828612780049
ACH-000547,-0.26101912090290125
ACH-000548,-0.2358954482285943
ACH-000549,-0.05378052503577144
ACH-000550,-0.12760355788357455
ACH-000552,-0.2279844688726881
ACH-000556,-0.3116352008593721
ACH-000557,-0.029806659887792308
ACH-000569,-0.2944134161270184
ACH-000570,-0.013991183250657076
ACH-000571,-0.09123775916559322
ACH-000573,-0.14329513820579376
ACH-000576,-0.2523160579341033
ACH-000579,-0.20140186956571235
ACH-000580,-0.04713971686300258
ACH-000584,-0.037195013919829566
ACH-000585,-0.17308326984997954
ACH-000588,-0.03458330729533146
ACH-000589,-0.2235849695244936
ACH-000591,-0.058129254382444026
ACH-000593,-0.14664267100161982
ACH-000600,-0.039392924516699575
ACH-000601,-0.057974933967273726
ACH-000605,-0.13359008629875085
ACH-000606,-0.2829738627404616
ACH-000608,-0.0921470236556053
ACH-000614,-0.017195084753069915
ACH-000616,-0.23027633507027556
ACH-000618,-0.14943738190613298
ACH-000619,-0.2277192485294857
ACH-000620,-0.033544322293039816
ACH-000621,-0.14498951717917558
ACH-000622,-0.10410964203853584
ACH-000623,-0.2077846575119959
ACH-000624,-0.08505868368308002
ACH-000627,-0.0993307786685113
ACH-000630,-0.2050097741300733
ACH-000631,0.05695407828847296
ACH-000632,-0.0651821990102765
ACH-000633,-0.11809790022002528
ACH-000637,-0.05329619684463467
ACH-000638,-0.17340188104002732
ACH-000646,-0.20237856241183447
ACH-000647,-0.2122556757923437
ACH-000648,-0.2493200675153719
ACH-000649,-0.030531644775482862
ACH-000651,-0.2083731715115228
ACH-000652,-0.10100785500632027
ACH-000653,-0.12885272634954595
ACH-000657,-0.1879804292984042
ACH-000658,-0.1282388865182927
ACH-000661,-0.10692478972417337
ACH-000662,-0.3007849444183814
ACH-000663,-0.2365165176868821
ACH-000665,-0.11584157473471775
ACH-000671,-0.15887117559715164
ACH-000672,0.14964716824957186
ACH-000673,-0.2780213321739519
ACH-000676,-0.1221827296189822
ACH-000677,-0.1867133889156592
ACH-000681,0.015404603447711947
ACH-000683,-0.10971513856839746
ACH-000684,-0.03415018264016589
ACH-000688,-0.15617354073483222
ACH-000693,-0.11647558085175284
ACH-000694,-0.06743864793038842
ACH-000695,-0.28055275999717005
ACH-000696,-0.2369272191682222
ACH-000697,-0.1828727822579318
ACH-000699,-0.4143238233187393
ACH-000701,-0.18494871509488706
ACH-000706,-0.10912880991505412
ACH-000711,-0.08740979392172507
ACH-000713,-0.08725151608256666
ACH-000714,-0.19885576968805946
ACH-000718,-0.2863040150817009
ACH-000720,-0.13059415282279893
ACH-000721,-0.07454816351444232
ACH-000724,0.03127234824006681
ACH-000725,0.013106192677475495
ACH-000732,-0.3258614005414129
ACH-000734,-0.10831083555152693
ACH-000735,-0.14011188716359024
ACH-000736,-0.11715623682913942
ACH-000738,-0.1731029645300724
ACH-000746,-0.0076208857834377045
ACH-000747,-0.08542939388669386
ACH-000748,-0.2322476533455937
ACH-000753,-0.11406355072025255
ACH-000756,-0.1745323950178284
ACH-000757,-0.12916235493736605
ACH-000758,-0.3109589803991933
ACH-000760,-0.05354332883427547
ACH-000762,0.028335858294292443
ACH-000763,-0.183272416276972
ACH-000764,-0.4505056208939887
ACH-000765,-0.03464650507472442
ACH-000766,-0.21212303889894035
ACH-000767,-0.1443218664052618
ACH-000768,-0.17207453467848666
ACH-000769,-0.18965935374130774
ACH-000770,-0.03929626505694758
ACH-000771,-0.30594512495346843
ACH-000773,-0.15066524190345645
ACH-000776,-0.2157156830711438
ACH-000777,-0.2641989629892925
ACH-000778,-0.1438766637540278
ACH-000781,-0.193079381971331
ACH-000782,0.053282208105599665
ACH-000783,-0.19511991612701385
ACH-000784,-0.1468908602103023
ACH-000785,-0.16304121758599566
ACH-000787,-0.10158722811417352
ACH-000788,-0.09790252607785603
ACH-000791,-0.2588639683716195
ACH-000792,-0.1115437288222764
ACH-000794,-0.1919227246108092
ACH-000796,-0.11996265803948697
ACH-000798,-0.17015188533726072
ACH-000799,-0.5680195017340369
ACH-000800,-0.22365968074846415
ACH-000802,-0.18453704259604334
ACH-000804,-0.07707407613561139
ACH-000805,-0.17706345387584554
ACH-000809,-0.07418308878753238
ACH-000810,0.008978848450046378
ACH-000811,-0.15603570811700246
ACH-000817,-0.1746658448426092
ACH-000819,-0.1888021234920672
ACH-000820,-0.1105428563017978
ACH-000821,-0.0961980347527254
ACH-000822,-0.11106789460291627
ACH-000823,-0.2698816128097274
ACH-000824,-0.2351193456564961
ACH-000827,-0.2952297724006915
ACH-000829,-0.13776982736658078
ACH-000831,-0.034796796275539096
ACH-000832,-0.1811474693539057
ACH-000833,-0.08584201567120782
ACH-000834,-0.1767696443161943
ACH-000835,-0.31254332876122143
ACH-000836,-0.0746093180760341
ACH-000837,-0.06944629900917976
ACH-000838,-0.2179983238529896
ACH-000839,-0.18768538809779575
ACH-000840,-0.05907325131213013
ACH-000841,-0.22982073351101506
ACH-000843,-0.1979392764459703
ACH-000846,-0.15827304958142902
ACH-000847,0.15887232504194046
ACH-000848,-0.11357960873124626
ACH-000849,-0.21943529787102745
ACH-000851,-0.12480493453898588
ACH-000855,-0.2964243950276164
ACH-000856,-0.14524097479323553
ACH-000858,-0.14367450544743798
ACH-000859,-0.029477785781735176
ACH-000861,-0.0557384956296192
ACH-000862,-0.09461611081569274
ACH-000865,-0.22650502803018616
ACH-000866,-0.18334165476749825
ACH-000867,-0.15349810963412253
ACH-000869,-0.24237982733395594
ACH-000872,-0.07095655535837525
ACH-000873,-0.08094448127090914
ACH-000876,-0.15206124738675372
ACH-000878,-0.14882373424943676
ACH-000880,-0.3693239339500648
ACH-000881,-0.2145972653315049
ACH-000882,-0.0950587900306354
ACH-000884,-0.028996057388097837
ACH-000885,-0.2260969453134621
ACH-000887,-0.17011265016474955
ACH-000889,-0.048720232178156284
ACH-000896,-0.05252994055956181
ACH-000898,-0.16839552232977326
ACH-000900,-0.17594223275996804
ACH-000901,-0.0960841660823158
ACH-000905,-0.1950314570226435
ACH-000906,-0.1425649489815814
ACH-000907,-0.10124302431743827
ACH-000910,-0.05211609837506009
ACH-000911,-0.23668539491165244
ACH-000912,-0.15465767719786355
ACH-000913,-0.09928873680310027
ACH-000915,-0.1773296489550334
ACH-000916,0.1886047442681271
ACH-000917,-0.2361999875292797
ACH-000920,-0.41926228763662604
ACH-000921,-0.020652003765579567
ACH-000924,-0.09537405533540476
ACH-000926,-0.14670563660484212
ACH-000928,-0.12007578886296467
ACH-000929,-0.10058258981182074
ACH-000932,-0.0858239142198761
ACH-000935,-0.0922369119350484
ACH-000936,-0.16714985998514592
ACH-000937,-0.15865244081618954
ACH-000938,0.08881508070936836
ACH-000939,-0.03401152947776456
ACH-000941,-0.2546589342604504
ACH-000943,-0.12516167803336656
ACH-000946,-0.2566880717255515
ACH-000947,-0.0641902708289248
ACH-000948,-0.0963330408871444
ACH-000950,-0.10003181571923073
ACH-000953,-0.0283050689221398
ACH-000954,-0.12164644453490775
ACH-000957,-0.31360969698963403
ACH-000958,-0.3964628869504448
ACH-000960,0.033411101215038125
ACH-000963,-0.17062704050510044
ACH-000968,-0.07619133980411648
ACH-000969,-0.24000139674229745
ACH-000972,-0.334678969395006
ACH-000973,-0.16151192798181335
ACH-000974,-0.2426937015503551
ACH-000978,0.012676984760321737
ACH-000984,-0.2392652935406825
ACH-000986,-0.13062648567707294
ACH-000988,-0.09436187861308876
ACH-000993,-0.16645867621299915
ACH-000994,-0.16589253437957335
ACH-000996,-0.354790623730255
ACH-001001,-0.15417895609162993
ACH-001020,-0.061423205003848215
ACH-001028,-0.1228727460209239
ACH-001031,-0.19094391282178427
ACH-001038,-0.17649458072796514
ACH-001048,-0.08047769629829178
ACH-001050,-0.00855272213107632
ACH-001053,-0.2114515890457347
ACH-001054,-0.10171219067172138
ACH-001061,-0.1961182876738468
ACH-001067,-0.182144988345482
ACH-001075,-0.2718293062550702
ACH-001096,-0.12118096996007252
ACH-001111,0.14596610008707767
ACH-001119,-0.018962126666513257
ACH-001128,-0.16130237951105605
ACH-001134,-0.21701960127421516
ACH-001151,-0.20893967410718206
ACH-001163,-0.16055017422236348
ACH-001164,-0.3008090448777954
ACH-001183,-0.09189944322165476
ACH-001192,-0.05753416218687885
ACH-001193,-0.16795426403715955
ACH-001196,-0.16720691769610505
ACH-001197,-0.05127994684427297
ACH-001205,-0.2075638020218513
ACH-001211,-0.22277975924924145
ACH-001212,0.18055643205588864
ACH-001228,-0.12683765076921813
ACH-001232,-0.0843843061362393
ACH-001239,-0.0755984384189002
ACH-001270,-0.1866699381578108
ACH-001274,-0.11421116627777017
ACH-001275,-0.20801702477199965
ACH-001277,-0.12825188958634753
ACH-001278,-0.09607969180121304
ACH-001280,-0.13662278828712868
ACH-001283,-0.06423859962339211
ACH-001289,-0.19250102795222448
ACH-001300,-0.125910507405533
ACH-001301,-0.2054526416720965
ACH-001302,-0.16283480302511286
ACH-001306,-0.04454314604052575
ACH-001318,-0.17169032280586066
ACH-001322,-0.2411367848776449
ACH-001328,-0.0964497446002985
ACH-001332,-0.1424113797092388
ACH-001336,0.06224897988131078
ACH-001346,-0.2726371932578083
ACH-001353,-0.21955384457037688
ACH-001354,-0.22456511549810892
ACH-001367,0.024504826075394625
ACH-001368,-0.09763589547761108
ACH-001374,-0.25645789262065866
ACH-001377,-0.3266530585312854
ACH-001380,-0.05532204426688282
ACH-001391,-0.07940317016108607
ACH-001408,-0.03778062949629709
ACH-001430,-0.03976682345438052
ACH-001431,-0.2586665496006015
ACH-001450,-0.08875337968834854
ACH-001496,-0.1125036150387266
ACH-001500,0.027099065460377984
ACH-001523,-0.19161982462138508
ACH-001532,-0.20210313235988814
ACH-001550,-0.04620603990785165
ACH-001552,-0.0200090907059889
ACH-001554,-0.2189305415038375
ACH-001654,-0.3824246715600279
ACH-001735,-0.05088644943118256
ACH-001736,-0.032024328550499394
ACH-001737,-0.15163132040624713
ACH-001740,-0.058700993273207186
ACH-001745,-0.10637498345017836
ACH-001765,-0.26564775372416105
