,CIR1 (9541)
ACH-000210,-0.217320951114374
ACH-000211,-0.3025295905398114
ACH-000215,-0.35736004781495784
ACH-000221,-0.21782100472254404
ACH-000222,-0.2299820212699165
ACH-000223,-0.3373361077365773
ACH-000226,-0.4811007650060466
ACH-000227,-0.2894769259871534
ACH-000228,-0.26235778340490484
ACH-000231,-0.6752807604653691
ACH-000232,-0.1230111602561409
ACH-000233,-0.20109810281429305
ACH-000234,-0.295278594045127
ACH-000235,-0.1915157801250167
ACH-000237,-0.3911296380127943
ACH-000238,-0.3655630887597541
ACH-000242,-0.19581392817813506
ACH-000243,-0.2957202968213056
ACH-000244,-0.3596990428834749
ACH-000246,-0.4682502751233821
ACH-000248,-0.33075839905477555
ACH-000250,-0.3989839950006159
ACH-000251,-0.2141839963252848
ACH-000252,-0.2450732712035428
ACH-000253,-0.09376294343568936
ACH-000255,-0.2443480711375365
ACH-000256,-0.3139357562986418
ACH-000257,-0.2538277458898664
ACH-000258,-0.3806374092503948
ACH-000259,-0.22432189165669603
ACH-000260,-0.2770692096752941
ACH-000261,-0.07588788960210219
ACH-000262,-0.1477368961597
ACH-000263,-0.13552590220177965
ACH-000264,-0.25278555413328885
ACH-000265,-0.22983166435236105
ACH-000266,-0.20676571947751626
ACH-000272,-0.30899483670938194
ACH-000274,-0.30531831997924663
ACH-000277,-0.24729174504058246
ACH-000278,-0.20571910195140733
ACH-000279,-0.3544061867522866
ACH-000280,-0.3539150196964202
ACH-000281,-0.24188324386239726
ACH-000288,-0.4094003994709033
ACH-000291,-0.271638363995037
ACH-000293,-0.14335664924492253
ACH-000294,0.0252452237743082
ACH-000295,-0.22103948748625826
ACH-000296,-0.21809708674010048
ACH-000302,-0.3086106582064577
ACH-000304,-0.2713718100008846
ACH-000307,-0.3329751952844764
ACH-000308,-0.2822095637801589
ACH-000310,-0.2641579617240432
ACH-000311,-0.4253920282300872
ACH-000312,-0.2032106263519236
ACH-000315,-0.0022697439720405746
ACH-000316,-0.15785296657835354
ACH-000317,-0.3389557912405922
ACH-000318,-0.37463960933426027
ACH-000319,-0.1517324968264089
ACH-000320,-0.08178126408627913
ACH-000322,-0.11595221684651345
ACH-000323,-0.1778780419814837
ACH-000324,-0.2583831084597367
ACH-000329,-0.21953528943334327
ACH-000330,-0.2324913759511555
ACH-000331,-0.3030236501137891
ACH-000332,-0.11898151554740916
ACH-000334,-0.3850125937855551
ACH-000335,-0.3142732263483474
ACH-000336,0.025417566947149462
ACH-000337,-0.562730267586978
ACH-000338,-0.2988091185407138
ACH-000339,-0.24769816508883644
ACH-000341,-0.27972180801687674
ACH-000348,-0.1657891384458298
ACH-000350,-0.08620744369911637
ACH-000352,-0.2845587132636572
ACH-000356,-0.3357781641918465
ACH-000361,-0.1683745798603497
ACH-000362,-0.24745379649114976
ACH-000363,-0.2355304614470139
ACH-000364,-0.3041833860358596
ACH-000365,-0.3650571938704889
ACH-000366,-0.15995175081677293
ACH-000368,-0.5154107914125806
ACH-000374,-0.4156425903507025
ACH-000375,-0.19008237912160209
ACH-000376,-0.40273895446396063
ACH-000381,-0.2841597566778338
ACH-000383,-0.12638279196091035
ACH-000387,-0.3966639950364237
ACH-000389,-0.26571766575496114
ACH-000390,-0.2571860738829839
ACH-000393,-0.14478545704936255
ACH-000395,-0.2588117214575581
ACH-000396,-0.4616204641416724
ACH-000397,-0.2565656629062881
ACH-000401,-0.2423531441917629
ACH-000402,-0.042683639024275064
ACH-000403,-0.2235069666243658
ACH-000404,-0.3139910629367417
ACH-000406,-0.16790678805998094
ACH-000407,-0.3726675716042218
ACH-000408,-0.2879966328363726
ACH-000410,-0.34721602965012777
ACH-000411,-0.3181059830382893
ACH-000414,-0.2293185145266891
ACH-000415,-0.3583857885884155
ACH-000416,-0.2403756765463277
ACH-000420,-0.2715070387218596
ACH-000421,-0.2009576733960363
ACH-000424,-0.4133663650945521
ACH-000425,-0.3381358094804209
ACH-000426,-0.09880131630615968
ACH-000427,-0.14194998988474072
ACH-000433,-0.3345065002696149
ACH-000435,-0.4267978416907593
ACH-000436,-0.049770847308723866
ACH-000444,-0.362692664877094
ACH-000445,-0.41132319454976013
ACH-000448,-0.2857823713826252
ACH-000450,-0.27197633790614245
ACH-000452,-0.2446681044682339
ACH-000454,-0.2439012660593093
ACH-000458,-0.34472881320051085
ACH-000459,-0.1559783881520451
ACH-000460,-0.3087536467334332
ACH-000461,-0.1634324700458699
ACH-000463,-0.273428538771244
ACH-000464,-0.2187501978110009
ACH-000466,-0.09842681369414068
ACH-000467,-0.18671595120513285
ACH-000468,-0.3860155767943001
ACH-000469,-0.3614004791826314
ACH-000470,-0.11778206602813993
ACH-000471,-0.1569243366933574
ACH-000472,-0.18244518273346025
ACH-000473,-0.30040622172352743
ACH-000475,-0.2046140790523718
ACH-000476,-0.056100972994838016
ACH-000477,-0.25016079347890297
ACH-000479,-0.3456391059785209
ACH-000480,-0.23970268097674885
ACH-000481,-0.2351752292349588
ACH-000483,-0.3100594959151555
ACH-000484,-0.1172866722169752
ACH-000485,-0.29900893257873823
ACH-000486,-0.4141443186098398
ACH-000487,-0.4362946784370838
ACH-000488,-0.4111872133226775
ACH-000490,-0.3437898354254815
ACH-000491,-0.3071916804327399
ACH-000495,-0.6602025647612675
ACH-000496,-0.20359504918561205
ACH-000499,-0.17013172348177666
ACH-000500,-0.4873130976849166
ACH-000502,-0.2940808313732614
ACH-000503,-0.3811645728801292
ACH-000505,-0.3193233484237213
ACH-000507,-0.22423355633691894
ACH-000510,-0.2667596363391061
ACH-000511,-0.3787097357257033
ACH-000512,-0.5695437858493989
ACH-000516,-0.40516035918370336
ACH-000517,-0.23271126533137554
ACH-000518,-0.17402518589334226
ACH-000520,-0.16060855638840565
ACH-000521,-0.41256067271987534
ACH-000522,-0.26169605767573684
ACH-000524,-0.08709422523175721
ACH-000527,-0.15361931481292015
ACH-000528,-0.14767255060641502
ACH-000537,-0.2349775090097501
ACH-000541,-0.29534863044264864
ACH-000542,-0.3641694730757041
ACH-000544,-0.37118093535686975
ACH-000545,-0.4529446449070378
ACH-000547,-0.25742940934239444
ACH-000548,-0.3205087839135681
ACH-000549,-0.3012543929698592
ACH-000550,-0.1535251588542197
ACH-000552,-0.18832501764858867
ACH-000556,-0.11238028356230398
ACH-000557,-0.10982422341498987
ACH-000569,-0.40504622884840064
ACH-000570,-0.3750578150702262
ACH-000571,-0.10738979249762227
ACH-000573,-0.3687121102369226
ACH-000576,-0.1796394146880634
ACH-000579,-0.15583417690765
ACH-000580,-0.277712480700524
ACH-000584,-0.29414551415289697
ACH-000585,-0.29453379846634536
ACH-000588,-0.06112787328387517
ACH-000589,-0.4354463759259823
ACH-000591,-0.2729792801765229
ACH-000593,-0.27010888254236703
ACH-000600,-0.2950329009215615
ACH-000601,-0.27090260966553953
ACH-000605,-0.2509369324210249
ACH-000606,-0.728576719021287
ACH-000608,-0.21575104924443864
ACH-000614,-0.17988996833810936
ACH-000616,-0.3776083273705503
ACH-000618,-0.2585850058570613
ACH-000619,-0.37506561620542544
ACH-000620,-0.08954533913285244
ACH-000621,-0.32846286334399377
ACH-000622,-0.3601028418164713
ACH-000623,-0.3849429158778648
ACH-000624,-0.19207159201140367
ACH-000627,-0.2531202190402007
ACH-000630,-0.2581032658662093
ACH-000631,-0.4403904064758099
ACH-000632,-0.3812967304933492
ACH-000633,-0.16915473555349897
ACH-000637,-0.2649544755416262
ACH-000638,-0.31505531141158355
ACH-000646,-0.273531426473498
ACH-000647,-0.2652490210827566
ACH-000648,-0.3261590149283026
ACH-000649,-0.3103866083287328
ACH-000651,-0.3930391176239871
ACH-000652,-0.12516819711118887
ACH-000653,-0.13645227729922205
ACH-000657,-0.25540584917720816
ACH-000658,-0.12949720998674938
ACH-000661,-0.387996975060864
ACH-000662,-0.1572151194927746
ACH-000663,-0.2316875629897565
ACH-000665,-0.5592581084773076
ACH-000671,-0.03110615205212213
ACH-000672,-0.23815794217760514
ACH-000673,-0.35227754562246744
ACH-000676,-0.1982232104097729
ACH-000677,-0.29629329818747296
ACH-000681,-0.21778298496716025
ACH-000683,-0.32913964322817985
ACH-000684,-0.42092598179256624
ACH-000688,-0.30686910077200064
ACH-000693,-0.3939722738880535
ACH-000694,-0.2818826243349257
ACH-000695,-0.02897444343680306
ACH-000696,-0.3308055551024848
ACH-000697,-0.1200335251988963
ACH-000699,-0.242122891585038
ACH-000701,-0.3628612349914757
ACH-000706,-0.13352687781097886
ACH-000711,-0.3393343135894061
ACH-000713,-0.3033234851815196
ACH-000714,-0.21298546213855876
ACH-000718,-0.2670577115067099
ACH-000720,-0.21813394280724835
ACH-000721,-0.24199561298673936
ACH-000724,-0.1685650603775488
ACH-000725,-0.3961293887833713
ACH-000732,-0.21216871026812698
ACH-000734,-0.2428898436811475
ACH-000735,-0.2546097524138445
ACH-000736,-0.2356374711152163
ACH-000738,-0.2535140302197129
ACH-000746,-0.1886314152556092
ACH-000747,-0.4258631111652851
ACH-000748,-0.1217142763128498
ACH-000753,-0.20965965209267468
ACH-000756,-0.4353787002538906
ACH-000757,-0.2372104980802161
ACH-000758,-0.4035615292458686
ACH-000760,-0.38572740477681183
ACH-000762,-0.13259605757741125
ACH-000763,-0.14937409296524387
ACH-000764,-0.22264902994899247
ACH-000765,-0.2625026772694179
ACH-000766,-0.15748353424667833
ACH-000767,-0.2484791184188232
ACH-000768,-0.32238833026614594
ACH-000769,-0.3699918772444261
ACH-000770,-0.3013422000759529
ACH-000771,-0.4600993762211677
ACH-000773,-0.3244491108216918
ACH-000776,-0.3985767121568397
ACH-000777,-0.3801621572267239
ACH-000778,-0.1926009745397709
ACH-000781,-0.2260052666223979
ACH-000782,0.0025199632471954066
ACH-000783,-0.1783895225823517
ACH-000784,-0.2530154254331479
ACH-000785,-0.2429155064236625
ACH-000787,-0.13322184960638095
ACH-000788,-0.31883930856941184
ACH-000791,-0.24772061731745945
ACH-000792,-0.31565453320219145
ACH-000794,-0.41450482743529016
ACH-000796,-0.20421609692058088
ACH-000798,-0.3232679929038429
ACH-000799,-0.35576581427357035
ACH-000800,-0.4175488955628146
ACH-000802,-0.2557649611529001
ACH-000804,-0.13384718252171132
ACH-000805,-0.2931885306756592
ACH-000809,-0.2263654446410972
ACH-000810,-0.0732398483884067
ACH-000811,-0.1882502888530536
ACH-000817,-0.26888255660218296
ACH-000819,-0.1833980815392171
ACH-000820,-0.3231895588345014
ACH-000821,-0.25014078662957445
ACH-000822,-0.1878274829185953
ACH-000823,-0.3500473663548377
ACH-000824,-0.15303254023799395
ACH-000827,-0.4680753857332285
ACH-000829,-0.08060503834380922
ACH-000831,-0.2482819142317664
ACH-000832,-0.270462191280785
ACH-000833,-0.27983197346103844
ACH-000834,-0.4380463509475391
ACH-000835,-0.1711376615661962
ACH-000836,-0.15710066684990795
ACH-000837,-0.29315692303269264
ACH-000838,-0.3974122250071658
ACH-000839,-0.3228636677756173
ACH-000840,-0.2474170847172629
ACH-000841,-0.08841516072127527
ACH-000843,-0.18970685913225355
ACH-000846,-0.11686545534311266
ACH-000847,-0.10108035236742342
ACH-000848,-0.27387384373339885
ACH-000849,-0.2882335360171073
ACH-000851,-0.21039395155920965
ACH-000855,-0.2532248412699845
ACH-000856,-0.09822624738971006
ACH-000858,-0.2929108098992014
ACH-000859,-0.31551229430660743
ACH-000861,-0.20129728567001426
ACH-000862,-0.2563346620012776
ACH-000865,-0.378232525776848
ACH-000866,-0.2397202396081357
ACH-000867,-0.21218402562561445
ACH-000869,-0.2369210077432172
ACH-000872,-0.2983948236999122
ACH-000873,-0.21281359933075167
ACH-000876,-0.2021541901315865
ACH-000878,-0.015539393442602844
ACH-000880,-0.5470154764374938
ACH-000881,-0.2263830057486531
ACH-000882,-0.4529671893725325
ACH-000884,-0.3205130310668173
ACH-000885,-0.3664030250821815
ACH-000887,-0.19747511564099168
ACH-000889,-0.2459516602408115
ACH-000896,-0.35667505742802874
ACH-000898,-0.3696955417916904
ACH-000900,-0.3084404649735558
ACH-000901,-0.30853531794066746
ACH-000905,-0.3575859045418618
ACH-000906,-0.3173111916485291
ACH-000907,-0.4098438302418241
ACH-000910,-0.2873849928880367
ACH-000911,-0.3149458648636667
ACH-000912,-0.32556966178858826
ACH-000913,-0.1278141304303438
ACH-000915,-0.16844836765454346
ACH-000916,-0.2704130273027442
ACH-000917,-0.2665554432461012
ACH-000920,-0.4583116350495669
ACH-000921,-0.22545969108159195
ACH-000924,-0.16727547477562718
ACH-000926,-0.2329556576237537
ACH-000928,-0.2415158755009137
ACH-000929,-0.559869651852246
ACH-000932,-0.2215004084688148
ACH-000935,-0.5494060177539403
ACH-000936,-0.2375130192365647
ACH-000937,-0.11207258737724657
ACH-000938,-0.20481868480231255
ACH-000939,0.049117484816052964
ACH-000941,-0.2877150065023101
ACH-000943,-0.2499427379649903
ACH-000946,-0.2454052671532632
ACH-000947,-0.41410754135971617
ACH-000948,-0.3173062116753586
ACH-000950,-0.17073880134773753
ACH-000953,-0.10205655436615163
ACH-000954,-0.13970362920688922
ACH-000957,-0.007604183056236557
ACH-000958,-0.4278253321068221
ACH-000960,-0.22253511378745
ACH-000963,-0.21139757302394985
ACH-000968,-0.21987684850645708
ACH-000969,-0.24106100184474666
ACH-000972,-0.1654035522151557
ACH-000973,-0.3935896598730801
ACH-000974,-0.2135758080532196
ACH-000978,0.04134524743915114
ACH-000984,-0.2878427072790927
ACH-000986,-0.28704220491111576
ACH-000988,-0.21362785432700768
ACH-000993,-0.2892914065360957
ACH-000994,-0.12664770021517474
ACH-000996,-0.4900565173107655
ACH-001001,-0.13918185195984042
ACH-001020,-0.07223222246500187
ACH-001028,-0.2509655616040443
ACH-001031,-0.3447271649484082
ACH-001038,-0.27645074980313106
ACH-001048,-0.2939045300732688
ACH-001050,-0.1417829973931258
ACH-001053,-0.23950922676308384
ACH-001054,-0.26092907207861465
ACH-001061,-0.5341246276319204
ACH-001067,-0.335337657370663
ACH-001075,-0.433174764861896
ACH-001096,-0.3487626789951537
ACH-001111,-0.13984864661338414
ACH-001119,-0.35059494041691946
ACH-001128,0.1307939914807321
ACH-001134,-0.4147609397961834
ACH-001151,-0.2151082930943336
ACH-001163,-0.22163446555712152
ACH-001164,-0.2694222308362193
ACH-001183,-0.3643443328368748
ACH-001192,-0.21175931581851773
ACH-001193,-0.29715265187608525
ACH-001196,-0.3822403000602913
ACH-001197,-0.12679861621047525
ACH-001205,-0.4612163369136204
ACH-001211,-0.22705001575733624
ACH-001212,-0.5183564655862815
ACH-001228,-0.5890704174450357
ACH-001232,-0.4433271723946085
ACH-001239,-0.14600494433923514
ACH-001270,-0.2371628581484941
ACH-001274,-0.14017667741718015
ACH-001275,-0.17803126323273932
ACH-001277,-0.41482819272052746
ACH-001278,-0.2540535487428308
ACH-001280,-0.32664704821376106
ACH-001283,-0.21178085309143846
ACH-001289,-0.3032062051592779
ACH-001300,-0.2891080103916041
ACH-001301,-0.3659973042985532
ACH-001302,-0.18920484898889453
ACH-001306,-0.2126684219794512
ACH-001318,-0.2630962857620599
ACH-001322,-0.28380455023430584
ACH-001328,-0.2356797308558219
ACH-001332,-0.4935886487241531
ACH-001336,-0.3516560134693917
ACH-001346,-0.3162610762002225
ACH-001353,-0.2578339990484093
ACH-001354,0.1066950810858076
ACH-001367,-0.31502366983550395
ACH-001368,-0.13015777782176385
ACH-001374,-0.5263387681141931
ACH-001377,-0.17994291316269476
ACH-001380,-0.33886718245563163
ACH-001391,-0.2072722043528356
ACH-001408,-0.3582489800639461
ACH-001430,-0.3978553608756649
ACH-001431,-0.3794741287235775
ACH-001450,-0.20052645290337867
ACH-001496,-0.11051995593775824
ACH-001500,-0.0972072617570445
ACH-001523,-0.4008814484309375
ACH-001532,-0.5419988761975276
ACH-001550,-0.1300108415307687
ACH-001552,-0.019788664013862475
ACH-001554,-0.3236971126282305
ACH-001654,-0.0952184254014574
ACH-001735,-0.0793947429088607
ACH-001736,-0.3429156798461749
ACH-001737,-0.1551769028971135
ACH-001740,-0.2967236504226712
ACH-001745,-0.2219675349877405
ACH-001765,-0.3296315604124021
