,CTGF (1490)
ACH-000004,0.1905681037612025
ACH-000005,0.3275026520628917
ACH-000007,0.2417257166990114
ACH-000009,0.18787480979010066
ACH-000011,0.08106229931441224
ACH-000012,0.15978219538295962
ACH-000013,0.15801155351948445
ACH-000014,0.287143507348444
ACH-000015,0.21849558116833667
ACH-000017,0.2991878768948164
ACH-000018,0.15796455919743013
ACH-000019,0.08708760178430495
ACH-000021,0.08581885766150389
ACH-000022,0.14601260990998438
ACH-000025,0.08867888743156323
ACH-000028,0.2152948954400136
ACH-000030,0.11885524523992813
ACH-000035,0.1507842239662059
ACH-000036,0.11984209331771126
ACH-000037,0.21900253306545892
ACH-000039,0.204133358915434
ACH-000040,0.14595308317184189
ACH-000041,0.17697639945942398
ACH-000042,0.17810771765560032
ACH-000045,0.2505884791895591
ACH-000047,0.2067992041767508
ACH-000052,0.21860738457636306
ACH-000053,0.10351733355241656
ACH-000054,0.10777049905194
ACH-000055,0.29222730442234696
ACH-000060,0.021659795060533598
ACH-000067,0.04551596950603304
ACH-000070,0.17425092266710926
ACH-000075,0.28033364020338
ACH-000078,0.2621552766203317
ACH-000082,0.1195578130116898
ACH-000085,0.20926592913405453
ACH-000086,0.15170618585704612
ACH-000087,0.24581889886067634
ACH-000092,0.06138455674670641
ACH-000095,0.11815735586427678
ACH-000097,0.10897520204668516
ACH-000098,0.12012364424281333
ACH-000099,0.2702918571868925
ACH-000108,0.12067359892876366
ACH-000113,0.34390119617441045
ACH-000116,0.14979641469141874
ACH-000118,0.07377367529780407
ACH-000120,0.025370718349011497
ACH-000123,0.11355344932442073
ACH-000127,0.12563652811714435
ACH-000128,0.04200570279203257
ACH-000132,0.1490190432320848
ACH-000133,0.11874004123445475
ACH-000137,0.1180848526845643
ACH-000138,0.155836785428334
ACH-000142,0.2819123557254847
ACH-000143,0.0517170585955172
ACH-000146,0.11774116932978665
ACH-000148,0.1431013040087229
ACH-000150,0.16716954293619135
ACH-000152,0.12600616272539464
ACH-000153,0.18139248562734409
ACH-000159,0.12286065166876105
ACH-000160,0.05454989672770861
ACH-000163,-0.10271413417058382
ACH-000167,0.13503278339287053
ACH-000168,-0.017783134955663527
ACH-000169,0.20634834537255334
ACH-000178,0.1368008366650412
ACH-000183,0.16685572455271494
ACH-000188,0.12226882199341887
ACH-000189,0.15902591031506627
ACH-000190,0.08966881321571911
ACH-000198,0.2266648190111357
ACH-000203,0.10355831662141546
ACH-000204,-0.012846986374564672
ACH-000206,0.3609948720485773
ACH-000207,0.07669537363055312
ACH-000208,0.13460143825574442
ACH-000210,0.09221689111720403
ACH-000211,0.1561437322460909
ACH-000215,0.15199832022833082
ACH-000221,0.14611534964081946
ACH-000222,0.13692196930031106
ACH-000223,0.12316416416899745
ACH-000226,-0.10608688895204596
ACH-000227,0.2819462086473256
ACH-000228,0.1992874977488968
ACH-000231,0.09708179518520232
ACH-000232,0.14926577379114567
ACH-000233,0.16711070910713471
ACH-000234,0.028324517211580563
ACH-000235,0.0878635410089684
ACH-000237,0.19270920950152964
ACH-000238,0.2336403221227029
ACH-000242,0.19363162135303102
ACH-000243,0.14453884276832304
ACH-000244,0.2904313843548805
ACH-000246,0.15784078753591754
ACH-000248,0.1257038896771005
ACH-000250,0.15209623931614116
ACH-000251,0.007938895310401437
ACH-000252,0.16273423059218034
ACH-000253,0.19855769612622706
ACH-000255,0.12927533688736856
ACH-000256,0.2614142748139521
ACH-000257,0.10268443790156877
ACH-000258,0.32192213706399114
ACH-000259,0.09555251161203496
ACH-000260,0.130228808839943
ACH-000261,0.11799510985357756
ACH-000262,0.09474080395327616
ACH-000263,0.2935611957640757
ACH-000264,0.010511128120881228
ACH-000265,0.20302283995816395
ACH-000266,0.06042989710660441
ACH-000272,0.0847205128737881
ACH-000274,0.0914557992681308
ACH-000277,0.1887601071637673
ACH-000278,0.169791708264021
ACH-000279,0.17355702259250974
ACH-000280,0.10592309511500828
ACH-000281,0.09663451944192296
ACH-000288,0.2243455048269667
ACH-000291,0.12423558400422277
ACH-000293,0.03847309977787517
ACH-000294,0.1331643346614792
ACH-000295,0.027536668420786458
ACH-000296,0.3699926218577225
ACH-000302,0.17365235976270665
ACH-000304,0.16112479654539136
ACH-000307,0.06789339613467567
ACH-000308,0.1302735578011052
ACH-000310,0.21785805753622628
ACH-000311,0.1860693947233413
ACH-000312,0.1704114548592506
ACH-000315,0.032353606091650666
ACH-000316,0.22368586786848596
ACH-000317,0.22280198462821404
ACH-000318,0.1449800889487153
ACH-000319,0.09864309202395534
ACH-000320,0.14440308485738426
ACH-000322,0.05245550700223415
ACH-000323,0.15266745753981442
ACH-000324,0.20949174731827488
ACH-000329,0.2128392380466282
ACH-000330,0.1308425048050992
ACH-000331,-0.11989851534802425
ACH-000332,0.20276216139815567
ACH-000334,0.21021607038956275
ACH-000335,-0.01759045653999651
ACH-000336,0.041558683518168216
ACH-000337,0.12142475724389815
