,MDM1 (56890)
ACH-000004,-0.1572563722725114
ACH-000005,-0.08482877199877491
ACH-000007,-0.3682636434421496
ACH-000009,-0.06589781740596816
ACH-000011,-0.18639720495043527
ACH-000012,-0.08498143825868022
ACH-000013,-0.13838801498876802
ACH-000014,-0.06222281920004091
ACH-000015,-0.12079598161981285
ACH-000017,-0.18746120509772024
ACH-000018,-0.03304858667689951
ACH-000019,-0.003946319356974844
ACH-000021,-0.1252114643262351
ACH-000022,-0.09677196522084927
ACH-000025,-0.23460851199227714
ACH-000028,-0.2651880779009483
ACH-000030,-0.10272275544202172
ACH-000035,-0.17237059838942478
ACH-000036,-0.06570137493707606
ACH-000037,-0.08128108119781083
ACH-000039,0.10373886461817527
ACH-000040,-0.12687540267080735
ACH-000041,-0.10483735772712384
ACH-000042,-0.05223863960492416
ACH-000045,-0.1544636386315868
ACH-000047,-0.22299158398687405
ACH-000052,-0.22558088332972584
ACH-000053,-0.08901057528120067
ACH-000054,-0.08356802259422831
ACH-000055,-0.10384116965519052
ACH-000060,-0.020127370324436254
ACH-000067,-0.18495487679931252
ACH-000070,-0.17871315714258326
ACH-000075,-0.2448479916430161
ACH-000078,0.09426769932993614
ACH-000082,-0.18566645806927992
ACH-000085,0.058528262624719614
ACH-000086,-0.26353134255499233
ACH-000087,-0.08090897659646237
ACH-000092,-0.0952480657715616
ACH-000095,-0.1361162080613096
ACH-000097,-0.1534278246757361
ACH-000098,-0.015677725029227527
ACH-000099,-0.01961015157053393
ACH-000108,-0.03612240368111975
ACH-000113,-0.08553966968845686
ACH-000116,-0.10714316708861564
ACH-000118,-0.14880071933022168
ACH-000120,-0.1704049298151932
ACH-000123,-0.0411040852722878
ACH-000127,-0.008269639840643012
ACH-000128,-0.19982200191407395
ACH-000132,0.03362012613502659
ACH-000133,-0.17337102242380664
ACH-000137,-0.17520574302794892
ACH-000138,-0.19655016880679446
ACH-000142,-0.14617342474871442
ACH-000143,-0.12473119297244535
ACH-000146,-0.039047819819290605
ACH-000148,-0.15626427072859436
ACH-000150,-0.12628024556015707
ACH-000152,-0.17658843270457827
ACH-000153,-0.17276268778514398
ACH-000159,-0.12826542771969607
ACH-000160,-0.14785660800078976
ACH-000163,-0.27084343263308763
ACH-000167,-0.2284213045719476
ACH-000168,-0.10680910863606874
ACH-000169,-0.20536927037069835
ACH-000178,-0.033011807488632264
ACH-000183,0.08490548758670569
ACH-000188,-0.020193367623137948
ACH-000189,-0.12627404503911696
ACH-000190,-0.2931517344699054
ACH-000198,-0.12618568707065408
ACH-000203,0.08332381051020647
ACH-000204,-0.006958451957348028
ACH-000206,0.1908980274661389
ACH-000207,0.1397055341172155
ACH-000208,-0.3468763896260965
ACH-000210,-0.013053574004811478
ACH-000211,-0.1547397091830588
ACH-000215,-0.22119988388698048
ACH-000221,-0.13217089272003898
ACH-000222,-0.3247282868677704
ACH-000223,-0.08319009493280098
ACH-000226,-0.12691352719637886
ACH-000227,-0.225534795485432
ACH-000228,-0.08253426546127658
ACH-000231,-0.16819844638373235
ACH-000232,-0.09649393730867677
ACH-000233,-0.06275316850321037
ACH-000234,-0.4157833118068524
ACH-000235,-0.14223862393424916
ACH-000237,-0.02256128889626605
ACH-000238,-0.23678874011525086
ACH-000242,0.10357677444399503
ACH-000243,-0.0938695605982798
ACH-000244,-0.16887306031568766
ACH-000246,-0.2576468881940146
ACH-000248,-0.16595641523587146
ACH-000250,-0.0939274580872042
ACH-000251,-0.04122933338906031
ACH-000252,-0.01203407644568753
ACH-000253,-0.09714691289497418
ACH-000255,-0.05292607279805881
ACH-000256,-0.08865938301531819
ACH-000257,-0.2924525667653158
ACH-000258,-0.13135309555303998
ACH-000259,-0.11138082209707402
ACH-000260,-0.15340720651397752
ACH-000261,-0.15769269434040445
ACH-000262,-0.7273675460533865
ACH-000263,-0.2719940291408092
ACH-000264,-0.1412585944405629
ACH-000265,-0.15002657324667718
ACH-000266,-0.1217350659182518
ACH-000272,-0.02514422475781039
ACH-000274,-0.08953734353968917
ACH-000277,0.05809796287761531
ACH-000278,-0.14153189559821774
ACH-000279,-0.09753254128212993
ACH-000280,0.008490497891124384
ACH-000281,-0.17544602558984912
ACH-000288,-0.07413848068180187
ACH-000291,-0.0341143317544008
ACH-000293,0.0016373389561422805
ACH-000294,-0.04520844839352583
ACH-000295,0.014090510490831903
ACH-000296,-0.06602760181689703
ACH-000302,-0.1160470557564962
ACH-000304,-0.16630911590168446
ACH-000307,-0.09124713121608397
ACH-000308,-0.14131568856722398
ACH-000310,0.04458665262711545
ACH-000311,-0.002450655962862961
ACH-000312,-0.13047971764653465
ACH-000315,-0.014977219681267378
ACH-000316,-0.06830384734020736
ACH-000317,-0.034184764608655174
ACH-000318,-0.1466465665580742
ACH-000319,-0.08664815110578505
ACH-000320,0.01866412799669153
ACH-000322,-0.20381282445603766
ACH-000323,-0.10343670127511426
ACH-000324,-0.11904706699553022
ACH-000329,-0.011623775027705478
ACH-000330,-0.1994764506782871
ACH-000331,-0.1156442346428037
ACH-000332,-0.07054495164575234
ACH-000334,-0.02074395603404044
ACH-000335,-0.1180478739729109
ACH-000336,-0.3492857165091994
ACH-000337,-0.19061354248986792
ACH-000338,0.20363889128200136
ACH-000339,-0.09251431275660263
ACH-000341,-0.15436696303133032
ACH-000348,-0.14999846123873298
ACH-000350,-0.047035484601146496
ACH-000352,-0.10757692950373207
ACH-000356,-0.2944618348949755
ACH-000361,-0.045172089493302384
ACH-000362,0.0069699453083007035
ACH-000363,-0.06633209778350646
ACH-000364,-0.1502450036139194
ACH-000365,-0.15925814563146648
ACH-000366,-0.12567796393284386
ACH-000368,-0.14486706027134086
ACH-000374,-0.028844678799511293
ACH-000375,-0.13793685611373788
ACH-000376,-0.045971200696231264
ACH-000381,0.004999844434484427
ACH-000383,-0.05083758710989698
ACH-000387,-0.048566407651410216
