,CSNK1A1 (1452)
ACH-000004,-0.5862805689320445
ACH-000005,-0.5224197695584913
ACH-000007,-0.4073728209539693
ACH-000009,-0.4450099294327469
ACH-000011,-0.7645185832814034
ACH-000012,-0.24880131982247444
ACH-000013,-0.6318437677486748
ACH-000014,-0.8013726339791336
ACH-000015,0.0905659859904777
ACH-000017,-0.7960166360276146
ACH-000018,-0.509215732728856
ACH-000019,-0.6065059566474266
ACH-000021,-0.3338256286239412
ACH-000022,-0.6240984098763811
ACH-000025,-0.5124904997866633
ACH-000028,-0.5896058375003288
ACH-000030,-0.6475054224859933
ACH-000035,-0.3750811463031112
ACH-000036,-0.5516641793817578
ACH-000037,-0.6149777755203337
ACH-000039,-0.42281118527656747
ACH-000040,-0.3613880418232416
ACH-000041,-0.14511919690425928
ACH-000042,-0.17468273318876634
ACH-000045,-0.5903882357762186
ACH-000047,-0.22250762965772866
ACH-000052,-0.37965751423918337
ACH-000053,-0.4005666257623696
ACH-000054,-0.7164309260144704
ACH-000055,-0.3128518981963017
ACH-000060,-0.16191371920652015
ACH-000067,-0.6394168506127271
ACH-000070,-0.5649184668380559
ACH-000075,-0.2415398737659771
ACH-000078,-0.6685121105707799
ACH-000082,-0.6274108065165688
ACH-000085,-0.7034826877156214
ACH-000086,-0.2086946590580158
ACH-000087,-0.28424353134541364
ACH-000092,-0.5594183708617549
ACH-000095,-0.4153855276835497
ACH-000097,-0.6909228540979702
ACH-000098,-0.4566832735209348
ACH-000099,-0.3520527914335522
ACH-000108,-0.5629283496204017
ACH-000113,-0.5612854570026704
ACH-000116,-0.6540118137392806
ACH-000118,-0.3856427344712812
ACH-000120,-0.574210734951414
ACH-000123,-0.30849136341171296
ACH-000127,-0.5310422279786182
ACH-000128,-0.4113728101954976
ACH-000132,-0.6998412577856543
ACH-000133,-0.6228251410979353
ACH-000137,-0.7589939423116602
ACH-000138,-0.5084045858868521
ACH-000142,-0.4381302386179211
ACH-000143,-0.12600193121218795
ACH-000146,-0.26915633620119983
ACH-000148,-0.5111106386039758
ACH-000150,-0.5972756199376654
ACH-000152,-0.30870823223328275
ACH-000153,-0.3472481671025675
ACH-000159,-0.553277349717238
ACH-000160,-0.4963964347048665
ACH-000163,-0.3651728216667634
ACH-000167,-1.1640890568069389
ACH-000168,-0.5782126180989945
ACH-000169,-0.6503335294379676
ACH-000178,-0.5749492452491328
ACH-000183,-0.3401427291749969
ACH-000188,-0.7349385025082746
ACH-000189,-0.7379017897870584
ACH-000190,-0.6456063949975072
ACH-000198,-0.7433107085746552
ACH-000203,-0.307214373880701
ACH-000204,-0.6487363868934979
ACH-000206,-0.4837689908149247
ACH-000207,-0.22656969685567696
ACH-000208,-0.5802942405836158
ACH-000210,-0.5423251769317661
ACH-000211,-0.5999037569153304
ACH-000215,-0.3509051585103653
ACH-000221,-0.38394807910709183
ACH-000222,-0.391799007929451
ACH-000223,-0.577540790386945
ACH-000226,-0.5917677097327736
ACH-000227,-0.3414208767253986
ACH-000228,-0.4824190242376312
ACH-000231,-0.6671658591614034
ACH-000232,-0.5141946557387357
ACH-000233,-0.4939132586942036
ACH-000234,-0.3690876037198905
ACH-000235,-0.4527141168914854
ACH-000237,-0.8019723020209248
ACH-000238,-0.6134674157224351
ACH-000242,-0.7120336010864801
ACH-000243,-0.7983637609600448
ACH-000244,-0.7629640164237466
ACH-000246,-0.4059266313517343
ACH-000248,-0.6838251512369167
ACH-000250,-0.5129870225708261
ACH-000251,-0.4928190320789424
ACH-000252,-0.5809281926205954
ACH-000253,-0.4024450690572253
ACH-000255,-0.3569295109693877
ACH-000256,-0.5529515620952651
ACH-000257,-0.09019352439248213
ACH-000258,-0.6700374911097234
ACH-000259,-0.6520534636092556
ACH-000260,-0.35958181075490964
ACH-000261,-0.4764843656547874
ACH-000262,-0.4845666534730085
ACH-000263,-0.8892346191337963
ACH-000264,-0.7503392782570544
ACH-000265,-0.3871516586544537
ACH-000266,-0.055509624061700416
ACH-000272,-0.7550924224176577
ACH-000274,-0.6754672032303554
ACH-000277,-0.5501421862936734
ACH-000278,-0.6866368777365871
ACH-000279,-0.5867933195969396
ACH-000280,-0.7357430003129811
ACH-000281,-0.5076772427209942
ACH-000288,-0.6928812018440627
ACH-000291,-0.4687904513897722
ACH-000293,-0.6229391316374682
ACH-000294,-0.2930133956384392
ACH-000295,-0.5368755955170105
ACH-000296,-0.7303864501066839
ACH-000302,-0.5504576432523646
ACH-000304,-0.35010390533019903
ACH-000307,-0.5644277880868301
ACH-000308,-0.2443149433699691
ACH-000310,-0.7272808395577397
ACH-000311,-0.4857587972851246
ACH-000312,-0.22322679005592988
ACH-000315,0.06492365285141387
ACH-000316,-0.3400686146037201
ACH-000317,-0.4601247792108192
ACH-000318,-0.30320550349704256
ACH-000319,-0.6960919101518606
ACH-000320,-0.4858159125510453
ACH-000322,-0.4220693851335597
ACH-000323,-0.3715986823330007
ACH-000324,-0.5565256299232674
ACH-000329,-0.6423584375356576
ACH-000330,-0.7065192320394736
ACH-000331,-0.1991613212130755
ACH-000332,-0.5410124842283692
ACH-000334,-0.12543259255741265
ACH-000335,-0.5797809450470827
ACH-000336,-0.4411540148266966
ACH-000337,-0.41121066837466297
ACH-000338,-0.473356807998766
ACH-000339,-0.7502219736944715
ACH-000341,-0.6371036681199749
ACH-000348,-0.7088851201629518
ACH-000350,-0.6599716718805297
ACH-000352,-0.5816747955664363
ACH-000356,-0.5578050116404637
ACH-000361,-0.6700923305628622
ACH-000362,-0.6683093085383491
ACH-000363,-0.429264455373698
ACH-000364,-0.5741585581714473
ACH-000365,-0.5339839984830181
ACH-000366,-0.5504679689070826
ACH-000368,-0.8015216308101077
ACH-000374,-0.4446402447928281
ACH-000375,-0.4392408442899429
ACH-000376,-0.5841763210683718
ACH-000381,-0.620153527399663
ACH-000383,-0.6447828060132872
ACH-000387,-0.5963676520844741
ACH-000389,-0.4614472260251839
ACH-000390,-0.5078911536781456
ACH-000393,-0.5408002291273959
ACH-000395,-0.635447613823471
ACH-000396,-0.5441984255644238
ACH-000397,-0.37163029963252986
ACH-000401,-0.5454007643519715
ACH-000402,0.2212237688944095
ACH-000403,-0.5927451599161554
ACH-000404,-0.3598299706981805
ACH-000406,-0.1870968471547968
ACH-000407,-0.6335007573546255
ACH-000408,-0.4926225435566449
ACH-000410,-0.452102915152354
