,AARS2 (57505)
ACH-000004,-0.6030839865204991
ACH-000005,-0.4148482157986498
ACH-000007,-0.6274032050959456
ACH-000009,-0.5331513629538752
ACH-000011,-0.2736377408326134
ACH-000012,-0.7753152758502782
ACH-000013,-0.9025731067131249
ACH-000014,-0.6275098141569602
ACH-000015,-0.6633534933184622
ACH-000017,-0.7089302860640656
ACH-000018,-0.9904413290881756
ACH-000019,-0.7304593449786383
ACH-000021,-0.5433907705287104
ACH-000022,-0.7471686017348566
ACH-000025,-0.584096096655017
ACH-000028,-0.6409305094624939
ACH-000030,-0.7634253579484138
ACH-000035,-0.9049517107592088
ACH-000036,-0.42902157384213896
ACH-000037,-0.47001775501318105
ACH-000039,-0.750403930651544
ACH-000040,-0.4171142032949495
ACH-000041,-0.5737439215520679
ACH-000042,-0.4557641323856918
ACH-000045,-0.8978206587188811
ACH-000047,-0.6902520467876757
ACH-000052,-0.580026303708465
ACH-000053,-0.5187466282385435
ACH-000054,-0.4866017609224553
ACH-000055,-0.6142181306401475
ACH-000060,-0.5428735122411342
ACH-000067,-0.6818948769878405
ACH-000070,-0.6857062321027079
ACH-000075,-0.39499443703618825
ACH-000078,-0.4047221132264697
ACH-000082,-0.4839745265663875
ACH-000085,-0.41809010085983744
ACH-000086,-1.0697396931267642
ACH-000087,-0.9156007430812756
ACH-000092,-0.4486780548192799
ACH-000095,-0.2950943187029409
ACH-000097,-0.6775658408414984
ACH-000098,-0.5906317268520038
ACH-000099,-0.5985840037577981
ACH-000108,-0.4759086107510909
ACH-000113,-0.4035155772878759
ACH-000116,-0.5026870160132941
ACH-000118,-0.8936140351909234
ACH-000120,-0.4714033555268142
ACH-000123,-0.7078353643194997
ACH-000127,-0.8397908736326639
ACH-000128,-0.6371752288007585
ACH-000132,-0.4853321134953569
ACH-000133,-0.5945690597509701
ACH-000137,-0.29927506322305125
ACH-000138,-0.5409050573966845
ACH-000142,-0.5551939983676162
ACH-000143,-0.8223569031588971
ACH-000146,-0.4271551871781474
ACH-000148,-0.5216612314622583
ACH-000150,-0.8293760464794139
ACH-000152,-0.6493368767911987
ACH-000153,-0.654845772635052
ACH-000159,-0.4220505355393832
ACH-000160,-0.8057781502937229
ACH-000163,-0.5179059648855125
ACH-000167,-0.2921592442523551
ACH-000168,-0.3783232938621451
ACH-000169,-0.25688143952900155
ACH-000178,-0.5960491257827634
ACH-000183,-0.8400798666598491
ACH-000188,-0.5211445134411052
ACH-000189,-0.4472178678552563
ACH-000190,-0.6395973277048292
ACH-000198,-0.6314577579248293
ACH-000203,-0.5570227968226357
ACH-000204,-0.5137337330596825
ACH-000206,-0.2102315967135111
ACH-000207,-0.9912843571549048
ACH-000208,-0.5672626305116967
ACH-000210,-0.7709954580430319
ACH-000211,-0.3603220016096076
ACH-000215,-0.6172661287728125
ACH-000221,-0.9182121067941984
ACH-000222,-0.4834013865528396
ACH-000223,-0.7583841571248651
ACH-000226,-0.3544392691370393
ACH-000227,-0.5716913238605517
ACH-000228,-0.6138938431109147
ACH-000231,-0.7590872136575237
ACH-000232,-0.5667022375162355
ACH-000233,-0.5522551487380963
ACH-000234,-0.4238964818622122
ACH-000235,-0.6005063043521469
ACH-000237,-0.3497048491869008
ACH-000238,-0.6840216765008524
ACH-000242,-0.3884538197348716
ACH-000243,-0.439135562649682
ACH-000244,-0.5719091653086215
ACH-000246,-0.6035437478798281
ACH-000248,-0.9798850066072032
ACH-000250,-0.3500371065911744
ACH-000251,-0.3838542746004829
ACH-000252,-0.6153047867991928
ACH-000253,-0.4471390814713213
ACH-000255,-0.6353561757434479
ACH-000256,-0.34872864001551823
ACH-000257,-0.5684343212243306
ACH-000258,-0.6470869582912313
ACH-000259,-0.7286642614882302
ACH-000260,-0.5359268225519522
