,MNAT1 (4331)
ACH-000004,-1.0279859628230692
ACH-000005,-0.9594305277150604
ACH-000007,-1.1389733570816991
ACH-000009,-0.920131193076828
ACH-000011,-1.161228878535402
ACH-000012,-0.8963088786520459
ACH-000013,-0.9634152875590922
ACH-000014,-1.0103747599164086
ACH-000015,-1.0439709818691432
ACH-000017,-0.3812781830626091
ACH-000018,-0.7140689337732409
ACH-000019,-0.506442442138956
ACH-000021,-0.9378960557080372
ACH-000022,-0.8319072119235061
ACH-000025,-1.030640240699861
ACH-000028,-0.7268928794547073
ACH-000030,-0.6718995061431884
ACH-000035,-1.0316410901689974
ACH-000036,-1.1495379774497736
ACH-000037,-0.961093011230906
ACH-000039,-0.8876850928131184
ACH-000040,-0.681983768860734
ACH-000041,-1.2091375786422411
ACH-000042,-0.9035464136987824
ACH-000045,-0.8341428136321702
ACH-000047,-0.8031081348157614
ACH-000052,-0.8621517937425326
ACH-000053,-0.9985287580227667
ACH-000054,-0.7616380000117665
ACH-000055,-0.7851020504802554
ACH-000060,-1.0673610751151086
ACH-000067,-0.8771321864807844
ACH-000070,-0.9935717703741728
ACH-000075,-0.7515926626727594
ACH-000078,-1.031526317117966
ACH-000082,-0.6327272728253212
ACH-000085,-0.8413653383294191
ACH-000086,-0.9354972153112306
ACH-000087,-0.7990043679055917
ACH-000092,-0.8118268280381019
ACH-000095,-0.6957254959572027
ACH-000097,-0.8084154749655402
ACH-000098,-1.004500170555744
ACH-000099,-0.7446419643857641
ACH-000108,-1.1547141257899745
ACH-000113,-0.7157557477902211
ACH-000116,-0.9393644413575716
ACH-000118,-0.8152502010017699
ACH-000120,-0.8654574912318193
ACH-000123,-0.8459874933928654
ACH-000127,-0.6043098332909463
ACH-000128,-0.8051506191926263
ACH-000132,-0.8812949750335555
ACH-000133,-0.906975261608517
ACH-000137,-1.1271792800122948
ACH-000138,-0.9306614679024032
ACH-000142,-0.8285860072372929
ACH-000143,-0.9511800075493084
ACH-000146,-0.9239764449620314
ACH-000148,-1.205878876086613
ACH-000150,-0.7507123361145821
ACH-000152,-0.8889649759236501
ACH-000153,-1.3428398879062184
ACH-000159,-0.8704242997469179
ACH-000160,-0.5441133197462431
ACH-000163,-0.9535236915695038
ACH-000167,-0.39170386217311104
ACH-000168,-0.9892207221240324
ACH-000169,-0.7941768979195456
ACH-000178,-0.8316900186155256
ACH-000183,-1.0804901685482111
ACH-000188,-0.8391810980244179
ACH-000189,-1.0495418188624122
ACH-000190,-0.6082985885978338
ACH-000198,-0.8162127595202309
ACH-000203,-0.4718160997140297
ACH-000204,-0.8680975451164332
ACH-000206,-0.4471422340257167
ACH-000207,-0.7886791386802009
ACH-000208,-0.957459443065546
ACH-000210,-0.9191565501019104
