,NFU1 (27247)
ACH-000004,0.07225687070158705
ACH-000005,-0.19136028446167272
ACH-000007,-0.08565385138319243
ACH-000009,-0.13114420983691444
ACH-000011,0.022835483081674657
ACH-000012,-0.3043429861262515
ACH-000013,-0.3073653347471831
ACH-000014,0.015942009906588516
ACH-000015,-0.0839418620138702
ACH-000017,-0.09253898061779407
ACH-000018,-0.04299025261204832
ACH-000019,-0.4816666703027288
ACH-000021,-0.08042812520297822
ACH-000022,-0.10817962087353288
ACH-000025,-0.29746605204749177
ACH-000028,-0.36565703692946416
ACH-000030,-0.05812076990217949
ACH-000035,-0.12103278769065155
ACH-000036,0.03595274177967312
ACH-000037,-0.22073532600363047
ACH-000039,-0.2731209192271821
ACH-000040,-0.05937323187987693
ACH-000041,-0.20021537120003152
ACH-000042,0.041746790926173616
ACH-000045,-0.07314854353679168
ACH-000047,-0.15087712395240244
ACH-000052,-0.1271442015559116
ACH-000053,-0.14422219138939574
ACH-000054,-0.18872491174304654
ACH-000055,-0.31368006801711
ACH-000060,0.010196005598861736
ACH-000067,-0.1204718780590395
ACH-000070,-0.2648187005808985
ACH-000075,-0.1774813895192022
ACH-000078,0.08340978214607123
ACH-000082,-0.08184419815144903
ACH-000085,-0.10437641056116448
ACH-000086,-0.0990917763208276
ACH-000087,-0.10656618925961987
ACH-000092,-0.2646328568674084
ACH-000095,-0.11162132034983624
ACH-000097,-0.049048966704294435
ACH-000098,-0.014828894508668969
ACH-000099,-0.09737129967420476
ACH-000108,0.016056176759135763
ACH-000113,-0.09934632007242868
ACH-000116,-0.10331315752666054
ACH-000118,-0.4114115393634633
ACH-000120,-0.21386774931624394
ACH-000123,0.0204602733837927
ACH-000127,-0.13294712458536626
ACH-000128,-0.26100293663779256
ACH-000132,-0.033486674539421425
ACH-000133,-0.13935329508304678
ACH-000137,-0.07114780586587545
ACH-000138,-0.095258041981285
ACH-000142,-0.2044283189466932
ACH-000143,-0.07606820348507133
ACH-000146,-0.16907497574695404
ACH-000148,-0.09618199555842022
ACH-000150,-0.08330732452415941
ACH-000152,-0.05287286500317009
ACH-000153,0.02544273533961901
ACH-000159,-0.045945074348403184
ACH-000160,-0.12373220491648043
ACH-000163,-0.00074789738958912
ACH-000167,0.14183343605201587
ACH-000168,0.05093577394432649
ACH-000169,-0.13207005490036
ACH-000178,-0.07217018862043804
ACH-000183,0.013479944493717928
ACH-000188,0.16410051970501424
ACH-000189,-0.244327175213742
ACH-000190,-0.08054005607877919
ACH-000198,-0.3728105734768555
ACH-000203,0.0239385174670512
ACH-000204,-0.21381467185489947
ACH-000206,0.10420769366977604
ACH-000207,-0.22296243293802528
ACH-000208,-0.3641126147384622
ACH-000210,-0.09536981543584096
ACH-000211,-0.14193012035386887
ACH-000215,-0.1813172828229816
ACH-000221,-0.08691094129294358
ACH-000222,-0.05392021276628865
ACH-000223,-0.19879010288277404
ACH-000226,-0.09574655388327044
ACH-000227,-0.06302144543728322
ACH-000228,-0.07224092234806011
ACH-000231,0.044425637631031765
ACH-000232,-0.04067968405218017
ACH-000233,-0.0722499499777181
ACH-000234,-0.13852707738479744
ACH-000235,-0.23841716407223776
ACH-000237,0.04106528742920182
ACH-000238,-0.3549695223657269
ACH-000242,0.04163944286294825
ACH-000243,-0.08313291368248549
ACH-000244,-0.097293967842785
ACH-000246,-0.2307930108202899
ACH-000248,-0.2711962181919734
ACH-000250,0.007836164772561941
ACH-000251,0.02862211004343948
ACH-000252,-0.13870469696653134
ACH-000253,-0.12350770035885718
ACH-000255,-0.20761545510196752
ACH-000256,0.1160744538559871
ACH-000257,-0.06769699182251418
ACH-000258,-0.3324941096601274
ACH-000259,-0.16662584672603284
ACH-000260,-0.09379644911744216
ACH-000261,-0.1692447446612106
ACH-000262,-0.0768329832305957
ACH-000263,-0.22310571812818894
ACH-000264,-0.1702944597403576
ACH-000265,-0.17818555517528073
ACH-000266,0.031074396384536462
ACH-000272,-0.11337958230025058
ACH-000274,-0.0966129177764916
ACH-000277,-0.23396231536333525
ACH-000278,0.09376303923609684
ACH-000279,-0.09718983549415952
ACH-000280,-0.09942062493403593
ACH-000281,0.010170115512240344
ACH-000288,-0.15616061420913108
ACH-000291,-0.16220470242619867
ACH-000293,-0.2874186111588383
ACH-000294,0.01190158109839174
ACH-000295,-0.17970269153335053
ACH-000296,0.1337973766799087
ACH-000302,0.029630460975454367
ACH-000304,-0.2307331688223877
ACH-000307,-0.1250295175352806
ACH-000308,-0.08190068667001071
ACH-000310,-0.05859482340089879
ACH-000311,0.0011189036025974835
ACH-000312,-0.037402574865216136
ACH-000315,-0.024641645459572252
ACH-000316,-0.022438776476927717
ACH-000317,-0.21361573222530064
ACH-000318,-0.15839856252644302
ACH-000319,-0.10065618720953444
ACH-000320,0.059506495874301735
ACH-000322,-0.130979702415451
ACH-000323,-0.1309253544020902
ACH-000324,-0.06544783562501612
ACH-000329,-0.2329446556758746
ACH-000330,-0.05862460079985485
ACH-000331,-0.14246987985709986
ACH-000332,0.016178109819151562
ACH-000334,-0.13019594614669808
ACH-000335,-0.27180029372102343
ACH-000336,0.2009744815742443
ACH-000337,0.05239128936454966
ACH-000338,-0.11657189187854933
ACH-000339,-0.21149158875874124
ACH-000341,-0.19498005432228055
ACH-000348,-0.11983785366134594
ACH-000350,-0.2667066460374913
ACH-000352,-0.32126729233684703
ACH-000356,-0.4867577741049029
ACH-000361,-0.2617547520778357
ACH-000362,-0.01064659715435502
ACH-000363,-0.4011391024712966
ACH-000364,-0.0997367444784542
ACH-000365,-0.2655551464394529
ACH-000366,-0.10234725034598577
ACH-000368,-0.14922308897304104
ACH-000374,-0.36625827006050654
ACH-000375,-0.09099746346895146
ACH-000376,-0.20093904143802926
ACH-000381,-0.2631499853947358
ACH-000383,-0.04289370715761934
ACH-000387,-0.003301115980994362
ACH-000389,0.2880146466394953
ACH-000390,-0.16365231598177565
ACH-000393,-0.04536705634153533
ACH-000395,0.0636507345867413
ACH-000396,-0.11962744154472794
ACH-000397,-0.07178812697223834
ACH-000401,-0.13893213834134593
ACH-000402,0.5292481773225771
ACH-000403,-0.1526453418956294
ACH-000404,-0.14017111964834014
ACH-000406,-0.3306430262290673
ACH-000407,-0.13176730751148238
ACH-000408,-0.1996892086092606
ACH-000410,-0.14652276513683346
ACH-000411,0.08648132786805975
ACH-000414,-0.19465168213959655
ACH-000415,-0.19408685184298474
ACH-000416,-0.07827809860668138
ACH-000420,-0.3083860333987511
ACH-000421,-0.09003073490781999
ACH-000424,-0.18114407221742326
ACH-000425,-0.06966876673877574
ACH-000426,-0.2907788330305282
ACH-000427,-0.058726948806945366
ACH-000433,0.09532692649623373
ACH-000435,-0.411799795178385
ACH-000436,-0.0443868482591059
ACH-000444,-0.3796000109054951
ACH-000445,-0.0011926203683843778
ACH-000448,0.040981504477373164
ACH-000450,-0.15644880598832306
ACH-000452,-0.0478228918562016
ACH-000454,-0.3421175433459938
ACH-000458,-0.05056045380209626
ACH-000459,-0.25806724354665056
ACH-000460,-0.06734698342932989
ACH-000461,-0.1905321664495336
ACH-000463,-0.11092951135969606
ACH-000464,-0.1465135993592497
ACH-000466,-0.2098849011315853
ACH-000467,-0.1008141790433333
ACH-000468,-0.07189226939432
ACH-000469,-0.10087785636077354
ACH-000470,-0.10391140361583763
ACH-000471,-0.1090920733102104
ACH-000472,-0.09583885514539688
ACH-000473,-0.22382684487209625
ACH-000475,-0.14379233271448028
ACH-000476,-0.30906773016126404
ACH-000477,0.006510875031237384
ACH-000479,-0.5937959623306521
ACH-000480,-0.2516692093604231
ACH-000481,-0.1213029371341283
ACH-000483,-0.2505777291793725
ACH-000484,-0.027634723427162926
ACH-000485,0.04126221159676762
ACH-000486,-0.2704086298665975
ACH-000487,-0.2200862097010799
ACH-000488,-0.471065140630225
ACH-000490,-0.09598783049017072
ACH-000491,-0.0009696051073200113
ACH-000495,-0.010647505626071628
ACH-000496,-0.05734634260142778
ACH-000499,-0.025636186986074616
ACH-000500,0.12094210488001372
ACH-000502,-0.041899845839523366
ACH-000503,-0.03130264048664426
ACH-000505,-0.08098354799252476
ACH-000507,-0.1901009128462843
ACH-000510,0.10627968449705874
ACH-000511,-0.09294915526203866
