,PROS1 (5627)
ACH-000004,-0.02865926531562112
ACH-000005,-0.3414745270938754
ACH-000007,-0.005512477911840349
ACH-000009,-0.013109119627543893
ACH-000011,0.013255278965704416
ACH-000012,-0.01835721094010217
ACH-000013,0.0008018371041860895
ACH-000014,-0.05696780314664364
ACH-000015,-0.0749627860196727
ACH-000017,-0.10550494422324663
ACH-000018,-0.041575763243871036
ACH-000019,-0.03911619799484434
ACH-000021,-0.14442690961968088
ACH-000022,-0.09421011458879243
ACH-000025,0.06057695779139525
ACH-000028,-0.2015393996736593
ACH-000030,-0.08883272453847331
ACH-000035,-0.026509777783650164
ACH-000036,0.04138499363194362
ACH-000037,-0.018227573508701314
ACH-000039,0.1286147972126017
ACH-000040,-0.09850809218440222
ACH-000041,0.12387671767257137
ACH-000042,0.11253206852585844
ACH-000045,0.11941044761961835
ACH-000047,-0.12626406686323835
ACH-000052,-0.04461849558444467
ACH-000053,-0.022700746099220556
ACH-000054,0.06345450872617774
ACH-000055,-0.15303684301421894
ACH-000060,-0.04745570902217847
ACH-000067,-0.13439436725325238
ACH-000070,-0.10344351609592438
ACH-000075,-0.019515674852534647
ACH-000078,0.0028123824446898925
ACH-000082,-0.003630788142514321
ACH-000085,0.07698320824433036
ACH-000086,-0.09231664188125736
ACH-000087,0.05989005467773852
ACH-000092,-0.03984552454145537
ACH-000095,-0.0891749610766231
ACH-000097,-0.08385360557132594
ACH-000098,0.10939599755422272
ACH-000099,0.11369890719724195
ACH-000108,-0.17966671455360025
ACH-000113,-0.06678053056429754
ACH-000116,0.0070329532855976425
ACH-000118,-0.06288501366376134
ACH-000120,0.13066422110745798
ACH-000123,-0.13231530685322046
ACH-000127,-0.022403296092050905
ACH-000128,-0.1696985739863486
ACH-000132,-0.06980224088674875
ACH-000133,-0.025661437122799863
ACH-000137,-0.10418165443257572
ACH-000138,0.0064107234835222154
ACH-000142,0.047146000578730037
ACH-000143,-0.11167236015022172
ACH-000146,0.058301277099459085
ACH-000148,0.03611360608062708
ACH-000150,-0.038266404264423126
ACH-000152,-0.1096408971079408
ACH-000153,0.0771193334009563
ACH-000159,-0.10754670715472044
ACH-000160,-0.04947945674107294
