,NEFH (4744)
ACH-000004,-0.010160517990928096
ACH-000005,-0.2687966491686481
ACH-000007,-0.09122421558122132
ACH-000009,-0.056281563703376836
ACH-000011,0.11638133509574487
ACH-000012,-0.050740004650190886
ACH-000013,0.11315552410564905
ACH-000014,0.062102941965525016
ACH-000015,-0.051626388587062005
ACH-000017,0.0020310006620373904
ACH-000018,0.05534298657998834
ACH-000019,-0.2796563360149755
ACH-000021,-0.052417746509995984
ACH-000022,-0.013792036192603706
ACH-000025,-0.050015561015883295
ACH-000028,-0.19410931879921356
ACH-000030,-0.07768472942381799
ACH-000035,0.030443701502966488
ACH-000036,0.05221298789037422
ACH-000037,-0.02325222520095697
ACH-000039,-0.06132392560666025
ACH-000040,0.03040688753822857
ACH-000041,0.06330126194658052
ACH-000042,-0.07414065404296973
ACH-000045,0.0608447538938345
ACH-000047,0.1789529467220116
ACH-000052,0.11210052065745048
ACH-000053,-0.0003862639823462453
ACH-000054,0.057127813282881
ACH-000055,0.012890492924888202
ACH-000060,-0.1241449650502087
ACH-000067,-0.09250146381716233
ACH-000070,0.0049330789186410925
ACH-000075,0.007817069642812606
ACH-000078,0.04059477483140314
ACH-000082,0.039140411218088506
ACH-000085,-0.035037765201065475
ACH-000086,0.039142764588682
ACH-000087,-0.009500327927735287
ACH-000092,-0.08669105554654742
ACH-000095,-0.03408746690546871
ACH-000097,-0.06647861727456339
ACH-000098,0.045881301331716084
ACH-000099,0.07872125158999371
ACH-000108,0.03399958290268136
ACH-000113,0.20167406324084
ACH-000116,0.06770469738043917
ACH-000118,-0.060802221816900134
ACH-000120,0.1367906103826866
ACH-000123,-0.008684247215589707
ACH-000127,0.12021605077953748
ACH-000128,-0.1876932591807365
ACH-000132,-0.018456158884673047
ACH-000133,-0.0928432691767516
ACH-000137,-0.2641446588305382
ACH-000138,0.07980683754644641
ACH-000142,-0.08492677861874251
ACH-000143,-0.10693201364005164
ACH-000146,-0.07920512601545826
ACH-000148,0.02329838765032966
ACH-000150,-0.057251636466214124
ACH-000152,-0.1352116318180842
ACH-000153,0.061147177221999416
ACH-000159,0.06612276882404751
ACH-000160,-0.0025717051600751377
ACH-000163,-0.09491694057875102
ACH-000167,-0.4016772572855245
ACH-000168,0.07897182153984664
ACH-000169,0.05020250687692555
ACH-000178,0.1240487246177548
ACH-000183,-0.011302383455301341
ACH-000188,0.0860667388364656
ACH-000189,0.011938417209042491
ACH-000190,-0.02235553195941337
ACH-000198,-0.06167925447778385
ACH-000203,-0.5114085315658361
ACH-000204,-0.11161182465842226
ACH-000206,-0.06934023558185869
ACH-000207,0.07853539721334045
ACH-000208,0.32847991369208945
ACH-000210,0.11881724778141167
ACH-000211,0.04767088792278972
ACH-000215,-0.04737587329967935
ACH-000221,0.005694011734832564
ACH-000222,-0.13742643065395174
ACH-000223,-0.11573690201545365
ACH-000226,-0.016031317580643408
ACH-000227,-0.01745601438910395
ACH-000228,0.03248212850145988
ACH-000231,-0.09391768409504034
ACH-000232,-0.057776250955138074
ACH-000233,-0.007091918495707865
ACH-000234,-0.030898204463834938
ACH-000235,0.09111675813665744
ACH-000237,-0.07734705261623026
ACH-000238,-0.07288994813763645
