,HEATR5B (54497)
ACH-000004,-0.18194424235165307
ACH-000005,-0.3052241824811048
ACH-000007,-0.2232190868974631
ACH-000009,-0.06861883052260816
ACH-000011,-0.14947989910186266
ACH-000012,-0.0019715652326405962
ACH-000013,-0.22965120135333986
ACH-000014,-0.2924057622031748
ACH-000015,0.02856761284783992
ACH-000017,-0.18539023006818556
ACH-000018,-0.42236986761403184
ACH-000019,-0.12891233864232585
ACH-000021,-0.3314591655872475
ACH-000022,-0.1539121938804342
ACH-000025,-0.21543251115600806
ACH-000028,-0.06706513336726773
ACH-000030,-0.08621714146216229
ACH-000035,-0.31613351774466675
ACH-000036,-0.3684603838488187
ACH-000037,-0.1957585057903234
ACH-000039,-0.021630054862437274
ACH-000040,-0.14974296492150455
ACH-000041,0.02474361794961673
ACH-000042,-0.1516178991165478
ACH-000045,-0.39879777616843615
ACH-000047,-0.11606355337004134
ACH-000052,-0.31782059589633344
ACH-000053,-0.2246161907267017
ACH-000054,-0.11321655175216998
ACH-000055,0.014601998372181763
ACH-000060,-0.03341817388917822
ACH-000067,-0.26702921028609233
ACH-000070,-0.2906174743955803
ACH-000075,-0.11680463209194195
ACH-000078,-0.14071080872307698
ACH-000082,-0.16657635526464046
ACH-000085,-0.14336878672603073
ACH-000086,-0.09493340830271912
ACH-000087,-0.0945681743726118
ACH-000092,-0.38067178020735215
ACH-000095,-0.003861637805595252
ACH-000097,-0.16621868827148736
ACH-000098,-0.012250316137298864
ACH-000099,-0.10136003118570076
ACH-000108,-0.08171926330635841
ACH-000113,-0.18922869574731213
ACH-000116,-0.20005506731169773
ACH-000118,-0.2413352550858089
ACH-000120,-0.13730272190090326
ACH-000123,0.02779884733343236
ACH-000127,-0.06443969629375466
ACH-000128,-0.2125805870093402
ACH-000132,-0.1532058102292224
ACH-000133,-0.24059071757331504
ACH-000137,-0.08591562279552517
ACH-000138,-0.19290074605507188
ACH-000142,-0.016831331753404517
ACH-000143,-0.06791567260891229
ACH-000146,-0.19947478307689606
ACH-000148,-0.02160701734238522
ACH-000150,-0.0903056786075314
ACH-000152,-0.2509176423923778
ACH-000153,0.2049606316855941
ACH-000159,-0.14923085826129398
ACH-000160,-0.17189735920348906
ACH-000163,-0.14775154050511216
