,TTC39B (158219)
ACH-000004,-0.3221571194531517
ACH-000005,-0.04452949339378914
ACH-000007,0.07520548869768964
ACH-000009,0.13199311087013993
ACH-000011,0.14511347612383296
ACH-000012,0.2219554333835658
ACH-000013,0.2466817165767504
ACH-000014,0.2541493218484125
ACH-000015,0.1490721805907088
ACH-000017,0.3059522677225829
ACH-000018,0.37441445971350573
ACH-000019,0.39764306529427706
ACH-000021,0.13979228654170472
ACH-000022,0.1244175941454674
ACH-000025,0.1495910432748794
ACH-000028,0.329281945807958
ACH-000030,0.23506064581861386
ACH-000035,0.18992936497077054
ACH-000036,0.17455145305746667
ACH-000037,0.17132561287512635
ACH-000039,0.3205809516452177
ACH-000040,0.15186680492063406
ACH-000041,0.21533746588965372
ACH-000042,0.1981665628045677
ACH-000045,0.2406110381839952
ACH-000047,0.08134616519934736
ACH-000052,0.1934971832678776
ACH-000053,0.17511181183914235
ACH-000054,0.18712061725037407
ACH-000055,0.14123261577255702
ACH-000060,0.33650811274096304
ACH-000067,0.2507612308921904
ACH-000070,0.1397521655417468
ACH-000075,0.2963302236470015
ACH-000078,0.1146492776452278
ACH-000082,0.2571561676156762
ACH-000085,0.26384553610618744
ACH-000086,0.22376052294940535
ACH-000087,0.2532021623771065
ACH-000092,0.16996494548541066
ACH-000095,0.16281774331685958
ACH-000097,0.2389974722593553
ACH-000098,0.15693887245067845
ACH-000099,0.15411472288909697
ACH-000108,0.2090577090697456
ACH-000113,0.2603417934855877
ACH-000116,0.2340788762870704
ACH-000118,0.15889019397762802
ACH-000120,0.19546973061415307
ACH-000123,0.08836368081412667
ACH-000127,0.19338235435791387
ACH-000128,0.21777630088755934
ACH-000132,0.17190551591071546
ACH-000133,0.2744720080975933
ACH-000137,0.14875463549865414
ACH-000138,0.19910596159402244
ACH-000142,0.2563047424113894
ACH-000143,0.1322764177858088
ACH-000146,0.1506019650944791
ACH-000148,0.16550743845277013
ACH-000150,0.0647378420198731
ACH-000152,0.2418538324143228
ACH-000153,0.26768408525254
ACH-000159,0.2343353082047834
ACH-000160,0.13250626576938626
ACH-000163,0.15958032567672692
ACH-000167,-0.013356972087238605
ACH-000168,0.11069849175302332
ACH-000169,0.14373842141593818
ACH-000178,0.21171871151477686
ACH-000183,0.15107827219563436
ACH-000188,0.19575663953464545
ACH-000189,0.2841117761871826
ACH-000190,0.1707971850681936
ACH-000198,0.19467414200785813
ACH-000203,-0.11136286068859644
ACH-000204,0.2534274907414407
ACH-000206,0.2162483242726223
ACH-000207,0.1789398522855387
ACH-000208,0.049862896099288935
ACH-000210,7.202988199995789e-05
ACH-000211,0.17459719588629055
ACH-000215,0.12801661317460428
ACH-000221,0.17408026067442575
ACH-000222,0.20973871129070026
ACH-000223,0.1965205168826042
ACH-000226,0.3143251692215929
ACH-000227,0.0253675648725194
ACH-000228,0.2278724138928333
ACH-000231,0.17541823165595669
ACH-000232,0.2302982259645013
ACH-000233,0.2635169003844506
ACH-000234,0.1781803230664713
ACH-000235,0.2274337984702039
ACH-000237,0.14780830912321474
ACH-000238,0.09835034016000413
ACH-000242,0.3622514866569042
ACH-000243,0.11204542230442786
ACH-000244,0.315842744877092
ACH-000246,0.12535684499593586
ACH-000248,0.291784150935164
ACH-000250,0.1786206482606879
ACH-000251,0.2847323042676428
ACH-000252,0.1570696676479578
ACH-000253,0.30367882652620765
ACH-000255,0.2661552269318279
ACH-000256,0.14525193132825928
ACH-000257,0.2188625817493172
ACH-000258,0.27137664539261513
ACH-000259,0.17059933114795012
ACH-000260,0.1718027641276832
ACH-000261,0.16489388847631334
ACH-000262,0.13479128781379454
ACH-000263,0.19718433084901146
ACH-000264,0.17371832437723986
ACH-000265,0.04582596873812296
ACH-000266,0.17340561453931005
ACH-000272,0.1240512298545234
ACH-000274,0.0977870593991332
ACH-000277,0.2653334652038044
ACH-000278,0.20684723167681968
ACH-000279,0.10370010195477812
ACH-000280,0.1657505023168619
ACH-000281,0.28459148132657625
ACH-000288,0.2662999271059711
ACH-000291,0.18787558735746573
ACH-000293,0.11601131538794232
ACH-000294,0.3080704781068733
ACH-000295,0.09998559829565584
ACH-000296,0.19971433713496686
ACH-000302,0.1665485518658256
ACH-000304,0.12940877418740793
ACH-000307,0.17791165067928424
