,ATP6V0A4 (50617)
ACH-000004,0.0330303277125942
ACH-000005,-0.05352919091065431
ACH-000007,-0.21293122434844056
ACH-000009,-0.12264442942886515
ACH-000011,-0.0047400494231799005
ACH-000012,0.049770700488587484
ACH-000013,0.044291587551571365
ACH-000014,-0.2342964908949831
ACH-000015,-0.05581243198761392
ACH-000017,-0.08559157523667724
ACH-000018,0.19745878197349068
ACH-000019,-0.03986302121163895
ACH-000021,-0.30475109184397564
ACH-000022,-0.06823835048983498
ACH-000025,0.003305891872488291
ACH-000028,-0.025836663854591126
ACH-000030,0.005348956920502027
ACH-000035,-0.09686857874701392
ACH-000036,-0.01735221695532212
ACH-000037,-0.009942448631574171
ACH-000039,-0.022931743407611817
ACH-000040,-0.08184338729948208
ACH-000041,-0.05621851202232995
ACH-000042,-0.0719439355025019
ACH-000045,-0.07036303945753643
ACH-000047,-0.06012900849016449
ACH-000052,-0.04818801591192732
ACH-000053,-0.017312188999019602
ACH-000054,-0.00012473212143781866
ACH-000055,-0.008485332294514994
ACH-000060,-0.16922710324873902
ACH-000067,-0.22925786210350316
ACH-000070,0.019705795794829808
ACH-000075,-0.07769327549029878
ACH-000078,-0.2331349028474701
ACH-000082,-0.13017173905542367
ACH-000085,-0.04777045719267185
ACH-000086,0.01955006363158949
ACH-000087,-0.0525806919905157
ACH-000092,-0.03657789335042641
ACH-000095,-0.017609454760340936
ACH-000097,-0.01842804605037584
ACH-000098,-0.07264517355930727
ACH-000099,-0.10945638278033692
ACH-000108,-0.03469274663900058
ACH-000113,-0.07406051051230847
ACH-000116,-0.06207375840217436
ACH-000118,0.00040016722447355383
ACH-000120,-0.1887988913433286
ACH-000123,-0.04618514162881257
ACH-000127,0.04443567486289847
ACH-000128,-0.14727490895943776
ACH-000132,-0.1167990466955493
ACH-000133,-0.0883642983429869
ACH-000137,0.012864018330223655
ACH-000138,-0.04452089889903935
ACH-000142,0.06938310088067494
ACH-000143,-0.17332636646089467
ACH-000146,-0.0545123122914938
ACH-000148,-0.0781315856979105
ACH-000150,-0.05183211764556218
ACH-000152,-0.17408933653429895
ACH-000153,0.0932558710576094
ACH-000159,-0.0782888374424488
ACH-000160,0.15733310275639487
ACH-000163,0.05124753148477985
ACH-000167,0.27524763007904746
ACH-000168,-0.019870073311871687
ACH-000169,-0.049032118597639326
ACH-000178,-0.13609544395666892
ACH-000183,-0.00966917914215666
ACH-000188,0.017027345024669422
ACH-000189,-0.29538539943238523
ACH-000190,-0.14545120218922053
ACH-000198,-0.02717323816116942
ACH-000203,-0.07725997468299528
ACH-000204,-0.1265800803691432
ACH-000206,0.1088639837262032
ACH-000207,0.009848243120711387
ACH-000208,-0.04626111131337203
ACH-000210,-0.19830290705329984
ACH-000211,-0.056135425571416035
ACH-000215,-0.0012416330641092607
ACH-000221,0.032719676174160696
ACH-000222,0.0029763622541162387
ACH-000223,-0.054783391146691104
ACH-000226,0.034516849830401236
ACH-000227,-0.18024894097243302
ACH-000228,0.022735194165752502
ACH-000231,-0.06396306308878212
ACH-000232,-0.14342558859026114
