,PMP2 (5375)
ACH-000004,0.1183458898726003
ACH-000005,0.20915234823520967
ACH-000007,0.20076555682089348
ACH-000009,0.14918537779374946
ACH-000011,0.040561548408556115
ACH-000012,0.03634411716232013
ACH-000013,0.15777713424962972
ACH-000014,0.07572346264758346
ACH-000015,0.1140561136792448
ACH-000017,0.2150948314322455
ACH-000018,0.12347450723755556
ACH-000019,0.14184417151469428
ACH-000021,0.16832455908848534
ACH-000022,0.1761698307192978
ACH-000025,0.13161683119320447
ACH-000028,0.051987520624718016
ACH-000030,0.12012733728864375
ACH-000035,0.09001949843458076
ACH-000036,0.18323487757818413
ACH-000037,0.05768555950181435
ACH-000039,0.14670325879920254
ACH-000040,0.09759977017312824
ACH-000041,-0.06245726454107589
ACH-000042,0.14045827692033408
ACH-000045,0.1261022507386091
ACH-000047,0.10767756863967358
ACH-000052,0.0954960428140022
ACH-000053,0.10988850862124687
ACH-000054,0.1050847938099135
ACH-000055,0.021501987091655163
ACH-000060,0.05911697724976987
ACH-000067,0.1678653258078972
ACH-000070,0.13651119008911286
ACH-000075,0.3170930848252294
ACH-000078,0.11442803684981667
ACH-000082,0.11202294431020313
ACH-000085,-0.004327731945499373
ACH-000086,0.18523861928462906
ACH-000087,-0.058627074724873635
ACH-000092,0.09942889135442742
ACH-000095,0.17020769362157553
ACH-000097,0.1277830093461782
ACH-000098,0.121111777253068
ACH-000099,0.11750796387259806
ACH-000108,0.09857588440852573
ACH-000113,0.17727221278443692
ACH-000116,0.1541862988629126
ACH-000118,0.05803707802950235
ACH-000120,-0.02989385832037275
ACH-000123,0.09677182162282157
ACH-000127,0.13917468440630654
ACH-000128,-0.03930183448110459
ACH-000132,0.24574786882839564
ACH-000133,0.15932299458452467
ACH-000137,0.22083478100278794
ACH-000138,0.0977773106505522
ACH-000142,0.15052056511902154
ACH-000143,0.016440676346882406
ACH-000146,0.05820088473854845
ACH-000148,0.17845406748105086
ACH-000150,0.031208813066141924
ACH-000152,0.19670925150958546
ACH-000153,0.17595597560239246
ACH-000159,0.021907138068437408
ACH-000160,0.21710252658389054
ACH-000163,0.11430543341718975
ACH-000167,0.16118983556641608
ACH-000168,0.2285035532479781
ACH-000169,0.032558342663418
ACH-000178,0.04173949172636998
ACH-000183,0.05080080719847865
ACH-000188,0.14105083709425406
ACH-000189,0.19936285110586927
ACH-000190,0.15804094195725873
ACH-000198,0.14912740456359833
ACH-000203,0.26840462844580104
ACH-000204,0.15212490106595614
ACH-000206,0.012909002370847435
ACH-000207,0.10249096840928353
ACH-000208,0.047779296044404666
ACH-000210,-0.1286038404910115
ACH-000211,0.15651550436135206
ACH-000215,0.20396948069877505
ACH-000221,0.04418692611300736
ACH-000222,0.0614486500254814
ACH-000223,0.11778012598816592
ACH-000226,0.12194876372132547
