,HIST2H2AC (8338)
ACH-000004,-0.8536699298993832
ACH-000005,-1.0713971239448654
ACH-000007,-0.4456281099069745
ACH-000009,-0.6975140898000906
ACH-000011,-0.7550450389826782
ACH-000012,-0.5822463223088417
ACH-000013,-0.4577803973721032
ACH-000014,-0.6046577669060464
ACH-000015,-0.6505304702075062
ACH-000017,-0.7220000967300612
ACH-000018,-0.4775512720916647
ACH-000019,-0.6162217557436034
ACH-000021,-0.5267871885467571
ACH-000022,-0.6275341261938336
ACH-000025,-0.4756453992563757
ACH-000028,-0.5705453812681899
ACH-000030,-0.6994133151564076
ACH-000035,-0.6658095843565164
ACH-000036,-0.4439637825440779
ACH-000037,-0.6213349439215617
ACH-000039,-0.9005799559235358
ACH-000040,-0.5736767343601968
ACH-000041,-0.7416119033476284
ACH-000042,-0.7141686123255154
ACH-000045,-1.0076934180383221
ACH-000047,-0.5359529216996379
ACH-000052,-0.4411074038228868
ACH-000053,-0.7267140773949041
ACH-000054,-0.4342485812245877
ACH-000055,-0.6732319538525419
ACH-000060,-0.5160034164252834
ACH-000067,-0.4250583423874445
ACH-000070,-0.4661375863101239
ACH-000075,-0.5669489725215044
ACH-000078,-0.6797261818154878
ACH-000082,-0.6000289733185156
ACH-000085,-0.8185067144337178
ACH-000086,-0.7601696070479422
ACH-000087,-0.6454392870604156
ACH-000092,-0.49599570908341206
ACH-000095,-0.6252047052820071
ACH-000097,-0.6387415721838365
ACH-000098,-0.5704450648028558
ACH-000099,-0.4651024566027702
ACH-000108,-0.5249286254123792
ACH-000113,-0.5323466536176105
ACH-000116,-0.6012911814171072
ACH-000118,-0.5302047588643738
ACH-000120,-0.42435158724145067
ACH-000123,-0.522971804199992
ACH-000127,-0.6084651121963501
ACH-000128,-0.4232367650464704
ACH-000132,-0.440700843339711
ACH-000133,-0.6867706058895695
ACH-000137,-0.6288444529099246
ACH-000138,-0.6785542440272441
ACH-000142,-0.44255133582325706
ACH-000143,-0.5479479172818434
ACH-000146,-0.8167262456630444
ACH-000148,-0.5483013541758471
ACH-000150,-0.4733584290443103
ACH-000152,-0.5321558696609712
ACH-000153,-0.6530103599022486
ACH-000159,-0.655429709002754
ACH-000160,-0.6401679323176276
ACH-000163,-0.700310335208259
ACH-000167,-0.9826712978829364
ACH-000168,-0.929218277287842
ACH-000169,-0.7805264964377495
ACH-000178,-0.5907967539092073
ACH-000183,-0.7798116329596416
ACH-000188,-0.6829441666247721
ACH-000189,-0.4972521256273797
ACH-000190,-0.4663958870801832
ACH-000198,-0.6586588721528324
ACH-000203,-0.33582391358175073
ACH-000204,-0.5051729200745017
ACH-000206,-1.2581579345839422
ACH-000207,-0.5815063675962475
ACH-000208,-0.3618559939006611
ACH-000210,-0.4613401222022455
ACH-000211,-0.5323976859226797
ACH-000215,-0.6872685675858549
ACH-000221,-0.6862984002869241
ACH-000222,-0.483418748732989
ACH-000223,-0.5236864279007492
ACH-000226,-0.4735972999257506
ACH-000227,-0.641996010869955
ACH-000228,-0.5403564735119801
ACH-000231,-0.7407566746423023
ACH-000232,-0.6248829082681079
ACH-000233,-0.7162209017188246
ACH-000234,-0.6986601838464214
ACH-000235,-0.6685887048335865
ACH-000237,-0.6828553127967253
ACH-000238,-0.3400102229411482
ACH-000242,-0.4845680652448886
ACH-000243,-0.6210449024536232
ACH-000244,-0.4834102732218257
ACH-000246,-0.5332763796892976
ACH-000248,-0.4738687015542094
ACH-000250,-0.5435262098419679
ACH-000251,-1.132264823938239
ACH-000252,-0.4495482920156048
ACH-000253,-0.5385151294650493
ACH-000255,-0.5282114306782114
ACH-000256,-0.8869418922568623
ACH-000257,-0.5940476727136461
ACH-000258,-0.7643272566767164
ACH-000259,-0.6213008080678701
ACH-000260,-0.7204232726643808
ACH-000261,-0.6177717774149191
ACH-000262,-0.40231246380081
ACH-000263,-0.6382799155981068
ACH-000264,-0.5892679689291954
ACH-000265,-0.7566476899573837
ACH-000266,-0.5885352665089096
ACH-000272,-0.5913133068810911
ACH-000274,-0.7032083493709411
ACH-000277,-0.5862099479390918
ACH-000278,-0.9376148661911824
ACH-000279,-0.6300820809160251
ACH-000280,-0.4679912493398192
ACH-000281,-0.4383373044950269
ACH-000288,-0.390888889470637
ACH-000291,-0.5498519706549838
ACH-000293,-0.5430435710056255
ACH-000294,-0.8409059394309442
ACH-000295,-0.5140741887746485
ACH-000296,-0.3630078892128805
ACH-000302,-0.4634866348906434
ACH-000304,-0.920851376630794
ACH-000307,-0.6123673577858502
ACH-000308,-0.4845440597783925
ACH-000310,-0.7062852222217721
ACH-000311,-0.9096409452880104
ACH-000312,-0.607619727344373
ACH-000315,-0.6087096232833363
ACH-000316,-0.8015839755565478
ACH-000317,-0.3939888447478841
ACH-000318,-0.7715382564279308
ACH-000319,-0.4596987797952095
ACH-000320,-0.5612083095165608
ACH-000322,-0.4585204284119997
ACH-000323,-0.3761572607845236
ACH-000324,-0.7027964666863628
ACH-000329,-0.8327426741349918
ACH-000330,-0.41009389146013225
ACH-000331,-0.6049505839090128
ACH-000332,-0.5589567893480462
ACH-000334,-0.4631371388785873
ACH-000335,-0.8906961841074139
ACH-000336,-0.4772483725614606
ACH-000337,-0.8429026218987946
ACH-000338,-0.3342226772685031
ACH-000339,-0.5226793587457527
ACH-000341,-0.8998495523900183
ACH-000348,-0.7226384583289109
ACH-000350,-0.7465342868212836
ACH-000352,-0.6045368843656179
ACH-000356,-0.7281939349573441
ACH-000361,-0.6209156097096771
ACH-000362,-0.7556421666698423
ACH-000363,-0.7992561529003734
ACH-000364,-0.5956826774431893
ACH-000365,-0.5721241226762844
ACH-000366,-0.4654074200797884
ACH-000368,-0.33100897171907634
ACH-000374,-0.760672067640443
ACH-000375,-0.311535369177799
ACH-000376,-0.6188984332681444
ACH-000381,-0.36383510602843694
ACH-000383,-0.6818325393619684
ACH-000387,-0.7721823941271945
ACH-000389,-0.625397614854116
ACH-000390,-0.6970521095496707
ACH-000393,-0.5551226144671859
ACH-000395,-0.5581852231372495
ACH-000396,-0.4263623080775181
ACH-000397,-0.4805686026914478
ACH-000401,-0.4709195548097898
ACH-000402,-0.031070905407829662
ACH-000403,-0.6489833903325445
ACH-000404,-0.8745770134626341
ACH-000406,-1.0600025912036926
ACH-000407,-0.6520439012954654
ACH-000408,-0.6008282288314031
ACH-000410,-0.5457860960483587
ACH-000411,-0.7246272628261647
ACH-000414,-0.7300045586801336
ACH-000415,-0.6524927265713945
ACH-000416,-0.598902867719866
ACH-000420,-0.4468093456018745
ACH-000421,-0.6381575352435971
ACH-000424,-0.6495072054458736
ACH-000425,-0.5316210812304634
ACH-000426,-1.1293115660734294
ACH-000427,-0.43576167776335467
ACH-000433,-0.5073218094888641
ACH-000435,-0.6333324284318147
ACH-000436,-0.9017343377015464
ACH-000444,-0.5780881957592008
ACH-000445,-0.5283990729932235
ACH-000448,-0.7825265305062741
ACH-000450,-0.9244338747676356
ACH-000452,-0.791379731780511
ACH-000454,-0.5919253167531972
ACH-000458,-0.7260638463973631
ACH-000459,-0.9960312445901364
ACH-000460,-0.6259092950791808
ACH-000461,-0.7435521092599896
ACH-000463,-0.494229577486371
ACH-000464,-0.4927478794158752
ACH-000466,-0.6448207542649194
ACH-000467,-0.7077816733158429
ACH-000468,-0.5314970758616604
ACH-000469,-0.6470386368181129
ACH-000470,-0.6056139009618354
ACH-000471,-0.4299919159052271
ACH-000472,-0.5408788757071651
ACH-000473,-0.5196772289202918
ACH-000475,-0.5960405879088287
ACH-000476,-0.6219753907928157
ACH-000477,-0.5210416912151811
ACH-000479,-0.1146648420017742
ACH-000480,-0.609567569354198
ACH-000481,-0.7222127885105099
ACH-000483,-0.3787948402573335
ACH-000484,-0.7088724932678202
ACH-000485,-0.5334468671190601
ACH-000486,-0.6524250285470085
ACH-000487,-0.7576072073486103
ACH-000488,-0.5197103158650234
ACH-000490,-0.7057772553262374
ACH-000491,-0.5661152817242237
ACH-000495,-0.5085257695411205
ACH-000496,-0.5327385004992213
ACH-000499,-0.5544727557357321
ACH-000500,-0.9767912285603336
ACH-000502,-0.6099315210133973
ACH-000503,-0.4528024971806901
ACH-000505,-0.6862225331490475
ACH-000507,-0.5186009055561117
ACH-000510,-0.5379613694699964
ACH-000511,-0.6932718451931373
ACH-000512,-0.5615811790221188
ACH-000516,-0.5993098835390847
ACH-000517,-0.7462848666093544
ACH-000518,-0.7565211548156635
ACH-000520,-0.4753455210154642
ACH-000521,-0.6372782445759574
ACH-000522,-0.5987940113773634
ACH-000524,-0.6826215104592053
ACH-000527,-0.5483365164600676
ACH-000528,-0.6474992046754764
ACH-000537,-0.6726725795869269
ACH-000541,-0.4226816077451915
ACH-000542,-0.5388281383409702
ACH-000544,-0.5024969207521474
ACH-000545,-0.6503616106998863
ACH-000547,-0.7232731205414429
ACH-000548,-0.6543830822908314
ACH-000549,-0.5266792612138442
ACH-000550,-0.5228280615025032
ACH-000552,-0.7004982203485673
ACH-000556,-0.5149515667369334
ACH-000557,-0.9284488342507202
ACH-000569,-0.612598230496151
ACH-000570,-0.5060493153964115
ACH-000571,-0.7090520840253705
ACH-000573,-0.6544111292775322
ACH-000576,-0.8032558614437277
ACH-000579,-0.5722461603948821
ACH-000580,-0.6145500529734671
ACH-000584,-0.6667863817948718
ACH-000585,-0.6338335699176576
ACH-000588,-0.6674040632470591
ACH-000589,-0.5117641709954857
ACH-000591,-0.3849900219249405
ACH-000593,-0.4698988211491497
ACH-000600,-0.8473300855088634
ACH-000601,-0.6439414300958023
ACH-000605,-0.6360295626564659
ACH-000606,-0.7410571531108961
ACH-000608,-0.5722362802523767
ACH-000614,-0.3774631978409931
ACH-000616,-0.7845780258153551
ACH-000618,-0.6363136789247733
ACH-000619,-0.6807005798483411
ACH-000620,-0.5722454935809926
ACH-000621,-0.5531510863260889
ACH-000622,-0.5669147590908841
ACH-000623,-0.4909993588590826
ACH-000624,-0.5581030142313136
ACH-000627,-0.4869933011441381
ACH-000630,-0.3677213143649162
ACH-000631,-0.576308618558003
ACH-000632,-0.6631169636368187
ACH-000633,-0.4000584538897632
ACH-000637,-0.4784890227364315
ACH-000638,-0.6550651187194966
ACH-000646,-0.3583807272071281
ACH-000647,-0.6997088669694326
ACH-000648,-0.6618635491932603
ACH-000649,-0.6059627057267559
ACH-000651,-0.4753197448573414
ACH-000652,-0.4966537264848784
ACH-000653,-0.6045198314177588
ACH-000657,-0.605239889246701
ACH-000658,-0.8725195482869066
ACH-000661,-0.4287230821407668
ACH-000662,-0.1588798207739619
ACH-000663,-0.39077883487162973
ACH-000665,-0.7058363534382328
ACH-000671,-0.6859828752238882
ACH-000672,-0.7504843796058115
ACH-000673,-0.604958147916494
ACH-000676,-0.5633544929808231
ACH-000677,-0.6716776993357123
ACH-000681,-0.7677632000088108
ACH-000683,-0.6027539543881945
ACH-000684,-0.6230567994710059
ACH-000688,-0.4507552198564699
ACH-000693,-0.644380587675499
ACH-000694,-0.5447566487041926
ACH-000695,-0.4398516677192017
ACH-000696,-0.6792369840626379
ACH-000697,-0.5044610295311868
ACH-000699,-0.4947903940046137
ACH-000701,-0.7060453962674231
ACH-000706,-0.5272169274434088
ACH-000711,-0.625579367156509
ACH-000713,-0.6605457919951777
ACH-000714,-0.4316033794115149
ACH-000718,-0.4529155918273633
ACH-000720,-0.5557922471467095
ACH-000721,-0.6782101945205187
ACH-000724,-0.7836113580912022
ACH-000725,-0.7764256418003754
ACH-000732,-0.4874353501445031
ACH-000734,-0.6104433086796103
ACH-000735,-0.6388378552489532
ACH-000736,-0.7244484763642519
ACH-000738,-0.5627835006788477
ACH-000746,-0.6031017747579623
ACH-000747,-0.6912522652407218
ACH-000748,-0.6680808211498235
ACH-000753,-0.8546970787936372
ACH-000756,-0.5583179409016075
ACH-000757,-0.5961879191554664
ACH-000758,-0.6452244424846799
ACH-000760,-0.7339480250519873
ACH-000762,-0.858531015341442
ACH-000763,-1.072339911527693
ACH-000764,-0.4627289505049678
ACH-000765,-0.5832494579469152
ACH-000766,-0.5813843726944089
ACH-000767,-0.6564318168110359
ACH-000768,-0.6343524790018911
ACH-000769,-0.7221956330783352
ACH-000770,-0.8513131353949759
ACH-000771,-0.6445215503504079
ACH-000773,-0.6952388316078935
ACH-000776,-0.5009937940758887
ACH-000777,-0.6162039700269734
ACH-000778,-0.6834649162140282
ACH-000781,-0.6976368269345774
ACH-000782,-0.4908218412688394
ACH-000783,-0.7830315870545785
ACH-000784,-0.5161398759303659
ACH-000785,-0.8081957173123643
ACH-000787,-0.5791876400795849
ACH-000788,-0.5460121785779775
ACH-000791,-0.8151556735879015
ACH-000792,-0.7520818951533363
ACH-000794,-0.7777463143254555
ACH-000796,-0.6368295129125532
ACH-000798,-0.8936214143969399
ACH-000799,-0.3432918718186688
ACH-000800,-1.3345867283064117
ACH-000802,-0.5914348880188147
ACH-000804,-0.7853753508770426
ACH-000805,-0.5644773182175896
ACH-000809,-0.5274575349383038
ACH-000810,-0.8123246921218602
ACH-000811,-0.5141711269085133
ACH-000817,-0.5882749721514159
ACH-000819,-0.4484859797762864
ACH-000820,-0.4712704944475909
ACH-000821,-0.9868236010520576
ACH-000822,-0.5298927999124633
ACH-000823,-0.6539606572446834
ACH-000824,-0.8015304179026789
ACH-000827,-0.5482052141264143
ACH-000829,-0.4061651694313106
ACH-000831,-0.7293433218939478
ACH-000832,-0.5462071264802135
ACH-000833,-0.9883442200843892
ACH-000834,-0.6725581728949999
ACH-000835,-0.39092760171748
ACH-000836,-0.6580361233976092
ACH-000837,-0.452199491740767
ACH-000838,-1.1344688907929734
ACH-000839,-0.5575806247171473
ACH-000840,-0.5380353571766952
ACH-000841,-0.6179398509794982
ACH-000843,-0.6753910074817997
ACH-000846,-0.5336352745756909
ACH-000847,-0.5992376520722763
ACH-000848,-0.44723058601016535
ACH-000849,-0.7970682791409078
ACH-000851,-0.5711572401472248
ACH-000855,-0.435142859394682
ACH-000856,-0.5074462697534612
ACH-000858,-0.47648464336316
ACH-000859,-0.5535576059897768
ACH-000861,-0.6742069957606045
ACH-000862,-0.6085364278166848
ACH-000865,-0.5400238705809186
ACH-000866,-0.6799196269396632
ACH-000867,-0.6511578166728356
ACH-000869,-0.6200221888515387
ACH-000872,-0.6171672442364969
ACH-000873,-0.6048190084919451
ACH-000876,-0.6282322402848886
ACH-000878,-0.6711083382704088
ACH-000880,-0.8547099074332327
ACH-000881,-0.7998359995838764
ACH-000882,-0.6569539501821857
ACH-000884,-0.5092868426825179
ACH-000885,-0.3321672749531297
ACH-000887,-0.5561166284481597
ACH-000889,-0.743137978197805
ACH-000896,-0.6569518160295549
ACH-000898,-0.4877965512573788
ACH-000900,-0.7026712058826855
ACH-000901,-0.6140956079827415
ACH-000905,-0.4942225121279187
ACH-000906,-0.4582670001075647
ACH-000907,-0.6047403379609401
ACH-000910,-0.5517908872466042
ACH-000911,-0.566464358905655
ACH-000912,-0.8581860270546586
ACH-000913,-0.6999975154861741
ACH-000915,-0.5245536469671602
ACH-000916,-0.5723288591183028
ACH-000917,-0.4747775563048121
ACH-000920,-1.072989392914231
ACH-000921,-0.5032083510602505
ACH-000924,-0.4218145588248003
ACH-000926,-0.4691584677667327
ACH-000928,-0.4613989023899344
ACH-000929,-0.6596935621856036
ACH-000932,-0.6200040896680659
ACH-000935,-0.6010233436639937
ACH-000936,-0.6049131020051459
ACH-000937,-0.7743328081221809
ACH-000938,-0.8145632605942628
ACH-000939,-0.8325290256068076
