,EPG5 (57724)
ACH-000004,-0.26891058141332835
ACH-000005,0.10259817835668916
ACH-000007,0.005113547479679851
ACH-000009,0.07728884861537627
ACH-000011,-0.0018714356307339773
ACH-000012,0.15787588357384402
ACH-000013,0.006670400658889718
ACH-000014,-0.09765524585600516
ACH-000015,0.07952851286699981
ACH-000017,-0.04229103944324862
ACH-000018,-0.11021018749552933
ACH-000019,0.06352944191563857
ACH-000021,0.14393661483595382
ACH-000022,0.1659937048352729
ACH-000025,-0.2501699190658425
ACH-000028,0.09344938122575877
ACH-000030,-0.13250933697272613
ACH-000035,-0.012065186417783235
ACH-000036,-0.03450521340826284
ACH-000037,0.047152529436440715
ACH-000039,0.1018169154711921
ACH-000040,0.1822197703105896
ACH-000041,0.14449769456738545
ACH-000042,0.09267583595493764
ACH-000045,-0.05455734733086394
ACH-000047,-0.1477983053573272
ACH-000052,-0.18973920985944648
ACH-000053,0.006087366591909295
ACH-000054,-0.239630379923153
ACH-000055,0.03683064625055249
ACH-000060,0.1167527286552791
ACH-000067,-0.02885448247629164
ACH-000070,-0.20017292173631931
ACH-000075,-0.3048878169859933
ACH-000078,0.051537445271627916
ACH-000082,0.06413242467275031
ACH-000085,-0.4912071600142551
ACH-000086,0.10733288460496844
ACH-000087,-0.064597110929955
ACH-000092,0.03448312638185685
ACH-000095,-0.03241980325927776
ACH-000097,0.14080052196047751
ACH-000098,0.4345710593795096
ACH-000099,0.2276396689035591
ACH-000108,-0.041271020364942734
ACH-000113,-0.06785168202106298
ACH-000116,0.04041894130021269
ACH-000118,-0.013411517808107915
ACH-000120,-0.11131925981272882
ACH-000123,-0.055134315870969175
ACH-000127,-0.40052028042214
ACH-000128,0.031574099090045764
ACH-000132,0.08014595014279302
ACH-000133,0.04607128419950999
ACH-000137,-0.10735760595637382
ACH-000138,0.01412072526491966
ACH-000142,0.06398475001339017
ACH-000143,-0.13541160861620416
ACH-000146,0.012004480717954465
ACH-000148,0.007112138854240661
ACH-000150,-0.02052442189537616
ACH-000152,0.10147121420005097
ACH-000153,-0.29328016121789313
ACH-000159,0.1064518224697804
ACH-000160,-0.0888122015710721
ACH-000163,0.027597892853626755
ACH-000167,-0.012829804292929564
ACH-000168,-0.1360529178273406
ACH-000169,-0.4686220004408171
ACH-000178,0.04536400463956634
ACH-000183,-0.0505912008671563
ACH-000188,-0.16889609236271774
ACH-000189,-0.07145162124911948
ACH-000190,0.0010656276900327126
ACH-000198,-0.07326206729901047
ACH-000203,0.22445614386435525
ACH-000204,-0.0590295998053435
ACH-000206,0.005660495059199828
ACH-000207,-0.10243814482090008
ACH-000208,-0.17570378196241174
ACH-000210,0.034765284492070496
ACH-000211,-0.3073434306882665
ACH-000215,0.017560373656134182
ACH-000221,0.049875171214699636
ACH-000222,-0.1017780420855096
ACH-000223,-0.12937951009746135
ACH-000226,-0.20457448119592334
ACH-000227,0.024138520707981503
ACH-000228,0.1309441748661733
ACH-000231,-0.004746884415919317
ACH-000232,0.11322119429993215
ACH-000233,-0.19531966113106894
ACH-000234,0.1388324213918532
ACH-000235,0.16063833005656153
ACH-000237,-0.3611549278237027
ACH-000238,-0.08509424392233399
ACH-000242,-0.04927107974958842
ACH-000243,-0.17990666470767422
ACH-000244,0.13908935108969392
ACH-000246,0.1932394143682007
ACH-000248,0.032935087538829066
ACH-000250,-0.10816911401744744
ACH-000251,0.0044714272422782505
ACH-000252,0.006215639560989355
ACH-000253,0.002801116533075112
ACH-000255,0.10896166378150778
ACH-000256,0.01151668923761697
ACH-000257,-0.03066803550451188
ACH-000258,0.0944188613856448
ACH-000259,-0.029743183431862694
ACH-000260,0.06490664535652693
ACH-000261,-0.017567009591406852
ACH-000262,-0.2642377718549742
ACH-000263,-0.14954607273756024
ACH-000264,-0.20682127951127
ACH-000265,0.07562382509278673
ACH-000266,0.07978188561585642
ACH-000272,0.11200535853418188
ACH-000274,0.13349706030508665
