,TIMMDC1 (51300)
ACH-000004,-0.14994293734187358
ACH-000005,0.23012482566457654
ACH-000007,-0.3752961021267409
ACH-000009,-0.14920872574225588
ACH-000011,-0.1034263868470556
ACH-000012,-0.2005151177940934
ACH-000013,-0.2623904752861973
ACH-000014,-0.2137325221956708
ACH-000015,-0.229749806634222
ACH-000017,-0.15405347055832094
ACH-000018,-0.2323715853681601
ACH-000019,-0.7848144313670835
ACH-000021,-0.32067290927826675
ACH-000022,-0.07727466678103756
ACH-000025,-0.2548794411408339
ACH-000028,-0.563815719246349
ACH-000030,-0.15674424005260004
ACH-000035,-0.22003275482196047
ACH-000036,0.027443349205151082
ACH-000037,-0.18105375521005385
ACH-000039,-0.15829291767659764
ACH-000040,-0.08281244814137034
ACH-000041,-0.2475910236238417
ACH-000042,-0.10168485644857628
ACH-000045,-0.3458894677790107
ACH-000047,-0.5864862904243976
ACH-000052,-0.20812853991893512
ACH-000053,-0.20544542664465865
ACH-000054,-0.27043817546926713
ACH-000055,-0.30466904912242565
ACH-000060,-0.26838802882205315
ACH-000067,-0.2663374162502084
ACH-000070,-0.17157888706393196
ACH-000075,-0.19332511991984605
ACH-000078,-0.2413253965666836
ACH-000082,-0.2530395227474253
ACH-000085,-0.2067274306136008
ACH-000086,-0.2292392933303726
ACH-000087,-0.2415295075398069
ACH-000092,-0.16012894396502578
ACH-000095,-0.05300928555438287
ACH-000097,-0.21247090695133805
ACH-000098,-0.05148107115797482
ACH-000099,-0.19555357968472376
ACH-000108,-0.11323477196739498
ACH-000113,-0.3171239480312809
ACH-000116,-0.19409647399543664
ACH-000118,-0.5735647149360056
ACH-000120,-0.22301238871900514
ACH-000123,-0.2522955309776079
ACH-000127,-0.2856355981203697
ACH-000128,-0.5246052423870894
ACH-000132,-0.30482308486754656
ACH-000133,-0.062139652955641236
ACH-000137,-0.10397944311519566
ACH-000138,-0.3756774996066953
ACH-000142,-0.13403787404346099
ACH-000143,-0.2325177095302235
ACH-000146,-0.06665335807257652
ACH-000148,-0.2422362364061915
ACH-000150,-0.15714544036877728
ACH-000152,-0.21598981427664515
ACH-000153,-0.4349453186641807
ACH-000159,-0.3743613479033104
ACH-000160,-0.4929428723919918
ACH-000163,-0.2433681854521882
ACH-000167,-0.18075855469117774
ACH-000168,0.03451823274631394
ACH-000169,-0.3232500078015982
ACH-000178,-0.10145248013239604
ACH-000183,-0.26912285817316034
ACH-000188,-0.11006159289521332
ACH-000189,-0.2742269932061185
ACH-000190,-0.3478040216621772
ACH-000198,-0.32725555015419777
ACH-000203,-0.1768089240204969
ACH-000204,-0.3818416094806593
ACH-000206,-0.1746875109551264
ACH-000207,-0.2472656753939141
ACH-000208,-0.0424260731919879
ACH-000210,-0.3982108976228757
ACH-000211,-0.2252922577986433
ACH-000215,-0.14609271727526474
ACH-000221,-0.6714070096479056
ACH-000222,-0.5499016067519659
ACH-000223,-0.1998955380014924
ACH-000226,-0.09412254287464056
ACH-000227,0.04484544873187772
ACH-000228,-0.25754562172396883
ACH-000231,-0.098114378188163
ACH-000232,-0.1940011471091254
ACH-000233,-0.2927412459908638
ACH-000234,-0.18205821173125214
ACH-000235,-0.22797477320763546
ACH-000237,0.01491796751149893
ACH-000238,-0.10280003053347088
ACH-000242,-0.3859478838632257
ACH-000243,-0.1930894077342951
ACH-000244,-0.2213703186960873
ACH-000246,-0.4378179068213671
ACH-000248,-0.3688515003550768
ACH-000250,-0.07513986253375157
ACH-000251,-0.11863396222287692
ACH-000252,-0.3158317922751341
ACH-000253,-0.10172032958462172
ACH-000255,-0.21196653690019865
ACH-000256,0.06618627850688591
ACH-000257,-0.13916756207175865
ACH-000258,0.0006321426897477235
ACH-000259,-0.2861520074415296
ACH-000260,-0.12156992218094086
ACH-000261,-0.1960767746278192
ACH-000262,-0.3317424737954069
ACH-000263,-0.3073176171768464
ACH-000264,-0.1945842518002792
ACH-000265,-0.4315245810004165
ACH-000266,-0.19328259438306372
ACH-000272,-0.3340936038535338
ACH-000274,-0.2891612016108132
ACH-000277,-0.6493769338938478
ACH-000278,-0.14755089375861308
ACH-000279,-0.2365331044880539
ACH-000280,-0.18995259247476345
ACH-000281,-0.15650501543658224
ACH-000288,-0.17086654307647225
ACH-000291,-0.22858502463456185
ACH-000293,-0.2921730605848015
ACH-000294,0.2233621545611624
ACH-000295,-0.43020399636053264
ACH-000296,-0.051830280242023546
ACH-000302,-0.4016254730715469
ACH-000304,-0.6599315987462052
ACH-000307,-0.14709163287204882
ACH-000308,-0.2290283700803475
ACH-000310,-0.03258039956918112
ACH-000311,-0.19830539972412592
ACH-000312,-0.38945837485659096
ACH-000315,0.2616959180337713
ACH-000316,-0.21809526078871325
ACH-000317,-0.36587238576978026
ACH-000318,-0.13075959943900942
ACH-000319,-0.27654177408364355
ACH-000320,-0.30789231757136243
ACH-000322,-0.3909959897152982
ACH-000323,-0.4510892667967477
ACH-000324,0.09184940254378032
ACH-000329,-0.4790687687440004
ACH-000330,-0.244154304659374
ACH-000331,-0.1322827418272119
ACH-000332,-0.01819244087785436
ACH-000334,-0.001462748388861546
ACH-000335,-0.4073002986365477
ACH-000336,-0.4346873228267291
ACH-000337,-0.11333567844498495
ACH-000338,-0.15108229225035386
ACH-000339,-0.2621529938259848
ACH-000341,-0.34082862106873285
ACH-000348,-0.2432709147259976
ACH-000350,-0.3788551700048513
ACH-000352,-0.3974585261078311
ACH-000356,-0.2870965981081056
ACH-000361,-0.19911283559733547
ACH-000362,-0.21951523870644502
ACH-000363,-0.24896061377076295
ACH-000364,-0.6060542444009309
ACH-000365,-0.2402465451884916
ACH-000366,-0.035267127840651336
ACH-000368,-0.1738475962827578
ACH-000374,-0.24484660819586654
ACH-000375,-0.32364642357485085
ACH-000376,-0.4054718262861046
ACH-000381,-0.2420129335101233
ACH-000383,-0.2602974493953025
ACH-000387,0.02927224083501382
ACH-000389,-0.037386977286672105
ACH-000390,-0.30336569042986283
ACH-000393,-0.17503017170684987
ACH-000395,-0.27918926691376283
ACH-000396,-0.19760760938511
ACH-000397,-0.1215009766149482
ACH-000401,0.012968129956938034
ACH-000402,-0.09161966559513457
ACH-000403,-0.1830064939320899
ACH-000404,-0.1822779670353068
ACH-000406,-0.3884861961947042
ACH-000407,-0.2170646971060497
ACH-000408,-0.3954940012202058
ACH-000410,-0.2334980440559323
ACH-000411,-0.10935094824429184
ACH-000414,-0.2426758919113461
ACH-000415,-0.11661718927095073
ACH-000416,-0.1680311362468179
ACH-000420,-0.2887692568267274
ACH-000421,-0.19085923422524245
ACH-000424,-0.3563261210513833
ACH-000425,-0.19240197506625945
ACH-000426,-0.3498444226971801
ACH-000427,-0.427987858890127
ACH-000433,0.030138819069104983
ACH-000435,-0.2723014926875946
ACH-000436,0.03254848050556869
ACH-000444,-0.2918961111284998
ACH-000445,0.15028077060355596
ACH-000448,-0.19469838340763634
ACH-000450,-0.4228478671358124
ACH-000452,-0.2268831011084083
ACH-000454,-0.4481652250168404
ACH-000458,0.02070788466401909
ACH-000459,-0.7179077825719001
ACH-000460,-0.1428019313613875
ACH-000461,-0.4748738576687565
ACH-000463,-0.04745958946697857
ACH-000464,-0.11957578352841294
ACH-000466,-0.0845704817564326
ACH-000467,-0.4392579414419959
ACH-000468,-0.15675090389013185
ACH-000469,-0.3001683557353729
ACH-000470,-0.08917799381418827
ACH-000471,-0.10871427693302163
ACH-000472,-0.23896999141999625
ACH-000473,-0.2539791745370013
ACH-000475,-0.3445175484277238
ACH-000476,-0.5190617183104173
ACH-000477,-0.12931732003867827
ACH-000479,-0.17960202316306467
ACH-000480,-0.23357427587103874
ACH-000481,-0.2557613458282498
ACH-000483,-0.3756546528017369
ACH-000484,-0.17026591465069651
ACH-000485,-0.015887035547752754
ACH-000486,-0.23331288213560586
ACH-000487,-0.2803518229123684
ACH-000488,-0.4794972226965125
ACH-000490,-0.2687505836271949
ACH-000491,-0.41671413918997663
ACH-000495,-0.1919509636693789
ACH-000496,-0.2045722735385351
ACH-000499,-0.5264289445725351
ACH-000500,-0.2606341422656535
ACH-000502,-0.08955679168796132
ACH-000503,-0.2733440128886414
ACH-000505,-0.24135384321810466
ACH-000507,-0.3264118668502376
ACH-000510,-0.10145235790518876
ACH-000511,-0.03704992320131944
ACH-000512,-0.3178444178968173
ACH-000516,-0.17517013453706773
ACH-000517,-0.17145015564876165
ACH-000518,-0.0419966762261468
ACH-000520,-0.05966672929133372
ACH-000521,-0.2768871224282778
ACH-000522,-0.249051642388532
ACH-000524,-0.11985761095959716
ACH-000527,-0.13066542589155172
ACH-000528,-0.5013387099442822
ACH-000537,-0.3690031562917493
ACH-000541,-0.10304646434792147
ACH-000542,-0.14794726668618105
ACH-000544,-0.23255255488536114
ACH-000545,-0.15971721358408686
ACH-000547,-0.7966754480491294
ACH-000548,-0.24512818693163654
ACH-000549,-0.5117758776440503
ACH-000550,-0.10069424810077633
ACH-000552,-0.29545548113683096
ACH-000556,-0.3347777604557626
ACH-000557,-0.2824436550874853
ACH-000569,-0.3350792981420393
ACH-000570,-0.2914074688889691
ACH-000571,-0.2185169935120973
ACH-000573,-0.2406699061325314
ACH-000576,-0.10210219678705408
ACH-000579,-0.4195168000630416
ACH-000580,-0.2565803780740155
ACH-000584,-0.17635191906652592
ACH-000585,-0.13727956343373265
ACH-000588,-0.12277985658165527
ACH-000589,-0.7297825242109685
ACH-000591,-0.2189351223934214
ACH-000593,-0.3943391058663661
ACH-000600,-0.30509325857447045
ACH-000601,-0.13613102802959506
ACH-000605,-0.11884022559334323
ACH-000606,-0.14658800780149525
ACH-000608,-0.2221861039543095
ACH-000614,-0.4125267594412185
ACH-000616,-0.13889746753730695
