,GORAB (92344)
ACH-000004,0.17838182079148002
ACH-000005,0.11896936875679058
ACH-000007,0.2936736315876958
ACH-000009,-0.048860909641181366
ACH-000011,0.1150182470711956
ACH-000012,0.09194663567313907
ACH-000013,0.05620944444827435
ACH-000014,0.09145185354664524
ACH-000015,-0.050572807534534185
ACH-000017,-0.08814019354301578
ACH-000018,-0.07609486010199935
ACH-000019,-0.17797798133061052
ACH-000021,-0.04765839641957701
ACH-000022,0.030323038805157288
ACH-000025,0.056558601209672064
ACH-000028,0.022629558301617763
ACH-000030,0.06899822702061373
ACH-000035,-0.05746676731951866
ACH-000036,0.0007356442824875536
ACH-000037,0.10931497045368747
ACH-000039,0.11830152131399385
ACH-000040,-0.058697731767967776
ACH-000041,0.0311257639243765
ACH-000042,0.09037646832473564
ACH-000045,-0.03079967338159335
ACH-000047,-0.007114284567086975
ACH-000052,0.07073669420003405
ACH-000053,0.17812423689788487
ACH-000054,-0.13379674152758803
ACH-000055,-0.09250450137486337
ACH-000060,0.1900206266473813
ACH-000067,-0.001156934534709233
ACH-000070,-0.16949456830468038
ACH-000075,-0.05477819427078802
ACH-000078,0.12269322916518785
ACH-000082,-0.0550041393350218
ACH-000085,-0.10875730265471116
ACH-000086,-0.07538854181034149
ACH-000087,-0.01484719988337803
ACH-000092,0.058928666278162636
ACH-000095,0.1979357383278233
ACH-000097,0.024523701256576408
ACH-000098,0.04251557194203704
ACH-000099,0.1420589225271177
ACH-000108,-0.007111487860640926
ACH-000113,-0.01669105772628876
ACH-000116,0.03696181297236053
ACH-000118,0.15384698790488827
ACH-000120,-0.15046461562423652
ACH-000123,0.0977981394831388
ACH-000127,0.140599242601868
ACH-000128,-0.014047812631915329
ACH-000132,-0.1824431225148663
ACH-000133,-0.14448041479690454
ACH-000137,-0.13647625799685156
ACH-000138,0.26266181767174035
ACH-000142,-0.01621925510087884
ACH-000143,-0.05942550913619636
ACH-000146,0.12527064349166547
ACH-000148,0.06855226273414464
ACH-000150,0.0942555318429717
ACH-000152,0.013251446804768176
ACH-000153,-0.12438388106682526
ACH-000159,-0.011084117065818315
ACH-000160,0.0725382317889332
ACH-000163,-0.05307844753274928
ACH-000167,0.07746139218313049
ACH-000168,0.11077265427527418
ACH-000169,0.043248782812132604
ACH-000178,-0.04402454965928144
ACH-000183,0.07175547981354169
ACH-000188,0.10309935132024414
ACH-000189,-0.0605245770625052
ACH-000190,0.16098100848834535
ACH-000198,-0.03593380790466292
ACH-000203,-0.2974160854260829
ACH-000204,-0.35646557962230696
ACH-000206,-0.13287396183250122
ACH-000207,0.10782971469782864
ACH-000208,-0.13188168524156282
ACH-000210,0.4292067123530328
ACH-000211,0.1056295982986148
ACH-000215,0.021934710572558413
ACH-000221,0.10401097572524608
ACH-000222,0.1478825058715439
ACH-000223,0.03244337218891934
ACH-000226,0.03466958673576432
ACH-000227,0.05414782950142897
ACH-000228,0.1246964603087016
ACH-000231,0.04340822672829053
ACH-000232,0.04928034900442554
ACH-000233,0.1541639295520485
ACH-000234,0.08635740072776325
ACH-000235,-0.005859693907566306
ACH-000237,0.09016755935009507
ACH-000238,0.2221974124591336
ACH-000242,-0.2204965682019848
ACH-000243,0.0296786821228734
ACH-000244,-0.10225502532484212
ACH-000246,0.02399365707181228
ACH-000248,0.148654371360043
ACH-000250,0.17367060721102082
ACH-000251,0.07309631444466491
ACH-000252,0.08840333669849568
ACH-000253,0.0893402546520503
ACH-000255,-0.06398922614611191
ACH-000256,0.08821451000181249
ACH-000257,-0.059138843565373786
ACH-000258,0.06065170369364399
ACH-000259,0.09470419066222864
ACH-000260,0.030585088629540038
ACH-000261,0.03990433123199883
ACH-000262,0.16201379080868802
ACH-000263,0.047902006842928266
ACH-000264,0.0005690859753478637
ACH-000265,0.015059051662733537
ACH-000266,0.05201976506110454
ACH-000272,0.08222995857010462
ACH-000274,0.06372627509912278
ACH-000277,0.028916561013055283
ACH-000278,0.08250402557378679
ACH-000279,-0.027240885118120825
ACH-000280,0.08994836170480992
ACH-000281,-0.04169838261322395
ACH-000288,0.04674004170188492
ACH-000291,0.07116893092372023
ACH-000293,-0.026095148453995718
ACH-000294,0.13847610345298927
ACH-000295,-0.1461405531442277
ACH-000296,-0.13953563149318338
ACH-000302,0.07586454732348183
ACH-000304,0.039395720545869164
ACH-000307,-0.004707267154827134
ACH-000308,0.07832189250241481
ACH-000310,0.08138355865701198
ACH-000311,0.06421968481124195
ACH-000312,-0.052737543232281095
ACH-000315,0.5409850436739311
ACH-000316,0.04885664519039213
ACH-000317,-0.02739123340182251
ACH-000318,0.16398283054132826
ACH-000319,0.03180129594191919
ACH-000320,0.0017620613030348516
ACH-000322,0.10294110325834237
ACH-000323,0.12980349008541392
ACH-000324,-0.03040966366404574
ACH-000329,0.1134641937126465
ACH-000330,0.15586006066504504
ACH-000331,0.01660712100959771
ACH-000332,0.08122399904773864
ACH-000334,0.08038832165390566
ACH-000335,0.1225394487762798
ACH-000336,0.1426579344812556
ACH-000337,0.04619878623226113
ACH-000338,0.10716965680456378
ACH-000339,-0.012906416596460236
ACH-000341,-0.10592324361284844
ACH-000348,0.047880338224022864
