,FCHSD2 (9873)
ACH-000004,-0.009084236499163874
ACH-000005,-0.17419198705392305
ACH-000007,-0.0009083303344335537
ACH-000009,0.03830676230118076
ACH-000011,0.01650978856483652
ACH-000012,-0.016276510418999145
ACH-000013,-0.12480153421525356
ACH-000014,0.09433924972271003
ACH-000015,0.1419246469975722
ACH-000017,-0.11357401640591175
ACH-000018,0.027096494117744774
ACH-000019,-0.17327652453652104
ACH-000021,-0.02687501795395722
ACH-000022,-0.055295070815312174
ACH-000025,0.1275058778949664
ACH-000028,-0.1369486876911942
ACH-000030,-0.06713136831311171
ACH-000035,0.15983467805742133
ACH-000036,-0.08383399365151717
ACH-000037,-0.1046185997905941
ACH-000039,0.059606297069771184
ACH-000040,-0.08860383475515887
ACH-000041,-0.02040643826670253
ACH-000042,-0.06855793884464256
ACH-000045,0.02046643666460601
ACH-000047,-0.007019964108230764
ACH-000052,0.030520346244626392
ACH-000053,0.025962503709975084
ACH-000054,0.08711949576908823
ACH-000055,0.041963716151037916
ACH-000060,-0.016969259543310987
ACH-000067,0.09707611773103872
ACH-000070,-0.03450327595499788
ACH-000075,0.0164953792226897
ACH-000078,-0.2269299718611521
ACH-000082,-0.028148421020302326
ACH-000085,-0.17303407554138886
ACH-000086,-0.027088223947090682
ACH-000087,-0.0016455264214555625
ACH-000092,-0.04634973094954765
ACH-000095,0.02004741100111931
ACH-000097,-0.11408345147791793
ACH-000098,0.050894124638495374
ACH-000099,0.007725959707082181
ACH-000108,-0.022703823882616082
ACH-000113,0.017969287729236463
ACH-000116,-0.18356852423655085
ACH-000118,0.0072023444008530455
ACH-000120,-0.056280335033905164
ACH-000123,0.008130397877163794
ACH-000127,-0.0022181718217228587
ACH-000128,0.12087196211020687
ACH-000132,-0.1265106475011413
ACH-000133,0.019944544722108718
ACH-000137,0.03797086421178552
ACH-000138,-0.022849619839030597
ACH-000142,-0.07704719136294358
ACH-000143,-0.02319373339089961
ACH-000146,0.03582176339132899
ACH-000148,0.04790609769512704
ACH-000150,-0.07031010326514969
ACH-000152,0.018541190505441167
ACH-000153,0.005691015219305178
ACH-000159,0.060022514217558186
ACH-000160,-0.12028618574788415
ACH-000163,0.037484114096331934
ACH-000167,0.0032817434058772274
ACH-000168,-0.1255916991075347
ACH-000169,-0.02330452432775804
ACH-000178,0.018810730391128908
ACH-000183,-0.09105926934472697
ACH-000188,-0.0746184521403037
ACH-000189,-0.04872921698885527
ACH-000190,-0.22240860044397864
ACH-000198,-0.040333905956042124
ACH-000203,0.04092901779894267
ACH-000204,-0.31582054164438444
ACH-000206,-0.2810055658315189
ACH-000207,-0.2431665489383755
ACH-000208,-0.17700138498247878
ACH-000210,0.01996878277048609
ACH-000211,0.02206543080776457
ACH-000215,0.012260078732215116
ACH-000221,0.02220565678800481
ACH-000222,0.05114220064762253
ACH-000223,0.017813490454079667
ACH-000226,-0.013533652081738774
ACH-000227,0.024524077473006188
ACH-000228,-0.22183782129171611
ACH-000231,0.02114999348617367
ACH-000232,0.06525657111518281
ACH-000233,0.12690887698173764
ACH-000234,0.0011967986872008925
ACH-000235,0.0069586789371855725
ACH-000237,-0.06234786037181288
ACH-000238,-0.042952006203446025
ACH-000242,0.03518193808343099
ACH-000243,0.014482316116236894
ACH-000244,0.2407527403275128
ACH-000246,0.01819414132120881
ACH-000248,0.03649460220656986
ACH-000250,-0.015985218122741906
ACH-000251,-0.11541955816914545
ACH-000252,-0.21741885437103836
ACH-000253,0.09257923880805673
ACH-000255,-0.17470367288589853
ACH-000256,-0.3026323348307782
ACH-000257,0.18203357253801344
ACH-000258,-0.11924390599288028
ACH-000259,-0.012881431083563408
ACH-000260,-0.04352413781944623
ACH-000261,-0.031416940333830065
ACH-000262,0.04902607017534618
ACH-000263,0.031374483588101895
ACH-000264,-0.009009654402445643
ACH-000265,0.011581842999220151
ACH-000266,-0.023417467369801284
ACH-000272,-0.03797534438588709
ACH-000274,0.07340084508075168
ACH-000277,-0.028154596803303324
ACH-000278,-0.21400510201782266
ACH-000279,-0.1291528124246481
ACH-000280,0.0937129614143502
ACH-000281,0.06793792537885804
ACH-000288,-0.06292931731760826
ACH-000291,-0.06216560232681715
ACH-000293,-0.05477173226768266
ACH-000294,-0.17229519097632687
ACH-000295,-0.06359759586931855
ACH-000296,-0.006118851520104626
ACH-000302,0.09674542715472363
ACH-000304,0.13839551003896355
ACH-000307,0.03932903066040425
ACH-000308,-0.0887392126479627
ACH-000310,-0.08493883816748411
ACH-000311,-0.00863110417365392
ACH-000312,-0.035711330423879896
ACH-000315,0.015086125247139669
ACH-000316,-0.1106249123427735
ACH-000317,0.05844877388287222
ACH-000318,0.10612646125723964
ACH-000319,-0.110744973552256
ACH-000320,0.18482247598920032
ACH-000322,0.08379833587081993
ACH-000323,-0.029132205328349307
ACH-000324,0.07465278056353504
ACH-000329,0.1411214211742067
ACH-000330,0.01113769893312924
ACH-000331,0.05195806741192868
ACH-000332,-0.14872307180648936
ACH-000334,-0.1012613255441812
ACH-000335,0.07343722646519747
ACH-000336,-0.12185452937735468
ACH-000337,-0.11048882941257286
ACH-000338,-0.01027576111106554
ACH-000339,0.04865951416278606
ACH-000341,0.03366306654985532
ACH-000348,0.03540977849518505
ACH-000350,-0.1095892011084077
ACH-000352,-0.025583074607991044
ACH-000356,0.047522582851194636
ACH-000361,0.08324871581671588
ACH-000362,-0.07404351535212701
ACH-000363,-0.12441236830200925
ACH-000364,-0.005199361367694486
ACH-000365,0.07781029144278266
ACH-000366,-0.1657263649721098
ACH-000368,0.1366527193728527
ACH-000374,-0.254181479566503
ACH-000375,-0.06758976725129796
ACH-000376,0.02632211005878245
ACH-000381,-0.13729501720444814
ACH-000383,-0.04478085389546738
ACH-000387,-0.03373452250368168
ACH-000389,0.14339991929581958
ACH-000390,0.003693478483509324
ACH-000393,-0.056083927405081904
ACH-000395,-0.12811943051494212
ACH-000396,0.029940933536098887
ACH-000397,-0.09185421141513496
ACH-000401,0.04926686761254199
ACH-000402,-0.04651846547212159
ACH-000403,0.04738595834798544
ACH-000404,0.06157259052976698
ACH-000406,-0.057178309933009215
ACH-000407,0.06368871335339789
ACH-000408,0.039180972069139064
ACH-000410,-0.008869690030211324
ACH-000411,-0.08182012311339625
ACH-000414,0.07360191893661573
ACH-000415,0.010685334118989193
ACH-000416,0.05254174353487938
ACH-000420,-0.009048738484360256
ACH-000421,-0.012267449246973068
ACH-000424,-0.19733056809854024
ACH-000425,-0.04738075091282933
ACH-000426,0.1781614503803409
ACH-000427,0.09732705790418264
ACH-000433,-0.21326742376368074
ACH-000435,-0.02885917923017057
ACH-000436,-0.03261839818349351
ACH-000444,0.03027882648620753
ACH-000445,0.0006036549058380059
ACH-000448,-0.06643770064261878
ACH-000450,-0.1934885920424744
ACH-000452,-0.021630580214460068
ACH-000454,0.07949530233545428
ACH-000458,0.041774178702698624
ACH-000459,0.049057747909845295
ACH-000460,-0.1089040953277833
ACH-000461,-0.15526592813500018
ACH-000463,-0.021510599536265468
ACH-000464,0.19512099679629544
ACH-000466,-0.02451704011548448
ACH-000467,0.040382531101173534
ACH-000468,0.016513354933985498
ACH-000469,-0.062139861414103874
ACH-000470,-0.12923078106601235
ACH-000471,-0.035241948800344036
ACH-000472,-0.037815200813582035
ACH-000473,-0.07224911577900049
ACH-000475,0.010319910481566469
ACH-000476,0.11707577179118445
ACH-000477,-0.0918830960745381
ACH-000479,0.18790264507901644
ACH-000480,-0.07369017819191052
ACH-000481,0.019829567261480312
ACH-000483,-0.057731116388728326
ACH-000484,0.1295151164296795
ACH-000485,0.0893642810542096
ACH-000486,0.00015839061774007272
ACH-000487,-0.038250222799087547
ACH-000488,-0.012814805470634192
ACH-000490,-0.01614149462073551
ACH-000491,0.014923744680689513
ACH-000495,-0.02704293267968155
ACH-000496,0.07519777057303692
ACH-000499,-0.10797962287901837
ACH-000500,0.2300253015211313
ACH-000502,0.055304353288150525
ACH-000503,-0.06872906285117618
ACH-000505,-0.03919712029417236
ACH-000507,-0.11332254773417012
ACH-000510,0.01651838331388399
ACH-000511,0.005660831415844193
ACH-000512,-0.23439171454377014
ACH-000516,0.01736695862761285
ACH-000517,0.019290767077947246
ACH-000518,0.046024273578640515
ACH-000520,0.13593552724754246
ACH-000521,0.17341302536720452
ACH-000522,-0.048487223701832234
ACH-000524,-0.11195292804262792
ACH-000527,-0.10940443702954686
ACH-000528,0.009841934263136756
ACH-000537,0.12766239936902155
ACH-000541,-0.045184411565274384
ACH-000542,-0.062268919918083525
ACH-000544,-0.06154690133606289
ACH-000545,0.03013250475668869
ACH-000547,0.12155012950898345
