,IL17F (112744)
ACH-000252,0.28222682988363434
ACH-000253,-0.22243083254032367
ACH-000255,0.04257015316318991
ACH-000256,-0.12932833116097012
ACH-000257,-0.14110190560092184
ACH-000258,0.01707449576088638
ACH-000259,-0.0915883137843353
ACH-000260,-0.14298563081436158
ACH-000261,-0.1267422057565719
ACH-000262,0.02167163469743796
ACH-000263,0.11169742738706367
ACH-000264,-0.17574682474459005
ACH-000265,-0.14263690207395735
ACH-000266,-0.04291505172104237
ACH-000272,-0.07121860455298863
ACH-000274,-0.05732885473629293
ACH-000277,0.06279172176693155
ACH-000278,-0.05693087816808224
ACH-000279,-0.07807780218219287
ACH-000280,0.01615325208760359
ACH-000281,-0.13224012917163688
ACH-000288,-0.10606738744137496
ACH-000291,-0.0632980734823357
ACH-000293,-0.11239475170674323
ACH-000294,-0.028641780570360018
ACH-000295,-0.064984537621147
ACH-000296,-0.10818815407997824
ACH-000302,-0.019896129221042502
ACH-000304,-0.06684207115904983
ACH-000307,0.02036011319500328
ACH-000308,-0.04741020794571352
ACH-000310,-0.010001156576647905
ACH-000311,0.06403785006228906
ACH-000312,-0.12087424273235532
ACH-000315,-0.1172953288373715
ACH-000316,-0.1933256123784428
ACH-000317,-0.15844940351236345
ACH-000318,-0.19573600286771534
ACH-000319,-0.18092489957618652
ACH-000320,0.00544540840943421
ACH-000322,-0.2585658326324548
ACH-000323,-0.015926383910643792
ACH-000324,-0.05552694549013643
ACH-000329,-0.014203596117059503
ACH-000330,-0.1714716588680353
ACH-000331,-0.2134946324121368
ACH-000332,-0.13507141457684715
ACH-000334,0.05289445047972673
ACH-000335,0.019210719927859814
ACH-000336,0.04912376301502126
ACH-000337,-0.1901485359129624
ACH-000338,-0.0013009609264503998
ACH-000339,-0.07345785189112612
ACH-000341,-0.06689765207423766
ACH-000348,-0.038749827531014816
ACH-000350,0.01746657354483735
ACH-000352,-0.034933442647514815
ACH-000356,-0.23817623032393076
ACH-000361,-0.19832329433568727
ACH-000362,0.011005353156745872
ACH-000363,-0.0577908609368809
ACH-000364,-0.18195530921783926
ACH-000365,-0.11413705129091645
ACH-000366,-0.046671986084585865
ACH-000368,-0.1989495918904881
ACH-000374,-0.11784818918821655
ACH-000375,-0.20721298948404845
ACH-000376,-0.03592406853313333
ACH-000381,-0.13726576637006851
ACH-000383,-0.11667050411436952
ACH-000387,-0.1155196988101984
ACH-000389,-0.16704851099052395
ACH-000390,-0.01634758342855446
ACH-000393,-0.2523921862780653
ACH-000395,0.12138422907076205
ACH-000396,0.0006092590229718084
ACH-000397,-0.02663881532396881
ACH-000401,-0.10002046584138356
ACH-000402,-0.06891698845551696
ACH-000403,-0.032651209630744964
ACH-000404,-0.014626730824855919
ACH-000406,-0.11201093086345527
ACH-000407,0.018101775384065957
ACH-000408,-0.1397643586679753
ACH-000410,-0.037136849811577416
ACH-000411,-0.1008861406383386
ACH-000414,-0.023573100437408814
ACH-000415,-0.10299463243344573
ACH-000416,-0.03355999475828362
ACH-000420,-0.011699467443621964
ACH-000421,-0.13725627370602894
ACH-000424,-0.059363800240025764
ACH-000425,0.01873862716933751
ACH-000426,-0.0904358803446179
ACH-000427,0.0015157548740084798
ACH-000433,-0.058957026603563424
ACH-000435,0.11101808500832784
ACH-000436,-0.030990786090620094
ACH-000444,-0.1283116712208854
ACH-000445,-0.10739403094416697
ACH-000448,-0.05238564012833488
ACH-000450,0.16285507337227711
ACH-000452,-0.05044855240357967
ACH-000454,-0.2682583015689189
ACH-000458,-0.14490260196253127
ACH-000459,0.03399649278835466
ACH-000460,-0.06704047239745042
ACH-000461,-0.1110710178364546
ACH-000463,-0.002354204356006407
ACH-000464,-0.025809458963008385
ACH-000466,-0.09633464164792102
ACH-000467,-0.11935876993275935
ACH-000468,-0.13733049407309808
ACH-000469,-0.11203577748510794
ACH-000470,-0.03116426274191606
ACH-000471,-0.09487710597042256
ACH-000472,0.013389172795027895
ACH-000473,-0.02901828558884248
ACH-000475,-0.04026057514194542
ACH-000476,0.027607991538174833
ACH-000477,-0.022640712722833984
ACH-000479,-0.1489777744659868
ACH-000480,-0.055519659382226125
ACH-000481,-0.05442480853253517
ACH-000483,-0.11143849565358027
ACH-000484,0.03061899216517886
ACH-000485,-0.03663011007497381
ACH-000486,-0.07366422245966875
ACH-000487,-0.15532301223121125
ACH-000488,-0.11081646350750436
ACH-000490,-0.09012654466152124
ACH-000491,-0.03741472385994179
ACH-000495,-0.06019008175888355
ACH-000496,-0.0362557352004546
ACH-000499,-0.10698144645095044
ACH-000500,-0.3974546454366612
ACH-000502,-0.07326759460333268
ACH-000503,-0.1311578419302314
ACH-000505,-0.05643251224429191
ACH-000507,-0.03203810103000356
ACH-000510,-0.1141496014614556
ACH-000511,0.003329514899852588
ACH-000512,0.07121306433324726
ACH-000516,-0.0699175700535479
ACH-000517,-0.08874808209813123
ACH-000518,-0.05489592494128969
ACH-000520,-0.2038863304921286
ACH-000521,-0.04994996963847187
ACH-000522,-0.07550860154062684
ACH-000524,-0.12395858234181065
ACH-000527,-0.0873951502545943
ACH-000528,-0.0769154805354776
ACH-000537,-0.21009394062773049
ACH-000541,0.08290082015480398
ACH-000542,-0.059231092713858985
ACH-000544,-0.02360200375151505
ACH-000545,0.07986630888256566
ACH-000547,0.046948095827695976
ACH-000548,0.007865996946972624
ACH-000549,-0.10185782108318203
ACH-000550,-0.16098555288530444
ACH-000552,-0.15760603184937813
ACH-000556,-0.10378873686810798
ACH-000557,-0.058458463880680316
ACH-000569,-0.07522163439616436
ACH-000570,-0.02585085283023604
ACH-000571,0.028090746132750703
ACH-000573,-0.020668793309279364
ACH-000576,-0.09283845529199344
ACH-000579,0.07203452018566163
ACH-000580,-0.005935314759708591
ACH-000584,-0.008066599403705427
ACH-000585,-0.053543655330863436
ACH-000588,-0.060513202669768076
ACH-000589,-0.06333749157572849
ACH-000591,-0.10637520394431646
ACH-000593,-0.012344977796723356
ACH-000600,-0.07795206037057004
ACH-000601,-0.002344229527773079
ACH-000605,-0.11151514326646976
ACH-000606,-0.1365433868697197
ACH-000608,-0.008259869088374809
ACH-000614,0.028006158830747075
ACH-000616,-0.13749244630212806
ACH-000618,-0.10747619336362524
ACH-000619,-0.011175201542103722
ACH-000620,-0.010317808239406123
ACH-000621,-0.14792274020657334
ACH-000622,-0.10783754800173033
ACH-000623,-0.09067023871806283
ACH-000624,-0.047694604389742684
ACH-000627,-0.03632593796430143
ACH-000630,-0.1683740516809369
ACH-000631,-0.2379424440820779
ACH-000632,-0.03282427475179589
ACH-000633,0.0006191308425592325
ACH-000637,-0.10313304058369648
ACH-000638,-0.13483627357693914
ACH-000646,-0.18929646241807666
ACH-000647,-0.15127282104493628
ACH-000648,-0.1271268381295057
ACH-000649,-0.0049848588267892725
ACH-000651,-0.11153572930822124
ACH-000652,-0.1055193986930101
ACH-000653,-0.2100091145597288
ACH-000657,-0.1104566620110322
ACH-000658,-0.13113791233750685
ACH-000661,-0.057171260385683174
ACH-000662,0.019631632211213862
ACH-000663,-0.13521307506450306
ACH-000665,-0.07753717544026179
ACH-000671,-0.06520647756235996
ACH-000672,-0.4243778253706356
ACH-000673,-0.04215017344469492
ACH-000676,-0.07105264744829906
ACH-000677,-0.112336760582354
ACH-000681,0.02281105550764367
ACH-000683,-0.17665065238843913
ACH-000684,0.09822988686707228
ACH-000688,-0.16871386082783724
ACH-000693,-0.06419443544921356
ACH-000694,-0.010455587724616943
ACH-000695,-0.04884475754593722
ACH-000696,-0.02021006160802725
ACH-000697,-0.12396051772287882
ACH-000699,-0.07538137183665289
ACH-000701,-0.11759305823671265
ACH-000706,-0.13215855438770194
ACH-000711,-0.06285195213034901
ACH-000713,-0.29942410582074064
ACH-000714,-0.1894775613151568
ACH-000718,-0.07330947632012698
ACH-000720,-0.09016391632332672
ACH-000721,-0.1653273999448893
ACH-000724,0.13797799585878756
ACH-000725,-0.07498668433350728
ACH-000732,-0.11127352497043944
ACH-000734,-0.12465916968480717
ACH-000735,0.04128152702119448
ACH-000736,0.03357002964387548
ACH-000738,-0.10226797622554157
ACH-000746,-0.0692335168917379
ACH-000747,-0.0687568905991152
ACH-000748,-0.005850890478101894
ACH-000753,-0.05594272779742779
ACH-000756,-0.042254414136738944
ACH-000757,-0.004165304349239922
ACH-000758,-0.05997250738303346
ACH-000760,0.00810793410045752
ACH-000762,-0.04330914099126595
ACH-000763,-0.12790069711232294
ACH-000764,-0.18568996532799767
ACH-000765,0.02251240324766711
ACH-000766,-0.1852541464897417
ACH-000767,-0.047650072556679024
ACH-000768,-0.08499418139180044
ACH-000769,-0.09102922447075047
ACH-000770,-0.045552858073172914
ACH-000771,-0.060136036386954986
ACH-000773,-0.0966064150205114
ACH-000776,-0.026312057670658768
ACH-000777,-0.19741005925664534
ACH-000778,-0.19357728787606068
ACH-000781,-0.12302491083123547
ACH-000782,-0.13274808125056556
ACH-000783,-0.029393628246167168
ACH-000784,-0.08371717466972167
ACH-000785,0.06029391018320091
ACH-000787,-0.0038454781249154437
ACH-000788,0.005692358708481911
ACH-000791,-0.17507123213691247
ACH-000792,-0.19448141715143294
ACH-000794,-0.04850121169246197
ACH-000796,-0.0020955599220402322
ACH-000798,-0.19456966224895028
ACH-000799,-0.0933683780192998
ACH-000800,-0.13770244701274584
ACH-000802,-0.09847007647440932
ACH-000804,-0.06654753501777347
ACH-000805,-0.07176647082579295
ACH-000809,-0.11133553308810716
ACH-000810,-0.2247779200300708
ACH-000811,-0.09222615850269808
ACH-000817,-0.04582167915621562
ACH-000819,-0.1025285346247758
ACH-000820,0.06858180001828201
ACH-000821,-0.010869868171976046
ACH-000822,-0.09761563438597033
ACH-000823,-0.0625581558340034
ACH-000824,0.05783487704234869
ACH-000827,-0.07802220007976661
ACH-000829,0.020105320019281097
ACH-000831,-0.3654614077743784
ACH-000832,-0.09947478131989723
ACH-000833,-0.14098454498672525
ACH-000834,-0.029930050665626932
ACH-000835,-0.022725436560877117
ACH-000836,-0.01382378726686494
ACH-000837,-0.10793184394468676
ACH-000838,0.11687360033038915
ACH-000839,-0.03757456780562559
ACH-000840,0.016353026720085942
ACH-000841,-0.14114429550017546
ACH-000843,0.003711645669865872
ACH-000846,-0.03239753732425653
ACH-000847,0.019625777912716958
ACH-000848,-0.13856530425182453
ACH-000849,-0.04863253771580338
ACH-000851,-0.19826235371379314
ACH-000855,-0.2250465414320391
ACH-000856,-0.103037495329559
ACH-000858,-0.08878156622932261
ACH-000859,-0.269063963577982
ACH-000861,0.03709359139316469
ACH-000862,0.005665722299721983
ACH-000865,-0.08084433342730422
ACH-000866,-0.16298875052495382
ACH-000867,-0.0912813714247422
ACH-000869,-0.0680763298703435
ACH-000872,0.0532881404680797
ACH-000873,-0.2759131675013981
ACH-000876,-0.2159572185091234
ACH-000878,-0.02237253091491702
ACH-000880,-0.1652046709632012
ACH-000881,0.031550335173541035
ACH-000882,-0.1010453218601301
ACH-000884,-0.13190547815305556
ACH-000885,-0.0283627064692886
ACH-000887,0.002636207252354587
ACH-000889,-0.0857577691857592
ACH-000896,-0.038161591833169625
ACH-000898,-0.16734385320206122
ACH-000900,-0.019224302240939732
ACH-000901,-0.06794930087949465
ACH-000905,-0.10298228918036006
ACH-000906,-0.11682026122399375
ACH-000907,-0.039597865659528914
ACH-000910,-0.08742688878055478
ACH-000911,-0.051441588587818235
ACH-000912,-0.08614817126891824
ACH-000913,0.0036322546928772986
ACH-000915,-0.06632711268927066
ACH-000916,-0.2168864844594335
ACH-000917,-0.09990359264412893
ACH-000920,-0.3490371158980369
ACH-000921,-0.1072293600512668
ACH-000924,-0.009993706181539837
ACH-000926,-0.09123138519276032
ACH-000928,-0.13688161629183032
ACH-000929,-0.1839342718996768
ACH-000932,-0.17359709360463849
ACH-000935,0.04631355441416633
ACH-000936,-0.0906898907486502
ACH-000937,-0.16823280308417735
ACH-000938,-0.13462864168244276
ACH-000939,-0.07340712462884218
ACH-000941,-0.13046334951547986
ACH-000943,-0.0879294997601168
ACH-000946,-0.024067097461964903
ACH-000947,-0.049657146361140735
ACH-000948,-0.10619208055075946
ACH-000950,-0.06747134154532755
ACH-000953,0.001994640426011622
ACH-000954,-0.1528632034029153
ACH-000957,-0.14539499578799925
ACH-000958,-0.1463439076815013
ACH-000960,-0.01091288884234933
ACH-000963,-0.17289175361382275
ACH-000968,0.009893660701596791
ACH-000969,-0.0949854652973062
ACH-000972,0.0005585992393464109
ACH-000973,-0.11947807843006218
ACH-000974,-0.09243335161454183
ACH-000978,-0.19260017291961906
ACH-000984,-0.09733273279017783
ACH-000986,-0.16399131501468714
ACH-000988,-0.08288672206362177
ACH-000993,0.04443577344066764
ACH-000994,0.00800751134476594
ACH-000996,-0.0878423231635763
ACH-001001,-0.03241411891151083
ACH-001020,-0.10997467292761012
ACH-001028,0.009782401802109066
ACH-001031,0.056622542355703125
ACH-001038,-0.1081247431344446
ACH-001048,-0.1363309145289601
ACH-001050,-0.03327496104497172
ACH-001053,-0.1440041820575461
ACH-001054,-0.004880154546783273
ACH-001061,-0.0859363342660426
ACH-001067,-0.15927032810066366
ACH-001075,-0.06330880818197507
ACH-001096,-0.06261576355254482
ACH-001111,-0.1596566057673721
ACH-001119,0.057016127485748525
ACH-001128,-0.08607164263479934
ACH-001134,0.017290835017276476
ACH-001151,-0.11864761481276115
ACH-001163,0.08036074198324836
ACH-001164,-0.03164339105068592
ACH-001183,-0.1270983913324733
ACH-001192,-0.06706005524403139
ACH-001193,-0.042843197800533785
ACH-001196,-0.13545617241379987
ACH-001197,-0.16684581550424918
ACH-001205,0.04626114277606395
ACH-001211,-0.09366874991976247
ACH-001212,-0.08408202156656955
ACH-001228,-0.1475841708199348
ACH-001232,-0.09298039360253746
ACH-001239,0.040599057469596564
ACH-001270,0.20070709260871075
ACH-001274,-0.032226318925437154
ACH-001275,0.008815635521879452
ACH-001277,-0.03141340327218548
ACH-001278,-0.014836675367858812
ACH-001280,-0.019834123212771684
ACH-001283,-0.1888986172331312
ACH-001289,-0.014588307140571213
ACH-001300,-0.07400444479913422
ACH-001301,-0.030906885250742432
ACH-001302,0.0072695460212502845
ACH-001306,-0.05239278131754476
ACH-001318,-0.06912853737509621
ACH-001322,-0.07030926180747696
ACH-001328,-0.20463515331684226
ACH-001332,0.2496803733962209
ACH-001336,-0.10626439605494048
ACH-001346,-0.14536905325725075
ACH-001353,-0.08233268921182202
ACH-001354,0.06544642543676632
ACH-001367,-0.03434881218692628
ACH-001368,-0.07099384454359639
ACH-001374,0.05589434438696684
ACH-001377,-0.2252141996419593
ACH-001380,0.003392840739323657
ACH-001391,-0.050100603762549344
ACH-001408,0.05468470222607294
ACH-001430,-0.2443172757088421
ACH-001431,0.005044071386174628
ACH-001450,0.01813655156799583
ACH-001496,-0.08121172034082974
ACH-001500,-0.01980754434118881
ACH-001523,-0.07769702090669472
ACH-001532,0.005443011804010637
ACH-001550,-0.03587581844228885
ACH-001552,-0.13785105502974285
ACH-001554,-0.1440894879813197
ACH-001654,-0.13391902139056136
ACH-001735,-0.06971574183203956
ACH-001736,-0.10004280611313686
ACH-001737,0.08292294638135438
ACH-001740,-0.1477197620723486
ACH-001745,-0.1091789763949582
ACH-001765,-0.23664579217676196
