,GGPS1 (9453)
ACH-000004,-1.2816117885131992
ACH-000005,-0.5107757552022631
ACH-000007,-0.941098405850978
ACH-000009,-1.0646116323202883
ACH-000011,-0.8119999624735512
ACH-000012,-1.0525090286356216
ACH-000013,-0.8939505207875638
ACH-000014,-0.9916189140469472
ACH-000015,-1.0564444884133692
ACH-000017,-0.5174315972413147
ACH-000018,-1.2236737774411204
ACH-000019,-0.5588766615420131
ACH-000021,-1.2487418553442893
ACH-000022,-1.1257878089605995
ACH-000025,-1.2731377982996193
ACH-000028,-0.9413047512773299
ACH-000030,-1.027499820323624
ACH-000035,-1.069333373940642
ACH-000036,-0.8654090197396739
ACH-000037,-1.1915739427714125
ACH-000039,-1.153891498106599
ACH-000040,-1.2363186804094437
ACH-000041,-1.099879335252117
ACH-000042,-1.1519398237516174
ACH-000045,-0.9884217750450952
ACH-000047,-0.9893687371063336
ACH-000052,-1.27080651278056
ACH-000053,-1.012110169807653
ACH-000054,-1.1288496406320865
ACH-000055,-1.0076986052524008
ACH-000060,-1.018621482246814
ACH-000067,-1.2751872114043867
ACH-000070,-0.9398196251773994
ACH-000075,-1.4539053311287982
ACH-000078,-1.0451874613024508
ACH-000082,-0.9333184171816326
ACH-000085,-0.941748485370958
ACH-000086,-1.225506791779235
ACH-000087,-1.1174821663067735
ACH-000092,-1.1356246938442232
ACH-000095,-0.9922974916859248
ACH-000097,-0.5952037587946822
ACH-000098,-1.3293700215014932
ACH-000099,-1.0427385619886635
ACH-000108,-1.2098704465128154
ACH-000113,-0.6613759002594752
ACH-000116,-0.738986671761297
ACH-000118,-0.9693098925088066
ACH-000120,-0.8899765861322751
ACH-000123,-0.924260638433003
ACH-000127,-1.1124706970905358
ACH-000128,-1.105586458599249
ACH-000132,-1.2352885375250775
ACH-000133,-1.0897784939317814
ACH-000137,-1.1402397786159388
ACH-000138,-0.9697956003678252
ACH-000142,-1.2628991692210705
ACH-000143,-1.2237110882950095
ACH-000146,-0.9037461172551448
ACH-000148,-1.0313948915156022
ACH-000150,-0.9390741487389276
ACH-000152,-1.1027353131814863
ACH-000153,-1.198679724618279
ACH-000159,-0.96103797145261
ACH-000160,-1.0703551276357208
ACH-000163,-0.8774223104977381
ACH-000167,-1.4078920374009571
ACH-000168,-1.3272729098981964
ACH-000169,-1.1480784512582574
ACH-000178,-0.8489750499568111
ACH-000183,-1.066264136989084
ACH-000188,-0.9031097086116924
ACH-000189,-1.048827292518455
ACH-000190,-1.432609171708257
ACH-000198,-0.9859966832981201
ACH-000203,-0.9370063289002528
ACH-000204,-1.3932403365776471
ACH-000206,-0.7773447581860772
ACH-000207,-0.9016788794984452
ACH-000208,-0.9185880434958376
ACH-000210,-1.2218679149008205
ACH-000211,-0.9483278446613118
ACH-000215,-1.1102097619311482
ACH-000221,-1.196177397871193
ACH-000222,-0.9219426499911064
ACH-000223,-0.8379412352840315
ACH-000226,-0.9625505585480936
ACH-000227,-0.7449101377258454
ACH-000228,-1.1418857307539425
ACH-000231,-1.1198881301989163
ACH-000232,-1.0586382816551363
ACH-000233,-0.767001322892413
ACH-000234,-0.9294428090578024
ACH-000235,-1.032545398689768
ACH-000237,-1.1263148992390022
ACH-000238,-0.9468079513207268
ACH-000242,-1.1784247477376053
ACH-000243,-1.0068315859597552
ACH-000244,-1.1525056059167866
ACH-000246,-0.9128105785323062
ACH-000248,-1.0153466110188876
ACH-000250,-1.0895348131106748
ACH-000251,-1.2923896773404857
ACH-000252,-1.3523020408603443
ACH-000253,-1.0010450005675495
ACH-000255,-0.8803657277392227
ACH-000256,-0.7574906931622227
ACH-000257,-1.0416946744108306
ACH-000258,-0.7320633284589695
ACH-000259,-0.9330858541983816
ACH-000260,-0.9985923785868042
ACH-000261,-1.1595402200308678
ACH-000262,-1.1777840743044643
ACH-000263,-1.059024424212445
ACH-000264,-1.3472057472999264
ACH-000265,-0.9976685456467408
ACH-000266,-1.061821430178913
ACH-000272,-1.0350864695281468
ACH-000274,-0.7365337898622839
ACH-000277,-0.9484895439407643
ACH-000278,-0.8483487891610252
ACH-000279,-1.2784984934075765
ACH-000280,-0.9915292979811946
ACH-000281,-1.1848084754270949
ACH-000288,-1.1776024522040596
ACH-000291,-1.1798190472857528
ACH-000293,-0.7077968919971497
ACH-000294,-1.1680572020453084
ACH-000295,-1.437887691291249
ACH-000296,-1.2671274687533187
ACH-000302,-0.7199237198738528
ACH-000304,-0.9022524559252872
ACH-000307,-1.048251303646912
ACH-000308,-0.6748701259906305
ACH-000310,-0.7669730688964074
ACH-000311,-0.9484007659958852
ACH-000312,-1.0554954090530029
ACH-000315,-0.959412843044861
ACH-000316,-0.8957656800834833
ACH-000317,-1.0683189232356851
ACH-000318,-1.1949250850213131
ACH-000319,-1.2148260303540035
ACH-000320,-1.0100311191871998
ACH-000322,-0.8301406314827667
ACH-000323,-0.9884018706183209
ACH-000324,-0.9674647663002028
ACH-000329,-1.0508932956777388
ACH-000330,-0.4917026639254106
ACH-000331,-0.8047846790142545
ACH-000332,-0.9751177142065831
ACH-000334,-0.6843448751254237
ACH-000335,-0.9961215370744416
ACH-000336,-0.7200098012127831
ACH-000337,-0.9502107626152968
ACH-000338,-1.2885328999410293
ACH-000339,-1.11515676114809
ACH-000341,-1.1642318135239982
ACH-000348,-1.0974958862165567
ACH-000350,-0.4888266406209055
ACH-000352,-1.0579402320541085
ACH-000356,-1.5097774622331113
ACH-000361,-1.3322253097329615
ACH-000362,-0.8987285977615219
ACH-000363,-0.7998105262858749
ACH-000364,-0.9081034930754556
ACH-000365,-1.2419407350990814
ACH-000366,-1.2641845927879771
ACH-000368,-1.3281562927502732
ACH-000374,-1.1819884748279132
ACH-000375,-1.067801280393213
ACH-000376,-1.0993182170056053
ACH-000381,-1.0166362678484295
ACH-000383,-1.3232475485380095
ACH-000387,-1.2185404341636663
ACH-000389,-0.9246061638029288
ACH-000390,-1.1437637070114557
ACH-000393,-1.1751682114336266
ACH-000395,-1.1599137302347071
ACH-000396,-0.9274451463809482
ACH-000397,-1.149128970317634
ACH-000401,-0.976249380012286
ACH-000402,-0.6540095584884509
ACH-000403,-1.0622139410546112
ACH-000404,-0.65194202633163
ACH-000406,-1.0307124526592517
ACH-000407,-1.1847753547549584
ACH-000408,-1.295515804233713
ACH-000410,-1.2666791914537778
ACH-000411,-0.8488438615973467
ACH-000414,-0.8659492914178935
ACH-000415,-1.2252173113401266
ACH-000416,-1.047459514967764
ACH-000420,-0.9721495612406708
ACH-000421,-1.0485043942270167
ACH-000424,-1.25169163904445
ACH-000425,-1.1616711463729623
ACH-000426,-0.5685728587679708
ACH-000427,-0.9947507790412928
ACH-000433,-1.0252328947115763
ACH-000435,-0.8313361035404463
ACH-000436,-0.8399137719226357
ACH-000444,-1.2334598849775815
ACH-000445,-1.3813194842716692
ACH-000448,-0.9354029873166126
ACH-000450,-0.7216303652630269
ACH-000452,-1.2860791993308305
ACH-000454,-1.3119562722460585
ACH-000458,-0.9939073086042194
ACH-000459,-0.2539075102040612
ACH-000460,-1.0755321389229904
ACH-000461,-1.0655096627995524
ACH-000463,-0.9168726100780984
ACH-000464,-1.2731585540922483
ACH-000466,-1.052244305023597
ACH-000467,-1.1528999737992651
ACH-000468,-1.3648537268028602
ACH-000469,-1.078790921657058
ACH-000470,-1.2215870608062132
ACH-000471,-1.188078777279976
ACH-000472,-1.2285735834744955
ACH-000473,-0.9657802541124793
ACH-000475,-1.0225994369315843
ACH-000476,-0.8440481332721472
ACH-000477,-0.8372642474597621
ACH-000479,-1.411030382206532
ACH-000480,-0.8744482201210464
ACH-000481,-0.6812019985109451
ACH-000483,-0.8846790642727709
ACH-000484,-0.3718954855343433
ACH-000485,-1.0492536057041748
ACH-000486,-0.92479109160969
ACH-000487,-0.9655489462578078
ACH-000488,-0.8203902709438587
ACH-000490,-0.9143489627697996
ACH-000491,-0.7912152277146441
ACH-000495,-1.1232183303272485
ACH-000496,-1.0453320293490078
ACH-000499,-0.795790740591293
ACH-000500,-1.3934988355368985
ACH-000502,-0.9705231462737416
ACH-000503,-0.8879205320833727
ACH-000505,-0.9444050577174068
ACH-000507,-1.037104699031956
ACH-000510,-1.1355963740283401
ACH-000511,-1.1119747519697956
ACH-000512,-0.956397996368678
ACH-000516,-1.1814852130776226
ACH-000517,-1.0837014803123453
ACH-000518,-1.276953404150064
ACH-000520,-1.1340816232557838
ACH-000521,-1.1657412247487342
ACH-000522,-1.2746901039500285
ACH-000524,-0.772082903921537
ACH-000527,-0.9954916188968556
ACH-000528,-0.9845715935910102
ACH-000537,-0.8275943580632105
ACH-000541,-0.960679516733324
ACH-000542,-1.2011812471587628
ACH-000544,-1.0516512243210103
ACH-000545,-1.0615852931098542
ACH-000547,-1.0996358320256912
ACH-000548,-1.1736244611366902
ACH-000549,-1.1135541377368865
ACH-000550,-1.398307870453893
ACH-000552,-1.0671331505800807
ACH-000556,-1.0453032212570914
ACH-000557,-0.9253722696424178
ACH-000569,-1.1791667218416149
ACH-000570,-1.044535375757656
ACH-000571,-1.0880912396162221
ACH-000573,-1.170146237704419
ACH-000576,-0.7987019285272099
ACH-000579,-0.9868969376356881
ACH-000580,-0.9046383041215784
ACH-000584,-1.1164854822459844
ACH-000585,-0.9963997959521126
ACH-000588,-1.1246388435542545
ACH-000589,-0.7844419765272741
ACH-000591,-0.9891836790928552
ACH-000593,-1.0624471436548548
ACH-000600,-0.9381586058986106
ACH-000601,-0.9874881052526819
ACH-000605,-0.8473543301822067
ACH-000606,-1.0033077182738654
ACH-000608,-0.6411354001345064
ACH-000614,-0.9814289817749928
ACH-000616,-1.2057656571815003
ACH-000618,-0.8601274359019337
ACH-000619,-1.0873503641807123
ACH-000620,-1.0372606310011798
ACH-000621,-0.6599141365751594
ACH-000622,-0.8310222025681572
ACH-000623,-1.0948393793195743
ACH-000624,-1.0969752586945234
ACH-000627,-1.3131265245451529
ACH-000630,-1.1581118122648228
ACH-000631,-1.256891107194794
ACH-000632,-1.1653226703923183
ACH-000633,-0.8544155569402426
ACH-000637,-0.9114948743890992
ACH-000638,-1.0367554433369817
ACH-000646,-0.7636600767666328
ACH-000647,-0.9828465074125656
ACH-000648,-0.8658264340029898
ACH-000649,-1.0394616019233345
ACH-000651,-1.0838400968514266
ACH-000652,-1.3996560491577628
ACH-000653,-1.1529147740372727
ACH-000657,-0.9856359225669536
ACH-000658,-0.9241720397406604
ACH-000661,-0.8569260317427675
ACH-000662,-0.9421802166293616
ACH-000663,-0.8174576945448733
ACH-000665,-1.008343007014897
ACH-000671,-0.9994361559940059
ACH-000672,-1.4173108748035732
ACH-000673,-1.2611971706232836
ACH-000676,-1.1854409647013315
ACH-000677,-0.5386887921308481
ACH-000681,-1.0703222654861446
ACH-000683,-1.0821408505024843
ACH-000684,-1.1851864683024134
ACH-000688,-1.2568586261406116
ACH-000693,-1.070895564335122
ACH-000694,-0.9830906431555496
ACH-000695,-0.5460949595848306
ACH-000696,-0.9399881100313928
ACH-000697,-0.857667429793615
ACH-000699,-0.7216777177820342
ACH-000701,-0.4902091730951635
ACH-000706,-0.9307899509351508
ACH-000711,-1.0729772332215788
ACH-000713,-1.2083293410792213
ACH-000714,-0.7737745570116424
ACH-000718,-1.1150796132777792
ACH-000720,-1.0550200157508485
ACH-000721,-1.1832967025031271
ACH-000724,-0.8366195996800994
ACH-000725,-0.3183737148824518
ACH-000732,-0.971038546304965
ACH-000734,-1.0763872192604045
ACH-000735,-1.1531380867998111
ACH-000736,-0.8342470747394033
ACH-000738,-1.0144664521354405
ACH-000746,-1.1942493738885418
ACH-000747,-1.0639328793333578
ACH-000748,-1.214898358073888
ACH-000753,-1.0832569774416967
ACH-000756,-0.9331428335297473
ACH-000757,-1.1263636729244495
ACH-000758,-0.8957629590351135
ACH-000760,-0.9134344556373516
ACH-000762,-0.9399277311307891
ACH-000763,-0.5328881232464993
ACH-000764,-1.1429520379919558
ACH-000765,-1.2681842224081197
ACH-000766,-1.1540722064101383
ACH-000767,-0.9718860507401615
ACH-000768,-0.9975061139457416
ACH-000769,-1.0974279039050514
ACH-000770,-0.962718998658364
ACH-000771,-0.8616052412423834
ACH-000773,-0.8193486204620799
ACH-000776,-0.8126786820230042
ACH-000777,-1.0962575702100754
ACH-000778,-1.1264069128363827
ACH-000781,-1.0217443534203694
ACH-000782,-0.8317376147139068
ACH-000783,-0.5942245539292333
ACH-000784,-1.0595827090583574
ACH-000785,-0.6914060800059635
ACH-000787,-1.0436114420624598
ACH-000788,-1.0956586916752522
ACH-000791,-0.8431942959668397
ACH-000792,-0.93639342682567
ACH-000794,-1.0094881706580134
ACH-000796,-1.0523297719289637
ACH-000798,-0.9698689050424424
ACH-000799,-0.8451729429285167
ACH-000800,-0.8151516350637409
ACH-000802,-0.8667475606844253
ACH-000804,-0.9742473780210116
ACH-000805,-0.9571496109845944
ACH-000809,-1.0042392372813531
ACH-000810,-1.0231363355299348
ACH-000811,-1.0876919967810117
ACH-000817,-1.0435551076494225
ACH-000819,-1.0773385723199624
ACH-000820,-1.1887886390233775
ACH-000821,-0.8063800441605347
ACH-000822,-1.4017363153752118
ACH-000823,-0.9408796657642444
ACH-000824,-0.9547732857734692
ACH-000827,-0.9816262590711516
ACH-000829,-0.9078223627498492
ACH-000831,-1.0000124158289219
ACH-000832,-1.1023331001384338
ACH-000833,-1.3515570217548163
ACH-000834,-1.047248395933843
ACH-000835,-1.1625823484662974
ACH-000836,-1.2721644889955133
ACH-000837,-0.7507002250962994
ACH-000838,-0.9303471150115284
ACH-000839,-1.0705423042252105
ACH-000840,-1.090139683509543
ACH-000841,-1.1789213780198882
ACH-000843,-0.9665083225929036
ACH-000846,-0.8962631162486686
ACH-000847,-1.1134091144876912
ACH-000848,-0.9945606171597224
ACH-000849,-1.045793610011143
ACH-000851,-1.0901258675667276
ACH-000855,-1.1299067364179995
ACH-000856,-0.8618445822550507
ACH-000858,-0.9816476709186382
ACH-000859,-1.223060982786131
ACH-000861,-1.1242429203760993
ACH-000862,-1.113001279168559
ACH-000865,-1.0294220139856591
ACH-000866,-0.8030040438887499
ACH-000867,-0.6434601981835053
ACH-000869,-1.1876104225515505
ACH-000872,-1.0436198517548168
ACH-000873,-1.391024986448984
ACH-000876,-0.4720036829796175
ACH-000878,-1.2296732941005724
ACH-000880,-0.8302014089584784
ACH-000881,-1.0432334457754262
ACH-000882,-1.030591868676446
ACH-000884,-1.0632453341715336
ACH-000885,-1.031985971357394
ACH-000887,-0.97852305772021
ACH-000889,-0.99801624335218
