,FIS1 (51024)
ACH-000258,-0.2792835909822986
ACH-000259,-0.24349644597078446
ACH-000260,-0.5450643172689155
ACH-000261,-0.28634342586873146
ACH-000262,-0.1396247786762426
ACH-000263,-0.3812997615872678
ACH-000264,-0.2418848178084877
ACH-000265,-0.4025421448267867
ACH-000266,-0.9816737895702186
ACH-000272,-0.225943653386054
ACH-000274,-0.3024804134111381
ACH-000277,-0.22106366951083686
ACH-000278,-0.5187731509351842
ACH-000279,-0.33366276302136794
ACH-000280,-0.29661893395480354
ACH-000281,-0.2436939508370362
ACH-000288,-0.2508722030094628
ACH-000291,-0.1896468389061085
ACH-000293,-0.2475212100582994
ACH-000294,-0.8012471163000129
ACH-000295,-0.17069695484522682
ACH-000296,-0.6090348166268691
ACH-000302,-0.5603221246364545
ACH-000304,-0.5955460631759177
ACH-000307,-0.7118917611935686
ACH-000308,-0.5627547619839046
ACH-000310,-0.38934760639395866
ACH-000311,-0.21273633202357212
ACH-000312,-0.15697558849802054
ACH-000315,-0.5950249573680589
ACH-000316,-0.1720703778445359
ACH-000317,-0.28752562143114274
ACH-000318,-0.7860674769582876
ACH-000319,-0.21492845628477825
ACH-000320,-0.4718898872796232
ACH-000322,-0.2417008556097837
ACH-000323,-0.2217990960892232
ACH-000324,-0.3461728979128748
ACH-000329,-0.1908264118178824
ACH-000330,-0.6201996746514622
ACH-000331,-0.4509182237701812
ACH-000332,-0.5117046500561891
ACH-000334,-0.2272995528490964
ACH-000335,-0.3308456677768318
ACH-000336,-0.7572577077716359
ACH-000337,-0.592591633901514
ACH-000338,-0.5096083796097836
ACH-000339,-0.5827152544023424
ACH-000341,-0.3174701052693005
ACH-000348,-0.3135012758313778
ACH-000350,-0.1820188784640584
ACH-000352,-0.1182516463043546
ACH-000356,-0.062212526521271024
ACH-000361,-0.223794030544342
ACH-000362,-0.35977854696550393
ACH-000363,-0.088284438135786
ACH-000364,-0.4142055114737899
ACH-000365,-0.24806097212471684
ACH-000366,-0.2468980107194502
ACH-000368,-0.29284540172180323
ACH-000374,-0.5086447986265428
ACH-000375,-0.2319102509993773
ACH-000376,-0.39362822817719656
ACH-000381,-0.2773115007015711
ACH-000383,-0.2617219837516528
ACH-000387,-0.7949795585089493
ACH-000389,-0.18932303521522809
ACH-000390,-0.3339338566323601
ACH-000393,-0.34259491955843485
ACH-000395,-0.5722987011809124
ACH-000396,-0.4506531013946852
ACH-000397,-0.4676564728946198
ACH-000401,-0.7013515363124869
ACH-000402,-0.1156133437102944
ACH-000403,-0.35478499222870563
ACH-000404,-0.9007714824397869
ACH-000406,-0.18522252766299335
ACH-000407,-0.492629612216601
ACH-000408,-0.4630659396019927
ACH-000410,-0.4623665720456255
ACH-000411,-0.19084713367903566
ACH-000414,-0.2716428767314309
ACH-000415,-0.3892045158259497
ACH-000416,-0.27777637870314303
ACH-000420,-0.0871581097490525
ACH-000421,-0.2582363461699834
ACH-000424,-0.2713020577785243
ACH-000425,-0.41716182759855897
ACH-000426,-0.6380911160503561
ACH-000427,-0.37537664502900414
ACH-000433,-0.3998238504389799
ACH-000435,-0.5893087478654363
ACH-000436,-0.2600714287705508
ACH-000444,-0.6902308277381763
ACH-000445,-0.4892094341271943
ACH-000448,-0.488322964605195
ACH-000450,-0.2325121882059249
ACH-000452,-1.2648062295462263
ACH-000454,-0.21596955478326468
ACH-000458,-0.4747510215567008
ACH-000459,-0.1076780202357495
ACH-000460,-0.5042111834084098
ACH-000461,-0.149089139058496
ACH-000463,-0.2723376250911012
ACH-000464,-0.2099435419387816
ACH-000466,-0.3853351610829251
ACH-000467,-0.22453186958643795
ACH-000468,-0.4663050798565719
ACH-000469,-0.4389131050491905
ACH-000470,-0.4883156264728176
ACH-000471,-0.15074063120405773
ACH-000472,-0.456634822749654
ACH-000473,-0.5745226257892686
ACH-000475,-0.2908026820253273
ACH-000476,-0.2671076137841758
ACH-000477,-0.3109061832830798
ACH-000479,-0.3006616871404777
ACH-000480,-0.2146601925455433
ACH-000481,-0.288882742578348
ACH-000483,-0.7082660553592238
ACH-000484,-0.13550076502769315
ACH-000485,-0.428670878001063
ACH-000486,-0.3714830944736694
ACH-000487,-0.3631730842718022
ACH-000488,-0.36137586584770265
ACH-000490,-0.7656838004083834
ACH-000491,-0.4894414832530818
ACH-000495,-0.3330303957434811
ACH-000496,-0.14189049260079944
ACH-000499,-0.3436088831129931
ACH-000500,-0.4382924405721198
ACH-000502,-0.08810857642874187
ACH-000503,-0.5269924542218822
ACH-000505,-0.4968119427332368
ACH-000507,-0.39272433055624
ACH-000510,-0.2561147612076445
ACH-000511,-0.5677038747711758
ACH-000512,-0.4182127628076922
ACH-000516,-0.5674241483415416
ACH-000517,-0.2230009128047707
ACH-000518,-0.3898818536229704
ACH-000520,-0.3144116588506813
ACH-000521,-0.3301229397121862
ACH-000522,-0.151396591954927
ACH-000524,-0.3028276536182887
ACH-000527,-0.5874240855512102
ACH-000528,-0.19395121177645128
ACH-000537,-0.09637589424184018
ACH-000541,0.06457854683267966
ACH-000542,-0.35383383066046903
ACH-000544,-0.3743498880327068
ACH-000545,-0.6810514103249504
ACH-000547,-0.08082855311092871
ACH-000548,-0.25830376378315023
ACH-000549,-0.6234171826455533
ACH-000550,-0.3247637277733048
ACH-000552,-0.23537060316543976
ACH-000556,-0.4864665887345196
ACH-000557,-0.4587537521032826
ACH-000569,-0.6388834367185396
ACH-000570,-0.11283523215250825
ACH-000571,-0.2067335265865088
ACH-000573,-0.17690931345494446
ACH-000576,-0.31472353922303536
ACH-000579,-0.14158782049663265
ACH-000580,-0.1513870055919976
ACH-000584,-0.5386245620017119
ACH-000585,-0.28442297755261875
ACH-000588,-0.6291680013649836
ACH-000589,-0.2329516129388398
ACH-000591,-0.22512617582681194
ACH-000593,-0.4094121611983564
ACH-000600,-0.2387928083324513
ACH-000601,-0.1457977111629774
ACH-000605,-0.14032882797816054
ACH-000606,-0.8453465000532727
ACH-000608,-0.2854568250897311
ACH-000614,-0.3568465444287097
ACH-000616,-0.4465943622115857
ACH-000618,-0.4754060278344368
ACH-000619,-0.5201642906125163
ACH-000620,-0.8037106720393091
ACH-000621,-0.3691114322191728
ACH-000622,-0.34677652140985193
ACH-000623,-0.2616001256194805
ACH-000624,-0.3025636948708912
ACH-000627,-0.3192118647267849
ACH-000630,-0.8991930930913437
ACH-000631,-0.5099883726863698
ACH-000632,-0.025910522431145628
ACH-000633,-0.18301208255021964
ACH-000637,-0.4915683821681592
ACH-000638,-0.2728856751400301
ACH-000646,-0.2335434547467515
ACH-000647,-1.022491643545044
ACH-000648,-0.3317072262657223
ACH-000649,-0.2400585274770135
ACH-000651,-0.9174873349127769
ACH-000652,-0.2954421090658533
ACH-000653,-0.3595488380390445
ACH-000657,-0.4336118660335509
ACH-000658,-0.3623804512097129
ACH-000661,-0.2634714045852571
ACH-000662,-0.16757795890719876
ACH-000663,-0.323636723770776
ACH-000665,-0.2881902611767927
ACH-000671,-0.47612096722561403
ACH-000672,-0.6213327364197994
ACH-000673,-0.3983816512566912
ACH-000676,-0.2289197962850933
ACH-000677,-0.2699807382026277
ACH-000681,-0.2720920258753477
ACH-000683,-0.3621505703913343
ACH-000684,-0.3656593646143884
ACH-000688,-0.430976873281108
ACH-000693,-0.8705122621831115
ACH-000694,-0.9872761387111184
ACH-000695,-0.4532938770262854
ACH-000696,-0.28021203674469125
ACH-000697,-0.7250826786813168
ACH-000699,-0.3569839046677062
ACH-000701,-1.3780560343616242
ACH-000706,-0.18472110792044508
ACH-000711,-0.39554675612010975
ACH-000713,-0.29542789706846306
ACH-000714,-0.3202589093892878
ACH-000718,-0.4644362040291819
ACH-000720,-0.3315091017484058
ACH-000721,-0.3254761763751228
ACH-000724,-0.4626821144438593
ACH-000725,-0.1488571838792526
ACH-000732,-0.3409257784159163
ACH-000734,-0.4221625038409292
ACH-000735,-0.9256454486875392
ACH-000736,-0.2774934336440466
ACH-000738,-0.9287350607795708
ACH-000746,-0.3518308370059897
ACH-000747,-0.6948937848243529
ACH-000748,-0.8871477842909075
ACH-000753,-0.21494258093503296
ACH-000756,-0.7333899435541963
ACH-000757,-0.12882036014950926
ACH-000758,-0.9075946725720136
ACH-000760,-0.14932496088474334
ACH-000762,-0.4285692724741252
ACH-000763,-0.5322285486479387
ACH-000764,-0.08095398704624884
ACH-000765,-0.3341415463578967
ACH-000766,-0.4526447134834864
ACH-000767,-0.33345720712098736
ACH-000768,-0.3895211318614827
ACH-000769,-0.20511162053630969
ACH-000770,-0.32973521832715685
ACH-000771,-0.34318880567905785
ACH-000773,-0.3480631829055232
ACH-000776,-0.23550032639589136
ACH-000777,-0.7886857030277115
ACH-000778,-0.2877500360746075
ACH-000781,-0.2326441890488814
ACH-000782,-0.4639899839426918
ACH-000783,-0.3237551705404699
ACH-000784,-0.19005322093965432
ACH-000785,-0.19064700554520495
ACH-000787,-0.2561297712410457
ACH-000788,-0.5036301487036252
ACH-000791,-0.5628177104074163
ACH-000792,-0.22288003087836006
ACH-000794,-0.25005042331820715
ACH-000796,-0.16042496843713086
ACH-000798,-0.3262520886513085
ACH-000799,-0.3203072182378469
ACH-000800,-0.0826046452743228
ACH-000802,-0.8082998458761267
ACH-000804,-0.3845583145089376
ACH-000805,-0.2744822857434647
ACH-000809,-0.39617635976276105
ACH-000810,-0.3523139451903469
ACH-000811,-0.2860361179243035
ACH-000817,-0.355391235521684
ACH-000819,-0.7548955605580967
ACH-000820,-0.13905001966458366
ACH-000821,-0.2385830342726563
ACH-000822,-0.3390243252099999
ACH-000823,-0.37712756493530497
ACH-000824,-0.7393060063668612
ACH-000827,-0.22512352971709626
ACH-000829,-0.36480678778598985
ACH-000831,-0.6094163831635652
ACH-000832,-0.5286216795704122
ACH-000833,-0.4742792113017293
ACH-000834,-0.13138987654571932
ACH-000835,-0.3064752972224105
ACH-000836,-0.5116581390099676
ACH-000837,-0.23002744111279266
ACH-000838,-0.2262094358474759
ACH-000839,-0.5570277293213439
ACH-000840,-0.3551606664075433
ACH-000841,-0.3027845769279679
ACH-000843,-0.7604540712904635
ACH-000846,-0.3871373570422721
ACH-000847,-0.6143955668355355
ACH-000848,-0.8213973800293886
ACH-000849,-0.4485283660571263
ACH-000851,-0.4115335481209164
ACH-000855,-0.4384596684988503
ACH-000856,-0.2382148652087619
ACH-000858,-0.14552044710722284
ACH-000859,-0.2369361123300153
ACH-000861,-0.5717392607598437
ACH-000862,-0.4008892206054383
ACH-000865,-0.9101465529628108
ACH-000866,-0.2807948673570593
ACH-000867,-0.8254711139761726
ACH-000869,-0.2717924547599569
ACH-000872,-0.13751082659983066
ACH-000873,-0.8669047904312508
ACH-000876,-0.3860092180125038
ACH-000878,-0.1448202186997895
ACH-000880,-0.28150789752244193
ACH-000881,-0.27712438533478256
ACH-000882,-0.3451367548447297
ACH-000884,-0.2075266118864194
ACH-000885,-0.3877685259007929
ACH-000887,-0.2865627440627245
ACH-000889,-0.395193070087382
ACH-000896,-0.27539360915767136
ACH-000898,-0.2982704628801845
ACH-000900,-0.6974603704663548
ACH-000901,-0.5469404529800573
ACH-000905,-0.3333347530524849
ACH-000906,-0.17882581237692258
ACH-000907,-0.2862357865292593
ACH-000910,-0.4198797798167501
ACH-000911,-0.1950905286466224
ACH-000912,-0.19348242160616766
ACH-000913,-0.3656624617123242
ACH-000915,-0.1874902889719489
ACH-000916,-0.04291851408125588
ACH-000917,-0.7272769934454879
ACH-000920,-0.6329739094247638
ACH-000921,-0.3172359819863672
ACH-000924,-0.6170768347382074
ACH-000926,-0.2244382329903958
ACH-000928,-0.4177704561557644
ACH-000929,-0.35877065650142675
ACH-000932,-0.13821144821079825
ACH-000935,-0.3148012640971549
ACH-000936,-0.8521219895396681
ACH-000937,-0.8715889246501192
ACH-000938,-0.2488782780892197
ACH-000939,-0.11112296427463897
ACH-000941,-0.3075011699140787
ACH-000943,-0.3374995815555465
ACH-000946,-0.3587244270827377
ACH-000947,-0.16439658221961245
ACH-000948,-0.3602606996557986
ACH-000950,-0.6262618023459443
ACH-000953,-0.21940256985699494
ACH-000954,0.023371728477363782
ACH-000957,-0.2983292811084273
ACH-000958,-0.30690805503208185
ACH-000960,-0.7073954958630654
ACH-000963,-0.4808800162830633
ACH-000968,-0.561869304624178
ACH-000969,-0.72852379067147
ACH-000972,-0.5247758384696328
ACH-000973,-0.8614819841042319
ACH-000974,-0.4997000732915781
ACH-000978,-0.3070082850694401
ACH-000984,-0.8118022933836332
ACH-000986,-0.6050935429957299
ACH-000988,-0.19432634344913607
ACH-000993,-0.4281325238591426
ACH-000994,-0.4368524242202321
ACH-000996,-0.4137149584220924
ACH-001001,-0.6086271726983559
ACH-001020,-0.14126384037400058
ACH-001028,-0.18643312638302065
ACH-001031,-0.3156272556876834
ACH-001038,-0.2969701434019295
ACH-001048,-0.10095952649108532
ACH-001050,-0.18850298734060225
ACH-001053,-0.23496563106772006
ACH-001054,-0.3442162749246489
ACH-001061,-0.3059635905406413
ACH-001067,-0.19504493967034706
ACH-001075,-0.3402132573995194
ACH-001096,-0.12468321656292275
ACH-001111,-0.6009234714258925
ACH-001119,-0.548114988379278
ACH-001128,0.019233578679779862
ACH-001134,-0.25744925206102154
ACH-001151,-0.3431007089849228
ACH-001163,-0.3071347003151395
ACH-001164,-0.1564915675011793
ACH-001183,-0.1875257218308172
ACH-001192,-0.5228930458810066
ACH-001193,-0.4062941950831991
ACH-001196,-0.2367279549388656
ACH-001197,-0.1770868925181283
ACH-001205,-0.21270657308824514
ACH-001211,-0.25016994389619396
ACH-001212,-0.2930984951582171
ACH-001228,-0.3631036910749029
ACH-001232,-0.26591508056406465
ACH-001239,-0.36728417808029457
ACH-001270,-0.34239442236089834
ACH-001274,-0.22143979200941324
ACH-001275,-0.28711259574742176
ACH-001277,-0.5198000992618331
ACH-001278,-0.3170659403443755
ACH-001280,-0.453284209911305
ACH-001283,-0.1784444227060761
ACH-001289,-0.3127961873024207
ACH-001300,-0.2105174804298685
ACH-001301,-0.3681871936108632
ACH-001302,-0.18530527459544974
ACH-001306,-0.5274911951921616
ACH-001318,-0.4861647056815574
ACH-001322,-0.23825304410426265
ACH-001328,-0.44717448034592255
ACH-001332,-0.4789170662918806
ACH-001336,-0.7864561773284172
ACH-001346,-0.3707040186397941
ACH-001353,-0.3089356257703663
ACH-001354,-0.3656995795684487
ACH-001367,0.07811907084051366
ACH-001368,-0.3485583774363956
ACH-001374,-0.4743924989256805
ACH-001377,-0.3467888232680887
ACH-001380,-0.13582468010617652
ACH-001391,-0.724263761386683
ACH-001408,-0.8204717574420218
ACH-001430,-0.4943775576335128
ACH-001431,-0.30717745174185235
ACH-001450,-0.1446885489237061
ACH-001496,-0.6186670970878407
ACH-001500,-0.1047727931907019
ACH-001523,-0.529001523770992
ACH-001532,-0.32205534223913884
ACH-001550,-1.062945796928469
ACH-001552,-0.6403506605998758
ACH-001554,-0.2736921298366047
ACH-001654,-1.0474564514933062
ACH-001735,-0.3291990036746024
ACH-001736,-0.705788943136455
ACH-001737,-0.678737628879316
ACH-001740,-0.1381256171296962
ACH-001745,-0.08761620135644965
ACH-001765,-0.23893769065654716
