,MYADM (91663)
ACH-000004,-0.2731506657076194
ACH-000005,-0.2312070585573844
ACH-000007,-0.08705844990170528
ACH-000009,-0.17368984687016786
ACH-000011,-0.13037052965116044
ACH-000012,-0.08564020295435695
ACH-000013,-0.3379200012711509
ACH-000014,0.08814306739709303
ACH-000015,-0.13687536466085595
ACH-000017,-0.1445544071665362
ACH-000018,-0.19103182620797446
ACH-000019,0.010029393779896893
ACH-000021,-0.2056199298655597
ACH-000022,0.015165186346506597
ACH-000025,0.03163258225600612
ACH-000028,-0.006618989941974546
ACH-000030,-0.17967127254015386
ACH-000035,-0.05679107813948011
ACH-000036,-0.07160958758011754
ACH-000037,-0.16920858989072898
ACH-000039,-0.0331227694819641
ACH-000040,-0.032444707330259094
ACH-000041,-0.09294516069607099
ACH-000042,-0.01983475122174019
ACH-000045,-0.02934055144047518
ACH-000047,-0.06982874955660913
ACH-000052,-0.16241641659591552
ACH-000053,-0.009454171178287308
ACH-000054,-0.2417656917184496
ACH-000055,-0.12191458640283945
ACH-000060,-0.04214474147022231
ACH-000067,-0.021782906819327208
ACH-000070,-0.1200898616876038
ACH-000075,-0.23021657845128465
ACH-000078,0.13139806225679998
ACH-000082,0.0972535058999205
ACH-000085,0.012927242999177154
ACH-000086,0.03247535220297565
ACH-000087,-0.2503981037002605
ACH-000092,-0.11717622687435332
ACH-000095,-0.05174176058744672
ACH-000097,-0.1349178602868471
ACH-000098,-0.1424486537256498
ACH-000099,-0.004160216425358534
ACH-000108,-0.10179753877213307
ACH-000113,-0.13910524716440772
ACH-000116,-0.09663618780327844
ACH-000118,-0.2034518839834675
ACH-000120,-0.15957526259162802
ACH-000123,0.06188098431557334
ACH-000127,-0.0999159195909436
ACH-000128,0.07756400770030979
ACH-000132,-0.04827881803448041
ACH-000133,-0.13224411531110838
ACH-000137,-0.08376003116851526
ACH-000138,-0.12064893663054282
ACH-000142,-0.14878036990448135
ACH-000143,0.01754613522962971
ACH-000146,-0.07924450710254237
ACH-000148,-0.11819470897063725
ACH-000150,-0.049118756051527546
ACH-000152,-0.11537896636098265
ACH-000153,-0.3575261577011951
ACH-000159,-0.10267181624605004
ACH-000160,-0.20420280485310613
ACH-000163,-0.06401964094885097
ACH-000167,-0.4774027165593608
ACH-000168,-0.01582780250819385
ACH-000169,-0.18867761373230646
ACH-000178,-0.06742152461480715
ACH-000183,-0.1972372134410856
ACH-000188,-0.07729669907288786
ACH-000189,-0.11403616393940275
ACH-000190,-0.1310247081402792
ACH-000198,-0.07001562678881751
ACH-000203,0.3413470757254959
ACH-000204,-0.12638163246603987
ACH-000206,0.013422184290733078
ACH-000207,0.005611505604411961
ACH-000208,-0.2153433152504596
ACH-000210,0.0028310576766691323
ACH-000211,-0.032723707118948925
ACH-000215,-0.2372166364467548
ACH-000221,-0.17797871792192235
ACH-000222,-0.1816885214288996
ACH-000223,-0.030304765155755205
ACH-000226,-0.027183092088015188
ACH-000227,-0.14685046996638032
ACH-000228,0.12403136251914812
ACH-000231,0.034843090209175906
ACH-000232,-0.1430984509691458
ACH-000233,-0.049087784074375015
ACH-000234,-0.266149292188145
ACH-000235,-0.07695743114555276
ACH-000237,-0.27069578714112785
ACH-000238,-0.03382442635215985
ACH-000242,-0.4904646098710863
ACH-000243,-0.16045892319353172
ACH-000244,0.06437857111921146
ACH-000246,-0.3072346422729594
ACH-000248,-0.01274672079229375
ACH-000250,-0.058380172902079384
ACH-000251,-0.3294614884030937
ACH-000252,-0.16357641414520874
ACH-000253,-0.11443373504453727
ACH-000255,-0.1409469526702088
ACH-000256,-0.08295345118215032
ACH-000257,-0.018591497831682218
ACH-000258,-0.005308595680165026
ACH-000259,-0.1409147377364239
ACH-000260,0.03211145122385379
ACH-000261,-0.08007447550744093
ACH-000262,-0.14677589052428558
ACH-000263,-0.02192574542876208
ACH-000264,-0.02807162378894925
ACH-000265,-0.05324233512963311
ACH-000266,-0.16008068481913407
ACH-000272,-0.06486833153711201
ACH-000274,-0.09193711858886046
ACH-000277,0.0028749344804939515
ACH-000278,-0.031936790080443485
ACH-000279,0.03498265004115251
ACH-000280,-0.06212608877868635
ACH-000281,-0.14364158520613726
ACH-000288,-0.051550381190280097
ACH-000291,-0.13767437212453976
ACH-000293,-0.3154814864282668
ACH-000294,-0.12841946622660905
ACH-000295,-0.374443215429465
ACH-000296,-0.025313422284398392
ACH-000302,-0.2996457209107187
ACH-000304,-0.24671345068944425
ACH-000307,-0.1114614945642895
ACH-000308,-0.1526505622955624
ACH-000310,0.02084078053103354
ACH-000311,-0.20874697364372635
ACH-000312,-0.043487242621396575
ACH-000315,-0.1753946123873719
ACH-000316,-0.1664199008396952
ACH-000317,-0.10182641127654199
ACH-000318,-0.19509224939414305
ACH-000319,-0.1612479799452438
ACH-000320,-0.24896593649811655
ACH-000322,0.02369567423549157
ACH-000323,-0.1944120456661156
ACH-000324,-0.18881830763220808
ACH-000329,-0.11264436017146405
ACH-000330,-0.11232649284378017
ACH-000331,-0.2639926971951005
ACH-000332,-0.16857695232236358
ACH-000334,-0.10728925001739946
ACH-000335,-0.15825526577293136
ACH-000336,0.012671680886809622
ACH-000337,-0.11210954335454272
ACH-000338,-0.1675831039160981
ACH-000339,-0.1433060049202495
ACH-000341,-0.29714452660387397
ACH-000348,-0.14003262224332053
ACH-000350,-0.0654024402255175
ACH-000352,-0.1546983319743159
ACH-000356,0.1531305069589101
ACH-000361,-0.18504220029070176
ACH-000362,-0.12663555385239564
ACH-000363,-0.11334358098488008
ACH-000364,-0.041800266671323714
ACH-000365,-0.01830562665644921
ACH-000366,0.04151885607603404
ACH-000368,-0.3621783033164114
ACH-000374,0.015133111659327531
ACH-000375,-0.2927483452079084
ACH-000376,-0.2721255050707708
ACH-000381,-0.10969641566773827
ACH-000383,-0.07764490578766978
ACH-000387,-0.17084255765764922
ACH-000389,-0.06492092631692921
ACH-000390,-0.04261178184564245
ACH-000393,-0.23282841778772514
ACH-000395,-0.15627791584835446
ACH-000396,-0.07313073908201581
ACH-000397,-0.2336968136946621
ACH-000401,-0.1677512357129987
ACH-000402,-0.1306362962902461
ACH-000403,-0.015792797444222982
ACH-000404,-0.08685923183521428
ACH-000406,-0.05874594679854241
ACH-000407,-0.11220171413847066
ACH-000408,-0.14503522213306388
ACH-000410,-0.2363365328608609
ACH-000411,-0.22134564897268896
ACH-000414,-0.24274911508760194
ACH-000415,0.0180953650534949
ACH-000416,-0.122116430712143
ACH-000420,-0.032412026109543364
ACH-000421,-0.17239723378181673
ACH-000424,-0.04792941753762922
ACH-000425,-0.1071969981821916
ACH-000426,-0.2574218634701582
ACH-000427,-0.20029188882501475
ACH-000433,-0.1208347296351906
ACH-000435,0.3971428391086573
ACH-000436,0.0011470954333302954
ACH-000444,-0.09092521004340748
ACH-000445,0.038806882030459317
ACH-000448,-0.06154065050238135
ACH-000450,-0.0810267522286534
ACH-000452,-0.10639694694177396
ACH-000454,-0.19128945748488665
ACH-000458,-0.01991505081612241
ACH-000459,0.08395632652922193
ACH-000460,-0.05462866130495762
ACH-000461,-0.07260495360890774
ACH-000463,-0.0717137968054254
ACH-000464,-0.29587369023248883
ACH-000466,-0.22054567211585685
ACH-000467,-0.002770949328125759
ACH-000468,-0.13797125209240602
ACH-000469,0.014388507533446697
ACH-000470,-0.1283842112540101
ACH-000471,-0.4223049026982569
ACH-000472,-0.13590741612404464
ACH-000473,-0.1410385024935792
ACH-000475,-0.10188868346175607
ACH-000476,-0.06666817807311654
ACH-000477,-0.16853555960128652
ACH-000479,-0.12852801092366636
ACH-000480,-0.20370856003384147
ACH-000481,-0.14600398987282046
ACH-000483,-0.11716470650766846
ACH-000484,-0.06904345101472023
ACH-000485,-0.1396394233876388
ACH-000486,-0.037906285246268386
ACH-000487,-0.013191829359626187
ACH-000488,-0.1599291443968723
ACH-000490,-0.18228672332539986
ACH-000491,-0.10286399058552148
ACH-000495,0.06599112600796772
ACH-000496,-0.27071691288522304
ACH-000499,-0.2416634157317277
ACH-000500,0.030027280992204818
ACH-000502,-0.06290905253326715
ACH-000503,0.12104802881100475
ACH-000505,-0.1127284612650181
ACH-000507,0.018898358249850943
ACH-000510,-0.11856821918536367
ACH-000511,-0.2073145862076306
ACH-000512,-0.21429336203168411
ACH-000516,-0.17597141129103125
ACH-000517,-0.105093611265056
ACH-000518,-0.14702265479053145
ACH-000520,-0.2221212279866078
ACH-000521,-0.13332981872353725
ACH-000522,0.02372337096069808
ACH-000524,-0.19131262420012854
ACH-000527,-0.2935111275879905
ACH-000528,-0.061464961773553324
ACH-000537,-0.09013244066566396
ACH-000541,-0.28798699695729496
ACH-000542,-0.05443656671732837
ACH-000544,-0.2219165923213241
ACH-000545,-0.04343958914091937
ACH-000547,-0.37255391138926597
ACH-000548,-0.1040015171387954
ACH-000549,-0.1505048729468028
ACH-000550,-0.05190677658597222
ACH-000552,-0.06458059027048169
ACH-000556,-0.09952486491851296
ACH-000557,0.018205200650343718
ACH-000569,-0.4221846595578101
ACH-000570,0.09093063713939373
ACH-000571,-0.14489132223945808
ACH-000573,-0.13339900464847124
ACH-000576,-0.1364329479527495
ACH-000579,0.04746470550257012
ACH-000580,-0.010823417665781716
ACH-000584,-0.0835008809454174
ACH-000585,-0.14466898047494586
ACH-000588,0.12740854396752985
ACH-000589,-0.1399799445847073
ACH-000591,-0.09793634997635917
ACH-000593,-0.13332143161592808
ACH-000600,-0.06764685520558783
ACH-000601,-0.12092525211156688
ACH-000605,-0.14423275253028775
ACH-000606,-0.04616211580880212
ACH-000608,-0.09880286901649113
ACH-000614,0.04151273335059135
ACH-000616,0.019215889849562084
ACH-000618,-0.013766874189142584
ACH-000619,0.0518918299292189
ACH-000620,-0.32292298817746423
ACH-000621,-0.15187324198584398
ACH-000622,-0.20462489757503355
ACH-000623,-0.18499423689548808
ACH-000624,-0.08710674124948835
ACH-000627,-0.016672826696436167
ACH-000630,-0.10149735998794764
ACH-000631,0.23748381970917626
ACH-000632,-0.14838189150631464
ACH-000633,-0.13615350065385667
ACH-000637,-0.13134131340580293
ACH-000638,-0.06428636264596242
ACH-000646,-0.36752099151543816
ACH-000647,-0.15182500086467451
ACH-000648,-0.0495795249271945
ACH-000649,-0.11151959080857526
ACH-000651,-0.06530839622133097
ACH-000652,-0.2627982203708645
ACH-000653,-0.1178063984808804
ACH-000657,-0.13896158955207374
ACH-000658,-0.11404580648598095
ACH-000661,-0.057312763875529624
ACH-000662,-0.028574991295091355
ACH-000663,-0.14853020511526352
ACH-000665,-0.03419344829589608
ACH-000671,-0.03807286515360817
ACH-000672,-0.43796024638296654
ACH-000673,-0.10548600936519734
ACH-000676,-0.003590523250988496
ACH-000677,-0.11366316209478512
ACH-000681,-0.14830650596828535
ACH-000683,-0.07260658927847463
ACH-000684,-0.11266093257453184
ACH-000688,-0.08350026769283203
ACH-000693,-0.045702274925039366
ACH-000694,-0.25467722228238043
ACH-000695,-0.19252690490272312
ACH-000696,-0.07512388864881228
ACH-000697,-0.1767189648786061
ACH-000699,-0.03282891880024963
ACH-000701,-0.24319067830661145
ACH-000706,-0.1335931330817919
ACH-000711,-0.15047914962514244
ACH-000713,0.07737618428880168
ACH-000714,-0.1637900672659634
ACH-000718,-0.08129847874127111
ACH-000720,-0.09019973515941393
ACH-000721,-0.0015500116841379794
ACH-000724,0.04714843909705459
ACH-000725,-0.04328031685611157
ACH-000732,-0.03660927985282236
ACH-000734,-0.1952288725027564
ACH-000735,-0.08487803104420558
ACH-000736,-0.03989250576780656
ACH-000738,-0.049492467759716885
ACH-000746,-0.13401574311513606
ACH-000747,-0.018647560138708157
ACH-000748,-0.0739293798022395
ACH-000753,-0.007877494652041381
ACH-000756,-0.15468704277367362
ACH-000757,-0.2537164320924097
ACH-000758,0.03539680008733307
ACH-000760,-0.055761509587338685
ACH-000762,0.052147304614822726
ACH-000763,-0.08232869186524519
ACH-000764,-0.20082295243791584
ACH-000765,-0.04772549117519617
ACH-000766,-0.03965605688442253
ACH-000767,-0.13287864160116478
ACH-000768,-0.19653747984077755
ACH-000769,-0.1467038546855968
ACH-000770,0.004022717833445503
ACH-000771,0.0426537378325469
ACH-000773,-0.055238300473399664
ACH-000776,-0.20467762274495505
ACH-000777,-0.08391062281288685
ACH-000778,-0.0007916253794451483
ACH-000781,-0.20567006859891232
ACH-000782,-0.14566804857702234
ACH-000783,-0.2025244473683196
ACH-000784,-0.10782835311496852
ACH-000785,-0.18480057806121944
ACH-000787,-0.2894604355553517
ACH-000788,-0.07698067989268284
ACH-000791,-0.061707364977228125
ACH-000792,-0.14830262782336148
ACH-000794,-0.08067278270011531
ACH-000796,-0.1088695486924314
ACH-000798,-0.18970879563182336
ACH-000799,-0.16515830100854872
ACH-000800,0.14042885892815446
ACH-000802,0.005053350736225805
ACH-000804,-0.1362545670941354
