,MSMO1 (6307)
ACH-000004,0.22384937730657506
ACH-000005,0.4022145098520649
ACH-000007,0.3170613438694283
ACH-000009,-0.3036502892626574
ACH-000011,0.22298735565030373
ACH-000012,0.16872002650621734
ACH-000013,0.14064580984933026
ACH-000014,0.26048979192317745
ACH-000015,0.0837669244417111
ACH-000017,0.2545359283838716
ACH-000018,0.2504652763328839
ACH-000019,-0.06628447404031468
ACH-000021,0.12228890614529635
ACH-000022,-0.011918615129072932
ACH-000025,0.3421420998633728
ACH-000028,0.16457891711253786
ACH-000030,0.20598641467239445
ACH-000035,0.1490851302211499
ACH-000036,0.2649316636939832
ACH-000037,0.21109273594903094
ACH-000039,0.06118276587404878
ACH-000040,0.08933221711999652
ACH-000041,0.24018869313737404
ACH-000042,0.18599489134474326
ACH-000045,0.06351486327318802
ACH-000047,0.06865904131606686
ACH-000052,0.03320685683342736
ACH-000053,0.2277426906179487
ACH-000054,0.11053804870824166
ACH-000055,0.05265379980289117
ACH-000060,0.16434640746459953
ACH-000067,0.17070629556845648
ACH-000070,-0.03777470405471986
ACH-000075,0.2766587749583361
ACH-000078,0.1671068894055317
ACH-000082,0.15886127267976494
ACH-000085,0.16466050615399694
ACH-000086,0.2796428686312849
ACH-000087,0.4019001928926916
ACH-000092,0.17910486188532265
ACH-000095,0.1898576569003224
ACH-000097,0.10720407324223452
ACH-000098,-0.05261272033426389
ACH-000099,0.20064959280871145
ACH-000108,0.12878447785847774
ACH-000113,0.20572050609619144
ACH-000116,0.02499249158185237
ACH-000118,0.21513893117164085
ACH-000120,-0.03654014670800244
ACH-000123,0.1595366622980112
ACH-000127,0.22396411450545511
ACH-000128,0.2244634931756861
ACH-000132,0.15746475812481586
ACH-000133,0.2631437037922975
ACH-000137,0.2263706344428458
ACH-000138,0.11865269576682146
ACH-000142,0.21523817296206954
ACH-000143,0.25719355713760306
ACH-000146,0.10272369414066747
ACH-000148,0.17549464287583444
ACH-000150,0.13843563436044196
ACH-000152,0.1400531159864109
ACH-000153,0.20575215165282928
ACH-000159,0.2328563644512517
ACH-000160,0.1029242405158128
ACH-000163,0.3508478588729418
ACH-000167,0.2165496145278404
ACH-000168,0.011964694526010188
ACH-000169,0.3685915639943138
ACH-000178,0.21413268086889814
ACH-000183,0.23542890161403224
ACH-000188,0.13259747619745188
ACH-000189,0.12991900722098235
ACH-000190,0.33992683513797306
ACH-000198,-0.2430989118375609
ACH-000203,0.31708270483253875
ACH-000204,-0.3540969544243307
ACH-000206,0.06676457599852383
ACH-000207,0.143514455022441
ACH-000208,0.2368345215212144
ACH-000210,-0.06045864191431506
ACH-000211,0.20193485835018926
ACH-000215,0.18184288190374467
ACH-000221,0.26892134099658666
ACH-000222,0.11199994690020484
ACH-000223,0.201551893573594
ACH-000226,0.35145413552376564
ACH-000227,0.1052465862224114
ACH-000228,0.12862907743268612
ACH-000231,0.2111536850945279
ACH-000232,0.27878362556853525
ACH-000233,0.26900045518175025
ACH-000234,0.19603915973774413
ACH-000235,0.16799584039694174
ACH-000237,0.26479045242227583
ACH-000238,0.09370262411283682
ACH-000242,0.469362107295467
ACH-000243,0.11239667522312027
ACH-000244,0.3623689039107853
ACH-000246,0.22019551080849986
ACH-000248,0.2995076083753365
ACH-000250,0.24704400651046726
ACH-000251,0.1405612694896962
ACH-000252,0.2787762253770291
ACH-000253,0.07877242417265648
ACH-000255,0.17463512347949942
ACH-000256,0.3070227809923934
ACH-000257,0.03627928762446633
ACH-000258,0.2263370834049464
ACH-000259,0.3130044619873649
ACH-000260,0.2077562076920048
ACH-000261,0.14075464718335196
ACH-000262,0.35428387066922523
ACH-000263,0.11140828695580512
ACH-000264,0.21527059529010734
ACH-000265,0.1935174216705742
ACH-000266,0.15688096281183034
ACH-000272,0.26066038741113823
ACH-000274,0.1569270358644887
ACH-000277,0.21308178471552933
ACH-000278,0.3002452416720929
ACH-000279,0.047639265860653236
ACH-000280,0.07856791353446749
ACH-000281,0.06834259105651927
ACH-000288,0.22583719459778165
ACH-000291,-0.07139648862257147
ACH-000293,0.188460517791444
ACH-000294,0.0804468311071041
ACH-000295,0.2186637661694317
ACH-000296,0.12449237789944495
ACH-000302,0.2900306569022285
ACH-000304,0.2700104160440608
ACH-000307,0.14361917305815447
ACH-000308,0.15425175076974218
ACH-000310,0.23804551317305894
ACH-000311,0.14597666700313128
ACH-000312,0.2828498753836879
