,TCEB3CL2 (100506888)
ACH-000004,0.4151107633389713
ACH-000005,0.19716784546755614
ACH-000007,0.16923263359989024
ACH-000009,0.2816481711359288
ACH-000011,0.060265075363683536
ACH-000012,0.1838860139507294
ACH-000013,0.2380666602890028
ACH-000014,0.15397407016759682
ACH-000015,0.10977760162621576
ACH-000017,0.25344372035865664
ACH-000018,0.04287452973365807
ACH-000019,0.11134657578289048
ACH-000021,0.2364470766849381
ACH-000022,0.27955313458283376
ACH-000025,-0.061160803827273236
ACH-000028,0.043036528579598304
ACH-000030,0.16706258162935436
ACH-000035,0.2538461504501218
ACH-000036,0.14896533011389554
ACH-000037,0.2974121693548856
ACH-000039,0.18895329537169334
ACH-000040,0.20322992498476436
ACH-000041,0.3038910250696934
ACH-000042,0.15939545097542845
ACH-000045,0.23444100326639486
ACH-000047,0.24477198792891544
ACH-000052,0.22012710837040486
ACH-000053,0.2817870186428467
ACH-000054,0.12099193345804285
ACH-000055,0.2759333828842544
ACH-000060,0.1326308916732649
ACH-000067,0.1967953462239017
ACH-000070,0.03306873969746518
ACH-000075,-0.03708158330603799
ACH-000078,0.2625105840822352
ACH-000082,0.11999118985635865
ACH-000085,0.14036477345313322
ACH-000086,0.17205398717014342
ACH-000087,0.15075366371662344
ACH-000092,0.17757723932084646
ACH-000095,0.4086927613594147
ACH-000097,0.09581004056491416
ACH-000098,0.23689964920956824
ACH-000099,0.14818215359801912
ACH-000108,0.1573903686495722
ACH-000113,0.15978333295592018
ACH-000116,0.1267345186291307
ACH-000118,0.20520841004367904
ACH-000120,0.3365533410089469
ACH-000123,0.3049411195178615
ACH-000127,0.18220902596467575
ACH-000128,0.1637762480245695
ACH-000132,0.2755518190421617
ACH-000133,0.4058481350578639
ACH-000137,0.15209393501924515
ACH-000138,0.15751456169196484
ACH-000142,0.1884820579712615
ACH-000143,0.08772287514455493
ACH-000146,0.2326474688397988
ACH-000148,0.1766612633500715
ACH-000150,0.21463127475069305
ACH-000152,0.25241753680046464
ACH-000153,0.18067422188499804
ACH-000159,0.16630949619260949
ACH-000160,0.6322181871908381
ACH-000163,0.18260343821209304
ACH-000167,0.3385126674388391
ACH-000168,0.15486074832641908
ACH-000169,0.10480919048492277
ACH-000178,0.04914909792798227
ACH-000183,0.26735183046630384
ACH-000188,0.1793541543043037
ACH-000189,0.03263602543560353
ACH-000190,0.21453254133161065
ACH-000198,0.2821903244881491
ACH-000203,0.2462102950970727
ACH-000204,0.251691567003841
ACH-000206,0.32909729523275083
ACH-000207,0.09682846482948487
ACH-000208,0.14814733785731254
ACH-000210,0.3680801799066205
ACH-000211,0.037294470871431146
ACH-000215,0.17287868047887733
ACH-000221,0.16341643351443613
ACH-000222,0.194691673296206
ACH-000223,0.19555984101319188
ACH-000226,0.2200449592038164
ACH-000227,0.2828370336111264
ACH-000228,0.08176218362747642
ACH-000231,0.13195840938901726
ACH-000232,0.1322855773226912
ACH-000233,0.06644158700097018
ACH-000234,0.14083464517351926
ACH-000235,0.09211453352717087
ACH-000237,0.03834775789040425
ACH-000238,0.22024161280723364
ACH-000242,0.3190703903858593
ACH-000243,0.2540509003532347
ACH-000244,0.3828796594763808
ACH-000246,-0.04552911492164468
ACH-000248,0.289320390891698
ACH-000250,0.10523112602714746
ACH-000251,0.2351858440974172
ACH-000252,0.16207193087966795
ACH-000253,0.12347480800937975
ACH-000255,0.07811689477329073
ACH-000256,0.1622735639578588
ACH-000257,0.3923366956862834
ACH-000258,0.11191791392574203
ACH-000259,0.0937460252279668
ACH-000260,0.25691060586612324
ACH-000261,-0.06234303258238524
ACH-000262,0.10941449408696843
ACH-000263,0.20107000834073227
ACH-000264,0.18438600249398676
ACH-000265,0.3050189976869251
ACH-000266,0.11165580973646616
ACH-000272,0.2482541013259995
ACH-000274,0.18960980289781995
ACH-000277,0.2873019912717387
