,TRAPPC2L (51693)
ACH-000004,-0.15156410181560576
ACH-000005,-0.40980187140410096
ACH-000007,-0.4130025857536193
ACH-000009,-0.11909719753740435
ACH-000011,-0.33195324775950924
ACH-000012,-0.0906752697291486
ACH-000013,-0.5197075427417485
ACH-000014,-0.2123477131341774
ACH-000015,-0.19652105964464373
ACH-000017,-0.5970237163782522
ACH-000018,0.03537213539757817
ACH-000019,-0.20160744982289644
ACH-000021,-0.2647140451189973
ACH-000022,0.06673321675544756
ACH-000025,-0.3777503680237135
ACH-000028,0.025817254823038698
ACH-000030,-0.14024524600338562
ACH-000035,-0.09944921836963257
ACH-000036,-0.5221055665286782
ACH-000037,-0.15708699096890233
ACH-000039,-0.4936047956741685
ACH-000040,-0.2850441986053966
ACH-000041,0.19239861024058366
ACH-000042,-0.08206955340019187
ACH-000045,-0.18540886419658206
ACH-000047,-0.04008567980937109
ACH-000052,-0.2977869644689348
ACH-000053,-0.19304622410405325
ACH-000054,-0.22309024692667315
ACH-000055,-0.4727083169015188
ACH-000060,0.04308570129281457
ACH-000067,-0.195114040291029
ACH-000070,-0.08025538478872182
ACH-000075,-0.01236735079465104
ACH-000078,-0.1817149383218032
ACH-000082,-0.1594609033367613
ACH-000085,0.07416520076775196
ACH-000086,-0.3671695756952925
ACH-000087,-0.07970527682984674
ACH-000092,-0.5134818022736239
ACH-000095,-0.3297368394025357
ACH-000097,-0.15700551504520135
ACH-000098,-0.2238716300910844
ACH-000099,-0.06200329618866565
ACH-000108,-0.1601648404588068
ACH-000113,-0.19214726545292574
ACH-000116,-0.1775442017535244
ACH-000118,-0.3170900225073325
ACH-000120,-0.6167582398724047
ACH-000123,-0.15985171089913255
ACH-000127,-0.13753043751610375
ACH-000128,0.0025352615257306288
ACH-000132,-0.019668229091753454
ACH-000133,-0.4716896582507014
ACH-000137,-0.06288814558187221
ACH-000138,-0.04885319404670197
ACH-000142,-0.08537064520386957
ACH-000143,-0.12999488452531552
ACH-000146,-0.136158340924604
ACH-000148,-0.16151836190266158
ACH-000150,-0.06617858582721399
ACH-000152,-0.21639173458706307
ACH-000153,0.008545484773071975
ACH-000159,-0.08505945057794892
ACH-000160,-0.099720623502979
ACH-000163,-0.4201597417400098
ACH-000167,-0.10555392967302968
ACH-000168,-0.09754781587055217
ACH-000169,-0.19803349005782586
ACH-000178,-0.5366628761297494
ACH-000183,-0.08064614245591792
ACH-000188,-0.15326475669636272
ACH-000189,-0.2016173969999127
ACH-000190,-0.28087674316358946
ACH-000198,-0.048432049042094576
ACH-000203,-0.7310918928745067
ACH-000204,-0.5108041968535257
ACH-000206,-0.1845838051761101
ACH-000207,-0.059889172162478625
ACH-000208,0.08203973769330519
ACH-000210,-0.0473137348232656
ACH-000211,-0.06985499979899555
ACH-000215,0.037768196878159715
ACH-000221,-0.16750763519907136
ACH-000222,-0.2724566263079464
ACH-000223,0.05415553623481762
ACH-000226,-0.13316855865670196
ACH-000227,-0.08411840462771866
ACH-000228,-0.02058188873617759
ACH-000231,-0.1393422106191389
ACH-000232,-0.11631163770305117
ACH-000233,-0.31788502876816066
ACH-000234,-0.15374279023686324
ACH-000235,-0.14935582062252992
ACH-000237,-0.3855539233314401
ACH-000238,-0.3029573521237304
ACH-000242,-0.11649526680565338
ACH-000243,-0.3718249027763459
ACH-000244,-0.2776614368528077
ACH-000246,-0.5475434431165145
ACH-000248,-0.11695283811698075
ACH-000250,-0.06301643979632876
ACH-000251,-0.1917921658496316
ACH-000252,-0.3235425202947053
ACH-000253,-0.11529807016089752
ACH-000255,-0.4132294171703088
ACH-000256,-0.14104183513105048
ACH-000257,-0.25558286593829355
ACH-000258,-0.28999274076486736
ACH-000259,-0.12567340804325589
ACH-000260,-0.06883464358673894
ACH-000261,-0.4977144643232513
ACH-000262,-0.20227204021538975
ACH-000263,-0.21376052035159512
ACH-000264,-0.2218592192450967
ACH-000265,0.04552671566361822
ACH-000266,-0.06555346976028822
ACH-000272,-0.5083070094233343
ACH-000274,-0.19377351007442276
ACH-000277,-0.2375355747805929
ACH-000278,-0.3517644564650687
ACH-000279,-0.05682674237558155
ACH-000280,-0.05968165153587233
ACH-000281,-0.1756518251769889
ACH-000288,-0.1444049366727584
ACH-000291,-0.0065907984939057905
ACH-000293,-0.0838240486850757
