,NUMA1 (4926)
ACH-000404,-0.06446082257610065
ACH-000406,-0.3814507187255881
ACH-000407,-0.5647358576641194
ACH-000408,-0.20451709232728799
ACH-000410,-0.6479820546042218
ACH-000411,-0.7064392453963495
ACH-000414,-0.44533206221427935
ACH-000415,-0.8002595858237435
ACH-000416,-0.3938848086267137
ACH-000420,-0.7353791041546182
ACH-000421,-0.6801930049713032
ACH-000424,-0.3905072143048511
ACH-000425,-0.4410952580444814
ACH-000426,-0.934368211423203
ACH-000427,-0.6057068474244242
ACH-000433,-0.548712245336763
ACH-000435,-0.7540379482070038
ACH-000436,-0.4815671212518191
ACH-000444,-0.6695538769620737
ACH-000445,-0.24376759132702186
ACH-000448,-0.3622739429427236
ACH-000450,-0.5532341126113267
ACH-000452,-0.7779474629833687
ACH-000454,-0.052011547567967456
ACH-000458,-0.6793072391601513
ACH-000459,-0.4744537394859145
ACH-000460,-0.5664734906651563
ACH-000461,-0.3770925041493499
ACH-000463,-0.7393681795181085
ACH-000464,-0.2799454445420545
ACH-000466,-0.285839981826514
ACH-000467,-0.6924691251797782
ACH-000468,-0.3977766723855393
ACH-000469,-0.4029427262777967
ACH-000470,-0.5162171906279575
ACH-000471,-0.5937809571685426
ACH-000472,-0.14704961185093454
ACH-000473,-0.7248272366494327
ACH-000475,-0.3330781321003715
ACH-000476,-0.696452137668948
ACH-000477,-0.6136073608042798
ACH-000479,-0.28629833515205666
ACH-000480,-0.4674573680281918
ACH-000481,-0.4326990788236588
ACH-000483,-0.9100106767274504
ACH-000484,-0.7013386221494687
ACH-000485,-0.3688987380680461
ACH-000486,-0.6131368969366359
ACH-000487,-0.4584659919272625
ACH-000488,-0.5422180338828334
ACH-000490,-0.5792161542100169
ACH-000491,-0.7157199044101337
ACH-000495,-0.20770555483532616
ACH-000496,-0.4405055935476977
ACH-000499,-0.3328248313288896
ACH-000500,-0.590670976777826
ACH-000502,-0.4478593461978855
ACH-000503,-0.2524557400789285
ACH-000505,-0.5737859381921324
ACH-000507,-0.4395369050174126
ACH-000510,-0.5039451353671446
ACH-000511,-0.471686644817895
ACH-000512,-0.36804380362104655
ACH-000516,-0.35730438022114874
ACH-000517,-0.6875265084449458
ACH-000518,-0.4930736323450974
ACH-000520,-0.5501475104245767
ACH-000521,-0.5277234762561969
ACH-000522,-0.28716384257009514
ACH-000524,-0.6092631008776224
ACH-000527,-0.7726227746558008
ACH-000528,-0.6455144074621152
ACH-000537,-0.6165659934155943
ACH-000541,-0.3140400424438772
ACH-000542,-0.4625551161165947
ACH-000544,-0.392331802759072
ACH-000545,-0.3968285398914608
ACH-000547,-0.724113956184866
ACH-000548,-0.40372765653433895
ACH-000549,-0.2778661329573436
ACH-000550,-0.5229603753916386
ACH-000552,-0.5116486251400646
ACH-000556,-0.3483304771236581
ACH-000557,-0.458424807475583
ACH-000569,-0.4272880151897859
ACH-000570,-0.6861073366647495
ACH-000571,-0.2692943670660821
ACH-000573,-0.8182321279613377
ACH-000576,-0.6320658511590815
ACH-000579,-0.1860235214315824
ACH-000580,-0.3523420154419572
ACH-000584,-0.30962052054293365
ACH-000585,-0.18905491435782168
ACH-000588,-0.4608176157297698
ACH-000589,-0.453241989029715
ACH-000591,-0.4913657767416804
ACH-000593,-0.4655468887942396
ACH-000600,-0.4353367775352616
ACH-000601,-0.4927559852340815
ACH-000605,-0.6744670450631014
ACH-000606,-0.90634872019277
ACH-000608,-0.3864545872552136
ACH-000614,-0.21851249249263974
ACH-000616,-0.4112707772996789
ACH-000618,-0.5487629996598863
ACH-000619,-0.6430299580129165
ACH-000620,-0.5166089639249574
ACH-000621,-0.622800834324203
ACH-000622,-0.666643388005034
ACH-000623,-0.454776406281347
ACH-000624,-0.3584771830137341
ACH-000627,-0.4558561850600508
ACH-000630,-0.6181486132175842
ACH-000631,-0.4834521157617685
ACH-000632,-0.429881317501843
ACH-000633,-0.17079108667006548
ACH-000637,-0.5248325351229557
ACH-000638,-0.3404670172589165
ACH-000646,-0.4559894752578602
ACH-000647,-0.4257988623177107
ACH-000648,-0.23962387429199855
ACH-000649,-0.45869169959527395
ACH-000651,-0.6058565043396938
ACH-000652,-0.4201582936977372
ACH-000653,-0.2621834130288088
ACH-000657,-0.6025116350947682
ACH-000658,-0.4428248990242728
ACH-000661,-0.6505157701142117
ACH-000662,-0.4793146402290099
ACH-000663,-0.473373312129072
ACH-000665,-0.5606851306150039
ACH-000671,-0.5712239833236126
ACH-000672,-0.6388664418044123
ACH-000673,-0.2640514335564041
ACH-000676,-0.4225344834418525
ACH-000677,-0.4854781222002788
ACH-000681,-0.21118360261089802
ACH-000683,-0.8074772395552388
ACH-000684,-0.19193969303656008
ACH-000688,-0.24081862854743485
ACH-000693,-0.6024725623611407
ACH-000694,-0.4698696273177765
ACH-000695,-0.6318020852151964
ACH-000696,-0.4039152679485334
ACH-000697,-0.6243728767411529
ACH-000699,-0.6006793748659023
ACH-000701,-0.2752377286162265
ACH-000706,-0.5374274264058927
ACH-000711,-0.3128675680324819
ACH-000713,-0.6602803889024027
ACH-000714,-0.4812894127437757
ACH-000718,-0.495605346588089
ACH-000720,-0.5288066797170677
ACH-000721,-0.28735617502168354
ACH-000724,-0.4497239466638551
ACH-000725,-0.3947746364167786
ACH-000732,-0.4589376875102106
ACH-000734,-0.3417242036187088
ACH-000735,-0.4040031971689344
ACH-000736,-0.4659507798059862
ACH-000738,-0.7534897206192274
ACH-000746,-0.29778120400609803
ACH-000747,-0.4652996521445754
ACH-000748,-0.6287445037209011
ACH-000753,-0.5090138338055901
ACH-000756,-0.4825910891130522
ACH-000757,-0.6541529484890386
ACH-000758,-0.936786421916302
ACH-000760,-0.6682217036205088
ACH-000762,-0.38713464343637854
ACH-000763,-0.22402179336702505
ACH-000764,-0.5213294754047036
ACH-000765,-0.6113607486710263
ACH-000766,-0.2421187767082923
ACH-000767,-0.5173796213358548
ACH-000768,-0.5420501041719961
ACH-000769,-0.18399668019496088
ACH-000770,-0.5240658753131977
ACH-000771,-0.6082368221722886
ACH-000773,-0.4652583003884032
ACH-000776,-0.2743407519206409
ACH-000777,-0.5437533938675473
ACH-000778,-0.7588785458512023
ACH-000781,-0.6277677157446726
ACH-000782,-0.3562384657369248
ACH-000783,-0.5506109430675794
ACH-000784,-0.3471628869073357
ACH-000785,-0.41330955966820737
ACH-000787,-0.6052362795553934
ACH-000788,-0.4468930493159299
ACH-000791,-0.38671237241975104
ACH-000792,-0.5061137381066432
ACH-000794,-0.6063598389236347
ACH-000796,-0.5889281272593171
ACH-000798,-0.4444550204515687
ACH-000799,-0.6555210798695382
ACH-000800,-0.6939780515584882
ACH-000802,-0.2546775875173459
ACH-000804,-0.3629194156908261
ACH-000805,-0.4521331648106514
ACH-000809,-0.428652656970504
ACH-000810,-0.519239977480997
ACH-000811,-0.3386673289797112
ACH-000817,-0.5143355399003066
ACH-000819,-0.6103533695237571
ACH-000820,-0.5528547684211664
ACH-000821,-0.2241805817459686
ACH-000822,-0.3780436592503524
ACH-000823,-0.4857503384267824
ACH-000824,-0.4103905876833714
ACH-000827,-0.6911322899308469
ACH-000829,-0.4837211317192936
ACH-000831,-0.3293446142490257
ACH-000832,-0.4172609149738943
ACH-000833,-0.3541628283013307
ACH-000834,-0.3416327354532797
ACH-000835,-0.4581095263964321
ACH-000836,-0.5214226818430452
ACH-000837,-0.6491328833697996
ACH-000838,-0.5210409006292805
ACH-000839,-0.5007705356457962
ACH-000840,-0.052755085806430624
ACH-000841,-0.3733239090469272
ACH-000843,-0.4867275228226532
ACH-000846,-0.3997063093805231
ACH-000847,-0.4501295333358852
ACH-000848,-0.392318727134217
ACH-000849,-0.12822646197337986
ACH-000851,-0.6021736469374518
ACH-000855,-0.3788843352986646
ACH-000856,-0.5657722560835249
ACH-000858,-0.3156561045051463
ACH-000859,-0.38603183706278493
ACH-000861,-0.7710268312347894
ACH-000862,-0.355503337500801
ACH-000865,-0.4638979895056118
ACH-000866,-0.4038416535510533
ACH-000867,-0.5432696026272112
ACH-000869,-0.6901211415288001
ACH-000872,-0.7316589986779867
ACH-000873,-0.4139518949875293
ACH-000876,-0.7454987084407919
ACH-000878,-0.5777962408721304
ACH-000880,-0.497112933017844
ACH-000881,-0.6008859795961997
ACH-000882,-0.6137927615909042
ACH-000884,-0.4557337554536835
ACH-000885,-0.6255336177728451
ACH-000887,-0.465606056455366
ACH-000889,-0.3411560277394976
ACH-000896,-0.23254350396288215
ACH-000898,-0.5319949683971261
ACH-000900,-0.4527548571096909
ACH-000901,-0.43324393659694427
ACH-000905,-0.4232768018096135
ACH-000906,-0.4910977961393099
ACH-000907,-0.5728711968695404
ACH-000910,-0.6238872527863185
ACH-000911,-0.5118299934635799
ACH-000912,-0.7722500121157074
ACH-000913,-0.3895220344996134
ACH-000915,-0.6436643257317274
ACH-000916,-0.4523957480776261
ACH-000917,-0.4514124732823868
ACH-000920,-0.34814794137329585
ACH-000921,-0.6592668935825071
ACH-000924,-0.3848487812005949
ACH-000926,-0.2533850674253509
ACH-000928,-0.3336862884233097
ACH-000929,-0.5182134799820153
ACH-000932,-0.3332980326670805
ACH-000935,-0.2333136154347025
ACH-000936,-0.4156077083805859
ACH-000937,-0.5668461096182382
ACH-000938,-0.3763325842025068
ACH-000939,-0.7253372124369927
ACH-000941,-0.5352422813357581
ACH-000943,-0.3576729273909157
ACH-000946,-0.4952834037557106
ACH-000947,-0.5306019903226796
ACH-000948,-0.9490793006657868
ACH-000950,-0.3473822492770894
ACH-000953,-0.4896313185814896
ACH-000954,-0.26045867824409713
ACH-000957,-0.6808617110053603
ACH-000958,-0.8249542145400004
ACH-000960,-0.4089571097522097
ACH-000963,-0.4997148562249954
ACH-000968,-0.4039003756372853
ACH-000969,-0.6243564267671498
ACH-000972,-0.5064686461839603
ACH-000973,-0.2737272945157547
ACH-000974,-0.7336204621033711
ACH-000978,-0.6922303708356731
ACH-000984,-0.6679822634687952
ACH-000986,-0.7373124569486018
ACH-000988,-0.8501714337098143
ACH-000993,-0.44956564294131657
ACH-000994,-0.3286918162939129
ACH-000996,-0.6840445079039087
ACH-001001,-0.38973380270359975
ACH-001020,-0.4746823683633084
ACH-001028,-0.5848843053445042
ACH-001031,-0.6590863501208285
ACH-001038,-0.5775010907713937
ACH-001048,-0.4287660528392408
ACH-001050,-0.5173862033950567
ACH-001053,-0.388631504329048
ACH-001054,-0.3904397594995019
ACH-001061,-0.5093534940256029
ACH-001067,-0.4883655773576421
ACH-001075,-0.2467854965679428
ACH-001096,-0.4689941974882261
ACH-001111,-0.6047200351596203
ACH-001119,-0.3657020393565577
ACH-001128,-0.4741427556763204
ACH-001134,-0.4365130391477452
ACH-001151,-0.3809500348356528
ACH-001163,-0.5683108155403775
ACH-001164,-0.7472281662776348
ACH-001183,-0.5749451422926907
ACH-001192,-0.3991638459786668
ACH-001193,-0.491951259986454
ACH-001196,-0.5754676198166467
ACH-001197,-0.4283666343843381
ACH-001205,-0.5514806434827415
ACH-001211,-0.840393774717363
ACH-001212,-0.8367961877461024
ACH-001228,-0.7575746110854238
ACH-001232,-0.4828550290318563
ACH-001239,-0.3600385899204269
ACH-001270,-0.4388751511417667
ACH-001274,-0.32729779665298964
ACH-001275,-0.3858702915229341
ACH-001277,-0.5210324875708123
ACH-001278,-0.544458675787521
ACH-001280,-0.5513843373168668
ACH-001283,-0.6818575636943152
ACH-001289,-0.6414121585789817
ACH-001300,-0.43367179492206775
ACH-001301,-0.5896219847910837
ACH-001302,-0.5125004707565014
ACH-001306,-0.4923243787511435
ACH-001318,-0.4406256032965122
ACH-001322,-0.5220383578474991
ACH-001328,-0.7110597031273578
ACH-001332,-0.4409494249853413
ACH-001336,-0.4468697716389621
ACH-001346,-0.4618781001117426
ACH-001353,-0.5553785302664028
ACH-001354,-0.32984540861255024
ACH-001367,-0.4405691419431305
ACH-001368,-0.4133917223380976
ACH-001374,-0.6589176752746964
ACH-001377,-0.6458704204454349
ACH-001380,-0.4902602054271114
ACH-001391,-0.5751560889124848
ACH-001408,-0.5307484279125121
ACH-001430,-0.13668432366061664
ACH-001431,-0.44322435391472215
ACH-001450,-0.5000654733511247
ACH-001496,-0.35692547394963103
ACH-001500,-0.5087067032669846
ACH-001523,-0.4099668194175772
ACH-001532,-0.3729477981476392
ACH-001550,-0.5581265374898333
ACH-001552,-0.3928963665206104
ACH-001554,-0.49492474139304793
ACH-001654,-0.4397336975262083
ACH-001735,-0.4638902841068316
ACH-001736,-0.3986679735734133
ACH-001737,0.09140574648735436
ACH-001740,-0.3377442910126389
ACH-001745,-0.26087319397517783
ACH-001765,-0.4908374453042119
