,CACNA1G (8913)
ACH-000226,-0.3059892837694365
ACH-000227,-0.2515568610956842
ACH-000228,-0.17147320253307494
ACH-000231,-0.28927457879859986
ACH-000232,-0.17084623462442558
ACH-000233,-0.11065615909560723
ACH-000234,-0.24234004689368105
ACH-000235,-0.2549430296591991
ACH-000237,-0.15885735858735694
ACH-000238,-0.4697383058262564
ACH-000242,-0.4305161272917049
ACH-000243,-0.25753737690277745
ACH-000244,-0.4468608001028853
ACH-000246,-0.11971233515252525
ACH-000248,-0.3363500254364967
ACH-000250,-0.19164440939391605
ACH-000251,-0.19325688344201092
ACH-000252,0.0279106632908661
ACH-000253,-0.23713382199764074
ACH-000255,-0.2757401622520064
ACH-000256,-0.27761104758048555
ACH-000257,-0.08836148418066188
ACH-000258,-0.2482917746062526
ACH-000259,-0.2277746720824121
ACH-000260,-0.2875041501624798
ACH-000261,-0.201160197128178
ACH-000262,-0.4088850702607568
ACH-000263,-0.4159222511731861
ACH-000264,-0.3122711004106481
ACH-000265,-0.2278372518487589
ACH-000266,-0.2228978328088229
ACH-000272,-0.24060829647181145
ACH-000274,-0.36078183080714615
ACH-000277,-0.3042135351468145
ACH-000278,-0.05459137526790104
ACH-000279,-0.20125199196185825
ACH-000280,-0.4004864480529993
ACH-000281,-0.1400886636353341
ACH-000288,-0.4165095725327743
ACH-000291,-0.2582612870665291
ACH-000293,-0.2421292504125044
ACH-000294,-0.2344125107900617
ACH-000295,-0.4364502307213264
ACH-000296,-0.11670298633490835
ACH-000302,-0.22212115009966188
ACH-000304,-0.3438591056053914
ACH-000307,-0.28777271756004835
ACH-000308,-0.12198476585545387
ACH-000310,-0.2921224973361995
ACH-000311,-0.14616260862160288
ACH-000312,-0.3487677117938141
ACH-000315,-0.20996273353085398
ACH-000316,-0.19285955493206194
ACH-000317,-0.22438172862145694
ACH-000318,-0.245634177431974
ACH-000319,-0.34154794698152136
ACH-000320,-0.25252538020220344
ACH-000322,0.04127650803051297
ACH-000323,-0.2786375989653709
ACH-000324,-0.26990637102969456
ACH-000329,-0.2420550449728757
ACH-000330,-0.496560203741092
ACH-000331,-0.17498889595948122
ACH-000332,-0.22685079952357826
ACH-000334,-0.27068310268468954
ACH-000335,-0.16541187192283094
ACH-000336,-0.09300878737951394
ACH-000337,-0.32124671753473577
ACH-000338,-0.6018303354406989
ACH-000339,-0.1574039762067011
ACH-000341,-0.16978130059361785
ACH-000348,-0.15775606167866754
ACH-000350,-0.059826405283637724
ACH-000352,-0.2135143135912749
ACH-000356,-0.4954471722806323
ACH-000361,-0.28677905075582666
ACH-000362,-0.22350251406934002
ACH-000363,-0.10600904425074313
ACH-000364,-0.02870639078107345
ACH-000365,-0.2358144125611109
ACH-000366,-0.22533889281549915
ACH-000368,-0.2900385263483902
ACH-000374,-0.099947339884232
ACH-000375,-0.4485480388535093
ACH-000376,-0.22098683067682212
ACH-000381,-0.09764254450701024
ACH-000383,-0.25122453651156
ACH-000387,-0.10818596663748788
ACH-000389,-0.17089084430604712
ACH-000390,-0.1580036705372504
ACH-000393,-0.027117396501452125
ACH-000395,-0.3021321099728377
ACH-000396,-0.2158587995127066
ACH-000397,-0.2681363890893353
ACH-000401,-0.2727042262438021
ACH-000402,-0.3939487958968596
ACH-000403,-0.1999783932617851
ACH-000404,-0.0959773200374822
ACH-000406,-0.2856445735873842
ACH-000407,-0.09278993374710404
ACH-000408,-0.2900289254437953
ACH-000410,-0.11589731601335874
ACH-000411,-0.035637818913495774
ACH-000414,-0.3087039609837357
ACH-000415,-0.4700002149533687
ACH-000416,-0.228197978830414
ACH-000420,-0.08399545686232679
ACH-000421,-0.14069943349811442
ACH-000424,-0.20335322176637735
ACH-000425,-0.2210200848889084
ACH-000426,-0.045591934659618784
ACH-000427,-0.3056201829737981
ACH-000433,-0.1172212647135723
ACH-000435,-0.17497124949582074
ACH-000436,-0.3461261696952463
ACH-000444,-0.25345360748731705
ACH-000445,-0.12844201727500482
ACH-000448,-0.229747790517672
ACH-000450,-0.3184377926406815
ACH-000452,-0.32680515049031256
ACH-000454,0.10141625725558424
ACH-000458,-0.4155786976766948
ACH-000459,-0.03965646280463448
ACH-000460,-0.29061943651281297
ACH-000461,-0.1438987258971363
ACH-000463,-0.09695309397352864
ACH-000464,-0.2410158167413396
ACH-000466,-0.2864667554867881
ACH-000467,-0.2350509542963184
ACH-000468,-0.36750320224671984
ACH-000469,-0.2703338387563305
ACH-000470,-0.20339058859881604
ACH-000471,-0.19147609553766307
ACH-000472,-0.18728285028760905
ACH-000473,-0.14432357878898774
ACH-000475,-0.2039339618570291
ACH-000476,-0.1554729696364617
ACH-000477,-0.1860321970703416
ACH-000479,-0.5428579587836674
ACH-000480,-0.2151746990853053
ACH-000481,-0.3379229374702561
ACH-000483,-0.12872626228515996
ACH-000484,-0.2143917517056011
ACH-000485,-0.2474312963505573
ACH-000486,-0.1690478851971393
ACH-000487,-0.2828269414932543
ACH-000488,-0.2828969415707434
ACH-000490,-0.2824490006912237
ACH-000491,-0.2650276593138545
ACH-000495,-0.1410334912870429
ACH-000496,-0.3211074817549537
ACH-000499,-0.052268144480181036
ACH-000500,-0.4961707343976865
ACH-000502,-0.3273774262721246
ACH-000503,-0.4718399058529158
ACH-000505,-0.21050337013128145
ACH-000507,-0.11214300286577362
ACH-000510,-0.15342661109016445
ACH-000511,-0.3625124105228948
ACH-000512,-0.2479606679863879
ACH-000516,-0.2499952789697053
ACH-000517,-0.245471968584034
ACH-000518,-0.19545755304459764
ACH-000520,-0.09676997823106108
ACH-000521,-0.3611419376933883
ACH-000522,-0.2127192232895328
ACH-000524,-0.12814182391719486
ACH-000527,-0.2318788224829503
ACH-000528,-0.22511953298019047
ACH-000537,-0.2212939125752075
ACH-000541,-0.23574477552086906
ACH-000542,-0.2622369525819754
ACH-000544,-0.3560648043476912
ACH-000545,-0.0707607806756957
ACH-000547,-0.17346432624748406
ACH-000548,-0.16434407848426472
ACH-000549,-0.21166783578528564
ACH-000550,-0.1344053023914607
ACH-000552,-0.2697706657491127
ACH-000556,-0.2941730232883197
ACH-000557,-0.21299879682714767
ACH-000569,0.1355147390333125
ACH-000570,-0.1497696869386907
ACH-000571,-0.1292865015319392
ACH-000573,-0.2251869597746097
ACH-000576,-0.27591470019966674
ACH-000579,-0.22521925708318866
ACH-000580,-0.08373741248348203
ACH-000584,-0.23020948584822706
ACH-000585,-0.12991906934471156
ACH-000588,-0.4378811334042553
ACH-000589,-0.3017377914568837
ACH-000591,-0.4854577307647207
ACH-000593,-0.31692518981864154
ACH-000600,-0.2380990101139468
ACH-000601,-0.29418602318065484
ACH-000605,-0.342751749251498
ACH-000606,-0.3711523245382488
ACH-000608,-0.2947268551459349
ACH-000614,-0.3757043438790091
ACH-000616,-0.19133559021629631
ACH-000618,-0.39074619900788654
ACH-000619,-0.2745210216301679
ACH-000620,-0.15520168828274894
ACH-000621,-0.11056187643692204
ACH-000622,-0.31517899899052965
ACH-000623,-0.2860865391231217
ACH-000624,-0.2624679536623164
ACH-000627,-0.24801943689960226
ACH-000630,-0.2759751109896182
ACH-000631,0.17832457502411891
ACH-000632,-0.2602289484214298
ACH-000633,-0.3061697105988997
ACH-000637,-0.5085276979362464
ACH-000638,-0.10238526735929587
ACH-000646,-0.10904112613187976
ACH-000647,-0.369991436837147
ACH-000648,-0.17402378440811633
ACH-000649,-0.16389937556158535
ACH-000651,-0.20245772215220434
ACH-000652,-0.16669840626357385
ACH-000653,-0.1954542857427977
ACH-000657,-0.21168381545278087
ACH-000658,0.0719630625253317
ACH-000661,-0.27065162042003943
ACH-000662,-0.5732000304604905
ACH-000663,-0.2539849213826593
ACH-000665,-0.12526620774341865
ACH-000671,-0.16079091216865365
ACH-000672,-0.2928919024122005
ACH-000673,-0.27177077271662664
ACH-000676,-0.2045664282888557
ACH-000677,-0.19888164057250896
ACH-000681,-0.2050138684380067
ACH-000683,-0.1944204137737965
ACH-000684,-0.35055764999173405
ACH-000688,-0.18696287341517606
ACH-000693,-0.2218684672435734
ACH-000694,-0.16078242427981318
ACH-000695,-0.27602790498928903
ACH-000696,-0.2105531201711855
ACH-000697,-0.0933685713013867
ACH-000699,-0.2428629246672065
ACH-000701,-0.3611686203834695
ACH-000706,-0.22143961231546036
ACH-000711,-0.2103805736515894
ACH-000713,-0.27771388406766073
ACH-000714,-0.2450846131493476
ACH-000718,-0.16698108230727435
ACH-000720,-0.2995358331502634
ACH-000721,-0.2844904991829506
ACH-000724,-0.29295700514994005
ACH-000725,-0.1326641584951153
ACH-000732,-0.6345810398048555
ACH-000734,-0.15600752310204474
ACH-000735,-0.189583541110192
ACH-000736,-0.2607523385390001
ACH-000738,-0.2716454687683337
ACH-000746,-0.2981876356004728
ACH-000747,-0.04802016795384715
ACH-000748,-0.3982325193927052
ACH-000753,-0.3116510587941476
ACH-000756,0.0932191802978368
ACH-000757,-0.35539753277637826
ACH-000758,-0.29711699766026645
ACH-000760,-0.13001770639895058
ACH-000762,-0.4470558692949065
ACH-000763,-0.17857601589972988
ACH-000764,-0.14174149883322326
ACH-000765,-0.2229228157433828
ACH-000766,-0.21293747061336385
ACH-000767,-0.3556714405152781
ACH-000768,-0.15756862603870073
ACH-000769,-0.2557752321517285
ACH-000770,-0.2401519771253364
ACH-000771,-0.2552272515350893
ACH-000773,-0.3008292435878325
ACH-000776,-0.22868196766517146
ACH-000777,-0.2597622604033194
ACH-000778,-0.2573683448101565
ACH-000781,-0.33069880828864257
ACH-000782,-0.17369996202492902
ACH-000783,-0.20806402566526808
ACH-000784,-0.3046878923263269
ACH-000785,-0.21891956339129354
ACH-000787,-0.1877058787224148
ACH-000788,-0.19552269155698526
ACH-000791,-0.38990208621218736
ACH-000792,-0.19375484403662646
ACH-000794,-0.13730363420400865
ACH-000796,-0.29156523081954416
ACH-000798,-0.23626469966083544
ACH-000799,-0.0042156104773045005
ACH-000800,-0.1549551789926468
ACH-000802,-0.2180224372545632
ACH-000804,-0.2434956826745711
ACH-000805,-0.21991475109977804
ACH-000809,-0.18261536706042109
ACH-000810,-0.3488527328453383
ACH-000811,-0.27379364039121923
ACH-000817,-0.3553474005647733
ACH-000819,-0.2062505469504653
ACH-000820,-0.4112972009480536
ACH-000821,0.024294549244668586
ACH-000822,-0.3828205261533959
ACH-000823,-0.2382965736322933
ACH-000824,-0.3231874104580645
ACH-000827,-0.21831119833608006
ACH-000829,-0.2227526621597038
ACH-000831,-0.07365684125652759
ACH-000832,-0.3747642702980597
ACH-000833,-0.09038069440276338
ACH-000834,-0.09533510341501122
ACH-000835,-0.2813895381325545
ACH-000836,-0.26770670274320624
ACH-000837,-0.4225047872265373
ACH-000838,-0.2511910161767113
ACH-000839,-0.446879999003103
ACH-000840,-0.4524488692207679
ACH-000841,-0.1994692882800235
ACH-000843,-0.2438372649297092
ACH-000846,-0.22347750879167766
ACH-000847,-0.23561050918032025
ACH-000848,0.028521589648551057
ACH-000849,-0.22520277812978398
ACH-000851,-0.26564476664218584
ACH-000855,-0.4166739773320137
ACH-000856,-0.23180355628519214
ACH-000858,-0.28424149827049605
ACH-000859,-0.2266002111254967
ACH-000861,-0.08753516670041976
ACH-000862,-0.18313688578479936
ACH-000865,-0.3488212713487911
ACH-000866,-0.21902972601928794
ACH-000867,-0.20815929945156084
ACH-000869,-0.012610807548376644
ACH-000872,-0.2789826019940317
ACH-000873,-0.2267501637407739
ACH-000876,-0.1768419725020264
ACH-000878,-0.2487117495752192
ACH-000880,-0.13843161453539174
ACH-000881,-0.17339487509660126
ACH-000882,-0.16700118504873354
ACH-000884,-0.04244095851270365
ACH-000885,-0.3477215158696668
ACH-000887,-0.2405516894063108
ACH-000889,-0.2438395858300203
ACH-000896,-0.31130353786414405
ACH-000898,-0.1872028770005898
ACH-000900,-0.18868972106521895
ACH-000901,-0.19022732626331168
ACH-000905,-0.12085445063157355
ACH-000906,-0.13605851345908002
ACH-000907,0.024940920797319605
ACH-000910,-0.2207404337506096
ACH-000911,-0.3763839407117614
ACH-000912,-0.2777992859084509
ACH-000913,-0.3244265000353844
ACH-000915,-0.2563967422499145
ACH-000916,-0.1805934933347091
ACH-000917,-0.3996242542048173
ACH-000920,0.29607776046327283
ACH-000921,-0.31273625477759626
ACH-000924,-0.11608040056118553
ACH-000926,-0.1146713392692217
ACH-000928,-0.1761510899421977
ACH-000929,-0.5382577583525094
ACH-000932,-0.16145543314693264
ACH-000935,-0.1358434741573106
ACH-000936,-0.194869323464386
ACH-000937,-0.13556821519696952
ACH-000938,-0.04392071472014537
ACH-000939,-0.030392511649852426
ACH-000941,-0.05775904002667665
ACH-000943,-0.2567199360781049
ACH-000946,-0.2082682570372491
ACH-000947,-0.16198943129388846
ACH-000948,-0.13644518292929028
ACH-000950,-0.3786633027494745
ACH-000953,-0.15750832727629446
ACH-000954,-0.07593045122820179
ACH-000957,-0.035534476381214035
ACH-000958,-0.1638309856294059
ACH-000960,-0.2461698906476914
ACH-000963,-0.30693595264201096
ACH-000968,-0.09662338632029477
ACH-000969,-0.18709439078436094
ACH-000972,0.016878994951751762
ACH-000973,-0.2871616129119288
ACH-000974,-0.2459970406229417
ACH-000978,-0.3476549353143253
ACH-000984,-0.1747575585790177
ACH-000986,-0.36704328365086397
ACH-000988,-0.1143002665180278
ACH-000993,-0.1377930555174353
ACH-000994,-0.37252679681593937
ACH-000996,-0.173592050608139
ACH-001001,-0.3517998633878998
ACH-001020,-0.17001510109960175
ACH-001028,-0.22538232479173936
ACH-001031,-0.2296808508386879
ACH-001038,-0.2804802972334086
ACH-001048,-0.1948204703043316
ACH-001050,-0.2587667916475492
ACH-001053,-0.24832440003740175
ACH-001054,-0.2640397635714623
ACH-001061,-0.2754834856528455
ACH-001067,-0.20753844950880632
ACH-001075,-0.19193402770948187
ACH-001096,-0.22243652464994376
ACH-001111,-0.3343243932025102
ACH-001119,-0.368841075034773
ACH-001128,-0.3993969875379769
ACH-001134,-0.17914265800112594
ACH-001151,-0.12423910690315193
ACH-001163,-0.4171467682502513
ACH-001164,-0.1419659153529952
ACH-001183,-0.3891526073381181
ACH-001192,-0.3069920850249614
ACH-001193,-0.2898517161729468
ACH-001196,-0.21227974197796973
ACH-001197,-0.4648819290593644
ACH-001205,-0.3029779702502104
ACH-001211,-0.1795942022859578
ACH-001212,-0.1214714970673635
ACH-001228,-0.23096071073495175
ACH-001232,-0.562126467296172
ACH-001239,-0.3019681213211938
ACH-001270,-0.15339471236939353
ACH-001274,-0.36543229622677387
ACH-001275,-0.2325964610392573
ACH-001277,-0.14957676447605942
ACH-001278,-0.013735822558985276
ACH-001280,-0.22278085655566315
ACH-001283,-0.07354976849632539
ACH-001289,-0.2994923347384933
ACH-001300,-0.2498280440455475
ACH-001301,-0.1426200510068453
ACH-001302,-0.5869925761199932
ACH-001306,-0.10896839628445514
ACH-001318,-0.051266624256407815
ACH-001322,-0.13010103197212136
ACH-001328,-0.2255281975087865
ACH-001332,-0.1931173685268933
ACH-001336,-0.34853613220413765
ACH-001346,-0.2034714849978052
ACH-001353,-0.2858462653280025
ACH-001354,0.021077607628072842
ACH-001367,0.07183995347934709
ACH-001368,-0.2049540938184004
ACH-001374,-0.15688723184134162
ACH-001377,-0.08681334359768424
ACH-001380,-0.08765563290549806
ACH-001391,-0.2929162102384075
ACH-001408,-0.33176486553559026
ACH-001430,-0.23404969561576186
ACH-001431,-0.20193722419327825
ACH-001450,-0.12129181173705153
ACH-001496,-0.4426705837182492
ACH-001500,-0.3478753249017023
ACH-001523,-0.5695885470521186
ACH-001532,-0.10456395886265772
ACH-001550,-0.21894881738698124
ACH-001552,-0.23756378680895995
ACH-001554,-0.2448921873262372
ACH-001654,-0.19068306759942366
ACH-001735,-0.17835215724435646
ACH-001736,-0.05277030671825862
ACH-001737,-0.4523669441819929
ACH-001740,-0.3116296570208192
ACH-001745,-0.001032850623717007
ACH-001765,-0.2935976868802349
