,SYMPK (8189)
ACH-000004,-0.7980977443792407
ACH-000005,-0.5158334780061579
ACH-000007,-0.828862727954746
ACH-000009,-0.8257201196583122
ACH-000011,-0.7734920588232015
ACH-000012,-0.9128991635185266
ACH-000013,-1.0162517358740533
ACH-000014,-0.7529867076173515
ACH-000015,-0.9850763502706731
ACH-000017,-0.9677773352040856
ACH-000018,-0.8790675103341096
ACH-000019,-0.4667556274347061
ACH-000021,-0.9574972121396838
ACH-000022,-0.9308359994792984
ACH-000025,-0.8097720382048463
ACH-000028,-0.8292505341606776
ACH-000030,-0.8352960948269471
ACH-000035,-0.9124124002425
ACH-000036,-0.6722447061500971
ACH-000037,-1.0344677225857406
ACH-000039,-0.8829453526376488
ACH-000040,-0.6604626705078911
ACH-000041,-0.8955010325414136
ACH-000042,-0.8336953484877627
ACH-000045,-0.6512025510286142
ACH-000047,-0.855480135151374
ACH-000052,-0.7583947166338263
ACH-000053,-0.7762510216889625
ACH-000054,-0.8118817790911474
ACH-000055,-0.8896343283613867
ACH-000060,-0.7631488902505956
ACH-000067,-0.8467742158442703
ACH-000070,-0.9459074740936076
ACH-000075,-1.0204742235809607
ACH-000078,-0.8946155730143507
ACH-000082,-0.7907112510816977
ACH-000085,-0.6042965006571078
ACH-000086,-0.8647818958263239
ACH-000087,-0.6869429230501337
ACH-000092,-0.9349160585912294
ACH-000095,-0.943343321835464
ACH-000097,-0.8192211856451863
ACH-000098,-0.9028008362705948
ACH-000099,-0.8163806604411972
ACH-000108,-0.9231634844410964
ACH-000113,-0.9326763626425404
ACH-000116,-0.8867990944529279
ACH-000118,-0.9831618586057173
ACH-000120,-0.8561803626839369
ACH-000123,-0.8224115898617079
ACH-000127,-0.7238598380526269
ACH-000128,-0.8874555982461843
ACH-000132,-0.9864645080223544
ACH-000133,-1.009471086640326
ACH-000137,-0.8595182941350966
ACH-000138,-0.8000539770881805
ACH-000142,-0.7540733838356488
ACH-000143,-0.9167124328008422
ACH-000146,-0.9325952973907056
ACH-000148,-0.8305885878027172
ACH-000150,-1.0831902643519624
ACH-000152,-0.7540759728930627
ACH-000153,-1.0953308385712843
ACH-000159,-0.7802188733564793
ACH-000160,-1.3015376890106054
ACH-000163,-0.8288647971184853
ACH-000167,-1.0889972795898497
ACH-000168,-0.9305064042163428
ACH-000169,-0.9549723769842831
ACH-000178,-0.8962957004051458
ACH-000183,-1.0568432322151557
ACH-000188,-0.8978359217187563
ACH-000189,-0.8707104344284379
ACH-000190,-0.9394788839852428
ACH-000198,-0.8745159762784693
ACH-000203,-0.8675922071448704
ACH-000204,-0.7050481607045631
ACH-000206,-0.9707012061310226
ACH-000207,-0.9128507403328698
ACH-000208,-0.8076989266690489
ACH-000210,-0.912238844826892
ACH-000211,-0.7660116193737599
ACH-000215,-0.7238359930788857
ACH-000221,-0.8501481940647738
ACH-000222,-0.8993257070073529
ACH-000223,-0.9675050561662544
ACH-000226,-0.8558355050772483
ACH-000227,-0.9149660123137616
ACH-000228,-0.9896959563568009
ACH-000231,-0.8454080746269613
ACH-000232,-0.7584856808864285
ACH-000233,-0.9924774611109978
ACH-000234,-0.8372797810900671
ACH-000235,-0.8845445497353933
ACH-000237,-0.8293000329178908
ACH-000238,-0.7915109976233746
ACH-000242,-0.5127377091878066
ACH-000243,-0.8618092864947403
ACH-000244,-0.7996752175943735
ACH-000246,-0.784947203487356
ACH-000248,-1.0719473326879134
ACH-000250,-0.8023198599364734
ACH-000251,-0.6885356255327777
ACH-000252,-0.9160466766570879
ACH-000253,-0.9978067426987592
ACH-000255,-0.8738970432151186
ACH-000256,-0.8821264621129148
ACH-000257,-0.972053596320004
ACH-000258,-0.6700044242480523
ACH-000259,-0.8688411779215751
ACH-000260,-0.8407307065923306
ACH-000261,-0.8913859827019371
ACH-000262,-0.8718746094990865
ACH-000263,-0.9113320379690748
ACH-000264,-0.6618353371263033
ACH-000265,-0.850219797163642
ACH-000266,-0.9728434699056928
ACH-000272,-0.8358374776355256
ACH-000274,-0.7508071711256871
ACH-000277,-0.8399857986451251
ACH-000278,-0.8736943844088736
ACH-000279,-0.8194375537179738
ACH-000280,-0.9632486685040352
ACH-000281,-1.0023410617001536
ACH-000288,-0.8526313939479336
ACH-000291,-0.6552630224096505
ACH-000293,-1.1853543444423578
ACH-000294,-0.8275883070573956
ACH-000295,-0.7461368927192638
ACH-000296,-0.9603596429079482
ACH-000302,-0.9853891781605566
ACH-000304,-0.7441952740938899
ACH-000307,-0.7895382631659648
ACH-000308,-1.166150927406628
ACH-000310,-0.7914836578917761
ACH-000311,-0.7870159726147797
ACH-000312,-0.9027396646135426
ACH-000315,-1.1602383067628923
ACH-000316,-0.5612948715003837
ACH-000317,-0.5631215299299434
ACH-000318,-0.997179065247656
ACH-000319,-0.8115534624916065
ACH-000320,-0.8594115888902505
ACH-000322,-0.6951861986441032
ACH-000323,-0.8914192414914449
ACH-000324,-0.8016979482470572
ACH-000329,-0.765737025477874
ACH-000330,-0.9845928967271756
ACH-000331,-0.8095297338765307
ACH-000332,-0.9027894439673492
ACH-000334,-0.7232732114685356
ACH-000335,-0.6728788996529659
ACH-000336,-0.9120167865277194
ACH-000337,-1.0765605744500728
ACH-000338,-0.8055142879562478
ACH-000339,-0.7366603206161901
ACH-000341,-0.9556471851168344
ACH-000348,-0.7250530250696444
ACH-000350,-0.8804350353630717
ACH-000352,-1.0490174965796009
