,MTR (4548)
ACH-000004,-0.33166001172641485
ACH-000005,-0.38367331494632256
ACH-000007,-0.3103587574263442
ACH-000009,-0.14425155282119553
ACH-000011,-0.24085815944461375
ACH-000012,-0.020004809355001242
ACH-000013,0.005097180983080684
ACH-000014,-0.23272595305264115
ACH-000015,0.040031410216410296
ACH-000017,-0.09932115433698403
ACH-000018,-0.152248627410764
ACH-000019,-0.2234689996684996
ACH-000021,-0.10351929496269308
ACH-000022,-0.17174175742942754
ACH-000025,-0.21089687814272964
ACH-000028,-0.21072883877045406
ACH-000030,-0.7374195598755074
ACH-000035,-0.09837835589295817
ACH-000036,-0.11010899518730974
ACH-000037,-0.02734999157329428
ACH-000039,0.013947604914451264
ACH-000040,-0.09775337180058116
ACH-000041,-0.1923188298046674
ACH-000042,-0.0996579614845136
ACH-000045,0.1994124963449523
ACH-000047,-0.20145341022362875
ACH-000052,-0.09410620328046797
ACH-000053,-0.20821827190882
ACH-000054,-0.09419822679465972
ACH-000055,-0.0627926152992237
ACH-000060,0.10977363401343412
ACH-000067,0.016350865776847787
ACH-000070,-0.35141878746232696
ACH-000075,-0.11819542814490484
ACH-000078,-0.002146442494194618
ACH-000082,-0.13281652425434734
ACH-000085,0.10425867254272836
ACH-000086,-0.03230130717404079
ACH-000087,0.0666242994058806
ACH-000092,-0.02332868311548884
ACH-000095,-0.10333705964915316
ACH-000097,-0.2989593947393294
ACH-000098,-0.17725260132363568
ACH-000099,-0.04190742475757435
ACH-000108,-0.23953410083605886
ACH-000113,-0.05949313606685293
ACH-000116,-0.15563700289532634
ACH-000118,0.09636303185959788
ACH-000120,-0.1104808348651634
ACH-000123,-0.10768663913122177
ACH-000127,-0.12203617251225644
ACH-000128,-0.38662262500475214
ACH-000132,0.010589189931100322
ACH-000133,-0.08755910284452896
ACH-000137,-0.10280542458615942
ACH-000138,-0.1848931731761148
ACH-000142,-0.07827205217965147
ACH-000143,-0.13409994506437425
ACH-000146,-0.20420856547746272
ACH-000148,-0.11686899112269986
ACH-000150,0.02010647431495884
ACH-000152,0.009905367894976324
ACH-000153,-0.12468066885086465
ACH-000159,-0.3798374704486097
ACH-000160,-0.017283248730511815
ACH-000163,-0.1978359482979367
ACH-000167,-0.08718055756462267
ACH-000168,-0.3090414270440007
ACH-000169,-0.016313110140030385
ACH-000178,-0.1521580962749353
ACH-000183,-0.2097796303287688
ACH-000188,-0.015187108239951506
ACH-000189,-0.2157948269914128
ACH-000190,-0.0703278677519807
ACH-000198,-0.13118509269073148
ACH-000203,-0.012530991611084074
ACH-000204,-0.08295379294021303
ACH-000206,0.06178486054784565
ACH-000207,-0.3007255638862644
ACH-000208,-0.019617264933408457
ACH-000210,-0.20456280381775088
ACH-000211,-0.05901152455745429
ACH-000215,-0.05467975134860331
ACH-000221,-0.09460272020110223
ACH-000222,-0.278062142261291
