,GADD45A (1647)
ACH-000004,0.1835661351659404
ACH-000005,0.19134749882179689
ACH-000007,0.2467482956070207
ACH-000009,0.07645038289167727
ACH-000011,0.037835785296649466
ACH-000012,0.09332605449244158
ACH-000013,0.02446143503985413
ACH-000014,0.0615375621116919
ACH-000015,0.049542228312878064
ACH-000017,0.15284468808305773
ACH-000018,0.10843512977708004
ACH-000019,-0.019774327980344144
ACH-000021,0.004514575423408929
ACH-000022,0.11375745316414428
ACH-000025,0.05243098819741861
ACH-000028,0.1223789864126781
ACH-000030,0.07568209842382849
ACH-000035,-0.18175685596482186
ACH-000036,0.14955019377073628
ACH-000037,-0.017420063932163703
ACH-000039,0.16460377282542096
ACH-000040,0.03879186170823937
ACH-000041,0.1847221174064748
ACH-000042,0.21775474633292324
ACH-000045,0.26620080027029897
ACH-000047,0.16520224766107125
ACH-000052,-0.01500395798277077
ACH-000053,0.13713924437479436
ACH-000054,0.20820637726400515
ACH-000055,0.1437777095514703
ACH-000060,0.043627807879283616
ACH-000067,0.08372065230017413
ACH-000070,-0.027853414190965403
ACH-000075,0.14326435403731494
ACH-000078,0.07463018942491262
ACH-000082,0.12595708272736728
ACH-000085,0.010616781507103252
ACH-000086,0.06857962001183401
ACH-000087,-0.0609321662098479
ACH-000092,-0.08590949442540728
ACH-000095,0.13616843216292154
ACH-000097,0.0299055610945937
ACH-000098,0.06817988189678527
ACH-000099,-0.054372441345413546
ACH-000108,0.12652992574046545
ACH-000113,0.06117595623822236
ACH-000116,0.09844748905031912
ACH-000118,0.1755375495102835
ACH-000120,0.05268758617610198
ACH-000123,0.2997911026036781
ACH-000127,0.06390318131286805
ACH-000128,0.3016073032779175
ACH-000132,-0.05379614918733982
ACH-000133,0.02801620168389635
ACH-000137,-0.14094388340145847
ACH-000138,0.13129436850862106
ACH-000142,0.05226938277862469
ACH-000143,0.10625685644330793
ACH-000146,0.052337627086363074
ACH-000148,0.12630229140017793
ACH-000150,0.2167453718652988
ACH-000152,-0.011740291732222078
ACH-000153,-0.0493333932068176
ACH-000159,-0.02082296171901217
ACH-000160,0.1253281305264737
ACH-000163,0.14027524149283266
ACH-000167,0.2869247366676636
ACH-000168,0.27834695502075496
ACH-000169,0.013983225735839691
ACH-000178,0.037005829880326434
ACH-000183,0.04287611981952229
ACH-000188,0.05276891781475503
ACH-000189,0.1818965199993976
ACH-000190,0.017628855817616508
ACH-000198,0.1399356798588504
ACH-000203,0.13451353878452454
ACH-000204,-0.11512680879569075
ACH-000206,-0.03808249644070242
ACH-000207,-0.09789641816191888
ACH-000208,-0.3609462207512287
ACH-000210,0.30950137436447195
ACH-000211,0.1591961868786539
ACH-000215,0.08447286914926452
ACH-000221,0.2423843526057715
ACH-000222,0.1668232972027642
ACH-000223,0.08253493432763398
ACH-000226,0.2377314772143081
ACH-000227,0.23844737422063125
ACH-000228,0.0172348555666077
ACH-000231,0.06822968629519045
ACH-000232,0.13175244611001044
ACH-000233,0.15418366862750407
ACH-000234,0.24732411220676
ACH-000235,0.05214759285933703
ACH-000237,0.0790425937417339
ACH-000238,0.06136606010325735
ACH-000242,0.11561600156624227
ACH-000243,0.0819659700309661
ACH-000244,0.3021294737959172
ACH-000246,0.04349931593294113
ACH-000248,0.040194890875797695
ACH-000250,0.14076062362016445
ACH-000251,-0.2138525242944298
ACH-000252,0.28450608089901497
ACH-000253,0.08265528208863959
ACH-000255,0.14629492656444254
ACH-000256,0.21730363550095302
ACH-000257,-0.0850000886717599
ACH-000258,0.4482353569156483
ACH-000259,0.053861699477240996
ACH-000260,-0.07670755112008584
ACH-000261,0.0770681132814836
ACH-000262,-0.008437492554477156
ACH-000263,-0.2461204855116152
ACH-000264,0.10123013238043216
ACH-000265,0.06657859919545467
ACH-000266,0.08319074852866701
ACH-000272,-0.02152315016141008
ACH-000274,0.0846282722658463
ACH-000277,0.2227263800863344
ACH-000278,0.18703351018568065
ACH-000279,0.16733892829534694
ACH-000280,-0.0324788454065136
ACH-000281,0.2473482519600665
ACH-000288,0.07079446826293354
ACH-000291,-0.08413890010532869
ACH-000293,0.26250650390778185
ACH-000294,0.2212091735987861
ACH-000295,0.09414923986431334
ACH-000296,-0.08012777894571191
ACH-000302,0.11723670166750702
ACH-000304,0.1311252191542
ACH-000307,0.18402106010700967
ACH-000308,0.03781208718252649
ACH-000310,-0.08742246353321999
ACH-000311,0.22739459128743106
ACH-000312,0.17962533592996313
ACH-000315,0.1818741909907912
ACH-000316,0.09870500251058308
ACH-000317,0.18173199506109444
ACH-000318,-0.06650694213101271
ACH-000319,0.08163940895022577
ACH-000320,0.14150932857514315
ACH-000322,0.144772900097608
ACH-000323,-0.0783574224668248
ACH-000324,0.1178635833659214
ACH-000329,0.11987366217525265
ACH-000330,0.17873081928935955
ACH-000331,0.022793886230501232
ACH-000332,0.01772299331512347
ACH-000334,-0.06891949018589855
ACH-000335,-0.09959798356671357
ACH-000336,-0.330032653259729
ACH-000337,0.0921297192058646
ACH-000338,0.002653347358990145
ACH-000339,0.08088330614815667
ACH-000341,0.007465863409328263
ACH-000348,0.11897481098364103
ACH-000350,-0.009572281211670074
ACH-000352,0.03300721539344719
ACH-000356,0.07857205140605204
ACH-000361,-0.005212971553161987
ACH-000362,0.061034604480061073
ACH-000363,0.04862324117432043
ACH-000364,0.06893611662153562
ACH-000365,0.09655788068311084
ACH-000366,0.08614593809637412
ACH-000368,0.12437418510577362
ACH-000374,-0.06453974527129619
ACH-000375,0.11116720250442776
ACH-000376,0.1426345089487442
ACH-000381,0.10494863513807703
ACH-000383,0.1437299363171071
ACH-000387,0.07677050728648346
ACH-000389,0.006118504775301322
ACH-000390,0.16483123445659645
ACH-000393,0.01724724787534747
ACH-000395,0.083760589704286
ACH-000396,0.17689207189315256
ACH-000397,-0.015616742177769625
ACH-000401,-0.04110219964807022
ACH-000402,0.25967008881075865
ACH-000403,0.07563837058282771
ACH-000404,-0.07636877714153052
ACH-000406,0.115189033822101
ACH-000407,0.140986737901698
ACH-000408,0.2356203769381078
ACH-000410,-0.026704953785897767
ACH-000411,-0.2113248342202857
ACH-000414,0.1332876309194802
ACH-000415,0.03552176632454341
ACH-000416,0.11260232938883084
ACH-000420,0.2060175189224976
ACH-000421,0.11569133368356907
ACH-000424,-0.29154598881803656
ACH-000425,-0.03862320321319745
ACH-000426,0.1858179556795973
ACH-000427,0.17231562769224273
ACH-000433,0.1068901657431234
ACH-000435,0.26764812035319097
ACH-000436,0.06771719230163656
ACH-000444,0.30860245848920925
ACH-000445,-0.0938346329542116
