,ASS1 (445)
ACH-000248,-0.17749973886528722
ACH-000250,-0.3668542119609999
ACH-000251,-0.17845826688536948
ACH-000252,-0.3804795258755578
ACH-000253,-0.2407007441858071
ACH-000255,-0.3011723505930154
ACH-000256,-0.29950614779005424
ACH-000257,-0.1155759322763403
ACH-000258,-0.5033411084356839
ACH-000259,-0.2729977576003208
ACH-000260,-0.4077083833959804
ACH-000261,-0.3146894687608209
ACH-000262,-0.15985614314703842
ACH-000263,-0.4131869779858657
ACH-000264,-0.4339503297716018
ACH-000265,-0.31150221875147305
ACH-000266,-0.3761690135333062
ACH-000272,-0.31585028991446906
ACH-000274,-0.4963416490669325
ACH-000277,-0.11290865292937388
ACH-000278,-0.352674688600534
ACH-000279,-0.14765811489107836
ACH-000280,-0.2959318981023773
ACH-000281,-0.2608555037747673
ACH-000288,-0.19509455594126224
ACH-000291,-0.27484464534223146
ACH-000293,-0.4103743857163725
ACH-000294,-0.4642287329827489
ACH-000295,0.15625668981085347
ACH-000296,-0.1809840935708764
ACH-000302,-0.1556593278221954
ACH-000304,-0.2156235843240372
ACH-000307,-0.27056026373547515
ACH-000308,-0.22145042004673535
ACH-000310,-0.3520176975291292
ACH-000311,-0.2801884795608997
ACH-000312,-0.2405623393791407
ACH-000315,-0.22958634201219516
ACH-000316,-0.08952601321135098
ACH-000317,-0.3468458517489853
ACH-000318,-0.15226658828324438
ACH-000319,-0.21047059793912595
ACH-000320,-0.1295119562086592
ACH-000322,-0.3327915907982613
ACH-000323,-0.3360398693892361
ACH-000324,-0.4103300826858791
ACH-000329,-0.2967485870123403
ACH-000330,-0.24509849402157194
ACH-000331,-0.3051441479749593
ACH-000332,-0.2932109667054789
ACH-000334,0.026914295830437692
ACH-000335,-0.15658722629985236
ACH-000336,-0.16754729432463314
ACH-000337,-0.22086097277351388
ACH-000338,-0.16608352178590358
ACH-000339,-0.3364447038639319
ACH-000341,-0.4868018772739743
ACH-000348,-0.26356277601256073
ACH-000350,-0.3147207505736541
ACH-000352,-0.3552842922313195
ACH-000356,-0.058400191624188726
ACH-000361,-0.23694471604830994
ACH-000362,-0.2749184340179246
ACH-000363,-0.23433749631491835
ACH-000364,-0.3391029801442899
ACH-000365,-0.18180757412187454
ACH-000366,-0.4350496440933195
ACH-000368,-0.3161695693189489
ACH-000374,-0.42178083164257457
ACH-000375,-0.31085616507387426
ACH-000376,-0.17402160915245693
ACH-000381,-0.3068781313318049
ACH-000383,-0.1451822125638742
ACH-000387,-0.4511766593359314
ACH-000389,-0.12208899551663775
ACH-000390,-0.2455401088128727
ACH-000393,-0.3534814121393894
ACH-000395,-0.4789807779870425
ACH-000396,-0.3302931297892169
ACH-000397,-0.4161143095475259
ACH-000401,-0.2995546447367271
ACH-000402,-0.12053990970900892
ACH-000403,-0.25288600266977523
ACH-000404,-0.193264947901337
ACH-000406,-0.291238453253022
ACH-000407,-0.25775433802308656
ACH-000408,-0.11965068335420585
ACH-000410,-0.33979747817899586
ACH-000411,-0.37766831103588505
ACH-000414,-0.3763016944892847
ACH-000415,-0.14112793081403724
ACH-000416,-0.20305293705398714
ACH-000420,-0.4484622410968353
ACH-000421,-0.2484426705399973
ACH-000424,-0.10300434934021123
ACH-000425,-0.21028721542874307
ACH-000426,-0.23183388761193305
ACH-000427,-0.2851420479726897
ACH-000433,-0.21994389929274868
ACH-000435,-0.15674140382591725
ACH-000436,-0.3177078155720557
ACH-000444,-0.12622274695276978
ACH-000445,-0.24176498450837355
ACH-000448,-0.3038837165258396
ACH-000450,-0.1307378217735591
ACH-000452,-0.15036561789959196
ACH-000454,-0.2341879473188221
ACH-000458,-0.27988163604209243
ACH-000459,-0.10962696855561342
ACH-000460,-0.2803003688007013
ACH-000461,-0.4150639976371949
ACH-000463,-0.23497026480694405
ACH-000464,-0.05690242219284757
ACH-000466,-0.3485296371277303
ACH-000467,-0.2706735031320543
ACH-000468,-0.2154026769568122
ACH-000469,-0.24232207734398425
ACH-000470,-0.3907898861086395
ACH-000471,-0.29312851339090473
ACH-000472,-0.1964186228545477
ACH-000473,-0.09960698894119807
ACH-000475,-0.2257917212136623
ACH-000476,-0.2163100363396202
ACH-000477,-0.31138431338955475
ACH-000479,-0.5231544965456014
ACH-000480,-0.239972422388309
ACH-000481,-0.22149297356555864
ACH-000483,-0.4842372416655314
ACH-000484,-0.4004300903315177
ACH-000485,-0.2560542241163507
ACH-000486,-0.2816868399129872
ACH-000487,-0.3039696562075068
ACH-000488,-0.25006045352347084
ACH-000490,-0.3115199567856259
ACH-000491,-0.33088716056156503
ACH-000495,-0.27505839042023783
ACH-000496,-0.2229301204689645
ACH-000499,-0.18104329111737275
ACH-000500,-0.29822813488927663
ACH-000502,-0.1666199903742212
ACH-000503,-0.038229179359367184
ACH-000505,-0.3052738966889777
ACH-000507,-0.2568503374163213
ACH-000510,-0.2544242631887987
ACH-000511,-0.2358074409111987
ACH-000512,-0.3574554901006705
ACH-000516,-0.2644776213553821
ACH-000517,-0.2871069903140838
ACH-000518,-0.32904011609557515
ACH-000520,-0.3508702834223239
ACH-000521,-0.42771356220084783
ACH-000522,-0.4262921678138581
ACH-000524,-0.3355499683465281
ACH-000527,-0.2307648094654785
ACH-000528,-0.2863000361029882
ACH-000537,-0.2213734248478782
ACH-000541,-0.3505493871738345
ACH-000542,-0.3332847490493961
ACH-000544,-0.3141996589800941
ACH-000545,-0.1709271078486566
ACH-000547,-0.3127070427557567
ACH-000548,-0.300160381381641
ACH-000549,-0.14946914724136565
ACH-000550,-0.4585800690325223
ACH-000552,-0.29195657314764434
ACH-000556,-0.2924431845449317
ACH-000557,-0.18758853337895498
ACH-000569,0.02449883745618749
ACH-000570,-0.4176272206500753
ACH-000571,-0.26658316436148943
ACH-000573,-0.3118817680921638
ACH-000576,-0.36074421826240616
ACH-000579,-0.12726685058164025
ACH-000580,-0.07881030506232699
ACH-000584,-0.4345772884380368
ACH-000585,-0.2649845620795277
ACH-000588,-0.254194760326422
ACH-000589,-0.2825905425862158
ACH-000591,-0.4924434929000733
ACH-000593,-0.4431002521827247
ACH-000600,-0.33333091672595505
ACH-000601,-0.3216385918308686
ACH-000605,-0.30000450757545505
ACH-000606,-0.1672135876348594
ACH-000608,-0.2047547890747495
ACH-000614,-0.4805267927805293
ACH-000616,-0.2385634613318459
ACH-000618,-0.1855784435037245
ACH-000619,-0.273747319264563
ACH-000620,-0.3465399511800661
ACH-000621,-0.31717090424766003
ACH-000622,-0.4231998998574151
ACH-000623,-0.2352416054150211
ACH-000624,-0.2676318525580549
ACH-000627,-0.2962200399436438
ACH-000630,-0.4225718278398907
ACH-000631,-0.32722601567211435
ACH-000632,-0.3249921204065199
ACH-000633,-0.2688018586311907
ACH-000637,-0.25358765528929883
ACH-000638,-0.10787833547543604
ACH-000646,-0.3470067181745736
ACH-000647,-0.19995183272300615
ACH-000648,-0.3893831626643712
ACH-000649,-0.193285083574552
ACH-000651,-0.2735379121092009
ACH-000652,-0.4068418691645088
ACH-000653,-0.2622753762514369
ACH-000657,-0.3548503759448367
ACH-000658,-0.4058060542176588
ACH-000661,-0.30202690936855164
ACH-000662,-0.3882712136406317
ACH-000663,-0.1269814207343946
ACH-000665,-0.3061911868653361
ACH-000671,-0.3720898868262577
ACH-000672,-0.4168284722542585
ACH-000673,-0.2595445599957236
ACH-000676,-0.2424670039484072
ACH-000677,-0.28020436643089475
ACH-000681,-0.1301798178144001
ACH-000683,-0.2188675745244844
ACH-000684,-0.2923323357924165
ACH-000688,-0.4229098009063843
ACH-000693,-0.2467694832769657
ACH-000694,-0.2318681900830382
ACH-000695,-0.4451419216822238
ACH-000696,-0.3274577936274289
ACH-000697,-0.3136265344812933
ACH-000699,-0.21485290394003626
ACH-000701,-0.32018625250860605
ACH-000706,-0.3012785710081405
ACH-000711,-0.2576920234765335
ACH-000713,-0.3282993278011785
ACH-000714,-0.202973266461675
ACH-000718,-0.3683544112423248
ACH-000720,-0.33550836331361106
ACH-000721,-0.4197629692594957
ACH-000724,-0.38824580335268827
ACH-000725,-0.19455724886149145
ACH-000732,-0.2810075786008678
ACH-000734,-0.28424487562587963
ACH-000735,-0.3873749923541516
ACH-000736,0.0006781846014722751
ACH-000738,-0.1817915322918033
ACH-000746,-0.227726761774906
ACH-000747,-0.4212070967092965
ACH-000748,-0.31768963544728396
ACH-000753,-0.2216423710757329
ACH-000756,-0.3079929126332375
ACH-000757,-0.3040406521062508
ACH-000758,-0.11445122570626355
ACH-000760,-0.226522221583335
ACH-000762,-0.15521620459443147
ACH-000763,-0.17313745345584308
ACH-000764,-0.7090031293377603
ACH-000765,-0.15428420523755054
ACH-000766,-0.2653866248027989
ACH-000767,-0.2075714070941707
ACH-000768,-0.4116803272506257
ACH-000769,-0.4635132172281206
ACH-000770,-0.2700010528388723
ACH-000771,-0.4487761963960601
ACH-000773,-0.29662271787211136
ACH-000776,-0.31084731674740745
ACH-000777,-0.2837920446304436
ACH-000778,-0.13418119969672332
ACH-000781,-0.32785504671178634
ACH-000782,-0.21602871455111028
ACH-000783,-0.3113780483130281
ACH-000784,-0.3486026456631397
ACH-000785,-0.3221583002836409
ACH-000787,-0.2827197134190426
ACH-000788,-0.28413719187798003
ACH-000791,-0.3735703679967697
ACH-000792,-0.2089028289238448
ACH-000794,-0.26056646189345434
ACH-000796,-0.1876913795509616
ACH-000798,-0.12289089416012562
ACH-000799,-0.3580997995406612
ACH-000800,-0.2615404750761798
ACH-000802,-0.31563375262226523
ACH-000804,-0.2744582971422315
ACH-000805,-0.38746809723823294
ACH-000809,-0.23268642656686536
ACH-000810,-0.18796247532432644
ACH-000811,-0.26909504914751115
ACH-000817,-0.4471846709731709
ACH-000819,-0.27297606083975345
ACH-000820,-0.7740477131454164
ACH-000821,-0.1487597086287634
ACH-000822,-0.17912693054827675
ACH-000823,-0.23767200136916
ACH-000824,-0.2708672330685964
ACH-000827,-0.343696233527344
ACH-000829,-0.2731604642260613
ACH-000831,-0.2501585348512877
ACH-000832,-0.3073795912761099
ACH-000833,-0.20390785489900687
ACH-000834,-0.1657670331723526
ACH-000835,-0.3042289595382997
ACH-000836,-0.2650657959039604
ACH-000837,-0.14047645008117898
ACH-000838,-0.232022277034106
ACH-000839,-0.5707059365549425
ACH-000840,-0.2540013282477589
ACH-000841,-0.26869708262878605
ACH-000843,-0.26118375474101924
ACH-000846,-0.32611469769403273
ACH-000847,-0.2555994489332709
ACH-000848,-0.2746214021470713
ACH-000849,-0.3369242932056927
ACH-000851,-0.3967030786781717
ACH-000855,-0.509404468972485
ACH-000856,-0.2954551427722293
ACH-000858,-0.4262244559496442
ACH-000859,-0.14154046551985244
ACH-000861,-0.2994824464320085
ACH-000862,-0.4736546689462213
ACH-000865,-0.3334214137026245
ACH-000866,-0.3526923714529403
ACH-000867,-0.14823385049485696
ACH-000869,-0.3173509887730126
ACH-000872,-0.3219083363685634
ACH-000873,-0.2298575809861615
ACH-000876,-0.13009094734219356
ACH-000878,-0.3474020984490765
ACH-000880,-0.2917191197107228
ACH-000881,-0.2213639106139521
ACH-000882,-0.4977961990536106
ACH-000884,-0.23264380429206594
ACH-000885,-0.4078311491765123
ACH-000887,-0.3199810045667808
ACH-000889,-0.24110006079752555
ACH-000896,-0.3479794977516179
ACH-000898,-0.21634766166755973
ACH-000900,-0.3837850021059003
ACH-000901,-0.28100963636900783
ACH-000905,-0.2392054646610885
ACH-000906,-0.2776775233382176
ACH-000907,-0.462282932861873
ACH-000910,-0.19612415168301536
ACH-000911,-0.3317515386327328
ACH-000912,-0.40431724946712416
ACH-000913,-0.401602999480397
ACH-000915,-0.3136190044578496
ACH-000916,0.09285177084765132
ACH-000917,-0.22193562889975527
ACH-000920,-0.1301811680756857
ACH-000921,-0.452049274041379
ACH-000924,-0.2125528232093584
ACH-000926,-0.1984653523713384
ACH-000928,-0.4103017628115193
ACH-000929,-0.1921100549268188
ACH-000932,-0.3525261367693126
ACH-000935,-0.2590274365598845
ACH-000936,-0.3931099890458661
ACH-000937,-0.42408027919708857
ACH-000938,-0.2378371482581081
ACH-000939,-0.12448788589442475
ACH-000941,-0.28514539564729025
ACH-000943,-0.31269374495157
ACH-000946,-0.2907367424591536
ACH-000947,-0.27744557061824904
ACH-000948,-0.2777038505286314
ACH-000950,-0.3823560592239249
ACH-000953,-0.3769953698815618
ACH-000954,-0.1146231184796358
ACH-000957,-0.33251246983901034
ACH-000958,-0.1527068270117279
ACH-000960,-0.2701081779850248
ACH-000963,-0.5042167675112341
ACH-000968,-0.4184580893822833
ACH-000969,-0.31296584054601306
ACH-000972,-0.4696807094094992
ACH-000973,-0.2793512958429181
ACH-000974,-0.21764932716761526
ACH-000978,-0.1092054752845348
ACH-000984,-0.2334751873374338
ACH-000986,-0.4552137535266341
ACH-000988,-0.3021653758436199
ACH-000993,-0.3326136367268451
ACH-000994,-0.3282996171028195
ACH-000996,-0.4150771563167545
ACH-001001,-0.2528461493816438
ACH-001020,-0.2497105500497076
ACH-001028,-0.27645120574616505
ACH-001031,-0.4707145252862523
ACH-001038,-0.2407824577681848
ACH-001048,-0.20542085463786144
ACH-001050,-0.3421888608484784
ACH-001053,-0.5038579456616122
ACH-001054,-0.3673068537203719
ACH-001061,-0.20447206308252994
ACH-001067,-0.22246399155530103
ACH-001075,-0.29819586214066124
ACH-001096,-0.3698549131307187
ACH-001111,-0.2922080171332689
ACH-001119,-0.3276544579319552
ACH-001128,-0.3826834242845713
ACH-001134,-0.4139143978234736
ACH-001151,-0.23060979427780864
ACH-001163,-0.2644865527071006
ACH-001164,-0.35060737514017565
ACH-001183,-0.07661942867013967
ACH-001192,-0.2810093599222493
ACH-001193,-0.369916523496904
ACH-001196,-0.3663738284958391
ACH-001197,-0.13282952212764482
ACH-001205,-0.3943657431358408
ACH-001211,-0.2552467387521789
ACH-001212,-0.5411400934779289
ACH-001228,-0.31957541126714395
ACH-001232,-0.2974965813759853
ACH-001239,-0.40655927772401146
ACH-001270,-0.8046673406460203
ACH-001274,-0.4494235512727605
ACH-001275,-0.3096442068129797
ACH-001277,-0.344973131129221
ACH-001278,-0.40832591981830624
ACH-001280,-0.4646444543017067
ACH-001283,-0.270208316255214
ACH-001289,-0.19735430776122898
ACH-001300,-0.5515683518378919
ACH-001301,-0.16027048061132942
ACH-001302,-0.3999983714968474
ACH-001306,-0.2186514512863812
ACH-001318,-0.397741420032388
ACH-001322,-0.3267157631638397
ACH-001328,-0.14104232781430354
ACH-001332,-0.16541735471823155
ACH-001336,-0.366093975337925
ACH-001346,-0.29718586716429124
ACH-001353,-0.29397032620966657
ACH-001354,0.10322231375556802
ACH-001367,-0.5140039787154893
ACH-001368,-0.3625419744934374
ACH-001374,-0.5400398708782514
ACH-001377,-0.3281424889244979
ACH-001380,-0.3361829006926784
ACH-001391,-0.4014672491560297
ACH-001408,-0.37694037503555344
ACH-001430,-0.28323961979407225
ACH-001431,-0.27732551700174474
ACH-001450,-0.514380512699139
ACH-001496,-0.21941213312671168
ACH-001500,-0.3458513975861104
ACH-001523,-0.3573581129700875
ACH-001532,-0.360975299422292
ACH-001550,-0.25097069394593885
ACH-001552,-0.4635544859359498
ACH-001554,-0.21484194206850374
ACH-001654,-0.4207063405423277
ACH-001735,-0.23010617361764985
ACH-001736,-0.3128485185667399
ACH-001737,0.1367664496019304
ACH-001740,-0.56836768706466
ACH-001745,-0.3564373833882902
ACH-001765,-0.2419178078142099
