,PARN (5073)
ACH-000545,-0.4351995996947101
ACH-000547,-0.5691636053559084
ACH-000548,-0.14052808653837867
ACH-000549,-0.4065672086534719
ACH-000550,-0.563086253668224
ACH-000552,-0.2796051944368869
ACH-000556,-0.3408470094542598
ACH-000557,-0.4396349318314563
ACH-000569,-0.3184443001390003
ACH-000570,-0.33040379107913176
ACH-000571,-0.2306355081351165
ACH-000573,-0.3053754550314445
ACH-000576,-0.1972424036567043
ACH-000579,-0.2881792517077085
ACH-000580,-0.3463355528571498
ACH-000584,-0.3581565028083394
ACH-000585,-0.40213309814858256
ACH-000588,-0.5206006981134029
ACH-000589,-0.4602075841199718
ACH-000591,-0.43989734050648616
ACH-000593,-0.6712880064954567
ACH-000600,-0.3165150341252569
ACH-000601,-0.5441824248627322
ACH-000605,-0.3878627881695068
ACH-000606,-0.4141823888577353
ACH-000608,-0.3512517579878874
ACH-000614,-0.3159430096733705
ACH-000616,-0.4646470085456525
ACH-000618,-0.4798225770599783
ACH-000619,-0.3561572935025737
ACH-000620,-0.4669116617791642
ACH-000621,-0.3130887908339986
ACH-000622,-0.3393274897038921
ACH-000623,-0.5159873408037773
ACH-000624,-0.3827216611884962
ACH-000627,-0.37256328808164335
ACH-000630,-0.19504829500229787
ACH-000631,-0.25915997903494103
ACH-000632,-0.26655429779590056
ACH-000633,-0.2518219755742889
ACH-000637,-0.3482329141760769
ACH-000638,-0.4183787058517373
ACH-000646,-0.389655315043146
ACH-000647,-0.22529233756973555
ACH-000648,-0.28796451277583063
ACH-000649,-0.3772073984110004
ACH-000651,-0.5408457210938121
ACH-000652,-0.3962794385319738
ACH-000653,-0.40266378007556414
ACH-000657,-0.6606745457476397
ACH-000658,-0.3442057645793002
ACH-000661,-0.282989388914382
ACH-000662,-0.2037142953005498
ACH-000663,-0.744853266439125
ACH-000665,-0.15608376849601738
ACH-000671,-0.4600208190500527
ACH-000672,-0.6897015814097404
ACH-000673,-0.3508727591716988
ACH-000676,-0.5361988865432532
ACH-000677,-0.1956077046939004
ACH-000681,-0.5332614502818477
ACH-000683,-0.36073139371866597
ACH-000684,-0.5672478281588307
ACH-000688,-0.4390464461996269
ACH-000693,-0.5006936928501241
ACH-000694,-0.5046528370924296
ACH-000695,-0.21659362666014492
ACH-000696,-0.6226850740963585
ACH-000697,-0.3831100044224933
ACH-000699,-0.38023807110415386
ACH-000701,-0.620984248783498
ACH-000706,-0.4208745636864116
ACH-000711,-0.15316424771609866
ACH-000713,-0.4748854380494026
ACH-000714,-0.21095206785712647
ACH-000718,-0.1921673628561376
ACH-000720,-0.2489022181308721
ACH-000721,-0.4010820285543571
ACH-000724,-0.4886909891932206
ACH-000725,-0.454613794892806
ACH-000732,-0.2914669584975689
ACH-000734,-0.22301660820939134
ACH-000735,-0.32426848123703284
ACH-000736,-0.1175450633353002
ACH-000738,-0.4098340620218569
ACH-000746,-0.4875621506451235
ACH-000747,-0.3494444200125637
ACH-000748,-0.5966082591424303
ACH-000753,-0.483526525658967
ACH-000756,-0.5612648055161688
ACH-000757,-0.4926490437540312
ACH-000758,-0.16596165622157033
ACH-000760,-0.2946115456464916
ACH-000762,-0.3218031055289282
ACH-000763,-0.2560601980648991
ACH-000764,-0.4837201134443368
ACH-000765,-0.3731731363734767
ACH-000766,-0.3238318924168678
ACH-000767,-0.6125532549563829
ACH-000768,-0.3002283945060428
ACH-000769,-0.4729738924979165
ACH-000770,-0.3849169309885504
ACH-000771,-0.4243280351867279
ACH-000773,-0.4388744640116292
ACH-000776,-0.4612366835816309
ACH-000777,-0.5737265820645434
ACH-000778,-0.4576892576534404
ACH-000781,-0.4332436349031212
ACH-000782,-0.3947632657069145
ACH-000783,-0.2908364096174603
ACH-000784,-0.4791055789667855
ACH-000785,-0.294379405789648
ACH-000787,-0.3686016958495483
ACH-000788,-0.6582728056412257
ACH-000791,-0.36346550446328657
ACH-000792,-0.5584268336742642
ACH-000794,-0.10266771434870177
ACH-000796,-0.24406235158146966
ACH-000798,-0.2789118695878845
ACH-000799,-0.40802842044802656
ACH-000800,-0.5341846095443226
ACH-000802,-0.71406246825549
ACH-000804,-0.32129360321299044
ACH-000805,-0.5481997574317045
ACH-000809,-0.5353207062427889
ACH-000810,-0.486378363004792
ACH-000811,-0.6357011486865021
ACH-000817,-0.4323140296672393
ACH-000819,-0.5283432561621794
ACH-000820,-0.34238251427115185
ACH-000821,-0.29363297658076176
ACH-000822,-0.1497016589309302
ACH-000823,-0.7943603079424141
ACH-000824,-0.28888801820155363
ACH-000827,-0.4218580721915841
ACH-000829,-0.2409444711519757
ACH-000831,-0.543722586657821
ACH-000832,-0.3733733290780044
ACH-000833,-0.3229591887797186
ACH-000834,-0.3989247670311215
ACH-000835,-0.541605669142765
ACH-000836,-0.22106271465381944
ACH-000837,-0.4102920471464369
ACH-000838,-0.470038538312409
ACH-000839,-0.323045064316365
ACH-000840,-0.24077245454104704
ACH-000841,-0.24669566694872525
ACH-000843,-0.5358377761185863
ACH-000846,-0.33577220860345514
ACH-000847,-0.5037467377763712
ACH-000848,-0.4285661454450836
ACH-000849,-0.2417869968046045
ACH-000851,-0.285589361248868
ACH-000855,-0.34862671620056424
ACH-000856,-0.7834181608361536
ACH-000858,-0.2507020520066319
ACH-000859,-0.3800407472469509
ACH-000861,-0.4305548202387375
ACH-000862,-0.3931524303113737
ACH-000865,-0.39626738531859534
ACH-000866,-0.2168857843796237
ACH-000867,-0.29638334239264863
ACH-000869,-0.26952723949760404
ACH-000872,-0.3860376730507976
ACH-000873,-0.3128304177140873
ACH-000876,-0.12444368772238708
ACH-000878,-0.6123920683056786
ACH-000880,-0.4911624397923251
ACH-000881,-0.4019755065033813
ACH-000882,-0.5837237538759176
ACH-000884,-0.4243744225899669
ACH-000885,-0.5210460553804857
ACH-000887,-0.35849081027714264
ACH-000889,-0.41581181137914813
ACH-000896,-0.2730323764877156
ACH-000898,-0.4527428728351125
ACH-000900,-0.261487147137582
ACH-000901,-0.2853312855374287
ACH-000905,-0.5134562257732022
ACH-000906,-0.3779440331135563
ACH-000907,-0.4785646650191965
ACH-000910,-0.4001667926021192
ACH-000911,-0.2358602515325244
ACH-000912,-0.041108934550486906
ACH-000913,-0.3442539116599726
ACH-000915,-0.1314797144212767
ACH-000916,-0.6887578849713815
ACH-000917,-0.5075535079772727
ACH-000920,-0.08332858041102184
ACH-000921,-0.2578818143630112
ACH-000924,-0.4155270309242653
ACH-000926,-0.4663457217177529
ACH-000928,-0.2566719516363591
ACH-000929,-0.3183185289776737
ACH-000932,-0.3025785893159409
ACH-000935,-0.6507754006844146
ACH-000936,-0.5798482832298
ACH-000937,-0.3051688837889842
ACH-000938,-0.35026347165751376
ACH-000939,-0.35853580443751665
ACH-000941,-0.2640432698267487
ACH-000943,-0.3792242990434793
ACH-000946,-0.30935224505258296
ACH-000947,-0.4767862612269298
ACH-000948,-0.3653816277413224
ACH-000950,-0.5377786723630403
ACH-000953,-0.2783983405747874
ACH-000954,-0.4746069964028985
ACH-000957,-0.24321011421964395
ACH-000958,-0.4462560190284507
ACH-000960,-0.2621382984506592
ACH-000963,-0.3588081792317269
ACH-000968,-0.3878128673989844
ACH-000969,-0.4399553148580578
ACH-000972,-0.4388113392115929
ACH-000973,-0.5376887836798172
ACH-000974,-0.2878442954570926
ACH-000978,-0.2893732413605561
ACH-000984,-0.4114251188400401
ACH-000986,-0.4881799899406706
ACH-000988,-0.35232501307087305
ACH-000993,-0.2782475068559622
ACH-000994,-0.3498317585549997
ACH-000996,-0.1394965509703712
ACH-001001,-0.3864554383424114
ACH-001020,-0.5308302136994331
ACH-001028,-0.31786901824519304
ACH-001031,-0.5595490309103262
ACH-001038,-0.21359497161729116
ACH-001048,-0.3145206211905748
ACH-001050,-0.37024052881935227
ACH-001053,-0.4826183459790938
ACH-001054,-0.6313116339380614
ACH-001061,-0.6535687682338294
ACH-001067,-0.3069712391116073
ACH-001075,-0.3767147899793804
ACH-001096,-0.3254293426957379
ACH-001111,-0.16839494903364627
ACH-001119,-0.4485404145288766
ACH-001128,-0.16540513480749058
ACH-001134,-0.3443049484721605
ACH-001151,-0.2124882090692125
ACH-001163,-0.27739630822090955
ACH-001164,-0.42528621190728494
ACH-001183,-0.4101350227574996
ACH-001192,-0.5564405821018281
ACH-001193,-0.537257229701285
ACH-001196,-0.5773374374508372
ACH-001197,-0.2816058890019364
ACH-001205,-0.4408277921409912
ACH-001211,-0.5398937752545344
ACH-001212,-0.18791543882147674
ACH-001228,-0.3099954571389982
ACH-001232,-0.5201209488479613
ACH-001239,-0.4315456029695671
ACH-001270,-0.25801760998972056
ACH-001274,-0.5363422888653002
ACH-001275,-0.6573963768482453
ACH-001277,-0.5943205471346783
ACH-001278,-0.5764467121357377
ACH-001280,-0.3705026074257621
ACH-001283,-0.3682771362584426
ACH-001289,-0.6060062814418649
ACH-001300,-0.6978141383371119
ACH-001301,-0.13409850424768746
ACH-001302,-0.3630653095132427
ACH-001306,-0.663945560628214
ACH-001318,-0.4593240019099141
ACH-001322,-0.3239864642473797
ACH-001328,-0.1932156358147208
ACH-001332,-0.5164705707121211
ACH-001336,-0.4438036181860869
ACH-001346,-0.4740005467175586
ACH-001353,-0.22249786646893915
ACH-001354,0.011445408400587965
ACH-001367,-0.3714909060585146
ACH-001368,-0.4377792457038657
ACH-001374,-0.15929181591684471
ACH-001377,-0.6064923326899311
ACH-001380,-0.12653977784029075
ACH-001391,-0.3609438315219915
ACH-001408,-0.34114566291447496
ACH-001430,-0.5565964464262456
ACH-001431,-0.3360308558503031
ACH-001450,-0.34402280918992384
ACH-001496,-0.4767796321921062
ACH-001500,-0.21859735224051385
ACH-001523,-0.5105618503270251
ACH-001532,-0.3968553083268685
ACH-001550,-0.4374098644538035
ACH-001552,-0.3120860470943244
ACH-001554,-0.3339727824488318
ACH-001654,-0.7423228191913774
ACH-001735,-0.2724809199873044
ACH-001736,-0.4674968066931637
ACH-001737,-0.04999776730144756
ACH-001740,-0.5102802020675978
ACH-001745,-0.34250947647106195
ACH-001765,-0.4530615648022738
