,SDC3 (9672)
ACH-000004,-0.1868094272815475
ACH-000005,-0.07623410967655675
ACH-000007,-0.16202126210102907
ACH-000009,-0.08379191757752323
ACH-000011,-0.08515798515324806
ACH-000012,-0.057618496021426525
ACH-000013,-0.26850627040370983
ACH-000014,-0.19131870036857485
ACH-000015,-0.0409602362238284
ACH-000017,-0.16831519551730867
ACH-000018,-0.05762256401110144
ACH-000019,-0.21894821916543974
ACH-000021,-0.16383612278761658
ACH-000022,-0.06679572775126659
ACH-000025,-0.030847821536535782
ACH-000028,-0.08679829762167415
ACH-000030,-0.16031790938009116
ACH-000035,-0.2325505584400216
ACH-000036,-0.22074340652741015
ACH-000037,-0.2462008114855053
ACH-000039,-0.2637049882395708
ACH-000040,-0.22623447657389956
ACH-000041,-0.1763813481939364
ACH-000042,-0.11902602634287535
ACH-000045,-0.19305843257412394
ACH-000047,-0.11356794621595973
ACH-000052,-0.1050606772758141
ACH-000053,-0.12308554021655728
ACH-000054,-0.31544613053792125
ACH-000055,-0.1286737628128895
ACH-000060,-0.3255981484041384
ACH-000067,-0.12703657817585934
ACH-000070,-0.1637243441501617
ACH-000075,-0.2376128911224827
ACH-000078,-0.05656676219961555
ACH-000082,-0.3207776638269073
ACH-000085,-0.07225848597811757
ACH-000086,-0.05092646387887352
ACH-000087,0.024743453639353333
ACH-000092,-0.3204121166523792
ACH-000095,-0.19189685263951245
ACH-000097,-0.1533686311069512
ACH-000098,-0.2041189126913846
ACH-000099,-0.12190934145364304
ACH-000108,-0.09026143635443712
ACH-000113,-0.18883717110748946
ACH-000116,-0.13146207240457694
ACH-000118,-0.1614451045573489
ACH-000120,-0.09199949102542222
ACH-000123,-0.07435547144702158
ACH-000127,-0.14692548604931552
ACH-000128,-0.21978306821574314
ACH-000132,-0.210279182266453
ACH-000133,-0.1594552799977071
ACH-000137,-0.1203248587293074
ACH-000138,-0.1037955732504374
ACH-000142,-0.07464079503019654
ACH-000143,-0.08503650769622455
ACH-000146,-0.07757551338207315
ACH-000148,-0.01938560739448436
ACH-000150,-0.2434909104030487
ACH-000152,-0.08701024228452467
ACH-000153,-0.1706440872958946
ACH-000159,-0.04554435419097246
ACH-000160,-0.18586429304834354
ACH-000163,0.03955815043677071
ACH-000167,-0.3340337694041813
ACH-000168,-0.10972162726621626
ACH-000169,-0.1354522540336652
ACH-000178,-0.2481511281238641
ACH-000183,-0.2025929664197199
ACH-000188,-0.3215841264203259
ACH-000189,0.2359141157685717
ACH-000190,-0.04689718611468369
ACH-000198,-0.06244017924853925
ACH-000203,0.08658788281306083
ACH-000204,-0.3752690312055035
ACH-000206,-0.11027225776348984
ACH-000207,-0.10975981271564016
ACH-000208,-0.5900256213213213
ACH-000210,-0.2600366516060073
ACH-000211,-0.010188215663775278
ACH-000215,-0.12231918461667105
ACH-000221,-0.30879016125960623
ACH-000222,-0.09918420631633844
ACH-000223,-0.17130780148614272
ACH-000226,-0.2471578728596568
ACH-000227,0.024958001306136485
ACH-000228,-0.07874203634068931
ACH-000231,-0.1521403242228574
ACH-000232,-0.11359536604890914
ACH-000233,0.07725858400486453
ACH-000234,-0.1341094796523616
ACH-000235,-0.1841727673233805
ACH-000237,-0.11975096773342615
ACH-000238,-0.16351795500947935
ACH-000242,-0.36342064695504733
ACH-000243,-0.10702602336870892
ACH-000244,-0.3455725653913176
ACH-000246,-0.22870914631981715
ACH-000248,-0.07557898223917801
ACH-000250,-0.08443329193544606
ACH-000251,-0.18653245406121485
ACH-000252,-0.08170539932256896
ACH-000253,-0.21787556510730066
ACH-000255,-0.13079957941066436
ACH-000256,-0.08469307841710068
ACH-000257,-0.1367165355573439
ACH-000258,-0.2436487857825036
ACH-000259,-0.11536895728366688
ACH-000260,-0.22039927875282864
ACH-000261,-0.12765089332373036
ACH-000262,0.06316206383489954
ACH-000263,-0.0905772723562156
ACH-000264,-0.11031854054469148
ACH-000265,-0.1261184912975144
ACH-000266,-0.13283153605221734
ACH-000272,-0.1695864164754172
ACH-000274,-0.16215306143331545
ACH-000277,-0.15501868050005724
ACH-000278,-0.17634895173211432
ACH-000279,-0.1926165609598512
ACH-000280,-0.22102771235135166
ACH-000281,-0.13027986876110478
ACH-000288,-0.11784660998629515
ACH-000291,-0.1329405904454257
ACH-000293,-0.16502284889377122
ACH-000294,-0.1157364402649929
ACH-000295,0.2520140729353211
ACH-000296,-0.2533114466625717
ACH-000302,-0.18241535410784626
ACH-000304,-0.2124867561858684
ACH-000307,-0.22922139501298194
ACH-000308,-0.13097764264865716
ACH-000310,-0.252694108624327
ACH-000311,-0.039793716913157084
ACH-000312,-0.2776286741517616
ACH-000315,-0.2157274018220829
ACH-000316,-0.06282551085140814
ACH-000317,-0.07006611634096246
ACH-000318,-0.11250708497295787
ACH-000319,-0.11343057095791115
ACH-000320,-0.25632987588659945
ACH-000322,-0.11260682277015165
ACH-000323,-0.2613918756983136
ACH-000324,-0.23092241326060095
ACH-000329,-0.21351357051721015
ACH-000330,-0.1898389647611288
ACH-000331,-0.19310300472246708
ACH-000332,-0.07910341119740877
ACH-000334,-0.04269921060260512
ACH-000335,-0.2290964718764015
ACH-000336,-0.4284253295730343
ACH-000337,0.0027310368177466803
ACH-000338,-0.11088096837978624
ACH-000339,-0.11542369409047774
ACH-000341,-0.0765778758909595
ACH-000348,-0.201001228207198
ACH-000350,-0.08789063371859829
ACH-000352,-0.3736431712652133
ACH-000356,-0.34315850362297984
ACH-000361,-0.2111722747837967
ACH-000362,-0.11509781453556828
ACH-000363,-0.1666548109696205
ACH-000364,-0.3323976505023831
ACH-000365,-0.10106773572228453
ACH-000366,-0.14319733879574778
ACH-000368,-0.18471386880872467
ACH-000374,-0.1886631392689071
ACH-000375,0.10644906368263443
ACH-000376,-0.17604678556441603
ACH-000381,-0.20712730070978688
ACH-000383,-0.10524903599095037
ACH-000387,-0.23631494857045146
ACH-000389,-0.23231375137806906
ACH-000390,-0.1270246311110241
ACH-000393,-0.05856698172598757
ACH-000395,-0.1198918258932882
ACH-000396,-0.0566522054099793
ACH-000397,-0.0377698484454753
ACH-000401,-0.2777462473910393
ACH-000402,0.0011084338338079893
ACH-000403,-0.2348662859724313
ACH-000404,0.01908572914873816
ACH-000406,-0.064021172207243
ACH-000407,-0.1139862637672066
ACH-000408,-0.02527683337921247
ACH-000410,-0.25977561817168004
ACH-000411,-0.21566521360991567
ACH-000414,-0.07478945731289185
ACH-000415,-0.229891450762002
ACH-000416,-0.10505485050975301
ACH-000420,-0.09425539404984497
ACH-000421,-0.06559406022547673
ACH-000424,-0.0296836529494216
ACH-000425,-0.21418742344397607
ACH-000426,-0.06907625302855246
ACH-000427,-0.12076661518158242
ACH-000433,-0.002001668755683745
ACH-000435,0.20999415652218995
ACH-000436,-0.1014999324169361
ACH-000444,0.00543040793251827
ACH-000445,-0.3168562471425251
ACH-000448,-0.20480784038595745
ACH-000450,-0.3361129235171051
ACH-000452,-0.06957138961324208
ACH-000454,-0.2077247348055022
ACH-000458,-0.17171230036080376
ACH-000459,0.04620564105233814
ACH-000460,-0.18510947496033156
ACH-000461,-0.032739249898159614
ACH-000463,-0.20040900043229729
ACH-000464,-0.2344787015931979
ACH-000466,-0.1198342391175386
ACH-000467,-0.08509485198272239
ACH-000468,-0.1950516294832848
ACH-000469,-0.13493590474547407
ACH-000470,-0.16783732731982426
ACH-000471,-0.08854773405910693
ACH-000472,-0.09027531068697864
ACH-000473,-0.2891826746479793
ACH-000475,-0.1700711315672591
ACH-000476,-0.0558271557170678
ACH-000477,-0.06615384079471663
ACH-000479,-0.11650492589316
ACH-000480,-0.19462564970238455
ACH-000481,-0.1842911943284271
ACH-000483,-0.06992106135198804
ACH-000484,-0.16510038618373996
ACH-000485,-0.18535929549889094
ACH-000486,0.007251087301491849
ACH-000487,-0.08918861733748451
ACH-000488,-0.1140349097427561
ACH-000490,-0.09996397342068708
ACH-000491,-0.2334433612763425
ACH-000495,-0.19981464319000866
ACH-000496,-0.15121704974046146
ACH-000499,-0.1113346447205621
ACH-000500,-0.6524419577738382
ACH-000502,-0.1003476386146542
ACH-000503,-0.09486635537104836
ACH-000505,-0.16888161641305185
ACH-000507,-0.2566634832007489
ACH-000510,-0.07123584190898406
ACH-000511,-0.17147087783826676
ACH-000512,-0.10977523082068487
ACH-000516,0.029392736646658882
ACH-000517,-0.14353195397375104
ACH-000518,-0.03633167656418533
ACH-000520,-0.10041364690243428
ACH-000521,-0.18506469277511825
ACH-000522,-0.3448319526032816
ACH-000524,-0.13618056992926636
ACH-000527,-0.12067839129939074
ACH-000528,-0.11129075337667507
ACH-000537,-0.2486072912953557
ACH-000541,-0.08826878164939649
ACH-000542,-0.13279875148266976
ACH-000544,-0.2440230074538776
ACH-000545,-0.2022287741813879
ACH-000547,-0.17323764380259365
ACH-000548,-0.2724049214256262
ACH-000549,-0.026286830200201373
ACH-000550,-0.19590948684256126
ACH-000552,-0.14510103711652078
ACH-000556,-0.05840961201654945
ACH-000557,-0.12543553240927
ACH-000569,-0.13331607644315027
ACH-000570,-0.039627554184335036
ACH-000571,-0.06998204113540976
ACH-000573,-0.1982287248064162
ACH-000576,-0.035666705511292
ACH-000579,-0.13101939441097504
ACH-000580,-0.2199672992010649
ACH-000584,-0.21340529951097334
ACH-000585,-0.12294280035110725
ACH-000588,-0.22656117690040914
ACH-000589,-0.1337724725009024
ACH-000591,-0.0477992772837936
ACH-000593,-0.020712358090117157
ACH-000600,-0.2467767350920553
ACH-000601,-0.11097591099993316
ACH-000605,-0.19510287526890968
ACH-000606,-0.0796825474774361
ACH-000608,-0.10394518929454244
ACH-000614,-0.20970937898827893
