,SIN3A (25942)
ACH-000004,-0.7893729986107275
ACH-000005,-0.44398099700302207
ACH-000007,-0.8794767744669296
ACH-000009,-1.0048468585793917
ACH-000011,-0.8773418376397246
ACH-000012,-0.8312527149734339
ACH-000013,-0.553823332000967
ACH-000014,-0.6702638882951258
ACH-000015,-0.6464078318170453
ACH-000017,-0.5153209239202079
ACH-000018,-0.5628801905031018
ACH-000019,-0.608629277220607
ACH-000021,-0.3540865486057205
ACH-000022,-0.3375648930251092
ACH-000025,-0.8232257804526549
ACH-000028,-0.6193810564291143
ACH-000030,-0.7784377089125404
ACH-000035,-0.7498020967171755
ACH-000036,-0.5755528519494273
ACH-000037,-0.99591402538337
ACH-000039,-0.5220717693792997
ACH-000040,-0.7503538377621368
ACH-000041,-0.5286833331755763
ACH-000042,-0.5817977795980721
ACH-000045,-0.5904485363048297
ACH-000047,-0.430872441871328
ACH-000052,-0.6888048759059733
ACH-000053,-0.5854980583258089
ACH-000054,-0.7535398340578454
ACH-000055,-0.46142709743992
ACH-000060,-0.5141799741996543
ACH-000067,-0.7962870582186038
ACH-000070,-0.7671107156195534
ACH-000075,-0.6270776658004279
ACH-000078,-0.6534656155892155
ACH-000082,-1.052441759643627
ACH-000085,-0.5213794570934779
ACH-000086,-0.4295891017850387
ACH-000087,-0.7263168167032364
ACH-000092,-0.5790490005765154
ACH-000095,-0.6438778140037772
ACH-000097,-0.7043178322544704
ACH-000098,-0.5705407643878053
ACH-000099,-0.7353352465686643
ACH-000108,-0.7097524469352811
ACH-000113,-0.6038144838313446
ACH-000116,-0.9979823439081612
ACH-000118,-0.7401084997120931
ACH-000120,-0.6372245726030733
ACH-000123,-0.5356186076829202
ACH-000127,-0.5639173244874862
ACH-000128,-0.8777043890535172
ACH-000132,-0.8344538779679846
ACH-000133,-0.7337214775701217
ACH-000137,-0.6149894701301007
ACH-000138,-0.32611662936829544
ACH-000142,-0.4698876827707915
ACH-000143,-0.36176587705274976
ACH-000146,-0.6574862018260708
ACH-000148,-0.7067302360882707
ACH-000150,-0.6063480387068345
ACH-000152,-0.40560663649391787
ACH-000153,-0.7824782333199912
ACH-000159,-0.6096872184860245
ACH-000160,-0.4234196626077657
ACH-000163,-0.4748387705694546
ACH-000167,-0.5146248788201042
ACH-000168,-0.3783541095613526
ACH-000169,-0.4794663665295419
ACH-000178,-0.7869057810578287
ACH-000183,-0.5869230070889028
ACH-000188,-0.7941914430715912
ACH-000189,-0.5832389509211188
ACH-000190,-0.4933324115134255
ACH-000198,-0.7397464692713236
ACH-000203,-0.9996110286698562
ACH-000204,-0.860378402187684
ACH-000206,-0.32035653683335114
ACH-000207,-0.9281260965178372
ACH-000208,-0.3835053007795722
ACH-000210,-0.3476828634488061
ACH-000211,-0.6289696907413144
ACH-000215,-0.5651166585460543
ACH-000221,-0.6400155935594194
ACH-000222,-0.4864457848748536
ACH-000223,-0.8439964394198527
ACH-000226,-0.7021343122682777
ACH-000227,-0.9107903765767013
ACH-000228,-0.7257526684589879
ACH-000231,-0.7536398889843419
ACH-000232,-0.10249520333006472
ACH-000233,-0.6842249268977609
ACH-000234,-0.6071064338868103
ACH-000235,-0.4981810953917192
ACH-000237,-0.4651556471573784
ACH-000238,-0.9123970539621244
ACH-000242,-0.6998455746603283
ACH-000243,-0.7848382795604759
ACH-000244,-0.7885848757822679
ACH-000246,-0.6913680856098293
ACH-000248,-0.8831316635076837
ACH-000250,-0.4897644578306837
ACH-000251,-0.6718190844501888
ACH-000252,-0.5022742314686454
ACH-000253,-0.6882612928420185
ACH-000255,-0.6181662565706495
ACH-000256,-0.5863994408300238
ACH-000257,-0.9116235732834488
ACH-000258,-0.1874030936071948
ACH-000259,-0.5914682376378365
ACH-000260,-0.7527337420954935
ACH-000261,-0.6550670451155288
ACH-000262,-0.4846000158448267
ACH-000263,-0.8548101076742208
ACH-000264,-0.6989541065939903
ACH-000265,-0.5926194751148075
ACH-000266,-0.6710102584196562
ACH-000272,-0.567004358995176
ACH-000274,-0.7789397140698348
ACH-000277,-0.18621202757156352
ACH-000278,-0.6237202776487025
ACH-000279,-0.6463539160650463
ACH-000280,-0.5971846740830181
ACH-000281,-0.8165130166912357
ACH-000288,-0.6331793731158729
ACH-000291,-0.9065358157880984
ACH-000293,-0.5768438103263317
ACH-000294,-0.4071889559280032
ACH-000295,-0.6727107660126479
ACH-000296,-0.9364772709679812
ACH-000302,-0.5828680495571158
ACH-000304,-0.8214892669906775
ACH-000307,-0.6537768621393977
ACH-000308,-0.4591424155984195
ACH-000310,-0.5094503412852041
ACH-000311,-0.5563486601106059
ACH-000312,-0.5611231875914632
ACH-000315,-0.5850152964555817
ACH-000316,-0.6202556893650158
ACH-000317,-0.5157389107226745
ACH-000318,-0.7571574190131969
ACH-000319,-0.8824074779534183
ACH-000320,-0.6510816816076662
ACH-000322,-0.6712024071168993
ACH-000323,-0.6666092141316529
ACH-000324,-0.707887210616049
ACH-000329,-0.7326827340475596
ACH-000330,-0.8599208324961297
ACH-000331,-0.8520881108039532
ACH-000332,-0.3449153017006334
ACH-000334,-0.6508487343719154
ACH-000335,-0.5783300715935317
ACH-000336,0.022582567445800433
ACH-000337,-0.4861858489561613
ACH-000338,-0.7866002477936137
ACH-000339,-0.5261696026867699
ACH-000341,-0.3912849309324543
ACH-000348,-0.577332558414668
ACH-000350,-0.556493614879354
ACH-000352,-0.8588295268703595
ACH-000356,-0.6069575289523813
ACH-000361,-0.7790585297352738
ACH-000362,-0.4324614011266077
ACH-000363,-0.752920999291362
ACH-000364,-0.7195546209957742
ACH-000365,-0.4270071471908184
ACH-000366,-0.7773544608449863
ACH-000368,-0.7261357361460784
ACH-000374,-0.7495232370642169
ACH-000375,-0.15801567329442467
ACH-000376,-0.4693523843307878
ACH-000381,-0.4366080233490663
ACH-000383,-0.3417816194654389
ACH-000387,-0.8043985177191862
ACH-000389,-0.8358379620881696
ACH-000390,-0.3683540790819836
ACH-000393,-0.8422976134570392
ACH-000395,-0.6943948936024159
ACH-000396,-0.5371908395481335
ACH-000397,-0.596422970407156
ACH-000401,-0.5253647339343607
ACH-000402,-0.8788828387082369
ACH-000403,-0.4184047813076463
ACH-000404,-0.504364741065211
ACH-000406,-0.4123910702527863
ACH-000407,-0.6851330985981615
ACH-000408,-0.5074423832502549
ACH-000410,-0.9049953395649242
ACH-000411,-0.7248392437777332
ACH-000414,-0.6403938134582196
ACH-000415,-0.5843568908086525
ACH-000416,-0.7549095903151033
ACH-000420,-0.4555223751837224
ACH-000421,-0.6329489262719461
ACH-000424,-0.7673651382436691
ACH-000425,-0.7521895928560616
ACH-000426,-0.12634085378749652
ACH-000427,-0.7733261093643751
ACH-000433,-0.7015682515170979
ACH-000435,-0.824497308518348
ACH-000436,-0.7292127912293281
ACH-000444,-0.7980446408966188
ACH-000445,-0.8265063618637353
ACH-000448,-0.5026853716398326
ACH-000450,-0.44905854823510016
ACH-000452,-0.6436580365630657
ACH-000454,-0.6111080355271474
ACH-000458,-0.7867207291276993
ACH-000459,-0.02605718194787008
ACH-000460,-0.8111973347807515
ACH-000461,-0.6555448284604237
ACH-000463,-0.6858604850462441
ACH-000464,-0.7127390116589706
ACH-000466,-0.7405805221189311
ACH-000467,-0.533353800235198
ACH-000468,-0.34049456954896196
ACH-000469,-0.8496477039808285
ACH-000470,-0.5288584663750745
ACH-000471,-0.4200519314260499
ACH-000472,-0.5612769445962064
ACH-000473,-0.5577698257425306
ACH-000475,-0.5620412532906007
ACH-000476,-0.6005617268485458
ACH-000477,-0.5160882435929409
ACH-000479,-0.21708796332286115
ACH-000480,-0.7759096328893532
ACH-000481,-0.7452065176839657
ACH-000483,-0.7891678010740459
ACH-000484,-0.8647820855120649
ACH-000485,-0.33077122587724433
ACH-000486,-0.7619883846867084
ACH-000487,-0.6521381514440365
ACH-000488,-0.5776214113209753
ACH-000490,-0.7102159697187455
ACH-000491,-0.8035621851920628
ACH-000495,-0.6457839246837742
ACH-000496,-0.6548113247882414
ACH-000499,-0.5267902694605678
ACH-000500,-0.5547279874248936
ACH-000502,-0.5672859244446068
ACH-000503,-0.3318553567964351
ACH-000505,-0.5791185602892266
ACH-000507,-0.5081810528671964
ACH-000510,-0.49356202566647095
ACH-000511,-0.6297397486361648
ACH-000512,-0.3641281297030162
ACH-000516,-0.7248359122886898
ACH-000517,-0.33018508358735515
ACH-000518,-0.4201176356918641
ACH-000520,-0.5978764243397694
ACH-000521,-0.8751701455803313
ACH-000522,-0.727731023835605
ACH-000524,-0.9747076663795758
ACH-000527,-0.7954356933285879
ACH-000528,-0.8161170310852558
ACH-000537,-0.6178041527237319
ACH-000541,-0.2662537864664702
ACH-000542,-0.49593569673101595
ACH-000544,-0.8816356744333569
ACH-000545,-0.6994776635065455
ACH-000547,-0.8336077566255365
ACH-000548,-0.5721150100974014
ACH-000549,-0.7173778025000778
ACH-000550,-0.4927298397215617
ACH-000552,-0.7498136065444027
ACH-000556,-0.5372538096146748
ACH-000557,-0.1398569966738152
ACH-000569,-0.4804044152687554
ACH-000570,-0.6634692406029318
ACH-000571,-0.6642393300576857
ACH-000573,-0.7074156187675013
ACH-000576,-0.9016093485984228
ACH-000579,-0.7605169286635388
ACH-000580,-0.8099678472417802
ACH-000584,-0.4371394409701274
ACH-000585,-0.6323795764318976
ACH-000588,-0.5596066673970459
ACH-000589,-0.4198542907105037
ACH-000591,-0.6035809157379637
ACH-000593,-0.4321157120456768
ACH-000600,-0.5105726968998305
ACH-000601,-0.8999646563661149
ACH-000605,-0.7522455653540439
ACH-000606,-0.7342095240990759
ACH-000608,-0.5772694813857995
ACH-000614,-0.530194550294974
ACH-000616,-0.5827908814951108
ACH-000618,-0.639444765664895
ACH-000619,-0.7774231348684741
ACH-000620,-0.8940271108718639
ACH-000621,-0.7451597649254265
ACH-000622,-0.7312273458493138
ACH-000623,-0.4188446011347828
ACH-000624,-0.6109412724306641
ACH-000627,-0.4878837586312687
ACH-000630,-0.7472056179364979
ACH-000631,-0.6290579283880766
ACH-000632,-0.7472766896776963
ACH-000633,-0.7175911890185064
ACH-000637,-0.4513003300735651
ACH-000638,-0.7446405721633254
ACH-000646,-0.766831439799042
ACH-000647,-0.2700590509250692
ACH-000648,-0.3860795232839248
ACH-000649,-0.6312921934695771
ACH-000651,-0.6134472624597835
ACH-000652,-0.5673567640159445
ACH-000653,-0.7274740974028195
ACH-000657,-0.6238556039929489
ACH-000658,-0.7680079577054701
ACH-000661,-0.6217856410554257
ACH-000662,-0.2630821987108705
ACH-000663,-0.7558754236010086
ACH-000665,-0.7615775062856444
ACH-000671,-0.7605647087114864
ACH-000672,-0.9152642159186164
ACH-000673,-0.7833030033207993
ACH-000676,-0.6381470714772424
ACH-000677,-0.6989417120535244
ACH-000681,-0.5241735203803644
ACH-000683,-0.5110617704221795
ACH-000684,-0.6862330741123073
ACH-000688,-0.9589299099266698
ACH-000693,-0.7157212901165468
ACH-000694,-0.5124403942838316
ACH-000695,-0.8201365987096197
ACH-000696,-0.6370067634150174
ACH-000697,-0.655589954208053
ACH-000699,-0.729474935296253
ACH-000701,-0.707477969364705
ACH-000706,-0.4228025030152054
ACH-000711,-0.6199268155279837
ACH-000713,-0.5442731823683734
ACH-000714,-0.7761373550517437
ACH-000718,-0.4934179264302063
ACH-000720,-0.3983993570605058
ACH-000721,-0.5653600930669848
ACH-000724,-0.8070805406263698
ACH-000725,-0.7932433056801751
ACH-000732,-0.8079850906160732
ACH-000734,-0.3538501515414083
ACH-000735,-0.6875988965138656
ACH-000736,-0.7938153977884149
ACH-000738,-0.5867660147951907
ACH-000746,-0.5492682875243232
ACH-000747,-0.8344887149386189
ACH-000748,-0.6091484509214878
ACH-000753,-0.7298298987128924
ACH-000756,-0.4339584516369324
ACH-000757,-0.5539886313237399
ACH-000758,-0.43361490900522903
ACH-000760,-0.5749798196339639
ACH-000762,-0.5339378830803456
ACH-000763,-0.4841854921140119
ACH-000764,-0.7011649990726173
ACH-000765,-0.5835713385651907
ACH-000766,-0.6713413887353746
ACH-000767,-0.4684416566144472
ACH-000768,-0.8423695667368026
ACH-000769,-0.5533542720231269
ACH-000770,-0.774582118725614
ACH-000771,-0.6954349718161287
ACH-000773,-0.5590972811307845
ACH-000776,-0.8056162433334659
ACH-000777,-0.4717301603216598
ACH-000778,-0.9046568803474512
ACH-000781,-0.3997891678275332
ACH-000782,-0.7349300072904903
ACH-000783,-1.0386033032679352
ACH-000784,-0.5351365183343735
ACH-000785,-0.5605628127576979
ACH-000787,-0.7395868203395172
ACH-000788,-0.7343316453880926
ACH-000791,-0.5880250325254047
ACH-000792,-0.3723605813718667
ACH-000794,-0.6739576401571398
ACH-000796,-0.5018075337281093
ACH-000798,-0.6703577245763825
ACH-000799,-0.5520751625101715
ACH-000800,-0.5385080457915066
ACH-000802,-0.6751641030326945
ACH-000804,-0.4214312287016572
ACH-000805,-0.7815241746142695
ACH-000809,-0.7849501888054772
ACH-000810,-0.7089440713945375
ACH-000811,-0.6643241943499917
ACH-000817,-0.6719083789757446
ACH-000819,-0.5222480899170513
ACH-000820,-0.5527678172930389
ACH-000821,-0.7842922868231424
ACH-000822,-0.5640794598260143
ACH-000823,-0.6564642813561864
ACH-000824,-0.8983860666184381
ACH-000827,-0.762146933660488
ACH-000829,-0.5040650918374098
ACH-000831,-0.6056242443854798
ACH-000832,-0.8604590893944595
ACH-000833,-0.5386170254124054
ACH-000834,-0.7014901772972929
ACH-000835,-0.7944557623576446
ACH-000836,-0.5521643055769535
ACH-000837,-0.4443050499497579
ACH-000838,-0.4372005336938701
ACH-000839,-0.6311574679095853
ACH-000840,-0.5162865202901155
ACH-000841,-0.5888039245712703
ACH-000843,-0.6568620189259644
ACH-000846,-0.5271217726222044
ACH-000847,-0.8701510601400355
ACH-000848,-0.6084108319231674
ACH-000849,-0.7305384314171259
ACH-000851,-0.6108925543194895
ACH-000855,-0.3483452557294779
ACH-000856,-0.6753542182182419
ACH-000858,-0.29709168626334964
ACH-000859,-0.8356515289679428
ACH-000861,-0.583594464519418
ACH-000862,-0.4924475942136654
ACH-000865,-0.4983256787781488
ACH-000866,-0.7292130186601077
ACH-000867,-0.4791223489858353
ACH-000869,-0.6900679789193083
ACH-000872,-0.5315529576780702
ACH-000873,-0.7414492607009034
ACH-000876,-0.5215964359756529
ACH-000878,-0.403540130548164
ACH-000880,-0.8759501052854219
ACH-000881,-0.5894364252580888
ACH-000882,-0.8645784197734386
ACH-000884,-0.6557154197314061
ACH-000885,-0.6502005558974777
ACH-000887,-0.5298393286542151
ACH-000889,-0.7859702064099832
ACH-000896,-0.5252608012480887
ACH-000898,-0.7062912434725037
ACH-000900,-0.5123376802691043
ACH-000901,-0.7039794347726264
ACH-000905,-0.7310126608405536
ACH-000906,-0.5069449080406546
ACH-000907,-0.6974234477276646
ACH-000910,-0.8165872732436271
ACH-000911,-0.7637433788034774
ACH-000912,-0.6807579960543659
ACH-000913,-0.35225911874764776
ACH-000915,-0.6411068698682427
ACH-000916,-0.4693723703369868
ACH-000917,-0.6936194175705838
ACH-000920,-0.4115225624200377
ACH-000921,-0.5956274127480562
ACH-000924,-0.7061089326440694
ACH-000926,-0.3457388068985772
ACH-000928,-0.8233386036869637
ACH-000929,-0.7667582838256685
ACH-000932,-0.5505071341656578
ACH-000935,-0.7354732306008247
ACH-000936,-0.6751424867193679
ACH-000937,-0.5570707972428386
ACH-000938,-0.7020443086903481
ACH-000939,-0.6268384778353912
ACH-000941,-0.7904449916014672
ACH-000943,-0.6785875753582344
ACH-000946,-0.7401278125753814
ACH-000947,-0.6431905627862501
ACH-000948,-0.6978899535359645
ACH-000950,-0.6917118239493835
ACH-000953,-0.6284811174984875
ACH-000954,-0.6815792250882039
ACH-000957,-0.7320398679196451
ACH-000958,-0.8245521858271305
ACH-000960,-0.759253179267473
ACH-000963,-0.5111613166009198
ACH-000968,-0.7216731270979783
ACH-000969,-0.6573721465494415
ACH-000972,-0.814090746788121
ACH-000973,-0.6775941395692407
ACH-000974,-0.7393395037998729
ACH-000978,-0.6336401170085718
ACH-000984,-0.7798169983921392
ACH-000986,-0.5598644477772143
ACH-000988,-0.7376088952317913
ACH-000993,-0.5858967589531938
ACH-000994,-0.7123476289534195
ACH-000996,-0.6441121268432174
ACH-001001,-0.5501039330805793
ACH-001020,-0.6281685870992211
ACH-001028,-0.1401055875302583
ACH-001031,-0.5791390736222244
ACH-001038,-0.5843793929035511
ACH-001048,-0.35075410005285346
ACH-001050,-0.83015343280568
